candidate,office,district,party,county,precinct,votes
Roque 'Rocky' De La Fuente,President,,R,Benton,Ashland Precinct District 3,1
Donald J. Trump,President,,R,Benton,Ashland Precinct District 3,125
Bill Weld,President,,R,Benton,Ashland Precinct District 3,2
Cindy Hyde-Smith,U S Senate,,R,Benton,Ashland Precinct District 3,119
Trent Kelly,U.S. House,1,R,Benton,Ashland Precinct District 3,120
Joseph R. Biden,President,,D,Benton,Ashland Precinct District 3,122
Michael R Bloomberg,President,,D,Benton,Ashland Precinct District 3,8
Pete Buttigieg,President,,D,Benton,Ashland Precinct District 3,2
Tulsi Gabbard,President,,D,Benton,Ashland Precinct District 3,0
Amy Klobuchar,President,,D,Benton,Ashland Precinct District 3,1
Deval Patrick,President,,D,Benton,Ashland Precinct District 3,1
Bernie Sanders,President,,D,Benton,Ashland Precinct District 3,19
Tom Steyer,President,,D,Benton,Ashland Precinct District 3,1
Elizabeth Warren,President,,D,Benton,Ashland Precinct District 3,2
Andrew Yang,President,,D,Benton,Ashland Precinct District 3,1
Tobey Bernard Bartee,U S Senate,,D,Benton,Ashland Precinct District 3,13
Jensen Bohren,U S Senate,,D,Benton,Ashland Precinct District 3,15
Mike Espy,U S Senate,,D,Benton,Ashland Precinct District 3,119
Antonia Eliason,U.S. House,1,D,Benton,Ashland Precinct District 3,107
Roque 'Rocky' De La Fuente,President,,R,Benton,Canaan Precinct District 1,0
Donald J. Trump,President,,R,Benton,Canaan Precinct District 1,77
Bill Weld,President,,R,Benton,Canaan Precinct District 1,0
Cindy Hyde-Smith,U S Senate,,R,Benton,Canaan Precinct District 1,71
Trent Kelly,U.S. House,1,R,Benton,Canaan Precinct District 1,73
Joseph R. Biden,President,,D,Benton,Canaan Precinct District 1,126
Michael R Bloomberg,President,,D,Benton,Canaan Precinct District 1,12
Pete Buttigieg,President,,D,Benton,Canaan Precinct District 1,1
Tulsi Gabbard,President,,D,Benton,Canaan Precinct District 1,1
Amy Klobuchar,President,,D,Benton,Canaan Precinct District 1,0
Deval Patrick,President,,D,Benton,Canaan Precinct District 1,0
Bernie Sanders,President,,D,Benton,Canaan Precinct District 1,19
Tom Steyer,President,,D,Benton,Canaan Precinct District 1,0
Elizabeth Warren,President,,D,Benton,Canaan Precinct District 1,0
Andrew Yang,President,,D,Benton,Canaan Precinct District 1,0
Tobey Bernard Bartee,U S Senate,,D,Benton,Canaan Precinct District 1,4
Jensen Bohren,U S Senate,,D,Benton,Canaan Precinct District 1,10
Mike Espy,U S Senate,,D,Benton,Canaan Precinct District 1,137
Antonia Eliason,U.S. House,1,D,Benton,Canaan Precinct District 1,90
Roque 'Rocky' De La Fuente,President,,R,Benton,Floyd Precinct Dist 4,0
Donald J. Trump,President,,R,Benton,Floyd Precinct Dist 4,140
Bill Weld,President,,R,Benton,Floyd Precinct Dist 4,0
Cindy Hyde-Smith,U S Senate,,R,Benton,Floyd Precinct Dist 4,132
Trent Kelly,U.S. House,1,R,Benton,Floyd Precinct Dist 4,132
Joseph R. Biden,President,,D,Benton,Floyd Precinct Dist 4,58
Michael R Bloomberg,President,,D,Benton,Floyd Precinct Dist 4,8
Pete Buttigieg,President,,D,Benton,Floyd Precinct Dist 4,1
Tulsi Gabbard,President,,D,Benton,Floyd Precinct Dist 4,1
Amy Klobuchar,President,,D,Benton,Floyd Precinct Dist 4,0
Deval Patrick,President,,D,Benton,Floyd Precinct Dist 4,0
Bernie Sanders,President,,D,Benton,Floyd Precinct Dist 4,16
Tom Steyer,President,,D,Benton,Floyd Precinct Dist 4,0
Elizabeth Warren,President,,D,Benton,Floyd Precinct Dist 4,1
Andrew Yang,President,,D,Benton,Floyd Precinct Dist 4,0
Tobey Bernard Bartee,U S Senate,,D,Benton,Floyd Precinct Dist 4,4
Jensen Bohren,U S Senate,,D,Benton,Floyd Precinct Dist 4,7
Mike Espy,U S Senate,,D,Benton,Floyd Precinct Dist 4,72
Antonia Eliason,U.S. House,1,D,Benton,Floyd Precinct Dist 4,56
Roque 'Rocky' De La Fuente,President,,R,Benton,Hickory Flat Prec Dist 5,0
Donald J. Trump,President,,R,Benton,Hickory Flat Prec Dist 5,232
Bill Weld,President,,R,Benton,Hickory Flat Prec Dist 5,1
Cindy Hyde-Smith,U S Senate,,R,Benton,Hickory Flat Prec Dist 5,220
Trent Kelly,U.S. House,1,R,Benton,Hickory Flat Prec Dist 5,213
Joseph R. Biden,President,,D,Benton,Hickory Flat Prec Dist 5,33
Michael R Bloomberg,President,,D,Benton,Hickory Flat Prec Dist 5,2
Pete Buttigieg,President,,D,Benton,Hickory Flat Prec Dist 5,0
Tulsi Gabbard,President,,D,Benton,Hickory Flat Prec Dist 5,0
Amy Klobuchar,President,,D,Benton,Hickory Flat Prec Dist 5,0
Deval Patrick,President,,D,Benton,Hickory Flat Prec Dist 5,0
Bernie Sanders,President,,D,Benton,Hickory Flat Prec Dist 5,6
Tom Steyer,President,,D,Benton,Hickory Flat Prec Dist 5,0
Elizabeth Warren,President,,D,Benton,Hickory Flat Prec Dist 5,0
Andrew Yang,President,,D,Benton,Hickory Flat Prec Dist 5,0
Tobey Bernard Bartee,U S Senate,,D,Benton,Hickory Flat Prec Dist 5,3
Jensen Bohren,U S Senate,,D,Benton,Hickory Flat Prec Dist 5,0
Mike Espy,U S Senate,,D,Benton,Hickory Flat Prec Dist 5,33
Antonia Eliason,U.S. House,1,D,Benton,Hickory Flat Prec Dist 5,29
Roque 'Rocky' De La Fuente,President,,R,Benton,Lamar Precinct District 2,0
Donald J. Trump,President,,R,Benton,Lamar Precinct District 2,29
Bill Weld,President,,R,Benton,Lamar Precinct District 2,0
Cindy Hyde-Smith,U S Senate,,R,Benton,Lamar Precinct District 2,27
Trent Kelly,U.S. House,1,R,Benton,Lamar Precinct District 2,25
Joseph R. Biden,President,,D,Benton,Lamar Precinct District 2,192
Michael R Bloomberg,President,,D,Benton,Lamar Precinct District 2,12
Pete Buttigieg,President,,D,Benton,Lamar Precinct District 2,1
Tulsi Gabbard,President,,D,Benton,Lamar Precinct District 2,0
Amy Klobuchar,President,,D,Benton,Lamar Precinct District 2,0
Deval Patrick,President,,D,Benton,Lamar Precinct District 2,0
Bernie Sanders,President,,D,Benton,Lamar Precinct District 2,26
Tom Steyer,President,,D,Benton,Lamar Precinct District 2,4
Elizabeth Warren,President,,D,Benton,Lamar Precinct District 2,1
Andrew Yang,President,,D,Benton,Lamar Precinct District 2,2
