candidate,office,district,party,county,precinct,votes
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,Anchor 1,1
Donald J. Trump,President,,Republican,Chickasaw,Anchor 1,166
Bill Weid,President,,Republican,Chickasaw,Anchor 1,0
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,Anchor 1,161
Trent Kelly,U.S. House,1,Republican,Chickasaw,Anchor 1,158
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,Buena Vista 2,0
Donald J. Trump,President,,Republican,Chickasaw,Buena Vista 2,35
Bill Weid,President,,Republican,Chickasaw,Buena Vista 2,0
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,Buena Vista 2,35
Trent Kelly,U.S. House,1,Republican,Chickasaw,Buena Vista 2,35
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,East Okolona 4,0
Donald J. Trump,President,,Republican,Chickasaw,East Okolona 4,15
Bill Weid,President,,Republican,Chickasaw,East Okolona 4,1
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,East Okolona 4,13
Trent Kelly,U.S. House,1,Republican,Chickasaw,East Okolona 4,15
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,Egypt 3,0
Donald J. Trump,President,,Republican,Chickasaw,Egypt 3,48
Bill Weid,President,,Republican,Chickasaw,Egypt 3,0
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,Egypt 3,48
Trent Kelly,U.S. House,1,Republican,Chickasaw,Egypt 3,48
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,North Houlka 3,1
Donald J. Trump,President,,Republican,Chickasaw,North Houlka 3,25
Bill Weid,President,,Republican,Chickasaw,North Houlka 3,0
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,North Houlka 3,27
Trent Kelly,U.S. House,1,Republican,Chickasaw,North Houlka 3,27
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,North Okolona 6,0
Donald J. Trump,President,,Republican,Chickasaw,North Okolona 6,68
Bill Weid,President,,Republican,Chickasaw,North Okolona 6,0
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,North Okolona 6,66
Trent Kelly,U.S. House,1,Republican,Chickasaw,North Okolona 6,66
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,Northwest Houston 7,1
Donald J. Trump,President,,Republican,Chickasaw,Northwest Houston 7,64
Bill Weid,President,,Republican,Chickasaw,Northwest Houston 7,0
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,Northwest Houston 7,63
Trent Kelly,U.S. House,1,Republican,Chickasaw,Northwest Houston 7,65
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,Pearsall 9,0
Donald J. Trump,President,,Republican,Chickasaw,Pearsall 9,84
Bill Weid,President,,Republican,Chickasaw,Pearsall 9,0
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,Pearsall 9,77
Trent Kelly,U.S. House,1,Republican,Chickasaw,Pearsall 9,78
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,Pleasant Grove Thorn 8,0
Donald J. Trump,President,,Republican,Chickasaw,Pleasant Grove Thorn 8,158
Bill Weid,President,,Republican,Chickasaw,Pleasant Grove Thorn 8,0
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,Pleasant Grove Thorn 8,151
Trent Kelly,U.S. House,1,Republican,Chickasaw,Pleasant Grove Thorn 8,152
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,South Houlka 11,0
Donald J. Trump,President,,Republican,Chickasaw,South Houlka 11,73
Bill Weid,President,,Republican,Chickasaw,South Houlka 11,0
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,South Houlka 11,66
Trent Kelly,U.S. House,1,Republican,Chickasaw,South Houlka 11,68
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,Southeast Houston 10,0
Donald J. Trump,President,,Republican,Chickasaw,Southeast Houston 10,291
Bill Weid,President,,Republican,Chickasaw,Southeast Houston 10,2
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,Southeast Houston 10,277
Trent Kelly,U.S. House,1,Republican,Chickasaw,Southeast Houston 10,280
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,Sparta 12,0
Donald J. Trump,President,,Republican,Chickasaw,Sparta 12,57
Bill Weid,President,,Republican,Chickasaw,Sparta 12,0
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,Sparta 12,52
Trent Kelly,U.S. House,1,Republican,Chickasaw,Sparta 12,55
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,Van Vleet 13,0
Donald J. Trump,President,,Republican,Chickasaw,Van Vleet 13,44
Bill Weid,President,,Republican,Chickasaw,Van Vleet 13,0
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,Van Vleet 13,44
Trent Kelly,U.S. House,1,Republican,Chickasaw,Van Vleet 13,44
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,West Okolona 14,1
Donald J. Trump,President,,Republican,Chickasaw,West Okolona 14,79
Bill Weid,President,,Republican,Chickasaw,West Okolona 14,1
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,West Okolona 14,76
Trent Kelly,U.S. House,1,Republican,Chickasaw,West Okolona 14,78
Roque 'Rocky' De La Fuente,President,,Republican,Chickasaw,Woodland 15,0
Donald J. Trump,President,,Republican,Chickasaw,Woodjnd 15,53
Bill Weid,President,,Republican,Chickasaw,Woodland 15,0
Cindy Hyde-Smith,U.S. Senate,,Republican,Chickasaw,Woodland 15,52
Trent Kelly,U.S. House,1,Republican,Chickasaw,Woodland 15,52
Joseph R. Biden,President,,Democrat,Chickasaw,Anchor 1,48
Michael R. Bloomberg,President,,Democrat,Chickasaw,Anchor 1,0
Pete Buttigeg,President,,Democrat,Chickasaw,Anchor 1,0
Tulsi Gabbard,President,,Democrat,Chickasaw,Anchor 1,0
Amy Klobuchar,President,,Democrat,Chickasaw,Anchor 1,0
