county,office,district,candidate,party,votes
Tate,President,,Joseph R. Biden Jr.,Democrat,4183
Tippah,President,,Joseph R. Biden Jr.,Democrat,1937
Tishomingo,President,,Joseph R. Biden Jr.,Democrat,1059
Tunica,President,,Joseph R. Biden Jr.,Democrat,2580
Union,President,,Joseph R. Biden Jr.,Democrat,2160
Walthall,President,,Joseph R. Biden Jr.,Democrat,2835
Warren,President,,Joseph R. Biden Jr.,Democrat,10442
Washington,President,,Joseph R. Biden Jr.,Democrat,12503
Wayne,President,,Joseph R. Biden Jr.,Democrat,3624
Webster,President,,Joseph R. Biden Jr.,Democrat,1043
Wilkinson,President,,Joseph R. Biden Jr.,Democrat,2749
Winston,President,,Joseph R. Biden Jr.,Democrat,4040
Yalobusha,President,,Joseph R. Biden Jr.,Democrat,2785
Yazoo,President,,Joseph R. Biden Jr.,Democrat,5496
Adams,President,,Donald J. Trump,Republican,5696
Alcorn,President,,Donald J. Trump,Republican,12818
Amite,President,,Donald J. Trump,Republican,4503
Attala,President,,Donald J. Trump,Republican,5178
Benton,President,,Donald J. Trump,Republican,2570
Bolivar,President,,Donald J. Trump,Republican,4671
Calhoun,President,,Donald J. Trump,Republican,4625
Carroll,President,,Donald J. Trump,Republican,3924
Chickasaw,President,,Donald J. Trump,Republican,4175
Choctaw,President,,Donald J. Trump,Republican,3001
Claiborne,President,,Donald J. Trump,Republican,603
Clarke,President,,Donald J. Trump,Republican,5417
Clay,President,,Donald J. Trump,Republican,4181
Coahoma,President,,Donald J. Trump,Republican,2375
Copiah,President,,Donald J. Trump,Republican,6250
Covington,President,,Donald J. Trump,Republican,5854
DeSoto,President,,Donald J. Trump,Republican,46462
Forrest,President,,Donald J. Trump,Republican,17290
Franklin,President,,Donald J. Trump,Republican,2923
George,President,,Donald J. Trump,Republican,9713
Greene,President,,Donald J. Trump,Republican,4794
Grenada,President,,Donald J. Trump,Republican,6081
Hancock,President,,Donald J. Trump,Republican,16132
Harrison,President,,Donald J. Trump,Republican,46822
Hinds,President,,Donald J. Trump,Republican,25141
Holmes,President,,Donald J. Trump,Republican,1369
Humphreys,President,,Donald J. Trump,Republican,1118
Issaquena,President,,Donald J. Trump,Republican,308
Itawamba,President,,Donald J. Trump,Republican,9438
Jackson,President,,Donald J. Trump,Republican,36295
Jasper,President,,Donald J. Trump,Republican,4302
Jeff Davis,President,,Donald J. Trump,Republican,2534
Jefferson,President,,Donald J. Trump,Republican,531
Jones,President,,Donald J. Trump,Republican,21226
Kemper,President,,Donald J. Trump,Republican,1787
Lafayette,President,,Donald J. Trump,Republican,12949
Lamar,President,,Donald J. Trump,Republican,20704
Lauderdale,President,,Donald J. Trump,Republican,17967
Lawrence,President,,Donald J. Trump,Republican,4285
Leake,President,,Donald J. Trump,Republican,5228
Lee,President,,Donald J. Trump,Republican,24207
Leflore,President,,Donald J. Trump,Republican,3129
Lincoln,President,,Donald J. Trump,Republican,11596
Lowndes,President,,Donald J. Trump,Republican,13800
Madison,President,,Donald J. Trump,Republican,31091
Marion,President,,Donald J. Trump,Republican,8273
Marshall,President,,Donald J. Trump,Republican,7566
Monroe,President,,Donald J. Trump,Republican,11177
Montgomery,President,,Donald J. Trump,Republican,2917
Neshoba,President,,Donald J. Trump,Republican,8320
Newton,President,,Donald J. Trump,Republican,6997
Noxubee,President,,Donald J. Trump,Republican,1240
Oktibbeha,President,,Donald J. Trump,Republican,9004
Panola,President,,Donald J. Trump,Republican,8060
Pearl River,President,,Donald J. Trump,Republican,19595
Perry,President,,Donald J. Trump,Republican,4500
Pike,President,,Donald J. Trump,Republican,8479
Pontotoc,President,,Donald J. Trump,Republican,11550
Prentiss,President,,Donald J. Trump,Republican,8370
Quitman,President,,Donald J. Trump,Republican,1026
Rankin,President,,Donald J. Trump,Republican,50895
Scott,President,,Donald J. Trump,Republican,6285
Sharkey,President,,Donald J. Trump,Republican,688
Simpson,President,,Donald J. Trump,Republican,7635
Smith,President,,Donald J. Trump,Republican,6458
Stone,President,,Donald J. Trump,Republican,5964
Sunflower,President,,Donald J. Trump,Republican,2799
Tallahatchie,President,,Donald J. Trump,Republican,2488
Tate,President,,Donald J. Trump,Republican,8707
Tippah,President,,Donald J. Trump,Republican,8054
Tishomingo,President,,Donald J. Trump,Republican,7933
Tunica,President,,Donald J. Trump,Republican,926
Union,President,,Donald J. Trump,Republican,10373
Walthall,President,,Donald J. Trump,Republican,4220
Warren,President,,Donald J. Trump,Republican,10365
Washington,President,,Donald J. Trump,Republican,5300
Wayne,President,,Donald J. Trump,Republican,6307
Webster,President,,Donald J. Trump,Republican,4291
Wilkinson,President,,Donald J. Trump,Republican,1324
Winston,President,,Donald J. Trump,Republican,5112
Yalobusha,President,,Donald J. Trump,Republican,3671
Yazoo,President,,Donald J. Trump,Republican,4832
Adams,President,,Don Blankenship,American Constitution,7
Alcorn,President,,Don Blankenship,American Constitution,11
Amite,President,,Don Blankenship,American Constitution,5
Attala,President,,Don Blankenship,American Constitution,15
Benton,President,,Don Blankenship,American Constitution,3
Bolivar,President,,Don Blankenship,American Constitution,7
Calhoun,President,,Don Blankenship,American Constitution,9
Carroll,President,,Don Blankenship,American Constitution,8
Chickasaw,President,,Don Blankenship,American Constitution,11
Choctaw,President,,Don Blankenship,American Constitution,5
Claiborne,President,,Don Blankenship,American Constitution,7
Clarke,President,,Don Blankenship,American Constitution,7
Clay,President,,Don Blankenship,American Constitution,27
Coahoma,President,,Don Blankenship,American Constitution,11
Copiah,President,,Don Blankenship,American Constitution,15
Covington,President,,Don Blankenship,American Constitution,13
DeSoto,President,,Don Blankenship,American Constitution,67
Forrest,President,,Don Blankenship,American Constitution,31
Franklin,President,,Don Blankenship,American Constitution,6
George,President,,Don Blankenship,American Constitution,10
Greene,President,,Don Blankenship,American Constitution,8
Grenada,President,,Don Blankenship,American Constitution,4
Hancock,President,,Don Blankenship,American Constitution,25
Harrison,President,,Don Blankenship,American Constitution,57
Hinds,President,,Don Blankenship,American Constitution,86
Holmes,President,,Don Blankenship,American Constitution,18
Humphreys,President,,Don Blankenship,American Constitution,7
Issaquena,President,,Don Blankenship,American Constitution,5
Itawamba,President,,Don Blankenship,American Constitution,7
Jackson,President,,Don Blankenship,American Constitution,63
Jasper,President,,Don Blankenship,American Constitution,13
Jeff Davis,President,,Don Blankenship,American Constitution,8
Jefferson,President,,Don Blankenship,American Constitution,6
Jones,President,,Don Blankenship,American Constitution,30
Kemper,President,,Don Blankenship,American Constitution,9
Lafayette,President,,Don Blankenship,American Constitution,16
Lamar,President,,Don Blankenship,American Constitution,21
Lauderdale,President,,Don Blankenship,American Constitution,25
Lawrence,President,,Don Blankenship,American Constitution,11
Leake,President,,Don Blankenship,American Constitution,14
Lee,President,,Don Blankenship,American Constitution,30
Leflore,President,,Don Blankenship,American Constitution,13
Lincoln,President,,Don Blankenship,American Constitution,18
Lowndes,President,,Don Blankenship,American Constitution,20
Madison,President,,Don Blankenship,American Constitution,37
Marion,President,,Don Blankenship,American Constitution,12
Marshall,President,,Don Blankenship,American Constitution,23
Monroe,President,,Don Blankenship,American Constitution,20
Montgomery,President,,Don Blankenship,American Constitution,5
Neshoba,President,,Don Blankenship,American Constitution,15
Newton,President,,Don Blankenship,American Constitution,7
Noxubee,President,,Don Blankenship,American Constitution,10
Oktibbeha,President,,Don Blankenship,American Constitution,17
Panola,President,,Don Blankenship,American Constitution,19
Pearl River,President,,Don Blankenship,American Constitution,18
Perry,President,,Don Blankenship,American Constitution,6
Pike,President,,Don Blankenship,American Constitution,21
Pontotoc,President,,Don Blankenship,American Constitution,16
Prentiss,President,,Don Blankenship,American Constitution,10
Quitman,President,,Don Blankenship,American Constitution,7
Rankin,President,,Don Blankenship,American Constitution,42
Scott,President,,Don Blankenship,American Constitution,6
Sharkey,President,,Don Blankenship,American Constitution,1
Simpson,President,,Don Blankenship,American Constitution,14
Smith,President,,Don Blankenship,American Constitution,9
Stone,President,,Don Blankenship,American Constitution,13
Sunflower,President,,Don Blankenship,American Constitution,13
Tallahatchie,President,,Don Blankenship,American Constitution,11
Tate,President,,Don Blankenship,American Constitution,12
Tippah,President,,Don Blankenship,American Constitution,11
Tishomingo,President,,Don Blankenship,American Constitution,10
Tunica,President,,Don Blankenship,American Constitution,2
Union,President,,Don Blankenship,American Constitution,9
Walthall,President,,Don Blankenship,American Constitution,6
Warren,President,,Don Blankenship,American Constitution,24
Washington,President,,Don Blankenship,American Constitution,12
Wayne,President,,Don Blankenship,American Constitution,14
Webster,President,,Don Blankenship,American Constitution,4
Wilkinson,President,,Don Blankenship,American Constitution,10
Winston,President,,Don Blankenship,American Constitution,2
Yalobusha,President,,Don Blankenship,American Constitution,8
Yazoo,President,,Don Blankenship,American Constitution,14
Adams,President,,Brian Carroll,American Solidarity,8
Alcorn,President,,Brian Carroll,American Solidarity,7
Amite,President,,Brian Carroll,American Solidarity,10
Attala,President,,Brian Carroll,American Solidarity,8
Benton,President,,Brian Carroll,American Solidarity,6
Bolivar,President,,Brian Carroll,American Solidarity,20
Calhoun,President,,Brian Carroll,American Solidarity,2
Carroll,President,,Brian Carroll,American Solidarity,2
Chickasaw,President,,Brian Carroll,American Solidarity,8
Choctaw,President,,Brian Carroll,American Solidarity,3
Claiborne,President,,Brian Carroll,American Solidarity,10
Clarke,President,,Brian Carroll,American Solidarity,5
Clay,President,,Brian Carroll,American Solidarity,17
Coahoma,President,,Brian Carroll,American Solidarity,14
Copiah,President,,Brian Carroll,American Solidarity,15
Covington,President,,Brian Carroll,American Solidarity,5
DeSoto,President,,Brian Carroll,American Solidarity,80
Forrest,President,,Brian Carroll,American Solidarity,33
Franklin,President,,Brian Carroll,American Solidarity,6
George,President,,Brian Carroll,American Solidarity,6
Greene,President,,Brian Carroll,American Solidarity,2
Grenada,President,,Brian Carroll,American Solidarity,9
Hancock,President,,Brian Carroll,American Solidarity,20
Harrison,President,,Brian Carroll,American Solidarity,40
Hinds,President,,Brian Carroll,American Solidarity,116
Holmes,President,,Brian Carroll,American Solidarity,26
Humphreys,President,,Brian Carroll,American Solidarity,7
Issaquena,President,,Brian Carroll,American Solidarity,1
Itawamba,President,,Brian Carroll,American Solidarity,2
Jackson,President,,Brian Carroll,American Solidarity,49
Jasper,President,,Brian Carroll,American Solidarity,7
Jeff Davis,President,,Brian Carroll,American Solidarity,6
Jefferson,President,,Brian Carroll,American Solidarity,4
Jones,President,,Brian Carroll,American Solidarity,21
Kemper,President,,Brian Carroll,American Solidarity,6
Lafayette,President,,Brian Carroll,American Solidarity,29
Lamar,President,,Brian Carroll,American Solidarity,29
Lauderdale,President,,Brian Carroll,American Solidarity,16
Lawrence,President,,Brian Carroll,American Solidarity,5
Leake,President,,Brian Carroll,American Solidarity,4
Lee,President,,Brian Carroll,American Solidarity,32
Leflore,President,,Brian Carroll,American Solidarity,9
Lincoln,President,,Brian Carroll,American Solidarity,15
Lowndes,President,,Brian Carroll,American Solidarity,19
Madison,President,,Brian Carroll,American Solidarity,45
Marion,President,,Brian Carroll,American Solidarity,5
Marshall,President,,Brian Carroll,American Solidarity,11
Monroe,President,,Brian Carroll,American Solidarity,13
Montgomery,President,,Brian Carroll,American Solidarity,4
Neshoba,President,,Brian Carroll,American Solidarity,8
Newton,President,,Brian Carroll,American Solidarity,6
Noxubee,President,,Brian Carroll,American Solidarity,5
Oktibbeha,President,,Brian Carroll,American Solidarity,28
Panola,President,,Brian Carroll,American Solidarity,7
Pearl River,President,,Brian Carroll,American Solidarity,14
Perry,President,,Brian Carroll,American Solidarity,3
Pike,President,,Brian Carroll,American Solidarity,18
Pontotoc,President,,Brian Carroll,American Solidarity,11
Prentiss,President,,Brian Carroll,American Solidarity,3
Quitman,President,,Brian Carroll,American Solidarity,8
Rankin,President,,Brian Carroll,American Solidarity,50
Scott,President,,Brian Carroll,American Solidarity,11
Sharkey,President,,Brian Carroll,American Solidarity,5
Simpson,President,,Brian Carroll,American Solidarity,9
Smith,President,,Brian Carroll,American Solidarity,4
Stone,President,,Brian Carroll,American Solidarity,6
Sunflower,President,,Brian Carroll,American Solidarity,8
Tallahatchie,President,,Brian Carroll,American Solidarity,14
Tate,President,,Brian Carroll,American Solidarity,16
Tippah,President,,Brian Carroll,American Solidarity,6
Tishomingo,President,,Brian Carroll,American Solidarity,5
Tunica,President,,Brian Carroll,American Solidarity,3
Union,President,,Brian Carroll,American Solidarity,6
Walthall,President,,Brian Carroll,American Solidarity,5
Warren,President,,Brian Carroll,American Solidarity,25
Washington,President,,Brian Carroll,American Solidarity,21
Wayne,President,,Brian Carroll,American Solidarity,8
Webster,President,,Brian Carroll,American Solidarity,5
Wilkinson,President,,Brian Carroll,American Solidarity,7
Winston,President,,Brian Carroll,American Solidarity,2
Yalobusha,President,,Brian Carroll,American Solidarity,6
Yazoo,President,,Brian Carroll,American Solidarity,11
Adams,President,,Phil Collins,Independent,17
Alcorn,President,,Phil Collins,Independent,12
Amite,President,,Phil Collins,Independent,7
Attala,President,,Phil Collins,Independent,7
Benton,President,,Phil Collins,Independent,5
Bolivar,President,,Phil Collins,Independent,10
Calhoun,President,,Phil Collins,Independent,10
Carroll,President,,Phil Collins,Independent,3
Chickasaw,President,,Phil Collins,Independent,14
Choctaw,President,,Phil Collins,Independent,4
Claiborne,President,,Phil Collins,Independent,7
Clarke,President,,Phil Collins,Independent,6
Clay,President,,Phil Collins,Independent,17
Coahoma,President,,Phil Collins,Independent,6
Copiah,President,,Phil Collins,Independent,20
Covington,President,,Phil Collins,Independent,7
DeSoto,President,,Phil Collins,Independent,94
Forrest,President,,Phil Collins,Independent,29
Franklin,President,,Phil Collins,Independent,4
George,President,,Phil Collins,Independent,12
Greene,President,,Phil Collins,Independent,4
Grenada,President,,Phil Collins,Independent,13
Hancock,President,,Phil Collins,Independent,16
Harrison,President,,Phil Collins,Independent,82
Hinds,President,,Phil Collins,Independent,114
Holmes,President,,Phil Collins,Independent,13
Humphreys,President,,Phil Collins,Independent,3
Issaquena,President,,Phil Collins,Independent,1
Itawamba,President,,Phil Collins,Independent,11
Jackson,President,,Phil Collins,Independent,49
Jasper,President,,Phil Collins,Independent,10
Jeff Davis,President,,Phil Collins,Independent,11
Jefferson,President,,Phil Collins,Independent,1
Jones,President,,Phil Collins,Independent,26
Kemper,President,,Phil Collins,Independent,9
Lafayette,President,,Phil Collins,Independent,14
Lamar,President,,Phil Collins,Independent,19
Lauderdale,President,,Phil Collins,Independent,24
Lawrence,President,,Phil Collins,Independent,5
Leake,President,,Phil Collins,Independent,8
Lee,President,,Phil Collins,Independent,32
Leflore,President,,Phil Collins,Independent,9
Lincoln,President,,Phil Collins,Independent,11
Lowndes,President,,Phil Collins,Independent,21
Madison,President,,Phil Collins,Independent,53
Marion,President,,Phil Collins,Independent,11
Marshall,President,,Phil Collins,Independent,23
Monroe,President,,Phil Collins,Independent,22
Montgomery,President,,Phil Collins,Independent,4
Neshoba,President,,Phil Collins,Independent,12
Newton,President,,Phil Collins,Independent,9
Noxubee,President,,Phil Collins,Independent,6
Oktibbeha,President,,Phil Collins,Independent,28
Panola,President,,Phil Collins,Independent,19
Pearl River,President,,Phil Collins,Independent,12
Perry,President,,Phil Collins,Independent,4
Pike,President,,Phil Collins,Independent,22
Pontotoc,President,,Phil Collins,Independent,16
Prentiss,President,,Phil Collins,Independent,9
Quitman,President,,Phil Collins,Independent,3
Rankin,President,,Phil Collins,Independent,57
Scott,President,,Phil Collins,Independent,13
Sharkey,President,,Phil Collins,Independent,1
Simpson,President,,Phil Collins,Independent,14
Smith,President,,Phil Collins,Independent,11
Stone,President,,Phil Collins,Independent,14
Sunflower,President,,Phil Collins,Independent,8
Tallahatchie,President,,Phil Collins,Independent,9
Tate,President,,Phil Collins,Independent,12
Tippah,President,,Phil Collins,Independent,14
Tishomingo,President,,Phil Collins,Independent,11
Tunica,President,,Phil Collins,Independent,7
Union,President,,Phil Collins,Independent,10
Walthall,President,,Phil Collins,Independent,6
Warren,President,,Phil Collins,Independent,25
Washington,President,,Phil Collins,Independent,19
Wayne,President,,Phil Collins,Independent,4
Webster,President,,Phil Collins,Independent,4
Wilkinson,President,,Phil Collins,Independent,4
Winston,President,,Phil Collins,Independent,6
Yalobusha,President,,Phil Collins,Independent,8
Yazoo,President,,Phil Collins,Independent,10
Adams,President,,Howie Hawkins,Green,10
Alcorn,President,,Howie Hawkins,Green,9
Amite,President,,Howie Hawkins,Green,10
Attala,President,,Howie Hawkins,Green,11
Benton,President,,Howie Hawkins,Green,5
Bolivar,President,,Howie Hawkins,Green,19
Calhoun,President,,Howie Hawkins,Green,4
Carroll,President,,Howie Hawkins,Green,7
Chickasaw,President,,Howie Hawkins,Green,9
Choctaw,President,,Howie Hawkins,Green,2
Claiborne,President,,Howie Hawkins,Green,10
Clarke,President,,Howie Hawkins,Green,14
Clay,President,,Howie Hawkins,Green,12
Coahoma,President,,Howie Hawkins,Green,14
Copiah,President,,Howie Hawkins,Green,11
Covington,President,,Howie Hawkins,Green,3
DeSoto,President,,Howie Hawkins,Green,96
Forrest,President,,Howie Hawkins,Green,54
Franklin,President,,Howie Hawkins,Green,3
George,President,,Howie Hawkins,Green,10
Greene,President,,Howie Hawkins,Green,4
Grenada,President,,Howie Hawkins,Green,8
Hancock,President,,Howie Hawkins,Green,23
Harrison,President,,Howie Hawkins,Green,101
Hinds,President,,Howie Hawkins,Green,110
Holmes,President,,Howie Hawkins,Green,15
Humphreys,President,,Howie Hawkins,Green,4
Issaquena,President,,Howie Hawkins,Green,0
Itawamba,President,,Howie Hawkins,Green,15
Jackson,President,,Howie Hawkins,Green,76
Jasper,President,,Howie Hawkins,Green,6
Jeff Davis,President,,Howie Hawkins,Green,5
Jefferson,President,,Howie Hawkins,Green,6
Jones,President,,Howie Hawkins,Green,24
Kemper,President,,Howie Hawkins,Green,9
Lafayette,President,,Howie Hawkins,Green,40
Lamar,President,,Howie Hawkins,Green,32
Lauderdale,President,,Howie Hawkins,Green,25
Lawrence,President,,Howie Hawkins,Green,8
Leake,President,,Howie Hawkins,Green,6
Lee,President,,Howie Hawkins,Green,44
Leflore,President,,Howie Hawkins,Green,9
Lincoln,President,,Howie Hawkins,Green,19
Lowndes,President,,Howie Hawkins,Green,32
Madison,President,,Howie Hawkins,Green,41
Marion,President,,Howie Hawkins,Green,11
Marshall,President,,Howie Hawkins,Green,27
Monroe,President,,Howie Hawkins,Green,17
Montgomery,President,,Howie Hawkins,Green,3
Neshoba,President,,Howie Hawkins,Green,6
Newton,President,,Howie Hawkins,Green,8
Noxubee,President,,Howie Hawkins,Green,6
Oktibbeha,President,,Howie Hawkins,Green,51
Panola,President,,Howie Hawkins,Green,11
Pearl River,President,,Howie Hawkins,Green,31
Perry,President,,Howie Hawkins,Green,7
Pike,President,,Howie Hawkins,Green,18
Pontotoc,President,,Howie Hawkins,Green,17
Prentiss,President,,Howie Hawkins,Green,6
Quitman,President,,Howie Hawkins,Green,5
Rankin,President,,Howie Hawkins,Green,62
Scott,President,,Howie Hawkins,Green,22
Sharkey,President,,Howie Hawkins,Green,6
Simpson,President,,Howie Hawkins,Green,23
Smith,President,,Howie Hawkins,Green,6
Stone,President,,Howie Hawkins,Green,8
Sunflower,President,,Howie Hawkins,Green,14
Tallahatchie,President,,Howie Hawkins,Green,15
Tate,President,,Howie Hawkins,Green,16
Tippah,President,,Howie Hawkins,Green,9
Tishomingo,President,,Howie Hawkins,Green,7
Tunica,President,,Howie Hawkins,Green,7
Union,President,,Howie Hawkins,Green,13
Walthall,President,,Howie Hawkins,Green,6
Warren,President,,Howie Hawkins,Green,25
Washington,President,,Howie Hawkins,Green,19
Wayne,President,,Howie Hawkins,Green,11
Webster,President,,Howie Hawkins,Green,2
Wilkinson,President,,Howie Hawkins,Green,9
Winston,President,,Howie Hawkins,Green,4
Yalobusha,President,,Howie Hawkins,Green,7
Yazoo,President,,Howie Hawkins,Green,8
Adams,President,,Jo Jorgensen,Libertarian,48
Alcorn,President,,Jo Jorgensen,Libertarian,118
Amite,President,,Jo Jorgensen,Libertarian,21
Attala,President,,Jo Jorgensen,Libertarian,36
Benton,President,,Jo Jorgensen,Libertarian,12
Bolivar,President,,Jo Jorgensen,Libertarian,48
Calhoun,President,,Jo Jorgensen,Libertarian,15
Carroll,President,,Jo Jorgensen,Libertarian,14
Chickasaw,President,,Jo Jorgensen,Libertarian,75
Choctaw,President,,Jo Jorgensen,Libertarian,16
Claiborne,President,,Jo Jorgensen,Libertarian,11
Clarke,President,,Jo Jorgensen,Libertarian,28
Clay,President,,Jo Jorgensen,Libertarian,48
Coahoma,President,,Jo Jorgensen,Libertarian,20
Copiah,President,,Jo Jorgensen,Libertarian,58
Covington,President,,Jo Jorgensen,Libertarian,33
DeSoto,President,,Jo Jorgensen,Libertarian,722
Forrest,President,,Jo Jorgensen,Libertarian,329
Franklin,President,,Jo Jorgensen,Libertarian,21
George,President,,Jo Jorgensen,Libertarian,54
Greene,President,,Jo Jorgensen,Libertarian,20
Grenada,President,,Jo Jorgensen,Libertarian,38
Hancock,President,,Jo Jorgensen,Libertarian,183
Harrison,President,,Jo Jorgensen,Libertarian,726
Hinds,President,,Jo Jorgensen,Libertarian,396
Holmes,President,,Jo Jorgensen,Libertarian,26
Humphreys,President,,Jo Jorgensen,Libertarian,10
Issaquena,President,,Jo Jorgensen,Libertarian,5
Itawamba,President,,Jo Jorgensen,Libertarian,79
Jackson,President,,Jo Jorgensen,Libertarian,474
Jasper,President,,Jo Jorgensen,Libertarian,30
Jeff Davis,President,,Jo Jorgensen,Libertarian,16
Jefferson,President,,Jo Jorgensen,Libertarian,14
Jones,President,,Jo Jorgensen,Libertarian,169
Kemper,President,,Jo Jorgensen,Libertarian,10
Lafayette,President,,Jo Jorgensen,Libertarian,242
Lamar,President,,Jo Jorgensen,Libertarian,264
Lauderdale,President,,Jo Jorgensen,Libertarian,149
Lawrence,President,,Jo Jorgensen,Libertarian,19
Leake,President,,Jo Jorgensen,Libertarian,19
Lee,President,,Jo Jorgensen,Libertarian,292
Leflore,President,,Jo Jorgensen,Libertarian,31
Lincoln,President,,Jo Jorgensen,Libertarian,64
Lowndes,President,,Jo Jorgensen,Libertarian,182
Madison,President,,Jo Jorgensen,Libertarian,351
Marion,President,,Jo Jorgensen,Libertarian,44
Marshall,President,,Jo Jorgensen,Libertarian,48
Monroe,President,,Jo Jorgensen,Libertarian,93
Montgomery,President,,Jo Jorgensen,Libertarian,9
Neshoba,President,,Jo Jorgensen,Libertarian,46
Newton,President,,Jo Jorgensen,Libertarian,47
Noxubee,President,,Jo Jorgensen,Libertarian,13
Oktibbeha,President,,Jo Jorgensen,Libertarian,255
Panola,President,,Jo Jorgensen,Libertarian,48
Pearl River,President,,Jo Jorgensen,Libertarian,160
Perry,President,,Jo Jorgensen,Libertarian,21
Pike,President,,Jo Jorgensen,Libertarian,91
Pontotoc,President,,Jo Jorgensen,Libertarian,103
Prentiss,President,,Jo Jorgensen,Libertarian,70
Quitman,President,,Jo Jorgensen,Libertarian,12
Rankin,President,,Jo Jorgensen,Libertarian,555
Scott,President,,Jo Jorgensen,Libertarian,38
Sharkey,President,,Jo Jorgensen,Libertarian,9
Simpson,President,,Jo Jorgensen,Libertarian,49
Smith,President,,Jo Jorgensen,Libertarian,33
Stone,President,,Jo Jorgensen,Libertarian,57
Sunflower,President,,Jo Jorgensen,Libertarian,18
Tallahatchie,President,,Jo Jorgensen,Libertarian,20
Tate,President,,Jo Jorgensen,Libertarian,84
Tippah,President,,Jo Jorgensen,Libertarian,43
Tishomingo,President,,Jo Jorgensen,Libertarian,97
Tunica,President,,Jo Jorgensen,Libertarian,9
Union,President,,Jo Jorgensen,Libertarian,81
