candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Covington,Collins,711
Donald J. Trump,President,,R,Covington,Collins,731
Don Blankenship,President,,AC,Covington,Collins,5
Brian Carroll,President,,AS,Covington,Collins,1
Phil Collins,President,,IND,Covington,Collins,1
Howie Hawkins,President,,G,Covington,Collins,2
Jo Jorgensen,President,,L,Covington,Collins,3
Brock Pierce,President,,IND,Covington,Collins,1
Kanye West,President,,IND,Covington,Collins,5
Mike Espy,U.S. Senate,,D,Covington,Collins,732
Cindy Hyde-Smith,U.S. Senate,,R,Covington,Collins,711
Jimmy L Edwards,U.S. Senate,,L,Covington,Collins,20
Dorothy Dot Benford,U.S. House,3,D,Covington,Collins,641
Michael Guest,U.S. House,3,R,Covington,Collins,764
Joseph R. Biden,President,,D,Covington,Dry Creek,284
Donald J. Trump,President,,R,Covington,Dry Creek,82
Don Blankenship,President,,AC,Covington,Dry Creek,1
Brian Carroll,President,,AS,Covington,Dry Creek,0
Phil Collins,President,,IND,Covington,Dry Creek,1
Howie Hawkins,President,,G,Covington,Dry Creek,0
Jo Jorgensen,President,,L,Covington,Dry Creek,1
Brock Pierce,President,,IND,Covington,Dry Creek,0
Kanye West,President,,IND,Covington,Dry Creek,2
Mike Espy,U.S. Senate,,D,Covington,Dry Creek,295
Cindy Hyde-Smith,U.S. Senate,,R,Covington,Dry Creek,80
Jimmy L Edwards,U.S. Senate,,L,Covington,Dry Creek,4
Dorothy Dot Benford,U.S. House,3,D,Covington,Dry Creek,251
Michael Guest,U.S. House,3,R,Covington,Dry Creek,95
Joseph R. Biden,President,,D,Covington,Gilmer / Yawn,494
Donald J. Trump,President,,R,Covington,Gilmer / Yawn,247
Don Blankenship,President,,AC,Covington,Gilmer / Yawn,2
Brian Carroll,President,,AS,Covington,Gilmer / Yawn,2
Phil Collins,President,,IND,Covington,Gilmer / Yawn,1
Howie Hawkins,President,,G,Covington,Gilmer / Yawn,0
Jo Jorgensen,President,,L,Covington,Gilmer / Yawn,3
Brock Pierce,President,,IND,Covington,Gilmer / Yawn,0
Kanye West,President,,IND,Covington,Gilmer / Yawn,8
Mike Espy,U.S. Senate,,D,Covington,Gilmer / Yawn,508
Cindy Hyde-Smith,U.S. Senate,,R,Covington,Gilmer / Yawn,241
Jimmy L Edwards,U.S. Senate,,L,Covington,Gilmer / Yawn,10
Dorothy Dot Benford,U.S. House,3,D,Covington,Gilmer / Yawn,449
Michael Guest,U.S. House,3,R,Covington,Gilmer / Yawn,276
Joseph R. Biden,President,,D,Covington,Lone Star / Black Jack,68
Donald J. Trump,President,,R,Covington,Lone Star / Black Jack,182
Don Blankenship,President,,AC,Covington,Lone Star / Black Jack,0
Brian Carroll,President,,AS,Covington,Lone Star / Black Jack,0
Phil Collins,President,,IND,Covington,Lone Star / Black Jack,0
Howie Hawkins,President,,G,Covington,Lone Star / Black Jack,0
Jo Jorgensen,President,,L,Covington,Lone Star / Black Jack,0
Brock Pierce,President,,IND,Covington,Lone Star / Black Jack,0
Kanye West,President,,IND,Covington,Lone Star / Black Jack,1
Mike Espy,U.S. Senate,,D,Covington,Lone Star / Black Jack,73
Cindy Hyde-Smith,U.S. Senate,,R,Covington,Lone Star / Black Jack,180
Jimmy L Edwards,U.S. Senate,,L,Covington,Lone Star / Black Jack,0
Dorothy Dot Benford,U.S. House,3,D,Covington,Lone Star / Black Jack,61
Michael Guest,U.S. House,3,R,Covington,Lone Star / Black Jack,167
Joseph R. Biden,President,,D,Covington,Mitchell,7
Donald J. Trump,President,,R,Covington,Mitchell,170
Don Blankenship,President,,AC,Covington,Mitchell,0
Brian Carroll,President,,AS,Covington,Mitchell,0
Phil Collins,President,,IND,Covington,Mitchell,0
