candidate,office,district,party,county,precinct,votes
Joseph R Biden,President ,,D,Sharkey,Anguilla Fifth District,167
Donald J Trump,President ,,R,Sharkey,Anguilla Fifth District,34
Don Blankenship,President ,,AC,Sharkey,Anguilla Fifth District,0
Brian Carroll,President ,,AS,Sharkey,Anguilla Fifth District,2
Phil Collins,President ,,IND,Sharkey,Anguilla Fifth District,0
Howie Hawkins,President ,,G,Sharkey,Anguilla Fifth District,0
Jo Jorgensen ,President ,,L,Sharkey,Anguilla Fifth District,4
Brock Pierce,President ,,IND,Sharkey,Anguilla Fifth District,0
Kanye West,President ,,IND,Sharkey,Anguilla Fifth District,2
Mike Espy,US Senate,,D,Sharkey,Anguilla Fifth District,176
Cindy Hyde-Smith,US Senate,,R,Sharkey,Anguilla Fifth District,30
Jimmy L Edwards,US Senate,,L,Sharkey,Anguilla Fifth District,2
Brian Flowers,U S House,2,R,Sharkey,Anguilla Fifth District,33
Bennie G Thompson,U S House,2,D,Sharkey,Anguilla Fifth District,168
Joseph R Biden,President ,,D,Sharkey,Anguilla Fourth District,181
Donald J Trump,President ,,R,Sharkey,Anguilla Fourth District,124
Don Blankenship,President ,,AC,Sharkey,Anguilla Fourth District,0
Brian Carroll,President ,,AS,Sharkey,Anguilla Fourth District,0
Phil Collins,President ,,IND,Sharkey,Anguilla Fourth District,1
Howie Hawkins,President ,,G,Sharkey,Anguilla Fourth District,0
Jo Jorgensen ,President ,,L,Sharkey,Anguilla Fourth District,0
Brock Pierce,President ,,IND,Sharkey,Anguilla Fourth District,0
Kanye West,President ,,IND,Sharkey,Anguilla Fourth District,1
Mike Espy,US Senate,,D,Sharkey,Anguilla Fourth District,185
Cindy Hyde-Smith,US Senate,,R,Sharkey,Anguilla Fourth District,119
Jimmy L Edwards,US Senate,,L,Sharkey,Anguilla Fourth District,1
Brian Flowers,U S House,2,R,Sharkey,Anguilla Fourth District,106
Bennie G Thompson,U S House,2,D,Sharkey,Anguilla Fourth District,191
Joseph R Biden,President ,,D,Sharkey,Cary Second District,222
Donald J Trump,President ,,R,Sharkey,Cary Second District,79
Don Blankenship,President ,,AC,Sharkey,Cary Second District,1
Brian Carroll,President ,,AS,Sharkey,Cary Second District,1
Phil Collins,President ,,IND,Sharkey,Cary Second District,0
Howie Hawkins,President ,,G,Sharkey,Cary Second District,2
Jo Jorgensen ,President ,,L,Sharkey,Cary Second District,2
Brock Pierce,President ,,IND,Sharkey,Cary Second District,0
Kanye West,President ,,IND,Sharkey,Cary Second District,0
Mike Espy,US Senate,,D,Sharkey,Cary Second District,228
Cindy Hyde-Smith,US Senate,,R,Sharkey,Cary Second District,80
Jimmy L Edwards,US Senate,,L,Sharkey,Cary Second District,0
Brian Flowers,U S House,2,R,Sharkey,Cary Second District,73
Bennie G Thompson,U S House,2,D,Sharkey,Cary Second District,229
Joseph R Biden,President ,,D,Sharkey,Delta City Fifth District,151
Donald J Trump,President ,,R,Sharkey,Delta City Fifth District,87
Don Blankenship,President ,,AC,Sharkey,Delta City Fifth District,0
Brian Carroll,President ,,AS,Sharkey,Delta City Fifth District,0
Phil Collins,President ,,IND,Sharkey,Delta City Fifth District,0
Howie Hawkins,President ,,G,Sharkey,Delta City Fifth District,0
Jo Jorgensen ,President ,,L,Sharkey,Delta City Fifth District,0
Brock Pierce,President ,,IND,Sharkey,Delta City Fifth District,0
Kanye West,President ,,IND,Sharkey,Delta City Fifth District,1
Mike Espy,US Senate,,D,Sharkey,Delta City Fifth District,150
Cindy Hyde-Smith,US Senate,,R,Sharkey,Delta City Fifth District,88
Jimmy L Edwards,US Senate,,L,Sharkey,Delta City Fifth District,0
Brian Flowers,U S House,2,R,Sharkey,Delta City Fifth District,80
Bennie G Thompson,U S House,2,D,Sharkey,Delta City Fifth District,151
Joseph R Biden,President ,,D,Sharkey,Rolling Fork First District,254
Donald J Trump,President ,,R,Sharkey,Rolling Fork First District,249
Don Blankenship,President ,,AC,Sharkey,Rolling Fork First District,0
Brian Carroll,President ,,AS,Sharkey,Rolling Fork First District,0
Phil Collins,President ,,IND,Sharkey,Rolling Fork First District,0
Howie Hawkins,President ,,G,Sharkey,Rolling Fork First District,1
Jo Jorgensen ,President ,,L,Sharkey,Rolling Fork First District,1
Brock Pierce,President ,,IND,Sharkey,Rolling Fork First District,0
Kanye West,President ,,IND,Sharkey,Rolling Fork First District,1
Mike Espy,US Senate,,D,Sharkey,Rolling Fork First District,267
Cindy Hyde-Smith,US Senate,,R,Sharkey,Rolling Fork First District,243
Jimmy L Edwards,US Senate,,L,Sharkey,Rolling Fork First District,1
Brian Flowers,U S House,2,R,Sharkey,Rolling Fork First District,217
Bennie G Thompson,U S House,2,D,Sharkey,Rolling Fork First District,283
Joseph R Biden,President ,,D,Sharkey,Rolling Fork Fourth District,96
Donald J Trump,President ,,R,Sharkey,Rolling Fork Fourth District,6
Don Blankenship,President ,,AC,Sharkey,Rolling Fork Fourth District,0
Brian Carroll,President ,,AS,Sharkey,Rolling Fork Fourth District,2
Phil Collins,President ,,IND,Sharkey,Rolling Fork Fourth District,0
Howie Hawkins,President ,,G,Sharkey,Rolling Fork Fourth District,1
Jo Jorgensen ,President ,,L,Sharkey,Rolling Fork Fourth District,0
Brock Pierce,President ,,IND,Sharkey,Rolling Fork Fourth District,0
Kanye West,President ,,IND,Sharkey,Rolling Fork Fourth District,2
Mike Espy,US Senate,,D,Sharkey,Rolling Fork Fourth District,100
Cindy Hyde-Smith,US Senate,,R,Sharkey,Rolling Fork Fourth District,4
Jimmy L Edwards,US Senate,,L,Sharkey,Rolling Fork Fourth District,1
Brian Flowers,U S House,2,R,Sharkey,Rolling Fork Fourth District,4
Bennie G Thompson,U S House,2,D,Sharkey,Rolling Fork Fourth District,101
Joseph R Biden,President ,,D,Sharkey,Rolling Fork Second District,42
Donald J Trump,President ,,R,Sharkey,Rolling Fork Second District,5
Don Blankenship,President ,,AC,Sharkey,Rolling Fork Second District,0
Brian Carroll,President ,,AS,Sharkey,Rolling Fork Second District,0
Phil Collins,President ,,IND,Sharkey,Rolling Fork Second District,0
Howie Hawkins,President ,,G,Sharkey,Rolling Fork Second District,0
Jo Jorgensen ,President ,,L,Sharkey,Rolling Fork Second District,0
Brock Pierce,President ,,IND,Sharkey,Rolling Fork Second District,0
Kanye West,President ,,IND,Sharkey,Rolling Fork Second District,0
Mike Espy,US Senate,,D,Sharkey,Rolling Fork Second District,48
Cindy Hyde-Smith,US Senate,,R,Sharkey,Rolling Fork Second District,0
Jimmy L Edwards,US Senate,,L,Sharkey,Rolling Fork Second District,0
Brian Flowers,U S House,2,R,Sharkey,Rolling Fork Second District,0
Bennie G Thompson,U S House,2,D,Sharkey,Rolling Fork Second District,46
Joseph R Biden,President ,,D,Sharkey,Rolling Fork Third District,315
Donald J Trump,President ,,R,Sharkey,Rolling Fork Third District,24
Don Blankenship,President ,,AC,Sharkey,Rolling Fork Third District,0
Brian Carroll,President ,,AS,Sharkey,Rolling Fork Third District,0
