candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Lowndes,Airbase,484
Donald J. Trump,President,,R,Lowndes,Airbase,538
Don Blankenship,President,,AC,Lowndes,Airbase,0
Brian Carroll,President,,AS,Lowndes,Airbase,0
Phil Collins,President,,IND,Lowndes,Airbase,1
Howie Hawkins,President,,G,Lowndes,Airbase,2
Jo Jorgensen,President,,L,Lowndes,Airbase,7
Brock Pierce,President,,IND,Lowndes,Airbase,0
Kanye West,President,,IND,Lowndes,Airbase,5
Mike Espy,U.S. Senate,,D,Lowndes,Airbase,527
Cindy Hyde-Smith,U.S. Senate,,R,Lowndes,Airbase,494
Jimmy L Edwards,U.S. Senate,,L,Lowndes,Airbase,15
Antonia Eliason,U.S. House,1,D,Lowndes,Airbase,448
Trent Kelly,U.S. House,1,R,Lowndes,Airbase,550
Joseph R. Biden,President,,D,Lowndes,Artesia,277
Donald J. Trump,President,,R,Lowndes,Artesia,53
Don Blankenship,President,,AC,Lowndes,Artesia,0
Brian Carroll,President,,AS,Lowndes,Artesia,4
Phil Collins,President,,IND,Lowndes,Artesia,1
Howie Hawkins,President,,G,Lowndes,Artesia,0
Jo Jorgensen,President,,L,Lowndes,Artesia,0
Brock Pierce,President,,IND,Lowndes,Artesia,0
Kanye West,President,,IND,Lowndes,Artesia,1
Mike Espy,U.S. Senate,,D,Lowndes,Artesia,284
Cindy Hyde-Smith,U.S. Senate,,R,Lowndes,Artesia,49
Jimmy L Edwards,U.S. Senate,,L,Lowndes,Artesia,0
Antonia Eliason,U.S. House,1,D,Lowndes,Artesia,234
Trent Kelly,U.S. House,1,R,Lowndes,Artesia,68
Joseph R. Biden,President,,D,Lowndes,Brandon,839
Donald J. Trump,President,,R,Lowndes,Brandon,842
Don Blankenship,President,,AC,Lowndes,Brandon,0
Brian Carroll,President,,AS,Lowndes,Brandon,0
Phil Collins,President,,IND,Lowndes,Brandon,1
Howie Hawkins,President,,G,Lowndes,Brandon,1
Jo Jorgensen,President,,L,Lowndes,Brandon,15
Brock Pierce,President,,IND,Lowndes,Brandon,2
Kanye West,President,,IND,Lowndes,Brandon,6
Mike Espy,U.S. Senate,,D,Lowndes,Brandon,887
Cindy Hyde-Smith,U.S. Senate,,R,Lowndes,Brandon,793
Jimmy L Edwards,U.S. Senate,,L,Lowndes,Brandon,27
Antonia Eliason,U.S. House,1,D,Lowndes,Brandon,763
Trent Kelly,U.S. House,1,R,Lowndes,Brandon,891
Joseph R. Biden,President,,D,Lowndes,Caledonia,444
Donald J. Trump,President,,R,Lowndes,Caledonia,2471
Don Blankenship,President,,AC,Lowndes,Caledonia,3
Brian Carroll,President,,AS,Lowndes,Caledonia,0
Phil Collins,President,,IND,Lowndes,Caledonia,1
Howie Hawkins,President,,G,Lowndes,Caledonia,5
Jo Jorgensen,President,,L,Lowndes,Caledonia,35
Brock Pierce,President,,IND,Lowndes,Caledonia,2
Kanye West,President,,IND,Lowndes,Caledonia,5
Mike Espy,U.S. Senate,,D,Lowndes,Caledonia,536
Cindy Hyde-Smith,U.S. Senate,,R,Lowndes,Caledonia,2339
Jimmy L Edwards,U.S. Senate,,L,Lowndes,Caledonia,79
Antonia Eliason,U.S. House,1,D,Lowndes,Caledonia,393
Trent Kelly,U.S. House,1,R,Lowndes,Caledonia,2510
Joseph R. Biden,President,,D,Lowndes,Coleman,245
Donald J. Trump,President,,R,Lowndes,Coleman,11
Don Blankenship,President,,AC,Lowndes,Coleman,0
Brian Carroll,President,,AS,Lowndes,Coleman,0
Phil Collins,President,,IND,Lowndes,Coleman,0
Howie Hawkins,President,,G,Lowndes,Coleman,0
Jo Jorgensen,President,,L,Lowndes,Coleman,1
Brock Pierce,President,,IND,Lowndes,Coleman,0
Kanye West,President,,IND,Lowndes,Coleman,1
Mike Espy,U.S. Senate,,D,Lowndes,Coleman,251
Cindy Hyde-Smith,U.S. Senate,,R,Lowndes,Coleman,6
Jimmy L Edwards,U.S. Senate,,L,Lowndes,Coleman,0
Antonia Eliason,U.S. House,1,D,Lowndes,Coleman,212
Trent Kelly,U.S. House,1,R,Lowndes,Coleman,21
Joseph R. Biden,President,,D,Lowndes,Crawford,648
Donald J. Trump,President,,R,Lowndes,Crawford,179
Don Blankenship,President,,AC,Lowndes,Crawford,1
Brian Carroll,President,,AS,Lowndes,Crawford,0
Phil Collins,President,,IND,Lowndes,Crawford,3
Howie Hawkins,President,,G,Lowndes,Crawford,3
Jo Jorgensen,President,,L,Lowndes,Crawford,2
Brock Pierce,President,,IND,Lowndes,Crawford,0
Kanye West,President,,IND,Lowndes,Crawford,3
Mike Espy,U.S. Senate,,D,Lowndes,Crawford,667
Cindy Hyde-Smith,U.S. Senate,,R,Lowndes,Crawford,165
