candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Clay,Cairo,149
Donald J. Trump,President,,R,Clay,Cairo,185
Don Blankenship,President,,AC,Clay,Cairo,1
Brian Carroll,President,,AS,Clay,Cairo,0
Phil Collins,President,,IND,Clay,Cairo,0
Howie Hawkins,President,,G,Clay,Cairo,0
Jo Jorgensen,President,,L,Clay,Cairo,2
Brock Pierce,President,,IND,Clay,Cairo,0
Kanye West,President,,IND,Clay,Cairo,0
Mike Espy,U.S. Senate,,D,Clay,Cairo,159
Cindy Hyde-Smith,U.S. Senate,,R,Clay,Cairo,176
Jimmy L Edwards,U.S. Senate,,L,Clay,Cairo,6
Antonia Ellason,U.S. House,1,D,Clay,Cairo,133
Trent Kelly,U.S. House,1,R,Clay,Cairo,197
Joseph R. Biden,President,,D,Clay,Caradine,556
Donald J. Trump,President,,R,Clay,Caradine,103
Don Blankenship,President,,AC,Clay,Caradine,1
Brian Carroll,President,,AS,Clay,Caradine,1
Phil Collins,President,,IND,Clay,Caradine,2
Howie Hawkins,President,,G,Clay,Caradine,1
Jo Jorgensen,President,,L,Clay,Caradine,2
Brock Pierce,President,,IND,Clay,Caradine,0
Kanye West,President,,IND,Clay,Caradine,2
Mike Espy,U.S. Senate,,D,Clay,Caradine,568
Cindy Hyde-Smith,U.S. Senate,,R,Clay,Caradine,102
Jimmy L Edwards,U.S. Senate,,L,Clay,Caradine,5
Antonia Ellason,U.S. House,1,D,Clay,Caradine,490
Trent Kelly,U.S. House,1,R,Clay,Caradine,152
Joseph R. Biden,President,,D,Clay,Cedar Bluff,17
Donald J. Trump,President,,R,Clay,Cedar Bluff,159
Don Blankenship,President,,AC,Clay,Cedar Bluff,0
Brian Carroll,President,,AS,Clay,Cedar Bluff,0
Phil Collins,President,,IND,Clay,Cedar Bluff,0
Howie Hawkins,President,,G,Clay,Cedar Bluff,1
Jo Jorgensen,President,,L,Clay,Cedar Bluff,1
Brock Pierce,President,,IND,Clay,Cedar Bluff,0
Kanye West,President,,IND,Clay,Cedar Bluff,0
Mike Espy,U.S. Senate,,D,Clay,Cedar Bluff,27
Cindy Hyde-Smith,U.S. Senate,,R,Clay,Cedar Bluff,145
Jimmy L Edwards,U.S. Senate,,L,Clay,Cedar Bluff,7
Antonia Ellason,U.S. House,1,D,Clay,Cedar Bluff,17
Trent Kelly,U.S. House,1,R,Clay,Cedar Bluff,157
Joseph R. Biden,President,,D,Clay,Central-West Point,522
Donald J. Trump,President,,R,Clay,Central-West Point,340
Don Blankenship,President,,AC,Clay,Central-West Point,0
Brian Carroll,President,,AS,Clay,Central-West Point,0
Phil Collins,President,,IND,Clay,Central-West Point,3
Howie Hawkins,President,,G,Clay,Central-West Point,2
Jo Jorgensen,President,,L,Clay,Central-West Point,7
Brock Pierce,President,,IND,Clay,Central-West Point,0
Kanye West,President,,IND,Clay,Central-West Point,4
Mike Espy,U.S. Senate,,D,Clay,Central-West Point,541
Cindy Hyde-Smith,U.S. Senate,,R,Clay,Central-West Point,327
Jimmy L Edwards,U.S. Senate,,L,Clay,Central-West Point,18
Antonia Ellason,U.S. House,1,D,Clay,Central-West Point,438
Trent Kelly,U.S. House,1,R,Clay,Central-West Point,407
Joseph R. Biden,President,,D,Clay,East-West Point,556
Donald J. Trump,President,,R,Clay,East-West Point,860
Don Blankenship,President,,AC,Clay,East-West Point,3
Brian Carroll,President,,AS,Clay,East-West Point,4
Phil Collins,President,,IND,Clay,East-West Point,2
Howie Hawkins,President,,G,Clay,East-West Point,2
Jo Jorgensen,President,,L,Clay,East-West Point,9
Brock Pierce,President,,IND,Clay,East-West Point,1
Kanye West,President,,IND,Clay,East-West Point,4
Mike Espy,U.S. Senate,,D,Clay,East-West Point,593
Cindy Hyde-Smith,U.S. Senate,,R,Clay,East-West Point,846
Jimmy L Edwards,U.S. Senate,,L,Clay,East-West Point,11
Antonia Ellason,U.S. House,1,D,Clay,East-West Point,483
Trent Kelly,U.S. House,1,R,Clay,East-West Point,928
Joseph R. Biden,President,,D,Clay,North-West Point,788
Donald J. Trump,President,,R,Clay,North-West Point,552
Don Blankenship,President,,AC,Clay,North-West Point,3
Brian Carroll,President,,AS,Clay,North-West Point,0
Phil Collins,President,,IND,Clay,North-West Point,0
Howie Hawkins,President,,G,Clay,North-West Point,2
Jo Jorgensen,President,,L,Clay,North-West Point,2
Brock Pierce,President,,IND,Clay,North-West Point,0
Kanye West,President,,IND,Clay,North-West Point,8
Mike Espy,U.S. Senate,,D,Clay,North-West Point,833
Cindy Hyde-Smith,U.S. Senate,,R,Clay,North-West Point,531
Jimmy L Edwards,U.S. Senate,,L,Clay,North-West Point,6
Antonia Ellason,U.S. House,1,D,Clay,North-West Point,685
Trent Kelly,U.S. House,1,R,Clay,North-West Point,621
Joseph R. Biden,President,,D,Clay,Pheba,235
Donald J. Trump,President,,R,Clay,Pheba,217
Don Blankenship,President,,AC,Clay,Pheba,1
Brian Carroll,President,,AS,Clay,Pheba,1
Phil Collins,President,,IND,Clay,Pheba,1
Howie Hawkins,President,,G,Clay,Pheba,0
Jo Jorgensen,President,,L,Clay,Pheba,3
Brock Pierce,President,,IND,Clay,Pheba,2
Kanye West,President,,IND,Clay,Pheba,0
Mike Espy,U.S. Senate,,D,Clay,Pheba,250
Cindy Hyde-Smith,U.S. Senate,,R,Clay,Pheba,208
Jimmy L Edwards,U.S. Senate,,L,Clay,Pheba,6
Antonia Ellason,U.S. House,1,D,Clay,Pheba,198
Trent Kelly,U.S. House,1,R,Clay,Pheba,235
Joseph R. Biden,President,,D,Clay,Pine Bluff,267
Donald J. Trump,President,,R,Clay,Pine Bluff,75
Don Blankenship,President,,AC,Clay,Pine Bluff,1
Brian Carroll,President,,AS,Clay,Pine Bluff,4
Phil Collins,President,,IND,Clay,Pine Bluff,1
Howie Hawkins,President,,G,Clay,Pine Bluff,0
Jo Jorgensen,President,,L,Clay,Pine Bluff,1
Brock Pierce,President,,IND,Clay,Pine Bluff,0
Kanye West,President,,IND,Clay,Pine Bluff,2
Mike Espy,U.S. Senate,,D,Clay,Pine Bluff,288
Cindy Hyde-Smith,U.S. Senate,,R,Clay,Pine Bluff,64
Jimmy L Edwards,U.S. Senate,,L,Clay,Pine Bluff,2
Antonia Ellason,U.S. House,1,D,Clay,Pine Bluff,216
Trent Kelly,U.S. House,1,R,Clay,Pine Bluff,107
Joseph R. Biden,President,,D,Clay,Siloam,310
Donald J. Trump,President,,R,Clay,Siloam,520
Don Blankenship,President,,AC,Clay,Siloam,4
Brian Carroll,President,,AS,Clay,Siloam,6
Phil Collins,President,,IND,Clay,Siloam,2
Howie Hawkins,President,,G,Clay,Siloam,0
Jo Jorgensen,President,,L,Clay,Siloam,4
Brock Pierce,President,,IND,Clay,Siloam,0
Kanye West,President,,IND,Clay,Siloam,3
Mike Espy,U.S. Senate,,D,Clay,Siloam,338
Cindy Hyde-Smith,U.S. Senate,,R,Clay,Siloam,506
Jimmy L Edwards,U.S. Senate,,L,Clay,Siloam,12
Antonia Ellason,U.S. House,1,D,Clay,Siloam,267
Trent Kelly,U.S. House,1,R,Clay,Siloam,554
Joseph R. Biden,President,,D,Clay,South-West Point,747
Donald J. Trump,President,,R,Clay,South-West Point,271
Don Blankenship,President,,AC,Clay,South-West Point,3
Brian Carroll,President,,AS,Clay,South-West Point,0
Phil Collins,President,,IND,Clay,South-West Point,2
Howie Hawkins,President,,G,Clay,South-West Point,1
Jo Jorgensen,President,,L,Clay,South-West Point,6
Brock Pierce,President,,IND,Clay,South-West Point,2
Kanye West,President,,IND,Clay,South-West Point,4
Mike Espy,U.S. Senate,,D,Clay,South-West Point,781
Cindy Hyde-Smith,U.S. Senate,,R,Clay,South-West Point,252
Jimmy L Edwards,U.S. Senate,,L,Clay,South-West Point,14
Antonia Ellason,U.S. House,1,D,Clay,South-West Point,665
Trent Kelly,U.S. House,1,R,Clay,South-West Point,326
Joseph R. Biden,President,,D,Clay,Tibbee,192
Donald J. Trump,President,,R,Clay,Tibbee,126
Don Blankenship,President,,AC,Clay,Tibbee,2
Brian Carroll,President,,AS,Clay,Tibbee,0
Phil Collins,President,,IND,Clay,Tibbee,0
Howie Hawkins,President,,G,Clay,Tibbee,0
Jo Jorgensen,President,,L,Clay,Tibbee,2
Brock Pierce,President,,IND,Clay,Tibbee,0
Kanye West,President,,IND,Clay,Tibbee,1
Mike Espy,U.S. Senate,,D,Clay,Tibbee,206
Cindy Hyde-Smith,U.S. Senate,,R,Clay,Tibbee,113
Jimmy L Edwards,U.S. Senate,,L,Clay,Tibbee,6
Antonia Ellason,U.S. House,1,D,Clay,Tibbee,157
Trent Kelly,U.S. House,1,R,Clay,Tibbee,149
Joseph R. Biden,President,,D,Clay,Union Star,294
Donald J. Trump,President,,R,Clay,Union Star,267
Don Blankenship,President,,AC,Clay,Union Star,1
Brian Carroll,President,,AS,Clay,Union Star,0
Phil Collins,President,,IND,Clay,Union Star,0
Howie Hawkins,President,,G,Clay,Union Star,1
Jo Jorgensen,President,,L,Clay,Union Star,1
Brock Pierce,President,,IND,Clay,Union Star,2
Kanye West,President,,IND,Clay,Union Star,1
Mike Espy,U.S. Senate,,D,Clay,Union Star,309
Cindy Hyde-Smith,U.S. Senate,,R,Clay,Union Star,254
Jimmy L Edwards,U.S. Senate,,L,Clay,Union Star,6
Antonia Ellason,U.S. House,1,D,Clay,Union Star,254
Trent Kelly,U.S. House,1,R,Clay,Union Star,289
Joseph R. Biden,President,,D,Clay,Vinton,290
Donald J. Trump,President,,R,Clay,Vinton,228
Don Blankenship,President,,AC,Clay,Vinton,1
