candidate,office,district,party,county,precinct,votes
Joseph R Biden,President ,,D,Union,Macedonia,17
Donald J Trump,President ,,R,Union,Macedonia,306
Don Blankenship,President ,,AC,Union,Macedonia,0
Brian Carroll,President ,,AS,Union,Macedonia,0
Phil Collins,President ,,IND,Union,Macedonia,0
Howie Hawkins,President ,,G,Union,Macedonia,0
Jo Jorgensen ,President ,,L,Union,Macedonia,1
Brock Pierce,President ,,IND,Union,Macedonia,0
Kanye West,President ,,IND,Union,Macedonia,0
Mike Espy,US Senate,,D,Union,Macedonia,26
Cindy Hyde-Smith,US Senate,,R,Union,Macedonia,279
Jimmy L Edwards,US Senate,,L,Union,Macedonia,17
Antonia Eliason,U S House,1,D,Union,Macedonia,18
Trent Kelly,U S House,1,R,Union,Macedonia,297
Joseph R Biden,President ,,D,Union,Blythe,19
Donald J Trump,President ,,R,Union,Blythe,227
Don Blankenship,President ,,AC,Union,Blythe,0
Brian Carroll,President ,,AS,Union,Blythe,0
Phil Collins,President ,,IND,Union,Blythe,0
Howie Hawkins,President ,,G,Union,Blythe,0
Jo Jorgensen ,President ,,L,Union,Blythe,1
Brock Pierce,President ,,IND,Union,Blythe,0
Kanye West,President ,,IND,Union,Blythe,0
Mike Espy,US Senate,,D,Union,Blythe,33
Cindy Hyde-Smith,US Senate,,R,Union,Blythe,198
Jimmy L Edwards,US Senate,,L,Union,Blythe,14
Antonia Eliason,U S House,1,D,Union,Blythe,20
Trent Kelly,U S House,1,R,Union,Blythe,217
Joseph R Biden,President ,,D,Union,Myrtle,152
Donald J Trump,President ,,R,Union,Myrtle,881
Don Blankenship,President ,,AC,Union,Myrtle,0
Brian Carroll,President ,,AS,Union,Myrtle,1
Phil Collins,President ,,IND,Union,Myrtle,1
Howie Hawkins,President ,,G,Union,Myrtle,0
Jo Jorgensen ,President ,,L,Union,Myrtle,4
Brock Pierce,President ,,IND,Union,Myrtle,0
Kanye West,President ,,IND,Union,Myrtle,2
Mike Espy,US Senate,,D,Union,Myrtle,193
Cindy Hyde-Smith,US Senate,,R,Union,Myrtle,809
Jimmy L Edwards,US Senate,,L,Union,Myrtle,39
Antonia Eliason,U S House,1,D,Union,Myrtle,140
Trent Kelly,U S House,1,R,Union,Myrtle,873
Joseph R Biden,President ,,D,Union,Glenfield,171
Donald J Trump,President ,,R,Union,Glenfield,514
Don Blankenship,President ,,AC,Union,Glenfield,1
Brian Carroll,President ,,AS,Union,Glenfield,0
Phil Collins,President ,,IND,Union,Glenfield,2
Howie Hawkins,President ,,G,Union,Glenfield,1
Jo Jorgensen ,President ,,L,Union,Glenfield,10
Brock Pierce,President ,,IND,Union,Glenfield,0
Kanye West,President ,,IND,Union,Glenfield,2
Mike Espy,US Senate,,D,Union,Glenfield,206
Cindy Hyde-Smith,US Senate,,R,Union,Glenfield,461
