candidate,office,district,party,county,precinct,votes
Joseph R Biden,President ,,D,Sunflower ,11 - Inverness,313
Donald J Trump,President ,,R,Sunflower ,11 - Inverness,409
Don Blankenship,President ,,AC,Sunflower ,11 - Inverness,0
Brian Carroll,President ,,AS,Sunflower ,11 - Inverness,0
Phil Collins,President ,,IND,Sunflower ,11 - Inverness,1
Howie Hawkins,President ,,G,Sunflower ,11 - Inverness,0
Jo Jorgensen ,President ,,L,Sunflower ,11 - Inverness,1
Brock Pierce,President ,,IND,Sunflower ,11 - Inverness,0
Kanye West,President ,,IND,Sunflower ,11 - Inverness,5
Mike Espy,US Senate,,D,Sunflower ,11 - Inverness,322
Cindy Hyde-Smith,US Senate,,R,Sunflower ,11 - Inverness,405
Jimmy L Edwards,US Senate,,L,Sunflower ,11 - Inverness,2
Brian Flowers,U S House,2,R,Sunflower ,11 - Inverness,384
Bennie G Thompson,U S House,2,D,Sunflower ,11 - Inverness,323
Joseph R Biden,President ,,D,Sunflower ,12 - Moorhead ,661
Donald J Trump,President ,,R,Sunflower ,12 - Moorhead ,128
Don Blankenship,President ,,AC,Sunflower ,12 - Moorhead ,1
Brian Carroll,President ,,AS,Sunflower ,12 - Moorhead ,0
Phil Collins,President ,,IND,Sunflower ,12 - Moorhead ,0
Howie Hawkins,President ,,G,Sunflower ,12 - Moorhead ,2
Jo Jorgensen ,President ,,L,Sunflower ,12 - Moorhead ,1
Brock Pierce,President ,,IND,Sunflower ,12 - Moorhead ,0
Kanye West,President ,,IND,Sunflower ,12 - Moorhead ,3
Mike Espy,US Senate,,D,Sunflower ,12 - Moorhead ,679
Cindy Hyde-Smith,US Senate,,R,Sunflower ,12 - Moorhead ,111
Jimmy L Edwards,US Senate,,L,Sunflower ,12 - Moorhead ,3
Brian Flowers,U S House,2,R,Sunflower ,12 - Moorhead ,110
Bennie G Thompson,U S House,2,D,Sunflower ,12 - Moorhead ,668
Joseph R Biden,President ,,D,Sunflower ,13 - Indianola #1 Southeast ,464
Donald J Trump,President ,,R,Sunflower ,13 - Indianola #1 Southeast ,9
Don Blankenship,President ,,AC,Sunflower ,13 - Indianola #1 Southeast ,0
Brian Carroll,President ,,AS,Sunflower ,13 - Indianola #1 Southeast ,0
Phil Collins,President ,,IND,Sunflower ,13 - Indianola #1 Southeast ,0
Howie Hawkins,President ,,G,Sunflower ,13 - Indianola #1 Southeast ,0
Jo Jorgensen ,President ,,L,Sunflower ,13 - Indianola #1 Southeast ,1
Brock Pierce,President ,,IND,Sunflower ,13 - Indianola #1 Southeast ,0
Kanye West,President ,,IND,Sunflower ,13 - Indianola #1 Southeast ,1
Mike Espy,US Senate,,D,Sunflower ,13 - Indianola #1 Southeast ,470
Cindy Hyde-Smith,US Senate,,R,Sunflower ,13 - Indianola #1 Southeast ,5
Jimmy L Edwards,US Senate,,L,Sunflower ,13 - Indianola #1 Southeast ,1
Brian Flowers,U S House,2,R,Sunflower ,13 - Indianola #1 Southeast ,3
Bennie G Thompson,U S House,2,D,Sunflower ,13 - Indianola #1 Southeast ,476
Joseph R Biden,President ,,D,Sunflower ,21 - Indianola #2 West ,501
Donald J Trump,President ,,R,Sunflower ,21 - Indianola #2 West ,195
Don Blankenship,President ,,AC,Sunflower ,21 - Indianola #2 West ,2
Brian Carroll,President ,,AS,Sunflower ,21 - Indianola #2 West ,0
Phil Collins,President ,,IND,Sunflower ,21 - Indianola #2 West ,1
Howie Hawkins,President ,,G,Sunflower ,21 - Indianola #2 West ,0
Jo Jorgensen ,President ,,L,Sunflower ,21 - Indianola #2 West ,2
Brock Pierce,President ,,IND,Sunflower ,21 - Indianola #2 West ,1
Kanye West,President ,,IND,Sunflower ,21 - Indianola #2 West ,4
Mike Espy,US Senate,,D,Sunflower ,21 - Indianola #2 West ,519
Cindy Hyde-Smith,US Senate,,R,Sunflower ,21 - Indianola #2 West ,182
Jimmy L Edwards,US Senate,,L,Sunflower ,21 - Indianola #2 West ,3
Brian Flowers,U S House,2,R,Sunflower ,21 - Indianola #2 West ,177
Bennie G Thompson,U S House,2,D,Sunflower ,21 - Indianola #2 West ,516
Joseph R Biden,President ,,D,Sunflower ,22 - Indianola #2 East ,1471
Donald J Trump,President ,,R,Sunflower ,22 - Indianola #2 East ,42
Don Blankenship,President ,,AC,Sunflower ,22 - Indianola #2 East ,0
Brian Carroll,President ,,AS,Sunflower ,22 - Indianola #2 East ,1
Phil Collins,President ,,IND,Sunflower ,22 - Indianola #2 East ,1
Howie Hawkins,President ,,G,Sunflower ,22 - Indianola #2 East ,3
Jo Jorgensen ,President ,,L,Sunflower ,22 - Indianola #2 East ,3
Brock Pierce,President ,,IND,Sunflower ,22 - Indianola #2 East ,0
Kanye West,President ,,IND,Sunflower ,22 - Indianola #2 East ,8
Mike Espy,US Senate,,D,Sunflower ,22 - Indianola #2 East ,1492
Cindy Hyde-Smith,US Senate,,R,Sunflower ,22 - Indianola #2 East ,31
