candidate,office,district,party,county,precinct,votes
Joseph R Biden,President ,,D,Smith ,Ag-Complex,63
Donald J Trump,President ,,R,Smith ,Ag-Complex,500
Don Blankenship,President ,,AC,Smith ,Ag-Complex,2
Brian Carroll,President ,,AS,Smith ,Ag-Complex,0
Phil Collins,President ,,IND,Smith ,Ag-Complex,0
Howie Hawkins,President ,,G,Smith ,Ag-Complex,0
Jo Jorgensen ,President ,,L,Smith ,Ag-Complex,5
Brock Pierce,President ,,IND,Smith ,Ag-Complex,2
Kanye West,President ,,IND,Smith ,Ag-Complex,0
Mike Espy,US Senate,,D,Smith ,Ag-Complex,77
Cindy Hyde-Smith,US Senate,,R,Smith ,Ag-Complex,483
Jimmy L Edwards,US Senate,,L,Smith ,Ag-Complex,12
Dorothy Dot Benford,U S House,3,D,Smith ,Ag-Complex,59
Michael Guest,U S House,3,R,Smith ,Ag-Complex,505
Joseph R Biden,President ,,D,Smith ,Burns,86
Donald J Trump,President ,,R,Smith ,Burns,202
Don Blankenship,President ,,AC,Smith ,Burns,0
Brian Carroll,President ,,AS,Smith ,Burns,0
Phil Collins,President ,,IND,Smith ,Burns,0
Howie Hawkins,President ,,G,Smith ,Burns,0
Jo Jorgensen ,President ,,L,Smith ,Burns,1
Brock Pierce,President ,,IND,Smith ,Burns,0
Kanye West,President ,,IND,Smith ,Burns,0
Mike Espy,US Senate,,D,Smith ,Burns,90
Cindy Hyde-Smith,US Senate,,R,Smith ,Burns,197
Jimmy L Edwards,US Senate,,L,Smith ,Burns,2
Dorothy Dot Benford,U S House,3,D,Smith ,Burns,77
Michael Guest,U S House,3,R,Smith ,Burns,201
Joseph R Biden,President ,,D,Smith ,Cedar Grove,55
Donald J Trump,President ,,R,Smith ,Cedar Grove,108
Don Blankenship,President ,,AC,Smith ,Cedar Grove,0
Brian Carroll,President ,,AS,Smith ,Cedar Grove,0
Phil Collins,President ,,IND,Smith ,Cedar Grove,0
Howie Hawkins,President ,,G,Smith ,Cedar Grove,0
Jo Jorgensen ,President ,,L,Smith ,Cedar Grove,0
Brock Pierce,President ,,IND,Smith ,Cedar Grove,0
Kanye West,President ,,IND,Smith ,Cedar Grove,0
