candidate,office,district,party,county,precinct,votes
Joseph R Biden,President ,,D,Marshall ,1 North Holly Springs,627
Donald J Trump,President ,,R,Marshall ,1 North Holly Springs,53
Don Blankenship,President ,,AC,Marshall ,1 North Holly Springs,1
Brian Carroll,President ,,AS,Marshall ,1 North Holly Springs,2
Phil Collins,President ,,IND,Marshall ,1 North Holly Springs,2
Howie Hawkins,President ,,G,Marshall ,1 North Holly Springs,2
Jo Jorgensen ,President ,,L,Marshall ,1 North Holly Springs,1
Brock Pierce,President ,,IND,Marshall ,1 North Holly Springs,1
Kanye West,President ,,IND,Marshall ,1 North Holly Springs,6
Mike Espy,US Senate,,D,Marshall ,1 North Holly Springs,653
Cindy Hyde-Smith,US Senate,,R,Marshall ,1 North Holly Springs,40
Jimmy L Edwards,US Senate,,L,Marshall ,1 North Holly Springs,6
Antonia Eliason,U S House,1,D,Marshall ,1 North Holly Springs,562
Trent Kelly,U S House,1,R,Marshall ,1 North Holly Springs,86
Joseph R Biden,President ,,D,Marshall ,1 Red Banks,442
Donald J Trump,President ,,R,Marshall ,1 Red Banks,460
Don Blankenship,President ,,AC,Marshall ,1 Red Banks,1
Brian Carroll,President ,,AS,Marshall ,1 Red Banks,0
Phil Collins,President ,,IND,Marshall ,1 Red Banks,2
Howie Hawkins,President ,,G,Marshall ,1 Red Banks,0
Jo Jorgensen ,President ,,L,Marshall ,1 Red Banks,6
Brock Pierce,President ,,IND,Marshall ,1 Red Banks,0
Kanye West,President ,,IND,Marshall ,1 Red Banks,2
Mike Espy,US Senate,,D,Marshall ,1 Red Banks,472
Cindy Hyde-Smith,US Senate,,R,Marshall ,1 Red Banks,405
Jimmy L Edwards,US Senate,,L,Marshall ,1 Red Banks,22
Antonia Eliason,U S House,1,D,Marshall ,1 Red Banks,389
Trent Kelly,U S House,1,R,Marshall ,1 Red Banks,460
Joseph R Biden,President ,,D,Marshall ,1 West Holly Springs,866
Donald J Trump,President ,,R,Marshall ,1 West Holly Springs,168
Don Blankenship,President ,,AC,Marshall ,1 West Holly Springs,1
Brian Carroll,President ,,AS,Marshall ,1 West Holly Springs,1
Phil Collins,President ,,IND,Marshall ,1 West Holly Springs,2
Howie Hawkins,President ,,G,Marshall ,1 West Holly Springs,2
Jo Jorgensen ,President ,,L,Marshall ,1 West Holly Springs,4
Brock Pierce,President ,,IND,Marshall ,1 West Holly Springs,2
Kanye West,President ,,IND,Marshall ,1 West Holly Springs,5
Mike Espy,US Senate,,D,Marshall ,1 West Holly Springs,898
Cindy Hyde-Smith,US Senate,,R,Marshall ,1 West Holly Springs,136
Jimmy L Edwards,US Senate,,L,Marshall ,1 West Holly Springs,10
Antonia Eliason,U S House,1,D,Marshall ,1 West Holly Springs,761
Trent Kelly,U S House,1,R,Marshall ,1 West Holly Springs,200
Joseph R Biden,President ,,D,Marshall ,2 Early Grove,125
Donald J Trump,President ,,R,Marshall ,2 Early Grove,124
Don Blankenship,President ,,AC,Marshall ,2 Early Grove,0
Brian Carroll,President ,,AS,Marshall ,2 Early Grove,0
Phil Collins,President ,,IND,Marshall ,2 Early Grove,0
Howie Hawkins,President ,,G,Marshall ,2 Early Grove,1
Jo Jorgensen ,President ,,L,Marshall ,2 Early Grove,2
Brock Pierce,President ,,IND,Marshall ,2 Early Grove,0
Kanye West,President ,,IND,Marshall ,2 Early Grove,1
Mike Espy,US Senate,,D,Marshall ,2 Early Grove,129
Cindy Hyde-Smith,US Senate,,R,Marshall ,2 Early Grove,121
Jimmy L Edwards,US Senate,,L,Marshall ,2 Early Grove,2
Antonia Eliason,U S House,1,D,Marshall ,2 Early Grove,108
Trent Kelly,U S House,1,R,Marshall ,2 Early Grove,132
Joseph R Biden,President ,,D,Marshall ,2 Hudsonville,211
Donald J Trump,President ,,R,Marshall ,2 Hudsonville,179
Don Blankenship,President ,,AC,Marshall ,2 Hudsonville,1
Brian Carroll,President ,,AS,Marshall ,2 Hudsonville,0
Phil Collins,President ,,IND,Marshall ,2 Hudsonville,1
Howie Hawkins,President ,,G,Marshall ,2 Hudsonville,0
Jo Jorgensen ,President ,,L,Marshall ,2 Hudsonville,1
Brock Pierce,President ,,IND,Marshall ,2 Hudsonville,0
Kanye West,President ,,IND,Marshall ,2 Hudsonville,0
Mike Espy,US Senate,,D,Marshall ,2 Hudsonville,217
Cindy Hyde-Smith,US Senate,,R,Marshall ,2 Hudsonville,162
Jimmy L Edwards,US Senate,,L,Marshall ,2 Hudsonville,9
Antonia Eliason,U S House,1,D,Marshall ,2 Hudsonville,170
Trent Kelly,U S House,1,R,Marshall ,2 Hudsonville,180
Joseph R Biden,President ,,D,Marshall ,2 Mt Pleasant,278
Donald J Trump,President ,,R,Marshall ,2 Mt Pleasant,677
Don Blankenship,President ,,AC,Marshall ,2 Mt Pleasant,2
Brian Carroll,President ,,AS,Marshall ,2 Mt Pleasant,0
Phil Collins,President ,,IND,Marshall ,2 Mt Pleasant,3
Howie Hawkins,President ,,G,Marshall ,2 Mt Pleasant,1
Jo Jorgensen ,President ,,L,Marshall ,2 Mt Pleasant,4
Brock Pierce,President ,,IND,Marshall ,2 Mt Pleasant,2
Kanye West,President ,,IND,Marshall ,2 Mt Pleasant,2
Mike Espy,US Senate,,D,Marshall ,2 Mt Pleasant,308
Cindy Hyde-Smith,US Senate,,R,Marshall ,2 Mt Pleasant,629
Jimmy L Edwards,US Senate,,L,Marshall ,2 Mt Pleasant,14
Antonia Eliason,U S House,1,D,Marshall ,2 Mt Pleasant,230
Trent Kelly,U S House,1,R,Marshall ,2 Mt Pleasant,683
