candidate,office,district,party,county,precinct,votes
Joseph R Biden,President ,,D,Newton,Chunky ,38
Donald J Trump,President ,,R,Newton,Chunky ,405
Don Blankenship,President ,,AC,Newton,Chunky ,0
Brian Carroll,President ,,AS,Newton,Chunky ,0
Phil Collins,President ,,IND,Newton,Chunky ,0
Howie Hawkins,President ,,G,Newton,Chunky ,3
Jo Jorgensen ,President ,,L,Newton,Chunky ,4
Brock Pierce,President ,,IND,Newton,Chunky ,0
Kanye West,President ,,IND,Newton,Chunky ,1
Mike Espy,US Senate,,D,Newton,Chunky ,43
Cindy Hyde-Smith,US Senate,,R,Newton,Chunky ,390
Jimmy L Edwards,US Senate,,L,Newton,Chunky ,11
Dorothy Dot Benford,U S House,3,D,Newton,Chunky ,36
Michael Guest,U S House,3,R,Newton,Chunky ,410
Joseph R Biden,President ,,D,Newton,Conehatta,147
Donald J Trump,President ,,R,Newton,Conehatta,309
Don Blankenship,President ,,AC,Newton,Conehatta,1
Brian Carroll,President ,,AS,Newton,Conehatta,2
Phil Collins,President ,,IND,Newton,Conehatta,0
Howie Hawkins,President ,,G,Newton,Conehatta,0
Jo Jorgensen ,President ,,L,Newton,Conehatta,6
Brock Pierce,President ,,IND,Newton,Conehatta,2
Kanye West,President ,,IND,Newton,Conehatta,0
Mike Espy,US Senate,,D,Newton,Conehatta,161
Cindy Hyde-Smith,US Senate,,R,Newton,Conehatta,288
Jimmy L Edwards,US Senate,,L,Newton,Conehatta,13
Dorothy Dot Benford,U S House,3,D,Newton,Conehatta,119
Michael Guest,U S House,3,R,Newton,Conehatta,347
Joseph R Biden,President ,,D,Newton,Decatur #1,208
Donald J Trump,President ,,R,Newton,Decatur #1,401
Don Blankenship,President ,,AC,Newton,Decatur #1,0
Brian Carroll,President ,,AS,Newton,Decatur #1,0
Phil Collins,President ,,IND,Newton,Decatur #1,0
Howie Hawkins,President ,,G,Newton,Decatur #1,1
Jo Jorgensen ,President ,,L,Newton,Decatur #1,3
Brock Pierce,President ,,IND,Newton,Decatur #1,0
Kanye West,President ,,IND,Newton,Decatur #1,0
Mike Espy,US Senate,,D,Newton,Decatur #1,214
Cindy Hyde-Smith,US Senate,,R,Newton,Decatur #1,393
Jimmy L Edwards,US Senate,,L,Newton,Decatur #1,7
Dorothy Dot Benford,U S House,3,D,Newton,Decatur #1,200
Michael Guest,U S House,3,R,Newton,Decatur #1,410
Joseph R Biden,President ,,D,Newton,Decatur #2,90
Donald J Trump,President ,,R,Newton,Decatur #2,419
Don Blankenship,President ,,AC,Newton,Decatur #2,0
Brian Carroll,President ,,AS,Newton,Decatur #2,0
Phil Collins,President ,,IND,Newton,Decatur #2,0
Howie Hawkins,President ,,G,Newton,Decatur #2,1
Jo Jorgensen ,President ,,L,Newton,Decatur #2,1
Brock Pierce,President ,,IND,Newton,Decatur #2,0
Kanye West,President ,,IND,Newton,Decatur #2,0
Mike Espy,US Senate,,D,Newton,Decatur #2,101
Cindy Hyde-Smith,US Senate,,R,Newton,Decatur #2,397
Jimmy L Edwards,US Senate,,L,Newton,Decatur #2,12
Dorothy Dot Benford,U S House,3,D,Newton,Decatur #2,71
Michael Guest,U S House,3,R,Newton,Decatur #2,437
Joseph R Biden,President ,,D,Newton,Decatur #3 / Scanlan,128
Donald J Trump,President ,,R,Newton,Decatur #3 / Scanlan,488
Don Blankenship,President ,,AC,Newton,Decatur #3 / Scanlan,2
Brian Carroll,President ,,AS,Newton,Decatur #3 / Scanlan,0
Phil Collins,President ,,IND,Newton,Decatur #3 / Scanlan,1
Howie Hawkins,President ,,G,Newton,Decatur #3 / Scanlan,0
Jo Jorgensen ,President ,,L,Newton,Decatur #3 / Scanlan,1
Brock Pierce,President ,,IND,Newton,Decatur #3 / Scanlan,0
Kanye West,President ,,IND,Newton,Decatur #3 / Scanlan,1
Mike Espy,US Senate,,D,Newton,Decatur #3 / Scanlan,142
Cindy Hyde-Smith,US Senate,,R,Newton,Decatur #3 / Scanlan,475
Jimmy L Edwards,US Senate,,L,Newton,Decatur #3 / Scanlan,7
Dorothy Dot Benford,U S House,3,D,Newton,Decatur #3 / Scanlan,117
Michael Guest,U S House,3,R,Newton,Decatur #3 / Scanlan,505
Joseph R Biden,President ,,D,Newton,Duffee,54
Donald J Trump,President ,,R,Newton,Duffee,514
Don Blankenship,President ,,AC,Newton,Duffee,0
Brian Carroll,President ,,AS,Newton,Duffee,0
Phil Collins,President ,,IND,Newton,Duffee,0
Howie Hawkins,President ,,G,Newton,Duffee,0
Jo Jorgensen ,President ,,L,Newton,Duffee,2
Brock Pierce,President ,,IND,Newton,Duffee,0
Kanye West,President ,,IND,Newton,Duffee,0
Mike Espy,US Senate,,D,Newton,Duffee,58
Cindy Hyde-Smith,US Senate,,R,Newton,Duffee,494
Jimmy L Edwards,US Senate,,L,Newton,Duffee,14
Dorothy Dot Benford,U S House,3,D,Newton,Duffee,51
Michael Guest,U S House,3,R,Newton,Duffee,517
Joseph R Biden,President ,,D,Newton,Hickory,330
Donald J Trump,President ,,R,Newton,Hickory,898
Don Blankenship,President ,,AC,Newton,Hickory,0
Brian Carroll,President ,,AS,Newton,Hickory,3
Phil Collins,President ,,IND,Newton,Hickory,1
Howie Hawkins,President ,,G,Newton,Hickory,2
Jo Jorgensen ,President ,,L,Newton,Hickory,5
Brock Pierce,President ,,IND,Newton,Hickory,0
Kanye West,President ,,IND,Newton,Hickory,3
Mike Espy,US Senate,,D,Newton,Hickory,361
Cindy Hyde-Smith,US Senate,,R,Newton,Hickory,853
Jimmy L Edwards,US Senate,,L,Newton,Hickory,17
Dorothy Dot Benford,U S House,3,D,Newton,Hickory,301
Michael Guest,U S House,3,R,Newton,Hickory,929
Joseph R Biden,President ,,D,Newton,Lawrence,343
Donald J Trump,President ,,R,Newton,Lawrence,634
Don Blankenship,President ,,AC,Newton,Lawrence,0
Brian Carroll,President ,,AS,Newton,Lawrence,0
Phil Collins,President ,,IND,Newton,Lawrence,1
Howie Hawkins,President ,,G,Newton,Lawrence,0
Jo Jorgensen ,President ,,L,Newton,Lawrence,8
Brock Pierce,President ,,IND,Newton,Lawrence,1
Kanye West,President ,,IND,Newton,Lawrence,7
Mike Espy,US Senate,,D,Newton,Lawrence,370
Cindy Hyde-Smith,US Senate,,R,Newton,Lawrence,600
Jimmy L Edwards,US Senate,,L,Newton,Lawrence,19
Dorothy Dot Benford,U S House,3,D,Newton,Lawrence,339
Michael Guest,U S House,3,R,Newton,Lawrence,648
Joseph R Biden,President ,,D,Newton,Little Rock,39
Donald J Trump,President ,,R,Newton,Little Rock,713
Don Blankenship,President ,,AC,Newton,Little Rock,1
Brian Carroll,President ,,AS,Newton,Little Rock,0
Phil Collins,President ,,IND,Newton,Little Rock,0
Howie Hawkins,President ,,G,Newton,Little Rock,0
Jo Jorgensen ,President ,,L,Newton,Little Rock,3
Brock Pierce,President ,,IND,Newton,Little Rock,0
Kanye West,President ,,IND,Newton,Little Rock,0
Mike Espy,US Senate,,D,Newton,Little Rock,50
Cindy Hyde-Smith,US Senate,,R,Newton,Little Rock,681
Jimmy L Edwards,US Senate,,L,Newton,Little Rock,17
Dorothy Dot Benford,U S House,3,D,Newton,Little Rock,38
Michael Guest,U S House,3,R,Newton,Little Rock,710
Joseph R Biden,President ,,D,Newton,Newton #1,696
Donald J Trump,President ,,R,Newton,Newton #1,74
Don Blankenship,President ,,AC,Newton,Newton #1,0
Brian Carroll,President ,,AS,Newton,Newton #1,0
Phil Collins,President ,,IND,Newton,Newton #1,3
Howie Hawkins,President ,,G,Newton,Newton #1,0
Jo Jorgensen ,President ,,L,Newton,Newton #1,1
Brock Pierce,President ,,IND,Newton,Newton #1,1
Kanye West,President ,,IND,Newton,Newton #1,6
Mike Espy,US Senate,,D,Newton,Newton #1,715
Cindy Hyde-Smith,US Senate,,R,Newton,Newton #1,57
Jimmy L Edwards,US Senate,,L,Newton,Newton #1,4
Dorothy Dot Benford,U S House,3,D,Newton,Newton #1,691
Michael Guest,U S House,3,R,Newton,Newton #1,84
Joseph R Biden,President ,,D,Newton,Newton #4,431
Donald J Trump,President ,,R,Newton,Newton #4,547
Don Blankenship,President ,,AC,Newton,Newton #4,1
Brian Carroll,President ,,AS,Newton,Newton #4,1
Phil Collins,President ,,IND,Newton,Newton #4,1
Howie Hawkins,President ,,G,Newton,Newton #4,1
Jo Jorgensen ,President ,,L,Newton,Newton #4,5
Brock Pierce,President ,,IND,Newton,Newton #4,1
Kanye West,President ,,IND,Newton,Newton #4,2
Mike Espy,US Senate,,D,Newton,Newton #4,455
Cindy Hyde-Smith,US Senate,,R,Newton,Newton #4,511
Jimmy L Edwards,US Senate,,L,Newton,Newton #4,24
Dorothy Dot Benford,U S House,3,D,Newton,Newton #4,411
Michael Guest,U S House,3,R,Newton,Newton #4,571
Joseph R Biden,President ,,D,Newton,Newton #5,230
Donald J Trump,President ,,R,Newton,Newton #5,289
Don Blankenship,President ,,AC,Newton,Newton #5,1
Brian Carroll,President ,,AS,Newton,Newton #5,0
Phil Collins,President ,,IND,Newton,Newton #5,1
Howie Hawkins,President ,,G,Newton,Newton #5,0
Jo Jorgensen ,President ,,L,Newton,Newton #5,1
Brock Pierce,President ,,IND,Newton,Newton #5,1
Kanye West,President ,,IND,Newton,Newton #5,5
Mike Espy,US Senate,,D,Newton,Newton #5,245
Cindy Hyde-Smith,US Senate,,R,Newton,Newton #5,279
Jimmy L Edwards,US Senate,,L,Newton,Newton #5,2
Dorothy Dot Benford,U S House,3,D,Newton,Newton #5,233
Michael Guest,U S House,3,R,Newton,Newton #5,297
Joseph R Biden,President ,,D,Newton,Prospect ,22
Donald J Trump,President ,,R,Newton,Prospect ,385
Don Blankenship,President ,,AC,Newton,Prospect ,0
Brian Carroll,President ,,AS,Newton,Prospect ,0
Phil Collins,President ,,IND,Newton,Prospect ,0
Howie Hawkins,President ,,G,Newton,Prospect ,0
Jo Jorgensen ,President ,,L,Newton,Prospect ,3
Brock Pierce,President ,,IND,Newton,Prospect ,0
Kanye West,President ,,IND,Newton,Prospect ,0
Mike Espy,US Senate,,D,Newton,Prospect ,28
Cindy Hyde-Smith,US Senate,,R,Newton,Prospect ,370
Jimmy L Edwards,US Senate,,L,Newton,Prospect ,9
Dorothy Dot Benford,U S House,3,D,Newton,Prospect ,22
Michael Guest,U S House,3,R,Newton,Prospect ,386
Joseph R Biden,President ,,D,Newton,Union # 1,192
Donald J Trump,President ,,R,Newton,Union # 1,135
Don Blankenship,President ,,AC,Newton,Union # 1,0
Brian Carroll,President ,,AS,Newton,Union # 1,0
Phil Collins,President ,,IND,Newton,Union # 1,0
Howie Hawkins,President ,,G,Newton,Union # 1,0
Jo Jorgensen ,President ,,L,Newton,Union # 1,0
Brock Pierce,President ,,IND,Newton,Union # 1,0
Kanye West,President ,,IND,Newton,Union # 1,2
Mike Espy,US Senate,,D,Newton,Union # 1,200
Cindy Hyde-Smith,US Senate,,R,Newton,Union # 1,126
Jimmy L Edwards,US Senate,,L,Newton,Union # 1,3
Dorothy Dot Benford,U S House,3,D,Newton,Union # 1,177
Michael Guest,U S House,3,R,Newton,Union # 1,151
Joseph R Biden,President ,,D,Newton,Union # 2,64
Donald J Trump,President ,,R,Newton,Union # 2,472
Don Blankenship,President ,,AC,Newton,Union # 2,0
Brian Carroll,President ,,AS,Newton,Union # 2,0
Phil Collins,President ,,IND,Newton,Union # 2,0
Howie Hawkins,President ,,G,Newton,Union # 2,0
Jo Jorgensen ,President ,,L,Newton,Union # 2,2
Brock Pierce,President ,,IND,Newton,Union # 2,0
Kanye West,President ,,IND,Newton,Union # 2,0
Mike Espy,US Senate,,D,Newton,Union # 2,72
Cindy Hyde-Smith,US Senate,,R,Newton,Union # 2,448
Jimmy L Edwards,US Senate,,L,Newton,Union # 2,10
Dorothy Dot Benford,U S House,3,D,Newton,Union # 2,53
Michael Guest,U S House,3,R,Newton,Union # 2,479
Joseph R Biden,President ,,D,Newton,Union # 3,63
Donald J Trump,President ,,R,Newton,Union # 3,314
Don Blankenship,President ,,AC,Newton,Union # 3,1
Brian Carroll,President ,,AS,Newton,Union # 3,0
