candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Alcorn,2nd District Central Precinct,170
Donald J. Trump,President,,R,Alcorn,2nd District Central Precinct,1203
Don Blankenship,President,,AC,Alcorn,2nd District Central Precinct,0
Brian Carroll,President,,AS,Alcorn,2nd District Central Precinct,1
Phil Collins,President,,IND,Alcorn,2nd District Central Precinct,1
Howie Hawkins,President,,G,Alcorn,2nd District Central Precinct,0
Jo Jorgensen,President,,L,Alcorn,2nd District Central Precinct,9
Brock Pierce,President,,IND,Alcorn,2nd District Central Precinct,0
Kanye West,President,,IND,Alcorn,2nd District Central Precinct,2
Mike Espy,U.S. Senate,,D,Alcorn,2nd District Central Precinct,237
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,2nd District Central Precinct,1089
Jimmy L Edwards,U.S. Senate,,L,Alcorn,2nd District Central Precinct,43
Antonia Ellason,U.S. House,1,D,Alcorn,2nd District Central Precinct,151
Trent Kelly,U.S. House,1,R,Alcorn,2nd District Central Precinct,1202
Joseph R. Biden,President,,D,Alcorn,Bethel,2
Donald J. Trump,President,,R,Alcorn,Bethel,84
Don Blankenship,President,,AC,Alcorn,Bethel,0
Brian Carroll,President,,AS,Alcorn,Bethel,0
Phil Collins,President,,IND,Alcorn,Bethel,0
Howie Hawkins,President,,G,Alcorn,Bethel,0
Jo Jorgensen,President,,L,Alcorn,Bethel,0
Brock Pierce,President,,IND,Alcorn,Bethel,0
Kanye West,President,,IND,Alcorn,Bethel,0
Mike Espy,U.S. Senate,,D,Alcorn,Bethel,11
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,Bethel,73
Jimmy L Edwards,U.S. Senate,,L,Alcorn,Bethel,0
Antonia Ellason,U.S. House,1,D,Alcorn,Bethel,2
Trent Kelly,U.S. House,1,R,Alcorn,Bethel,80
Joseph R. Biden,President,,D,Alcorn,Biggersville,137
Donald J. Trump,President,,R,Alcorn,Biggersville,674
Don Blankenship,President,,AC,Alcorn,Biggersville,1
Brian Carroll,President,,AS,Alcorn,Biggersville,0
Phil Collins,President,,IND,Alcorn,Biggersville,0
Howie Hawkins,President,,G,Alcorn,Biggersville,1
Jo Jorgensen,President,,L,Alcorn,Biggersville,5
Brock Pierce,President,,IND,Alcorn,Biggersville,0
Kanye West,President,,IND,Alcorn,Biggersville,0
Mike Espy,U.S. Senate,,D,Alcorn,Biggersville,192
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,Biggersville,600
Jimmy L Edwards,U.S. Senate,,L,Alcorn,Biggersville,19
Antonia Ellason,U.S. House,1,D,Alcorn,Biggersville,121
Trent Kelly,U.S. House,1,R,Alcorn,Biggersville,665
Joseph R. Biden,President,,D,Alcorn,College Hill,247
Donald J. Trump,President,,R,Alcorn,College Hill,465
Don Blankenship,President,,AC,Alcorn,College Hill,0
Brian Carroll,President,,AS,Alcorn,College Hill,0
Phil Collins,President,,IND,Alcorn,College Hill,1
Howie Hawkins,President,,G,Alcorn,College Hill,1
Jo Jorgensen,President,,L,Alcorn,College Hill,5
Brock Pierce,President,,IND,Alcorn,College Hill,1
Kanye West,President,,IND,Alcorn,College Hill,4
Mike Espy,U.S. Senate,,D,Alcorn,College Hill,289
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,College Hill,401
Jimmy L Edwards,U.S. Senate,,L,Alcorn,College Hill,17
Antonia Ellason,U.S. House,1,D,Alcorn,College Hill,201
Trent Kelly,U.S. House,1,R,Alcorn,College Hill,466
Joseph R. Biden,President,,D,Alcorn,East Corinth,371
Donald J. Trump,President,,R,Alcorn,East Corinth,916
Don Blankenship,President,,AC,Alcorn,East Corinth,1
Brian Carroll,President,,AS,Alcorn,East Corinth,0
Phil Collins,President,,IND,Alcorn,East Corinth,1
Howie Hawkins,President,,G,Alcorn,East Corinth,3
Jo Jorgensen,President,,L,Alcorn,East Corinth,10
Brock Pierce,President,,IND,Alcorn,East Corinth,1
Kanye West,President,,IND,Alcorn,East Corinth,3
Mike Espy,U.S. Senate,,D,Alcorn,East Corinth,439
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,East Corinth,840
Jimmy L Edwards,U.S. Senate,,L,Alcorn,East Corinth,24
Antonia Ellason,U.S. House,1,D,Alcorn,East Corinth,312
Trent Kelly,U.S. House,1,R,Alcorn,East Corinth,956
Joseph R. Biden,President,,D,Alcorn,Five Points 1st Dist,163
Donald J. Trump,President,,R,Alcorn,Five Points 1st Dist,1345
Don Blankenship,President,,AC,Alcorn,Five Points 1st Dist,0
Brian Carroll,President,,AS,Alcorn,Five Points 1st Dist,0
Phil Collins,President,,IND,Alcorn,Five Points 1st Dist,2
Howie Hawkins,President,,G,Alcorn,Five Points 1st Dist,2
Jo Jorgensen,President,,L,Alcorn,Five Points 1st Dist,10
Brock Pierce,President,,IND,Alcorn,Five Points 1st Dist,0
Kanye West,President,,IND,Alcorn,Five Points 1st Dist,0
Mike Espy,U.S. Senate,,D,Alcorn,Five Points 1st Dist,249
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,Five Points 1st Dist,1218
Jimmy L Edwards,U.S. Senate,,L,Alcorn,Five Points 1st Dist,39
Antonia Ellason,U.S. House,1,D,Alcorn,Five Points 1st Dist,153
Trent Kelly,U.S. House,1,R,Alcorn,Five Points 1st Dist,1329
Joseph R. Biden,President,,D,Alcorn,Glen,94
Donald J. Trump,President,,R,Alcorn,Glen,883
Don Blankenship,President,,AC,Alcorn,Glen,1
Brian Carroll,President,,AS,Alcorn,Glen,1
Phil Collins,President,,IND,Alcorn,Glen,0
Howie Hawkins,President,,G,Alcorn,Glen,0
Jo Jorgensen,President,,L,Alcorn,Glen,6
Brock Pierce,President,,IND,Alcorn,Glen,0
Kanye West,President,,IND,Alcorn,Glen,1
Mike Espy,U.S. Senate,,D,Alcorn,Glen,159
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,Glen,777
Jimmy L Edwards,U.S. Senate,,L,Alcorn,Glen,34
Antonia Ellason,U.S. House,1,D,Alcorn,Glen,81
Trent Kelly,U.S. House,1,R,Alcorn,Glen,861
Joseph R. Biden,President,,D,Alcorn,Jacinto,23
Donald J. Trump,President,,R,Alcorn,Jacinto,332
Don Blankenship,President,,AC,Alcorn,Jacinto,0
Brian Carroll,President,,AS,Alcorn,Jacinto,0
Phil Collins,President,,IND,Alcorn,Jacinto,1
Howie Hawkins,President,,G,Alcorn,Jacinto,0
Jo Jorgensen,President,,L,Alcorn,Jacinto,2
Brock Pierce,President,,IND,Alcorn,Jacinto,0
Kanye West,President,,IND,Alcorn,Jacinto,0
Mike Espy,U.S. Senate,,D,Alcorn,Jacinto,33
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,Jacinto,311
Jimmy L Edwards,U.S. Senate,,L,Alcorn,Jacinto,10
Antonia Ellason,U.S. House,1,D,Alcorn,Jacinto,23
Trent Kelly,U.S. House,1,R,Alcorn,Jacinto,324
Joseph R. Biden,President,,D,Alcorn,Kossuth,94
Donald J. Trump,President,,R,Alcorn,Kossuth,1487
Don Blankenship,President,,AC,Alcorn,Kossuth,1
Brian Carroll,President,,AS,Alcorn,Kossuth,0
Phil Collins,President,,IND,Alcorn,Kossuth,0
Howie Hawkins,President,,G,Alcorn,Kossuth,0
Jo Jorgensen,President,,L,Alcorn,Kossuth,10
Brock Pierce,President,,IND,Alcorn,Kossuth,0
Kanye West,President,,IND,Alcorn,Kossuth,0
Mike Espy,U.S. Senate,,D,Alcorn,Kossuth,174
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,Kossuth,1367
Jimmy L Edwards,U.S. Senate,,L,Alcorn,Kossuth,33
Antonia Ellason,U.S. House,1,D,Alcorn,Kossuth,82
Trent Kelly,U.S. House,1,R,Alcorn,Kossuth,1459
Joseph R. Biden,President,,D,Alcorn,North Corinth,183
Donald J. Trump,President,,R,Alcorn,North Corinth,860
Don Blankenship,President,,AC,Alcorn,North Corinth,2
Brian Carroll,President,,AS,Alcorn,North Corinth,1
Phil Collins,President,,IND,Alcorn,North Corinth,0
Howie Hawkins,President,,G,Alcorn,North Corinth,0
Jo Jorgensen,President,,L,Alcorn,North Corinth,17
Brock Pierce,President,,IND,Alcorn,North Corinth,1
Kanye West,President,,IND,Alcorn,North Corinth,2
Mike Espy,U.S. Senate,,D,Alcorn,North Corinth,218
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,North Corinth,830
Jimmy L Edwards,U.S. Senate,,L,Alcorn,North Corinth,18
Antonia Ellason,U.S. House,1,D,Alcorn,North Corinth,146
Trent Kelly,U.S. House,1,R,Alcorn,North Corinth,895
Joseph R. Biden,President,,D,Alcorn,Pinecrest,110
Donald J. Trump,President,,R,Alcorn,Pinecrest,362
Don Blankenship,President,,AC,Alcorn,Pinecrest,0
Brian Carroll,President,,AS,Alcorn,Pinecrest,1
Phil Collins,President,,IND,Alcorn,Pinecrest,0
Howie Hawkins,President,,G,Alcorn,Pinecrest,0
Jo Jorgensen,President,,L,Alcorn,Pinecrest,5
Brock Pierce,President,,IND,Alcorn,Pinecrest,0
Kanye West,President,,IND,Alcorn,Pinecrest,2
Mike Espy,U.S. Senate,,D,Alcorn,Pinecrest,138
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,Pinecrest,326
Jimmy L Edwards,U.S. Senate,,L,Alcorn,Pinecrest,11
Antonia Ellason,U.S. House,1,D,Alcorn,Pinecrest,96
