candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Issaquena,Addie Voting Precinct,80
Donald J. Trump,President,,R,Issaquena,Addie Voting Precinct,62
Don Blankenship,President,,AC,Issaquena,Addie Voting Precinct,1
Brian Carroll,President,,AS,Issaquena,Addie Voting Precinct,0
Phil Collins,President,,IND,Issaquena,Addie Voting Precinct,0
Howie Hawkins,President,,G,Issaquena,Addie Voting Precinct,0
Jo Jorgensen,President,,L,Issaquena,Addie Voting Precinct,0
Brock Pierce,President,,IND,Issaquena,Addie Voting Precinct,0
Kanye West,President,,IND,Issaquena,Addie Voting Precinct,0
Mike Espy,U.S. Senate,,D,Issaquena,Addie Voting Precinct,79
Cindy Hyde-Smith,U.S. Senate,,R,Issaquena,Addie Voting Precinct,63
Jimmy L Edwards,U.S. Senate,,L,Issaquena,Addie Voting Precinct,0
Brian Flowers,U.S. House,2,R,Issaquena,Addie Voting Precinct,56
Bennie G. Thompson,U.S. House,2,D,Issaquena,Addie Voting Precinct,79
Joseph R. Biden,President,,D,Issaquena,Grace Voting Precinct,46
Donald J. Trump,President,,R,Issaquena,Grace Voting Precinct,83
Don Blankenship,President,,AC,Issaquena,Grace Voting Precinct,0
Brian Carroll,President,,AS,Issaquena,Grace Voting Precinct,0
Phil Collins,President,,IND,Issaquena,Grace Voting Precinct,1
Howie Hawkins,President,,G,Issaquena,Grace Voting Precinct,0
Jo Jorgensen,President,,L,Issaquena,Grace Voting Precinct,1
Brock Pierce,President,,IND,Issaquena,Grace Voting Precinct,0
Kanye West,President,,IND,Issaquena,Grace Voting Precinct,0
Mike Espy,U.S. Senate,,D,Issaquena,Grace Voting Precinct,51
Cindy Hyde-Smith,U.S. Senate,,R,Issaquena,Grace Voting Precinct,84
Jimmy L Edwards,U.S. Senate,,L,Issaquena,Grace Voting Precinct,1
Brian Flowers,U.S. House,2,R,Issaquena,Grace Voting Precinct,80
Bennie G. Thompson,U.S. House,2,D,Issaquena,Grace Voting Precinct,53
Joseph R. Biden,President,,D,Issaquena,Mayersville Courthouse,151
Donald J. Trump,President,,R,Issaquena,Mayersville Courthouse,13
Don Blankenship,President,,AC,Issaquena,Mayersville Courthouse,4
Brian Carroll,President,,AS,Issaquena,Mayersville Courthouse,1
Phil Collins,President,,IND,Issaquena,Mayersville Courthouse,0
Howie Hawkins,President,,G,Issaquena,Mayersville Courthouse,0
Jo Jorgensen,President,,L,Issaquena,Mayersville Courthouse,0
Brock Pierce,President,,IND,Issaquena,Mayersville Courthouse,0
Kanye West,President,,IND,Issaquena,Mayersville Courthouse,1
Mike Espy,U.S. Senate,,D,Issaquena,Mayersville Courthouse,157
Cindy Hyde-Smith,U.S. Senate,,R,Issaquena,Mayersville Courthouse,12
Jimmy L Edwards,U.S. Senate,,L,Issaquena,Mayersville Courthouse,2
Brian Flowers,U.S. House,2,R,Issaquena,Mayersville Courthouse,14
Bennie G. Thompson,U.S. House,2,D,Issaquena,Mayersville Courthouse,157
Joseph R. Biden,President,,D,Issaquena,Tallula Community Center,59
Donald J. Trump,President,,R,Issaquena,Tallula Community Center,82
Don Blankenship,President,,AC,Issaquena,Tallula Community Center,0
Brian Carroll,President,,AS,Issaquena,Tallula Community Center,0
Phil Collins,President,,IND,Issaquena,Tallula Community Center,0
Howie Hawkins,President,,G,Issaquena,Tallula Community Center,0
Jo Jorgensen,President,,L,Issaquena,Tallula Community Center,2
Brock Pierce,President,,IND,Issaquena,Tallula Community Center,0
Kanye West,President,,IND,Issaquena,Tallula Community Center,0
Mike Espy,U.S. Senate,,D,Issaquena,Tallula Community Center,60
Cindy Hyde-Smith,U.S. Senate,,R,Issaquena,Tallula Community Center,83
Jimmy L Edwards,U.S. Senate,,L,Issaquena,Tallula Community Center,1
Brian Flowers,U.S. House,2,R,Issaquena,Tallula Community Center,77
Bennie G. Thompson,U.S. House,2,D,Issaquena,Tallula Community Center,61
Joseph R. Biden,President,,D,Issaquena,Valley Park Community Center,19
Donald J. Trump,President,,R,Issaquena,Valley Park Community Center,68
Don Blankenship,President,,AC,Issaquena,Valley Park Community Center,0
Brian Carroll,President,,AS,Issaquena,Valley Park Community Center,0
Phil Collins,President,,IND,Issaquena,Valley Park Community Center,0
Howie Hawkins,President,,G,Issaquena,Valley Park Community Center,0
Jo Jorgensen,President,,L,Issaquena,Valley Park Community Center,2
Brock Pierce,President,,IND,Issaquena,Valley Park Community Center,0
Kanye West,President,,IND,Issaquena,Valley Park Community Center,0
Mike Espy,U.S. Senate,,D,Issaquena,Valley Park Community Center,20
Cindy Hyde-Smith,U.S. Senate,,R,Issaquena,Valley Park Community Center,67
Jimmy L Edwards,U.S. Senate,,L,Issaquena,Valley Park Community Center,1
Brian Flowers,U.S. House,2,R,Issaquena,Valley Park Community Center,68
Bennie G. Thompson,U.S. House,2,D,Issaquena,Valley Park Community Center,18
Joseph R. Biden,President,,D,Issaquena,TOTAL,355
Donald J. Trump,President,,R,Issaquena,TOTAL,308
Don Blankenship,President,,AC,Issaquena,TOTAL,5
Brian Carroll,President,,AS,Issaquena,TOTAL,1
Phil Collins,President,,IND,Issaquena,TOTAL,1
Howie Hawkins,President,,G,Issaquena,TOTAL,0
Jo Jorgensen,President,,L,Issaquena,TOTAL,5
Brock Pierce,President,,IND,Issaquena,TOTAL,0
Kanye West,President,,IND,Issaquena,TOTAL,1
Mike Espy,U.S. Senate,,D,Issaquena,TOTAL,367
Cindy Hyde-Smith,U.S. Senate,,R,Issaquena,TOTAL,309
Jimmy L Edwards,U.S. Senate,,L,Issaquena,TOTAL,5
Brian Flowers,U.S. House,2,R,Issaquena,TOTAL,295
Bennie G. Thompson,U.S. House,2,D,Issaquena,TOTAL,368
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
