candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Monroe,1 Amory First,101
Donald J. Trump,President,,R,Monroe,1 Amory First,578
Don Blankenship,President,,AC,Monroe,1 Amory First,0
Brian Carroll,President,,AS,Monroe,1 Amory First,0
Phil Collins,President,,IND,Monroe,1 Amory First,2
Howie Hawkins,President,,G,Monroe,1 Amory First,0
Jo Jorgensen,President,,L,Monroe,1 Amory First,7
Brock Pierce,President,,IND,Monroe,1 Amory First,0
Kanye West,President,,IND,Monroe,1 Amory First,0
Mike Espy,U.S. Senate,,D,Monroe,1 Amory First,124
Cindy Hyde-Smith,U.S. Senate,,R,Monroe,1 Amory First,551
Jimmy L Edwards,U.S. Senate,,L,Monroe,1 Amory First,14
Antonia Eliason,U.S. House,1,D,Monroe,1 Amory First,76
Trent Kelly,U.S. House,1,R,Monroe,1 Amory First,604
Joseph R. Biden,President,,D,Monroe,1 Bigbee,14
Donald J. Trump,President,,R,Monroe,1 Bigbee,170
Don Blankenship,President,,AC,Monroe,1 Bigbee,0
Brian Carroll,President,,AS,Monroe,1 Bigbee,0
Phil Collins,President,,IND,Monroe,1 Bigbee,0
Howie Hawkins,President,,G,Monroe,1 Bigbee,0
Jo Jorgensen,President,,L,Monroe,1 Bigbee,1
Brock Pierce,President,,IND,Monroe,1 Bigbee,0
Kanye West,President,,IND,Monroe,1 Bigbee,1
Mike Espy,U.S. Senate,,D,Monroe,1 Bigbee,17
Cindy Hyde-Smith,U.S. Senate,,R,Monroe,1 Bigbee,156
Jimmy L Edwards,U.S. Senate,,L,Monroe,1 Bigbee,8
Antonia Eliason,U.S. House,1,D,Monroe,1 Bigbee,14
Trent Kelly,U.S. House,1,R,Monroe,1 Bigbee,158
Joseph R. Biden,President,,D,Monroe,1 Boyds,24
Donald J. Trump,President,,R,Monroe,1 Boyds,338
Don Blankenship,President,,AC,Monroe,1 Boyds,1
Brian Carroll,President,,AS,Monroe,1 Boyds,0
Phil Collins,President,,IND,Monroe,1 Boyds,3
Howie Hawkins,President,,G,Monroe,1 Boyds,0
Jo Jorgensen,President,,L,Monroe,1 Boyds,2
Brock Pierce,President,,IND,Monroe,1 Boyds,0
Kanye West,President,,IND,Monroe,1 Boyds,0
Mike Espy,U.S. Senate,,D,Monroe,1 Boyds,34
Cindy Hyde-Smith,U.S. Senate,,R,Monroe,1 Boyds,325
Jimmy L Edwards,U.S. Senate,,L,Monroe,1 Boyds,9
Antonia Eliason,U.S. House,1,D,Monroe,1 Boyds,22
Trent Kelly,U.S. House,1,R,Monroe,1 Boyds,344
Joseph R. Biden,President,,D,Monroe,1 Hatley,123
Donald J. Trump,President,,R,Monroe,1 Hatley,1447
Don Blankenship,President,,AC,Monroe,1 Hatley,1
Brian Carroll,President,,AS,Monroe,1 Hatley,0
Phil Collins,President,,IND,Monroe,1 Hatley,0
Howie Hawkins,President,,G,Monroe,1 Hatley,3
Jo Jorgensen,President,,L,Monroe,1 Hatley,6
Brock Pierce,President,,IND,Monroe,1 Hatley,0
Kanye West,President,,IND,Monroe,1 Hatley,1
Mike Espy,U.S. Senate,,D,Monroe,1 Hatley,172
Cindy Hyde-Smith,U.S. Senate,,R,Monroe,1 Hatley,1375
Jimmy L Edwards,U.S. Senate,,L,Monroe,1 Hatley,29
Antonia Eliason,U.S. House,1,D,Monroe,1 Hatley,98
Trent Kelly,U.S. House,1,R,Monroe,1 Hatley,1442
Joseph R. Biden,President,,D,Monroe,1 Smithville,93
Donald J. Trump,President,,R,Monroe,1 Smithville,823
Don Blankenship,President,,AC,Monroe,1 Smithville,1
Brian Carroll,President,,AS,Monroe,1 Smithville,0
Phil Collins,President,,IND,Monroe,1 Smithville,1
Howie Hawkins,President,,G,Monroe,1 Smithville,1
Jo Jorgensen,President,,L,Monroe,1 Smithville,6
Brock Pierce,President,,IND,Monroe,1 Smithville,0
Kanye West,President,,IND,Monroe,1 Smithville,1
Mike Espy,U.S. Senate,,D,Monroe,1 Smithville,128
Cindy Hyde-Smith,U.S. Senate,,R,Monroe,1 Smithville,760
Jimmy L Edwards,U.S. Senate,,L,Monroe,1 Smithville,27
Antonia Eliason,U.S. House,1,D,Monroe,1 Smithville,81
Trent Kelly,U.S. House,1,R,Monroe,1 Smithville,822
Joseph R. Biden,President,,D,Monroe,2 Amory Second,458
Donald J. Trump,President,,R,Monroe,2 Amory Second,1306
Don Blankenship,President,,AC,Monroe,2 Amory Second,2
Brian Carroll,President,,AS,Monroe,2 Amory Second,3
Phil Collins,President,,IND,Monroe,2 Amory Second,1
Howie Hawkins,President,,G,Monroe,2 Amory Second,2
Jo Jorgensen,President,,L,Monroe,2 Amory Second,16
Brock Pierce,President,,IND,Monroe,2 Amory Second,0
Kanye West,President,,IND,Monroe,2 Amory Second,2
Mike Espy,U.S. Senate,,D,Monroe,2 Amory Second,530
Cindy Hyde-Smith,U.S. Senate,,R,Monroe,2 Amory Second,1210
Jimmy L Edwards,U.S. Senate,,L,Monroe,2 Amory Second,47
Antonia Eliason,U.S. House,1,D,Monroe,2 Amory Second,372
Trent Kelly,U.S. House,1,R,Monroe,2 Amory Second,1374
Joseph R. Biden,President,,D,Monroe,2 Becker,92
Donald J. Trump,President,,R,Monroe,2 Becker,907
Don Blankenship,President,,AC,Monroe,2 Becker,0
Brian Carroll,President,,AS,Monroe,2 Becker,0
Phil Collins,President,,IND,Monroe,2 Becker,0
Howie Hawkins,President,,G,Monroe,2 Becker,1
Jo Jorgensen,President,,L,Monroe,2 Becker,9
Brock Pierce,President,,IND,Monroe,2 Becker,1
Kanye West,President,,IND,Monroe,2 Becker,1
Mike Espy,U.S. Senate,,D,Monroe,2 Becker,140
Cindy Hyde-Smith,U.S. Senate,,R,Monroe,2 Becker,856
Jimmy L Edwards,U.S. Senate,,L,Monroe,2 Becker,20
Antonia Eliason,U.S. House,1,D,Monroe,2 Becker,78
Trent Kelly,U.S. House,1,R,Monroe,2 Becker,917
Joseph R. Biden,President,,D,Monroe,2 Parham,21
Donald J. Trump,President,,R,Monroe,2 Parham,148
Don Blankenship,President,,AC,Monroe,2 Parham,0
Brian Carroll,President,,AS,Monroe,2 Parham,0
Phil Collins,President,,IND,Monroe,2 Parham,1
Howie Hawkins,President,,G,Monroe,2 Parham,0
Jo Jorgensen,President,,L,Monroe,2 Parham,0
Brock Pierce,President,,IND,Monroe,2 Parham,0
Kanye West,President,,IND,Monroe,2 Parham,0
Mike Espy,U.S. Senate,,D,Monroe,2 Parham,23
Cindy Hyde-Smith,U.S. Senate,,R,Monroe,2 Parham,143
Jimmy L Edwards,U.S. Senate,,L,Monroe,2 Parham,3
Antonia Eliason,U.S. House,1,D,Monroe,2 Parham,15
Trent Kelly,U.S. House,1,R,Monroe,2 Parham,148
Joseph R. Biden,President,,D,Monroe,2 Sipsey,12
Donald J. Trump,President,,R,Monroe,2 Sipsey,229
Don Blankenship,President,,AC,Monroe,2 Sipsey,2
Brian Carroll,President,,AS,Monroe,2 Sipsey,0
Phil Collins,President,,IND,Monroe,2 Sipsey,0
Howie Hawkins,President,,G,Monroe,2 Sipsey,0
Jo Jorgensen,President,,L,Monroe,2 Sipsey,2
Brock Pierce,President,,IND,Monroe,2 Sipsey,0
Kanye West,President,,IND,Monroe,2 Sipsey,0
Mike Espy,U.S. Senate,,D,Monroe,2 Sipsey,21
Cindy Hyde-Smith,U.S. Senate,,R,Monroe,2 Sipsey,213
Jimmy L Edwards,U.S. Senate,,L,Monroe,2 Sipsey,10
Antonia Eliason,U.S. House,1,D,Monroe,2 Sipsey,14
Trent Kelly,U.S. House,1,R,Monroe,2 Sipsey,219
Joseph R. Biden,President,,D,Monroe,2 Williams,9
Donald J. Trump,President,,R,Monroe,2 Williams,90
Don Blankenship,President,,AC,Monroe,2 Williams,0
Brian Carroll,President,,AS,Monroe,2 Williams,0
Phil Collins,President,,IND,Monroe,2 Williams,0
Howie Hawkins,President,,G,Monroe,2 Williams,0
Jo Jorgensen,President,,L,Monroe,2 Williams,0
Brock Pierce,President,,IND,Monroe,2 Williams,0
Kanye West,President,,IND,Monroe,2 Williams,0
Mike Espy,U.S. Senate,,D,Monroe,2 Williams,13
