candidate,office,district,party,county,precinct,votes,winner,page
Roger I. Gerrard,U.S. House,3,Veterans,Newton,Hickory,38,,2
Lajena Sheets,U.S. House,3,Reform,Newton,Hickory,4,,2
Hillary Clinton,President,,Democrat,Newton,Lawrence,319,,2
Donald J. Trump,President,,Republican,Newton,Lawrence,615,,2
Darrell Castle,President,,Constitution,Newton,Lawrence,6,,2
Rocky' Roque De La Fuente,President,,American Delta,Newton,Lawrence,0,,2
Jim Hedges,President,,Prohibition,Newton,Lawrence,2,,2
Gary Johnson,President,,Libertarian,Newton,Lawrence,5,,2
Jill Stein,President,,Green,Newton,Lawrence,1,,2
Gregg Harper,U.S. House,3,Republican,Newton,Lawrence,629,,2
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Lawrence,265,,2
Roger I. Gerrard,U.S. House,3,Veterans,Newton,Lawrence,25,,2
Lajena Sheets,U.S. House,3,Reform,Newton,Lawrence,5,,2
Hillary Clinton,President,,Democrat,Newton,Little Rock,39,,2
Donald J. Trump,President,,Republican,Newton,Little Rock,657,,2
Darrell Castle,President,,Constitution,Newton,Little Rock,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Newton,Little Rock,1,,2
Jim Hedges,President,,Prohibition,Newton,Little Rock,0,,2
Gary Johnson,President,,Libertarian,Newton,Little Rock,4,,2
Jill Stein,President,,Green,Newton,Little Rock,0,,2
Gregg Harper,U.S. House,3,Republican,Newton,Little Rock,641,,2
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Little Rock,37,,2
Roger I. Gerrard,U.S. House,3,Veterans,Newton,Little Rock,18,,2
Lajena Sheets,U.S. House,3,Reform,Newton,Little Rock,4,,2
Hillary Clinton,President,,Democrat,Newton,Newton # 1,665,,2
Donald J. Trump,President,,Republican,Newton,Newton # 1,67,,2
Darrell Castle,President,,Constitution,Newton,Newton # 1,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Newton,Newton # 1,0,,2
Jim Hedges,President,,Prohibition,Newton,Newton # 1,2,,2
Gary Johnson,President,,Libertarian,Newton,Newton # 1,4,,2
Jill Stein,President,,Green,Newton,Newton # 1,4,,2
Gregg Harper,U.S. House,3,Republican,Newton,Newton # 1,137,,2
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Newton # 1,547,,2
Roger I. Gerrard,U.S. House,3,Veterans,Newton,Newton # 1,16,,2
Lajena Sheets,U.S. House,3,Reform,Newton,Newton # 1,11,,2
Hillary Clinton,President,,Democrat,Newton,Newton # 4,407,,2
Donald J. Trump,President,,Republican,Newton,Newton # 4,559,,2
Darrell Castle,President,,Constitution,Newton,Newton # 4,5,,2
Rocky' Roque De La Fuente,President,,American Delta,Newton,Newton # 4,1,,2
Jim Hedges,President,,Prohibition,Newton,Newton # 4,0,,2
Gary Johnson,President,,Libertarian,Newton,Newton # 4,8,,2
Jill Stein,President,,Green,Newton,Newton # 4,3,,2
Gregg Harper,U.S. House,3,Republican,Newton,Newton # 4,592,,2
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Newton # 4,318,,2
Roger I. Gerrard,U.S. House,3,Veterans,Newton,Newton # 4,36,,2
Lajena Sheets,U.S. House,3,Reform,Newton,Newton # 4,12,,2
Hillary Clinton,President,,Democrat,Newton,Newton # 5,186,,2
Donald J. Trump,President,,Republican,Newton,Newton # 5,287,,2
Darrell Castle,President,,Constitution,Newton,Newton # 5,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Newton,Newton # 5,0,,2
Jim Hedges,President,,Prohibition,Newton,Newton # 5,1,,2
Gary Johnson,President,,Libertarian,Newton,Newton # 5,3,,2
Jill Stein,President,,Green,Newton,Newton # 5,5,,2
Gregg Harper,U.S. House,3,Republican,Newton,Newton # 5,311,,2
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Newton # 5,156,,2
Roger I. Gerrard,U.S. House,3,Veterans,Newton,Newton # 5,6,,2
Lajena Sheets,U.S. House,3,Reform,Newton,Newton # 5,3,,2
Hillary Clinton,President,,Democrat,Newton,Prospect,15,,3
Donald J. Trump,President,,Republican,Newton,Prospect,331,,3
Darrell Castle,President,,Constitution,Newton,Prospect,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Newton,Prospect,0,,3
Jim Hedges,President,,Prohibition,Newton,Prospect,0,,3
Gary Johnson,President,,Libertarian,Newton,Prospect,2,,3
Jill Stein,President,,Green,Newton,Prospect,0,,3
Gregg Harper,U.S. House,3,Republican,Newton,Prospect,321,,3
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Prospect,11,,3
Roger I. Gerrard,U.S. House,3,Veterans,Newton,Prospect,8,,3
Lajena Sheets,U.S. House,3,Reform,Newton,Prospect,0,,3
Hillary Clinton,President,,Democrat,Newton,Scanlan,122,,3
Donald J. Trump,President,,Republican,Newton,Scanlan,478,,3
Darrell Castle,President,,Constitution,Newton,Scanlan,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Newton,Scanlan,0,,3
Jim Hedges,President,,Prohibition,Newton,Scanlan,0,,3
Gary Johnson,President,,Libertarian,Newton,Scanlan,7,,3
Jill Stein,President,,Green,Newton,Scanlan,0,,3
Gregg Harper,U.S. House,3,Republican,Newton,Scanlan,494,,3
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Scanlan,94,,3
Roger I. Gerrard,U.S. House,3,Veterans,Newton,Scanlan,14,,3
Lajena Sheets,U.S. House,3,Reform,Newton,Scanlan,0,,3
Hillary Clinton,President,,Democrat,Newton,Union # 1,172,,3
Donald J. Trump,President,,Republican,Newton,Union # 1,113,,3
Darrell Castle,President,,Constitution,Newton,Union # 1,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Newton,Union # 1,0,,3
Jim Hedges,President,,Prohibition,Newton,Union # 1,0,,3
Gary Johnson,President,,Libertarian,Newton,Union # 1,2,,3
Jill Stein,President,,Green,Newton,Union # 1,0,,3
Gregg Harper,U.S. House,3,Republican,Newton,Union # 1,124,,3
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Union # 1,150,,3
Roger I. Gerrard,U.S. House,3,Veterans,Newton,Union # 1,4,,3
Lajena Sheets,U.S. House,3,Reform,Newton,Union # 1,0,,3
Hillary Clinton,President,,Democrat,Newton,Union # 2,36,,3
Donald J. Trump,President,,Republican,Newton,Union # 2,446,,3
Darrell Castle,President,,Constitution,Newton,Union # 2,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Newton,Union # 2,0,,3
Jim Hedges,President,,Prohibition,Newton,Union # 2,0,,3
Gary Johnson,President,,Libertarian,Newton,Union # 2,7,,3
Jill Stein,President,,Green,Newton,Union # 2,0,,3
Gregg Harper,U.S. House,3,Republican,Newton,Union # 2,454,,3
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Union # 2,27,,3
Roger I. Gerrard,U.S. House,3,Veterans,Newton,Union # 2,6,,3
Lajena Sheets,U.S. House,3,Reform,Newton,Union # 2,2,,3
Hillary Clinton,President,,Democrat,Newton,Union # 3,67,,3
Donald J. Trump,President,,Republican,Newton,Union # 3,283,,3
Darrell Castle,President,,Constitution,Newton,Union # 3,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Newton,Union # 3,0,,3
Jim Hedges,President,,Prohibition,Newton,Union # 3,0,,3
Gary Johnson,President,,Libertarian,Newton,Union # 3,1,,3
Jill Stein,President,,Green,Newton,Union # 3,0,,3
Gregg Harper,U.S. House,3,Republican,Newton,Union # 3,286,,3
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Union # 3,49,,3
Roger I. Gerrard,U.S. House,3,Veterans,Newton,Union # 3,12,,3
Lajena Sheets,U.S. House,3,Reform,Newton,Union # 3,0,,3
Hillary Clinton,President,,Democrat,Newton,,2756,,3
Donald J. Trump,President,,Republican,Newton,,6548,TRUE,3
Darrell Castle,President,,Constitution,Newton,,31,,3
Rocky' Roque De La Fuente,President,,American Delta,Newton,,6,,3
Jim Hedges,President,,Prohibition,Newton,,8,,3
Gary Johnson,President,,Libertarian,Newton,,67,,3
Jill Stein,President,,Green,Newton,,22,,3
Gregg Harper,U.S. House,3,Republican,Newton,,6752,TRUE,3
Dennis C. Quinn,U.S. House,3,Democrat,Newton,,2199,,3
Roger I. Gerrard,U.S. House,3,Veterans,Newton,,259,,3
Lajena Sheets,U.S. House,3,Reform,Newton,,53,,3
