candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Greene,Leakesville,74,,2
Donald J. Trump,President,,Republican,Greene,Leakesville,981,,2
Darrell Castle,President,,Constitution,Greene,Leakesville,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Greene,Leakesville,0,,2
Jim Hedges,President,,Prohibition,Greene,Leakesville,1,,2
Gary Johnson,President,,Libertarian,Greene,Leakesville,4,,2
Jill Stein,President,,Green,Greene,Leakesville,0,,2
Mark Gladney,U.S.House,4,Democrat,Greene,Leakesville,76,,2
Steven Palazzo,U.S.House,4,Republican,Greene,Leakesville,799,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,Leakesville,166,,2
Shawn O'Hara,U.S.House,4,Reform,Greene,Leakesville,12,,2
Hillary Clinton,President,,Democrat,Greene,North Leakesville,163,,2
Donald J. Trump,President,,Republican,Greene,North Leakesville,134,,2
Darrell Castle,President,,Constitution,Greene,North Leakesville,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Greene,North Leakesville,0,,2
Jim Hedges,President,,Prohibition,Greene,North Leakesville,0,,2
Gary Johnson,President,,Libertarian,Greene,North Leakesville,1,,2
Jill Stein,President,,Green,Greene,North Leakesville,1,,2
Mark Gladney,U.S.House,4,Democrat,Greene,North Leakesville,133,,2
Steven Palazzo,U.S.House,4,Republican,Greene,North Leakesville,131,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,North Leakesville,22,,2
Shawn O'Hara,U.S.House,4,Reform,Greene,North Leakesville,4,,2
Hillary Clinton,President,,Democrat,Greene,State Line,355,,2
Donald J. Trump,President,,Republican,Greene,State Line,264,,2
Darrell Castle,President,,Constitution,Greene,State Line,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Greene,State Line,0,,2
Jim Hedges,President,,Prohibition,Greene,State Line,0,,2
Gary Johnson,President,,Libertarian,Greene,State Line,2,,2
Jill Stein,President,,Green,Greene,State Line,0,,2
Mark Gladney,U.S.House,4,Democrat,Greene,State Line,249,,2
Steven Palazzo,U.S.House,4,Republican,Greene,State Line,321,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,State Line,18,,2
Shawn O'Hara,U.S.House,4,Reform,Greene,State Line,21,,2
Hillary Clinton,President,,Democrat,Greene,Mutual Rights,8,,2
Donald J. Trump,President,,Republican,Greene,Mutual Rights,190,,2
Darrell Castle,President,,Constitution,Greene,Mutual Rights,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Greene,Mutual Rights,0,,2
Jim Hedges,President,,Prohibition,Greene,Mutual Rights,0,,2
Gary Johnson,President,,Libertarian,Greene,Mutual Rights,2,,2
Jill Stein,President,,Green,Greene,Mutual Rights,0,,2
Mark Gladney,U.S.House,4,Democrat,Greene,Mutual Rights,17,,2
Steven Palazzo,U.S.House,4,Republican,Greene,Mutual Rights,153,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,Mutual Rights,28,,2
Shawn O'Hara,U.S.House,4,Reform,Greene,Mutual Rights,0,,2
Hillary Clinton,President,,Democrat,Greene,Wade,28,,2
Donald J. Trump,President,,Republican,Greene,Wade,450,,2
Darrell Castle,President,,Constitution,Greene,Wade,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Greene,Wade,0,,2
Jim Hedges,President,,Prohibition,Greene,Wade,0,,2
Gary Johnson,President,,Libertarian,Greene,Wade,0,,2
Jill Stein,President,,Green,Greene,Wade,0,,2
Mark Gladney,U.S.House,4,Democrat,Greene,Wade,40,,2
Steven Palazzo,U.S.House,4,Republican,Greene,Wade,383,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,Wade,45,,2
Shawn O'Hara,U.S.House,4,Reform,Greene,Wade,8,,2
Hillary Clinton,President,,Democrat,Greene,Jones,6,,2
Donald J. Trump,President,,Republican,Greene,Jones,186,,2
Darrell Castle,President,,Constitution,Greene,Jones,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Greene,Jones,0,,2
Jim Hedges,President,,Prohibition,Greene,Jones,1,,2
Gary Johnson,President,,Libertarian,Greene,Jones,3,,2
Jill Stein,President,,Green,Greene,Jones,0,,2
Mark Gladney,U.S.House,4,Democrat,Greene,Jones,4,,2
Steven Palazzo,U.S.House,4,Republican,Greene,Jones,182,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,Jones,5,,2
Shawn O'Hara,U.S.House,4,Reform,Greene,Jones,4,,2
Hillary Clinton,President,,Democrat,Greene,Piave,4,,2
Donald J. Trump,President,,Republican,Greene,Piave,302,,2
Darrell Castle,President,,Constitution,Greene,Piave,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Greene,Piave,2,,2
Jim Hedges,President,,Prohibition,Greene,Piave,0,,2
Gary Johnson,President,,Libertarian,Greene,Piave,4,,2
Jill Stein,President,,Green,Greene,Piave,1,,2
Mark Gladney,U.S.House,4,Democrat,Greene,Piave,6,,2
Steven Palazzo,U.S.House,4,Republican,Greene,Piave,281,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,Piave,23,,2
Shawn O'Hara,U.S.House,4,Reform,Greene,Piave,2,,2
Hillary Clinton,President,,Democrat,Greene,Maples,65,,2
Donald J. Trump,President,,Republican,Greene,Maples,543,,2
Darrell Castle,President,,Constitution,Greene,Maples,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Greene,Maples,1,,2
Jim Hedges,President,,Prohibition,Greene,Maples,1,,2
Gary Johnson,President,,Libertarian,Greene,Maples,3,,2
Jill Stein,President,,Green,Greene,Maples,0,,2
Mark Gladney,U.S.House,4,Democrat,Greene,Maples,61,,2
Steven Palazzo,U.S.House,4,Republican,Greene,Maples,489,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,Maples,43,,2
Shawn O'Hara,U.S.House,4,Reform,Greene,Maples,11,,2
Hillary Clinton,President,,Democrat,Greene,Vernal,46,,2
Donald J. Trump,President,,Republican,Greene,Vernal,430,,2
Darrell Castle,President,,Constitution,Greene,Vernal,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Greene,Vernal,0,,2
Jim Hedges,President,,Prohibition,Greene,Vernal,0,,2
Gary Johnson,President,,Libertarian,Greene,Vernal,3,,2
Jill Stein,President,,Green,Greene,Vernal,1,,2
Mark Gladney,U.S.House,4,Democrat,Greene,Vernal,51,,2
Steven Palazzo,U.S.House,4,Republican,Greene,Vernal,368,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,Vernal,43,,2
Shawn O'Hara,U.S.House,4,Reform,Greene,Vernal,10,,2
Hillary Clinton,President,,Democrat,Greene,Washington Neely,7,,2
Donald J. Trump,President,,Republican,Greene,Washington Neely,283,,2
Darrell Castle,President,,Constitution,Greene,Washington Neely,5,,2
Rocky' Roque De La Fuente,President,,American Delta,Greene,Washington Neely,0,,2
Jim Hedges,President,,Prohibition,Greene,Washington Neely,0,,2
Gary Johnson,President,,Libertarian,Greene,Washington Neely,3,,2
Jill Stein,President,,Green,Greene,Washington Neely,0,,2
Mark Gladney,U.S.House,4,Democrat,Greene,Washington Neely,12,,2
Steven Palazzo,U.S.House,4,Republican,Greene,Washington Neely,229,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,Washington Neely,54,,2
Shawn O'Hara,U.S.House,4,Reform,Greene,Washington Neely,2,,2
Hillary Clinton,President,,Democrat,Greene,Leaf,50,,2
Donald J. Trump,President,,Republican,Greene,Leaf,89,,2
Darrell Castle,President,,Constitution,Greene,Leaf,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Greene,Leaf,1,,2
Jim Hedges,President,,Prohibition,Greene,Leaf,0,,2
Gary Johnson,President,,Libertarian,Greene,Leaf,0,,2
Jill Stein,President,,Green,Greene,Leaf,0,,2
Mark Gladney,U.S.House,4,Democrat,Greene,Leaf,39,,2
Steven Palazzo,U.S.House,4,Republican,Greene,Leaf,62,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,Leaf,33,,2
Shawn O'Hara,U.S.House,4,Reform,Greene,Leaf,3,,2
Hillary Clinton,President,,Democrat,Greene,Mclain,156,,3
Donald J. Trump,President,,Republican,Greene,Mclain,159,,3
Darrell Castle,President,,Constitution,Greene,Mclain,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Greene,Mclain,0,,3
