candidate,office,district,party,county,precinct,votes,winner,page
Jim Hedges,President,,Prohibition,Greene,Mclain,0,,3
Gary Johnson,President,,Libertarian,Greene,Mclain,2,,3
Jill Stein,President,,Green,Greene,Mclain,0,,3
Mark Gladney,U.S.House,4,Democrat,Greene,Mclain,131,,3
Steven Palazzo,U.S.House,4,Republican,Greene,Mclain,122,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,Mclain,52,,3
Shawn O'Hara,U.S.House,4,Reform,Greene,Mclain,7,,3
Hillary Clinton,President,,Democrat,Greene,Jonathan,12,,3
Donald J. Trump,President,,Republican,Greene,Jonathan,324,,3
Darrell Castle,President,,Constitution,Greene,Jonathan,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Greene,Jonathan,0,,3
Jim Hedges,President,,Prohibition,Greene,Jonathan,0,,3
Gary Johnson,President,,Libertarian,Greene,Jonathan,1,,3
Jill Stein,President,,Green,Greene,Jonathan,1,,3
Mark Gladney,U.S.House,4,Democrat,Greene,Jonathan,10,,3
Steven Palazzo,U.S.House,4,Republican,Greene,Jonathan,281,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,Jonathan,40,,3
Shawn O'Hara,U.S.House,4,Reform,Greene,Jonathan,3,,3
Hillary Clinton,President,,Democrat,Greene,,974,,3
Donald J. Trump,President,,Republican,Greene,,4335,TRUE,3
Darrell Castle,President,,Constitution,Greene,,21,,3
Rocky' Roque De La Fuente,President,,American Delta,Greene,,4,,3
Jim Hedges,President,,Prohibition,Greene,,3,,3
Gary Johnson,President,,Libertarian,Greene,,28,,3
Jill Stein,President,,Green,Greene,,4,,3
Mark Gladney,U.S.House,4,Democrat,Greene,,829,,3
Steven Palazzo,U.S.House,4,Republican,Greene,,3801,TRUE,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Greene,,572,,3
Shawn O'Hara,U.S.House,4,Reform,Greene,,87,,3
