page,candidate,office,district,party,county,precinct,votes,winner,,
4,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 10,136,,,
4,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 10,X,,,
4,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 10,X,,,
4,Jeb Bush,President,,Republican,Hinds,Precinct 11,0,,,
4,Ben Carson,President,,Republican,Hinds,Precinct 11,0,,,
4,Chris Christie,President,,Republican,Hinds,Precinct 11,0,,,
4,Ted Cruz,President,,Republican,Hinds,Precinct 11,0,,,
4,Carly Florina,President,,Republican,Hinds,Precinct 11,0,,,
4,Lindsey Graham,President,,Republican,Hinds,Precinct 11,0,,,
4,Mike Huckabee,President,,Republican,Hinds,Precinct 11,0,,,
4,John R. Kaisch,President,,Republican,Hinds,Precinct 11,0,,,
4,George Pataki,President,,Republican,Hinds,Precinct 11,0,,,
4,Rand Paul,President,,Republican,Hinds,Precinct 11,0,,,
4,Marco Rubio,President,,Republican,Hinds,Precinct 11,0,,,
4,Rick Santorum,President,,Republican,Hinds,Precinct 11,0,,,
4,Donald J. Trump,President,,Republican,Hinds,Precinct 11,1,,,
4,Hillary Clinton,President,,Democrat,Hinds,Precinct 11,146,,,
4,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 11,1,,,
4,Martin O'Mailey,President,,Democrat,Hinds,Precinct 11,0,,,
4,Bernie Sanders,President,,Democrat,Hinds,Precinct 11,14,,,
4,Willie Wilson,President,,Democrat,Hinds,Precinct 11,0,,,
4,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 11,X,,,
4,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 11,X,,,
4,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 11,155,,,
4,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 11,X,,,
4,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 11,X,,,
4,Jeb Bush,President,,Republican,Hinds,Precinct 13,0,,,
4,Ben Carson,President,,Republican,Hinds,Precinct 13,0,,,
4,Chris Christie,President,,Republican,Hinds,Precinct 13,0,,,
4,Ted Cruz,President,,Republican,Hinds,Precinct 13,2,,,
4,Carly Florina,President,,Republican,Hinds,Precinct 13,0,,,
4,Lindsey Graham,President,,Republican,Hinds,Precinct 13,0,,,
4,Mike Huckabee,President,,Republican,Hinds,Precinct 13,0,,,
4,John R. Kaisch,President,,Republican,Hinds,Precinct 13,0,,,
4,George Pataki,President,,Republican,Hinds,Precinct 13,0,,,
4,Rand Paul,President,,Republican,Hinds,Precinct 13,0,,,
4,Marco Rubio,President,,Republican,Hinds,Precinct 13,0,,,
4,Rick Santorum,President,,Republican,Hinds,Precinct 13,0,,,
4,Donald J. Trump,President,,Republican,Hinds,Precinct 13,2,,,
4,Hillary Clinton,President,,Democrat,Hinds,Precinct 13,443,,,
4,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 13,0,,,
4,Martin O'Mailey,President,,Democrat,Hinds,Precinct 13,1,,,
4,Bernie Sanders,President,,Democrat,Hinds,Precinct 13,42,,,
4,Willie Wilson,President,,Democrat,Hinds,Precinct 13,1,,,
4,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 13,X,,,
4,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 13,X,,,
4,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 13,480,,,
4,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 13,X,,,
4,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 13,X,,,
4,Jeb Bush,President,,Republican,Hinds,Precinct 14,2,,,
4,Ben Carson,President,,Republican,Hinds,Precinct 14,0,,,
4,Chris Christie,President,,Republican,Hinds,Precinct 14,0,,,
4,Ted Cruz,President,,Republican,Hinds,Precinct 14,66,,,
4,Carly Florina,President,,Republican,Hinds,Precinct 14,0,,,
4,Lindsey Graham,President,,Republican,Hinds,Precinct 14,0,,,
4,Mike Huckabee,President,,Republican,Hinds,Precinct 14,1,,,
4,John R. Kaisch,President,,Republican,Hinds,Precinct 14,106,,,
4,George Pataki,President,,Republican,Hinds,Precinct 14,0,,,
4,Rand Paul,President,,Republican,Hinds,Precinct 14,1,,,
4,Marco Rubio,President,,Republican,Hinds,Precinct 14,29,,,
4,Rick Santorum,President,,Republican,Hinds,Precinct 14,0,,,
4,Donald J. Trump,President,,Republican,Hinds,Precinct 14,76,,,
4,Hillary Clinton,President,,Democrat,Hinds,Precinct 14,67,,,
4,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 14,0,,,
4,Martin O'Mailey,President,,Democrat,Hinds,Precinct 14,0,,,
4,Bernie Sanders,President,,Democrat,Hinds,Precinct 14,43,,,
4,Willie Wilson,President,,Democrat,Hinds,Precinct 14,0,,,
4,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 14,31,,,
4,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 14,240,,,
4,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 14,X,,,
4,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 14,41,,,
4,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 14,43,,,
4,Jeb Bush,President,,Republican,Hinds,Precinct 16,1,,,
4,Ben Carson,President,,Republican,Hinds,Precinct 16,1,,,
4,Chris Christie,President,,Republican,Hinds,Precinct 16,0,,,
4,Ted Cruz,President,,Republican,Hinds,Precinct 16,87,,,
4,Carly Florina,President,,Republican,Hinds,Precinct 16,1,,,
4,Lindsey Graham,President,,Republican,Hinds,Precinct 16,0,,,
4,Mike Huckabee,President,,Republican,Hinds,Precinct 16,2,,,
4,John R. Kaisch,President,,Republican,Hinds,Precinct 16,116,,,
4,George Pataki,President,,Republican,Hinds,Precinct 16,0,,,
4,Rand Paul,President,,Republican,Hinds,Precinct 16,2,,,
4,Marco Rubio,President,,Republican,Hinds,Precinct 16,50,,,
4,Rick Santorum,President,,Republican,Hinds,Precinct 16,0,,,
4,Donald J. Trump,President,,Republican,Hinds,Precinct 16,64,,,
4,Hillary Clinton,President,,Democrat,Hinds,Precinct 16,307,,,
4,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 16,0,,,
4,Martin O'Mailey,President,,Democrat,Hinds,Precinct 16,2,,,
4,Bernie Sanders,President,,Democrat,Hinds,Precinct 16,156,,,
4,Willie Wilson,President,,Democrat,Hinds,Precinct 16,2,,,
4,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 16,37,,,
4,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 16,210,,,
4,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 16,218,,,
4,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 16,83,,,
4,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 16,79,,,
4,Jeb Bush,President,,Republican,Hinds,Precinct 18,0,,,
4,Ben Carson,President,,Republican,Hinds,Precinct 18,0,,,
4,Chris Christie,President,,Republican,Hinds,Precinct 18,0,,,
4,Ted Cruz,President,,Republican,Hinds,Precinct 18,1,,,
4,Carly Florina,President,,Republican,Hinds,Precinct 18,0,,,
4,Lindsey Graham,President,,Republican,Hinds,Precinct 18,0,,,
4,Mike Huckabee,President,,Republican,Hinds,Precinct 18,0,,,
4,John R. Kaisch,President,,Republican,Hinds,Precinct 18,0,,,
4,George Pataki,President,,Republican,Hinds,Precinct 18,0,,,
4,Rand Paul,President,,Republican,Hinds,Precinct 18,0,,,
4,Marco Rubio,President,,Republican,Hinds,Precinct 18,0,,,
4,Rick Santorum,President,,Republican,Hinds,Precinct 18,0,,,
4,Donald J. Trump,President,,Republican,Hinds,Precinct 18,1,,,
4,Hillary Clinton,President,,Democrat,Hinds,Precinct 18,185,,,
4,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 18,0,,,
4,Martin O'Mailey,President,,Democrat,Hinds,Precinct 18,0,,,
4,Bernie Sanders,President,,Democrat,Hinds,Precinct 18,19,,,
4,Willie Wilson,President,,Democrat,Hinds,Precinct 18,0,,,
4,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 18,X,,,
4,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 18,X,,,
4,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 18,192,,,
4,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 18,X,,,
4,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 18,X,,,
5,Jeb Bush,President,,Republican,Hinds,Precinct 19,0,,,
5,Ben Carson,President,,Republican,Hinds,Precinct 19,0,,,
5,Chris Christie,President,,Republican,Hinds,Precinct 19,0,,,
5,Ted Cruz,President,,Republican,Hinds,Precinct 19,0,,,
5,Carly Florina,President,,Republican,Hinds,Precinct 19,0,,,
5,Lindsey Graham,President,,Republican,Hinds,Precinct 19,0,,,
5,Mike Huckabee,President,,Republican,Hinds,Precinct 19,0,,,
5,John R. Kaisch,President,,Republican,Hinds,Precinct 19,1,,,
5,George Pataki,President,,Republican,Hinds,Precinct 19,0,,,
5,Rand Paul,President,,Republican,Hinds,Precinct 19,0,,,
5,Marco Rubio,President,,Republican,Hinds,Precinct 19,1,,,
5,Rick Santorum,President,,Republican,Hinds,Precinct 19,0,,,
5,Donald J. Trump,President,,Republican,Hinds,Precinct 19,0,,,
5,Hillary Clinton,President,,Democrat,Hinds,Precinct 19,155,,,
5,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 19,0,,,
5,Martin O'Mailey,President,,Democrat,Hinds,Precinct 19,0,,,
5,Bernie Sanders,President,,Democrat,Hinds,Precinct 19,11,,,
5,Willie Wilson,President,,Democrat,Hinds,Precinct 19,1,,,
5,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 19,X,,,
5,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 19,X,,,
5,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 19,165,,,
5,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 19,X,,,
5,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 19,X,,,
5,Jeb Bush,President,,Republican,Hinds,Precinct 20,0,,,
5,Ben Carson,President,,Republican,Hinds,Precinct 20,0,,,
5,Chris Christie,President,,Republican,Hinds,Precinct 20,0,,,
5,Ted Cruz,President,,Republican,Hinds,Precinct 20,1,,,
5,Carly Florina,President,,Republican,Hinds,Precinct 20,0,,,
5,Lindsey Graham,President,,Republican,Hinds,Precinct 20,0,,,
5,Mike Huckabee,President,,Republican,Hinds,Precinct 20,0,,,
5,John R. Kaisch,President,,Republican,Hinds,Precinct 20,0,,,
5,George Pataki,President,,Republican,Hinds,Precinct 20,0,,,
5,Rand Paul,President,,Republican,Hinds,Precinct 20,0,,,
5,Marco Rubio,President,,Republican,Hinds,Precinct 20,0,,,
5,Rick Santorum,President,,Republican,Hinds,Precinct 20,0,,,
5,Donald J. Trump,President,,Republican,Hinds,Precinct 20,0,,,
5,Hillary Clinton,President,,Democrat,Hinds,Precinct 20,204,,,
5,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 20,0,,,
5,Martin O'Mailey,President,,Democrat,Hinds,Precinct 20,1,,,
5,Bernie Sanders,President,,Democrat,Hinds,Precinct 20,21,,,
5,Willie Wilson,President,,Democrat,Hinds,Precinct 20,2,,,
5,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 20,X,,,
5,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 20,X,,,
5,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 20,210,,,
5,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 20,X,,,
5,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 20,X,,,
5,Jeb Bush,President,,Republican,Hinds,Precinct 21,0,,,
5,Ben Carson,President,,Republican,Hinds,Precinct 21,0,,,
5,Chris Christie,President,,Republican,Hinds,Precinct 21,0,,,
5,Ted Cruz,President,,Republican,Hinds,Precinct 21,0,,,
5,Carly Florina,President,,Republican,Hinds,Precinct 21,0,,,
5,Lindsey Graham,President,,Republican,Hinds,Precinct 21,0,,,
5,Mike Huckabee,President,,Republican,Hinds,Precinct 21,0,,,
5,John R. Kaisch,President,,Republican,Hinds,Precinct 21,0,,,
5,George Pataki,President,,Republican,Hinds,Precinct 21,0,,,
5,Rand Paul,President,,Republican,Hinds,Precinct 21,0,,,
5,Marco Rubio,President,,Republican,Hinds,Precinct 21,0,,,
5,Rick Santorum,President,,Republican,Hinds,Precinct 21,0,,,
5,Donald J. Trump,President,,Republican,Hinds,Precinct 21,1,,,
5,Hillary Clinton,President,,Democrat,Hinds,Precinct 21,125,,,
5,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 21,0,,,
5,Martin O'Mailey,President,,Democrat,Hinds,Precinct 21,0,,,
5,Bernie Sanders,President,,Democrat,Hinds,Precinct 21,20,,,
5,Willie Wilson,President,,Democrat,Hinds,Precinct 21,1,,,
5,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 21,X,,,
5,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 21,X,,,
5,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 21,141,,,
5,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 21,X,,,
5,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 21,X,,,
5,Jeb Bush,President,,Republican,Hinds,Precinct 22,0,,,
5,Ben Carson,President,,Republican,Hinds,Precinct 22,0,,,
5,Chris Christie,President,,Republican,Hinds,Precinct 22,0,,,
5,Ted Cruz,President,,Republican,Hinds,Precinct 22,0,,,
5,Carly Florina,President,,Republican,Hinds,Precinct 22,0,,,
5,Lindsey Graham,President,,Republican,Hinds,Precinct 22,0,,,
5,Mike Huckabee,President,,Republican,Hinds,Precinct 22,0,,,
5,John R. Kaisch,President,,Republican,Hinds,Precinct 22,0,,,
5,George Pataki,President,,Republican,Hinds,Precinct 22,0,,,
5,Rand Paul,President,,Republican,Hinds,Precinct 22,0,,,
5,Marco Rubio,President,,Republican,Hinds,Precinct 22,0,,,
5,Rick Santorum,President,,Republican,Hinds,Precinct 22,0,,,
5,Donald J. Trump,President,,Republican,Hinds,Precinct 22,2,,,
5,Hillary Clinton,President,,Democrat,Hinds,Precinct 22,534,,,
5,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 22,1,,,
5,Martin O'Mailey,President,,Democrat,Hinds,Precinct 22,0,,,
5,Bernie Sanders,President,,Democrat,Hinds,Precinct 22,57,,,
5,Willie Wilson,President,,Democrat,Hinds,Precinct 22,1,,,
5,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 22,X,,,
5,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 22,X,,,
5,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 22,584,,,
5,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 22,X,,,
5,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 22,X,,,
5,Jeb Bush,President,,Republican,Hinds,Precinct 23,0,,,
5,Ben Carson,President,,Republican,Hinds,Precinct 23,1,,,
5,Chris Christie,President,,Republican,Hinds,Precinct 23,0,,,
5,Ted Cruz,President,,Republican,Hinds,Precinct 23,0,,,
5,Carly Florina,President,,Republican,Hinds,Precinct 23,0,,,
5,Lindsey Graham,President,,Republican,Hinds,Precinct 23,0,,,
5,Mike Huckabee,President,,Republican,Hinds,Precinct 23,0,,,
5,John R. Kaisch,President,,Republican,Hinds,Precinct 23,0,,,
5,George Pataki,President,,Republican,Hinds,Precinct 23,0,,,
5,Rand Paul,President,,Republican,Hinds,Precinct 23,0,,,
5,Marco Rubio,President,,Republican,Hinds,Precinct 23,0,,,
5,Rick Santorum,President,,Republican,Hinds,Precinct 23,0,,,
5,Donald J. Trump,President,,Republican,Hinds,Precinct 23,1,,,
5,Hillary Clinton,President,,Democrat,Hinds,Precinct 23,398,,,
5,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 23,0,,,
5,Martin O'Mailey,President,,Democrat,Hinds,Precinct 23,0,,,
5,Bernie Sanders,President,,Democrat,Hinds,Precinct 23,36,,,
5,Willie Wilson,President,,Democrat,Hinds,Precinct 23,0,,,
5,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 23,X,,,
5,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 23,X,,,
5,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 23,413,,,
5,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 23,X,,,
5,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 23,X,,,
5,Jeb Bush,President,,Republican,Hinds,Precinct 24,0,,,
5,Ben Carson,President,,Republican,Hinds,Precinct 24,0,,,
5,Chris Christie,President,,Republican,Hinds,Precinct 24,0,,,
5,Ted Cruz,President,,Republican,Hinds,Precinct 24,2,,,
5,Carly Florina,President,,Republican,Hinds,Precinct 24,0,,,
5,Lindsey Graham,President,,Republican,Hinds,Precinct 24,0,,,
5,Mike Huckabee,President,,Republican,Hinds,Precinct 24,0,,,
5,John R. Kaisch,President,,Republican,Hinds,Precinct 24,0,,,
5,George Pataki,President,,Republican,Hinds,Precinct 24,0,,,
5,Rand Paul,President,,Republican,Hinds,Precinct 24,0,,,
5,Marco Rubio,President,,Republican,Hinds,Precinct 24,0,,,
5,Rick Santorum,President,,Republican,Hinds,Precinct 24,0,,,
5,Donald J. Trump,President,,Republican,Hinds,Precinct 24,4,,,
5,Hillary Clinton,President,,Democrat,Hinds,Precinct 24,192,,,
5,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 24,0,,,
5,Martin O'Mailey,President,,Democrat,Hinds,Precinct 24,0,,,
5,Bernie Sanders,President,,Democrat,Hinds,Precinct 24,35,,,
5,Willie Wilson,President,,Democrat,Hinds,Precinct 24,1,,,
5,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 24,X,,,
5,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 24,X,,,
5,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 24,216,,,
5,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 24,X,,,
5,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 24,X,,,
5,Jeb Bush,President,,Republican,Hinds,Precinct 25,1,,,
5,Ben Carson,President,,Republican,Hinds,Precinct 25,1,,,
5,Chris Christie,President,,Republican,Hinds,Precinct 25,0,,,
5,Ted Cruz,President,,Republican,Hinds,Precinct 25,5,,,
5,Carly Florina,President,,Republican,Hinds,Precinct 25,0,,,
5,Lindsey Graham,President,,Republican,Hinds,Precinct 25,0,,,
5,Mike Huckabee,President,,Republican,Hinds,Precinct 25,0,,,
5,John R. Kaisch,President,,Republican,Hinds,Precinct 25,4,,,
5,George Pataki,President,,Republican,Hinds,Precinct 25,0,,,
5,Rand Paul,President,,Republican,Hinds,Precinct 25,0,,,
5,Marco Rubio,President,,Republican,Hinds,Precinct 25,1,,,
5,Rick Santorum,President,,Republican,Hinds,Precinct 25,0,,,
5,Donald J. Trump,President,,Republican,Hinds,Precinct 25,4,,,
5,Hillary Clinton,President,,Democrat,Hinds,Precinct 25,395,,,
5,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 25,0,,,
5,Martin O'Mailey,President,,Democrat,Hinds,Precinct 25,0,,,
5,Bernie Sanders,President,,Democrat,Hinds,Precinct 25,55,,,
5,Willie Wilson,President,,Democrat,Hinds,Precinct 25,2,,,
5,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 25,X,,,
5,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 25,X,,,
5,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 25,440,,,
5,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 25,X,,,
5,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 25,X,,,
5,Jeb Bush,President,,Republican,Hinds,Precinct 26,1,,,
5,Ben Carson,President,,Republican,Hinds,Precinct 26,1,,,
5,Chris Christie,President,,Republican,Hinds,Precinct 26,0,,,
5,Ted Cruz,President,,Republican,Hinds,Precinct 26,10,,,
5,Carly Florina,President,,Republican,Hinds,Precinct 26,1,,,
5,Lindsey Graham,President,,Republican,Hinds,Precinct 26,0,,,
5,Mike Huckabee,President,,Republican,Hinds,Precinct 26,0,,,
5,John R. Kaisch,President,,Republican,Hinds,Precinct 26,3,,,
5,George Pataki,President,,Republican,Hinds,Precinct 26,0,,,
5,Rand Paul,President,,Republican,Hinds,Precinct 26,0,,,
5,Marco Rubio,President,,Republican,Hinds,Precinct 26,3,,,
5,Rick Santorum,President,,Republican,Hinds,Precinct 26,0,,,
5,Donald J. Trump,President,,Republican,Hinds,Precinct 26,18,,,
5,Hillary Clinton,President,,Democrat,Hinds,Precinct 26,461,,,
5,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 26,0,,,
5,Martin O'Mailey,President,,Democrat,Hinds,Precinct 26,0,,,
5,Bernie Sanders,President,,Democrat,Hinds,Precinct 26,77,,,
5,Willie Wilson,President,,Democrat,Hinds,Precinct 26,3,,,
5,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 26,X,,,
5,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 26,X,,,
5,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 26,511,,,
5,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 26,X,,,
5,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 26,X,,,
5,Jeb Bush,President,,Republican,Hinds,Precinct 27,0,,,
5,Ben Carson,President,,Republican,Hinds,Precinct 27,0,,,
5,Chris Christie,President,,Republican,Hinds,Precinct 27,0,,,
5,Ted Cruz,President,,Republican,Hinds,Precinct 27,0,,,
5,Carly Florina,President,,Republican,Hinds,Precinct 27,0,,,
5,Lindsey Graham,President,,Republican,Hinds,Precinct 27,0,,,
5,Mike Huckabee,President,,Republican,Hinds,Precinct 27,0,,,
5,John R. Kaisch,President,,Republican,Hinds,Precinct 27,1,,,
5,George Pataki,President,,Republican,Hinds,Precinct 27,0,,,
5,Rand Paul,President,,Republican,Hinds,Precinct 27,0,,,
5,Marco Rubio,President,,Republican,Hinds,Precinct 27,0,,,
5,Rick Santorum,President,,Republican,Hinds,Precinct 27,0,,,
5,Donald J. Trump,President,,Republican,Hinds,Precinct 27,1,,,
5,Hillary Clinton,President,,Democrat,Hinds,Precinct 27,524,,,
5,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 27,0,,,
5,Martin O'Mailey,President,,Democrat,Hinds,Precinct 27,0,,,
5,Bernie Sanders,President,,Democrat,Hinds,Precinct 27,52,,,
5,Willie Wilson,President,,Democrat,Hinds,Precinct 27,3,,,
5,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 27,X,,,
5,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 27,X,,,
5,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 27,544,,,
5,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 27,X,,,
5,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 27,X,,,
5,Jeb Bush,President,,Republican,Hinds,Precinct 28,0,,,
5,Ben Carson,President,,Republican,Hinds,Precinct 28,0,,,
5,Chris Christie,President,,Republican,Hinds,Precinct 28,0,,,
5,Ted Cruz,President,,Republican,Hinds,Precinct 28,0,,,
5,Carly Florina,President,,Republican,Hinds,Precinct 28,0,,,
5,Lindsey Graham,President,,Republican,Hinds,Precinct 28,0,,,
5,Mike Huckabee,President,,Republican,Hinds,Precinct 28,0,,,
5,John R. Kaisch,President,,Republican,Hinds,Precinct 28,0,,,
5,George Pataki,President,,Republican,Hinds,Precinct 28,0,,,
5,Rand Paul,President,,Republican,Hinds,Precinct 28,0,,,
5,Marco Rubio,President,,Republican,Hinds,Precinct 28,0,,,
5,Rick Santorum,President,,Republican,Hinds,Precinct 28,0,,,
5,Donald J. Trump,President,,Republican,Hinds,Precinct 28,1,,,
5,Hillary Clinton,President,,Democrat,Hinds,Precinct 28,426,,,
5,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 28,0,,,
5,Martin O'Mailey,President,,Democrat,Hinds,Precinct 28,1,,,
5,Bernie Sanders,President,,Democrat,Hinds,Precinct 28,46,,,
5,Willie Wilson,President,,Democrat,Hinds,Precinct 28,5,,,
5,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 28,X,,,
5,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 28,X,,,
5,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 28,471,,,
5,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 28,X,,,
5,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 28,X,,,
5,Jeb Bush,President,,Republican,Hinds,Precinct 29,0,,,
5,Ben Carson,President,,Republican,Hinds,Precinct 29,0,,,
5,Chris Christie,President,,Republican,Hinds,Precinct 29,0,,,
5,Ted Cruz,President,,Republican,Hinds,Precinct 29,2,,,
5,Carly Florina,President,,Republican,Hinds,Precinct 29,0,,,
5,Lindsey Graham,President,,Republican,Hinds,Precinct 29,0,,,
5,Mike Huckabee,President,,Republican,Hinds,Precinct 29,0,,,
5,John R. Kaisch,President,,Republican,Hinds,Precinct 29,1,,,
5,George Pataki,President,,Republican,Hinds,Precinct 29,0,,,
5,Rand Paul,President,,Republican,Hinds,Precinct 29,0,,,
5,Marco Rubio,President,,Republican,Hinds,Precinct 29,0,,,
5,Rick Santorum,President,,Republican,Hinds,Precinct 29,0,,,
5,Donald J. Trump,President,,Republican,Hinds,Precinct 29,0,,,
5,Hillary Clinton,President,,Democrat,Hinds,Precinct 29,259,,,
5,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Hinds,Precinct 29,0,,,
5,Martin O'Mailey,President,,Democrat,Hinds,Precinct 29,1,,,
5,Bernie Sanders,President,,Democrat,Hinds,Precinct 29,33,,,
5,Willie Wilson,President,,Democrat,Hinds,Precinct 29,0,,,
5,Jimmy Giles,U.S. House,3,Republican,Hinds,Precinct 29,X,,,
5,Greg Harper,U.S. House,3,Republican,Hinds,Precinct 29,X,,,
5,Bennie G. Thompson,U.S. House,2,Democrat,Hinds,Precinct 29,279,,,
5,Dennis C. Quinn,U.S. House,3,Democrat,Hinds,Precinct 29,X,,,
5,Nathan Stewart,U.S. House,3,Democrat,Hinds,Precinct 29,X,,,
6,Jeb Bush,President,,Republican,Hinds,Precinct 30,0,,,
6,Ben Carson,President,,Republican,Hinds,Precinct 30,0,,,
6,Chris Christie,President,,Republican,Hinds,Precinct 30,0,,,
6,Ted Cruz,President,,Republican,Hinds,Precinct 30,2,,,
6,Carly Florina,President,,Republican,Hinds,Precinct 30,0,,,
6,Lindsey Graham,President,,Republican,Hinds,Precinct 30,0,,,
6,Mike Huckabee,President,,Republican,Hinds,Precinct 30,0,,,
6,John R. Kaisch,President,,Republican,Hinds,Precinct 30,1,,,
6,George Pataki,President,,Republican,Hinds,Precinct 30,0,,,
6,Rand Paul,President,,Republican,Hinds,Precinct 30,0,,,
6,Marco Rubio,President,,Republican,Hinds,Precinct 30,0,,,
6,Rick Santorum,President,,Republican,Hinds,Precinct 30,0,,,
6,Donald J. Trump,President,,Republican,Hinds,Precinct 30,1,,,
