page,candidate,office,district,party,county,precinct,votes,winner
2,Jeb Bush,President,,Republican,Claiborne,County Precinct 1-A,0,
2,Ben Carson,President,,Republican,Claiborne,County Precinct 1-A,0,
2,Chris Christle,President,,Republican,Claiborne,County Precinct 1-A,0,
2,Ted Cruz,President,,Republican,Claiborne,County Precinct 1-A,13,
2,Carly Florina,President,,Republican,Claiborne,County Precinct 1-A,0,
2,Lindsey Graham,President,,Republican,Claiborne,County Precinct 1-A,0,
2,Mike Huckabee,President,,Republican,Claiborne,County Precinct 1-A,0,
2,John R. Kasich,President,,Republican,Claiborne,County Precinct 1-A,3,
2,George Pataki,President,,Republican,Claiborne,County Precinct 1-A,0,
2,Rand Paul,President,,Republican,Claiborne,County Precinct 1-A,0,
2,Marco Rubio,President,,Republican,Claiborne,County Precinct 1-A,6,
2,Rick Santorum,President,,Republican,Claiborne,County Precinct 1-A,0,
2,Donald J. Trump,President,,Republican,Claiborne,County Precinct 1-A,26,
2,"John Boule, II",U S House,2,Republican,Claiborne,County Precinct 1-A,41,
2,Jeb Bush,President,,Republican,Claiborne,County Precinct 1-B,0,
2,Ben Carson,President,,Republican,Claiborne,County Precinct 1-B,0,
2,Chris Christle,President,,Republican,Claiborne,County Precinct 1-B,0,
2,Ted Cruz,President,,Republican,Claiborne,County Precinct 1-B,0,
2,Carly Florina,President,,Republican,Claiborne,County Precinct 1-B,0,
2,Lindsey Graham,President,,Republican,Claiborne,County Precinct 1-B,0,
2,Mike Huckabee,President,,Republican,Claiborne,County Precinct 1-B,0,
2,John R. Kasich,President,,Republican,Claiborne,County Precinct 1-B,0,
2,George Pataki,President,,Republican,Claiborne,County Precinct 1-B,0,
2,Rand Paul,President,,Republican,Claiborne,County Precinct 1-B,0,
2,Marco Rubio,President,,Republican,Claiborne,County Precinct 1-B,0,
2,Rick Santorum,President,,Republican,Claiborne,County Precinct 1-B,0,
2,Donald J. Trump,President,,Republican,Claiborne,County Precinct 1-B,0,
2,"John Boule, II",U S House,2,Republican,Claiborne,County Precinct 1-B,0,
2,Jeb Bush,President,,Republican,Claiborne,County Precinct 2-A,0,
2,Ben Carson,President,,Republican,Claiborne,County Precinct 2-A,1,
2,Chris Christle,President,,Republican,Claiborne,County Precinct 2-A,0,
2,Ted Cruz,President,,Republican,Claiborne,County Precinct 2-A,0,
2,Carly Florina,President,,Republican,Claiborne,County Precinct 2-A,0,
2,Lindsey Graham,President,,Republican,Claiborne,County Precinct 2-A,0,
2,Mike Huckabee,President,,Republican,Claiborne,County Precinct 2-A,0,
2,John R. Kasich,President,,Republican,Claiborne,County Precinct 2-A,0,
2,George Pataki,President,,Republican,Claiborne,County Precinct 2-A,0,
2,Rand Paul,President,,Republican,Claiborne,County Precinct 2-A,0,
2,Marco Rubio,President,,Republican,Claiborne,County Precinct 2-A,0,
2,Rick Santorum,President,,Republican,Claiborne,County Precinct 2-A,0,
2,Donald J. Trump,President,,Republican,Claiborne,County Precinct 2-A,2,
2,"John Boule, II",U S House,2,Republican,Claiborne,County Precinct 2-A,0,
2,Jeb Bush,President,,Republican,Claiborne,County Precinct 2-B,0,
2,Ben Carson,President,,Republican,Claiborne,County Precinct 2-B,2,
2,Chris Christle,President,,Republican,Claiborne,County Precinct 2-B,0,
2,Ted Cruz,President,,Republican,Claiborne,County Precinct 2-B,9,
2,Carly Florina,President,,Republican,Claiborne,County Precinct 2-B,0,
2,Lindsey Graham,President,,Republican,Claiborne,County Precinct 2-B,0,
2,Mike Huckabee,President,,Republican,Claiborne,County Precinct 2-B,1,
2,John R. Kasich,President,,Republican,Claiborne,County Precinct 2-B,4,
