candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Attala,Berea,4,,2
Donald J. Trump,President,,Republican,Attala,Berea,110,,2
Darrell Castle,President,,Constitution,Attala,Berea,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Attala,Berea,0,,2
Jim Hedges,President,,Prohibition,Attala,Berea,0,,2
Gary Johnson,President,,Libertarian,Attala,Berea,0,,2
Jill Stein,President,,Green,Attala,Berea,0,,2
John Bouie ii,U.S.House,2,Republican,Attala,Berea,88,,2
Bennie G. Thompson,U.S.House,2,Democrat,Attala,Berea,13,,2
Johnny McLeod,U.S.House,2,Reform,Attala,Berea,2,,2
Troy Ray,U.S.House,2,Independent,Attala,Berea,8,,2
Hillary Clinton,President,,Democrat,Attala,Carmack,9,,2
Donald J. Trump,President,,Republican,Attala,Carmack,192,,2
Darrell Castle,President,,Constitution,Attala,Carmack,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Attala,Carmack,0,,2
Jim Hedges,President,,Prohibition,Attala,Carmack,0,,2
Gary Johnson,President,,Libertarian,Attala,Carmack,3,,2
Jill Stein,President,,Green,Attala,Carmack,1,,2
John Bouie ii,U.S.House,2,Republican,Attala,Carmack,141,,2
Bennie G. Thompson,U.S.House,2,Democrat,Attala,Carmack,22,,2
Johnny McLeod,U.S.House,2,Reform,Attala,Carmack,3,,2
Troy Ray,U.S.House,2,Independent,Attala,Carmack,29,,2
Hillary Clinton,President,,Democrat,Attala,East,127,,2
Donald J. Trump,President,,Republican,Attala,East,556,,2
Darrell Castle,President,,Constitution,Attala,East,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Attala,East,1,,2
Jim Hedges,President,,Prohibition,Attala,East,0,,2
Gary Johnson,President,,Libertarian,Attala,East,11,,2
Jill Stein,President,,Green,Attala,East,2,,2
John Bouie ii,U.S.House,2,Republican,Attala,East,462,,2
Bennie G. Thompson,U.S.House,2,Democrat,Attala,East,171,,2
Johnny McLeod,U.S.House,2,Reform,Attala,East,10,,2
Troy Ray,U.S.House,2,Independent,Attala,East,38,,2
Hillary Clinton,President,,Democrat,Attala,Ethel,98,,2
Donald J. Trump,President,,Republican,Attala,Ethel,207,,2
Darrell Castle,President,,Constitution,Attala,Ethel,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Attala,Ethel,0,,2
Jim Hedges,President,,Prohibition,Attala,Ethel,1,,2
Gary Johnson,President,,Libertarian,Attala,Ethel,3,,2
Jill Stein,President,,Green,Attala,Ethel,0,,2
John Bouie ii,U.S.House,2,Republican,Attala,Ethel,140,,2
Bennie G. Thompson,U.S.House,2,Democrat,Attala,Ethel,136,,2
Johnny McLeod,U.S.House,2,Reform,Attala,Ethel,2,,2
Troy Ray,U.S.House,2,Independent,Attala,Ethel,19,,2
Hillary Clinton,President,,Democrat,Attala,Hesterville,26,,2
Donald J. Trump,President,,Republican,Attala,Hesterville,175,,2
Darrell Castle,President,,Constitution,Attala,Hesterville,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Attala,Hesterville,0,,2
Jim Hedges,President,,Prohibition,Attala,Hesterville,0,,2
Gary Johnson,President,,Libertarian,Attala,Hesterville,1,,2
Jill Stein,President,,Green,Attala,Hesterville,0,,2
John Bouie ii,U.S.House,2,Republican,Attala,Hesterville,137,,2
Bennie G. Thompson,U.S.House,2,Democrat,Attala,Hesterville,40,,2
Johnny McLeod,U.S.House,2,Reform,Attala,Hesterville,3,,2
Troy Ray,U.S.House,2,Independent,Attala,Hesterville,18,,2
Hillary Clinton,President,,Democrat,Attala,Liberty Chapel,52,,2
Donald J. Trump,President,,Republican,Attala,Liberty Chapel,188,,2
Darrell Castle,President,,Constitution,Attala,Liberty Chapel,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Attala,Liberty Chapel,0,,2
Jim Hedges,President,,Prohibition,Attala,Liberty Chapel,0,,2
