candidate,office,District,party,county,precinct,votes,winner,page
Darrell Castle,President,,Constitution,Lawrence,East Arm,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,East Arm,0,,2
Jim Hedges,President,,Prohibition,Lawrence,East Arm,1,,2
Gary Johnson,President,,Libertarian,Lawrence,East Arm,0,,2
Jill Stein,President,,Green,Lawrence,East Arm,0,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,East Arm,95,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,East Arm,96,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,East Arm,6,,2
Lajena Sheets,U.S. House,3,Reform,Lawrence,East Arm,2,,2
Hillary Clinton,President,,Democrat,Lawrence,Grange,29,,2
Donald J. Trump,President,,Republican,Lawrence,Grange,169,,2
Darrell Castle,President,,Constitution,Lawrence,Grange,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Grange,0,,2
Jim Hedges,President,,Prohibition,Lawrence,Grange,0,,2
Gary Johnson,President,,Libertarian,Lawrence,Grange,1,,2
Jill Stein,President,,Green,Lawrence,Grange,0,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Grange,167,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Grange,26,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Grange,6,,2
Lajena Sheets,U.S. House,3,Reform,Lawrence,Grange,1,,2
Hillary Clinton,President,,Democrat,Lawrence,Hooker,127,,2
Donald J. Trump,President,,Republican,Lawrence,Hooker,40,,2
Darrell Castle,President,,Constitution,Lawrence,Hooker,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Hooker,0,,2
Jim Hedges,President,,Prohibition,Lawrence,Hooker,1,,2
Gary Johnson,President,,Libertarian,Lawrence,Hooker,0,,2
Jill Stein,President,,Green,Lawrence,Hooker,1,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Hooker,59,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Hooker,98,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Hooker,4,,2
Lajena Sheets,U.S. House,3,Reform,Lawrence,Hooker,1,,2
Hillary Clinton,President,,Democrat,Lawrence,Jayess,20,,2
Donald J. Trump,President,,Republican,Lawrence,Jayess,320,,2
Darrell Castle,President,,Constitution,Lawrence,Jayess,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Jayess,0,,2
Jim Hedges,President,,Prohibition,Lawrence,Jayess,0,,2
Gary Johnson,President,,Libertarian,Lawrence,Jayess,2,,2
Jill Stein,President,,Green,Lawrence,Jayess,3,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Jayess,319,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Jayess,20,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Jayess,4,,2
Lajena Sheets,U.S. House,3,Reform,Lawrence,Jayess,0,,2
Hillary Clinton,President,,Democrat,Lawrence,Monticello-Beat 5,112,,2
Donald J. Trump,President,,Republican,Lawrence,Monticello-Beat 5,4,,2
Darrell Castle,President,,Constitution,Lawrence,Monticello-Beat 5,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Monticello-Beat 5,0,,2
Jim Hedges,President,,Prohibition,Lawrence,Monticello-Beat 5,0,,2
Gary Johnson,President,,Libertarian,Lawrence,Monticello-Beat 5,0,,2
Jill Stein,President,,Green,Lawrence,Monticello-Beat 5,0,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Monticello-Beat 5,19,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Monticello-Beat 5,92,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Monticello-Beat 5,3,,2
Lajena Sheets,U.S. House,3,Reform,Lawrence,Monticello-Beat 5,0,,2
Hillary Clinton,President,,Democrat,Lawrence,New Hebron,95,,2
Donald J. Trump,President,,Republican,Lawrence,New Hebron,318,,2
Darrell Castle,President,,Constitution,Lawrence,New Hebron,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,New Hebron,0,,2
Jim Hedges,President,,Prohibition,Lawrence,New Hebron,0,,2
Gary Johnson,President,,Libertarian,Lawrence,New Hebron,5,,2
Jill Stein,President,,Green,Lawrence,New Hebron,0,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,New Hebron,317,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,New Hebron,77,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,New Hebron,14,,2
Lajena Sheets,U.S. House,3,Reform,Lawrence,New Hebron,0,,2
Hillary Clinton,President,,Democrat,Lawrence,Nola,4,,2
Donald J. Trump,President,,Republican,Lawrence,Nola,54,,2
Darrell Castle,President,,Constitution,Lawrence,Nola,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Nola,0,,2
Jim Hedges,President,,Prohibition,Lawrence,Nola,0,,2
Gary Johnson,President,,Libertarian,Lawrence,Nola,0,,2
Jill Stein,President,,Green,Lawrence,Nola,0,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Nola,52,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Nola,2,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Nola,0,,2
Lajena Sheets,U.S. House,3,Reform,Lawrence,Nola,0,,2
Hillary Clinton,President,,Democrat,Lawrence,Nola 91,52,,3
Donald J. Trump,President,,Republican,Lawrence,Nola 91,2,,3
Darrell Castle,President,,Constitution,Lawrence,Nola 91,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Nola 91,0,,3
Jim Hedges,President,,Prohibition,Lawrence,Nola 91,0,,3
Gary Johnson,President,,Libertarian,Lawrence,Nola 91,0,,3
Jill Stein,President,,Green,Lawrence,Nola 91,0,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Nola 91,10,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Nola 91,36,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Nola 91,2,,3
Lajena Sheets,U.S. House,3,Reform,Lawrence,Nola 91,1,,3
Hillary Clinton,President,,Democrat,Lawrence,North Silver Creek,76,,3
Donald J. Trump,President,,Republican,Lawrence,North Silver Creek,47,,3
Darrell Castle,President,,Constitution,Lawrence,North Silver Creek,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,North Silver Creek,0,,3
Jim Hedges,President,,Prohibition,Lawrence,North Silver Creek,1,,3
Gary Johnson,President,,Libertarian,Lawrence,North Silver Creek,1,,3
Jill Stein,President,,Green,Lawrence,North Silver Creek,0,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,North Silver Creek,53,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,North Silver Creek,62,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,North Silver Creek,5,,3
Lajena Sheets,U.S. House,3,Reform,Lawrence,North Silver Creek,1,,3
Hillary Clinton,President,,Democrat,Lawrence,Oakvale,23,,3
Donald J. Trump,President,,Republican,Lawrence,Oakvale,104,,3
Darrell Castle,President,,Constitution,Lawrence,Oakvale,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Oakvale,0,,3
Jim Hedges,President,,Prohibition,Lawrence,Oakvale,0,,3
Gary Johnson,President,,Libertarian,Lawrence,Oakvale,1,,3
Jill Stein,President,,Green,Lawrence,Oakvale,0,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Oakvale,106,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Oakvale,17,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Oakvale,4,,3
Lajena Sheets,U.S. House,3,Reform,Lawrence,Oakvale,0,,3
Hillary Clinton,President,,Democrat,Lawrence,Oma,234,,3
Donald J. Trump,President,,Republican,Lawrence,Oma,42,,3
Darrell Castle,President,,Constitution,Lawrence,Oma,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Oma,0,,3
Jim Hedges,President,,Prohibition,Lawrence,Oma,0,,3
Gary Johnson,President,,Libertarian,Lawrence,Oma,1,,3
Jill Stein,President,,Green,Lawrence,Oma,2,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Oma,62,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Oma,195,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Oma,8,,3
Lajena Sheets,U.S. House,3,Reform,Lawrence,Oma,5,,3
Hillary Clinton,President,,Democrat,Lawrence,Peyton Town,138,,3
Donald J. Trump,President,,Republican,Lawrence,Peyton Town,17,,3
Darrell Castle,President,,Constitution,Lawrence,Peyton Town,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Peyton Town,0,,3
Jim Hedges,President,,Prohibition,Lawrence,Peyton Town,1,,3
Gary Johnson,President,,Libertarian,Lawrence,Peyton Town,1,,3
Jill Stein,President,,Green,Lawrence,Peyton Town,0,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Peyton Town,35,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Peyton Town,119,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Peyton Town,0,,3
Lajena Sheets,U.S. House,3,Reform,Lawrence,Peyton Town,1,,3
Hillary Clinton,President,,Democrat,Lawrence,Sontag,111,,3
Donald J. Trump,President,,Republican,Lawrence,Sontag,212,,3
Darrell Castle,President,,Constitution,Lawrence,Sontag,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Sontag,0,,3
Jim Hedges,President,,Prohibition,Lawrence,Sontag,0,,3
Gary Johnson,President,,Libertarian,Lawrence,Sontag,2,,3
Jill Stein,President,,Green,Lawrence,Sontag,1,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Sontag,203,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Sontag,102,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Sontag,11,,3
Lajena Sheets,U.S. House,3,Reform,Lawrence,Sontag,2,,3
Hillary Clinton,President,,Democrat,Lawrence,South Silver Creek,155,,3
Donald J. Trump,President,,Republican,Lawrence,South Silver Creek,85,,3
Darrell Castle,President,,Constitution,Lawrence,South Silver Creek,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,South Silver Creek,0,,3
Jim Hedges,President,,Prohibition,Lawrence,South Silver Creek,0,,3
Gary Johnson,President,,Libertarian,Lawrence,South Silver Creek,2,,3
Jill Stein,President,,Green,Lawrence,South Silver Creek,0,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,South Silver Creek,93,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,South Silver Creek,138,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,South Silver Creek,4,,3
Lajena Sheets,U.S. House,3,Reform,Lawrence,South Silver Creek,0,,3
Hillary Clinton,President,,Democrat,Lawrence,Stringer,167,,3
Donald J. Trump,President,,Republican,Lawrence,Stringer,115,,3
Darrell Castle,President,,Constitution,Lawrence,Stringer,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Stringer,2,,3
Jim Hedges,President,,Prohibition,Lawrence,Stringer,1,,3
Gary Johnson,President,,Libertarian,Lawrence,Stringer,1,,3
Jill Stein,President,,Green,Lawrence,Stringer,1,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Stringer,134,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Stringer,132,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Stringer,8,,3
Lajena Sheets,U.S. House,3,Reform,Lawrence,Stringer,5,,3
Hillary Clinton,President,,Democrat,Lawrence,Tilton,43,,3
Donald J. Trump,President,,Republican,Lawrence,Tilton,130,,3
Darrell Castle,President,,Constitution,Lawrence,Tilton,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Tilton,0,,3
Jim Hedges,President,,Prohibition,Lawrence,Tilton,1,,3
Gary Johnson,President,,Libertarian,Lawrence,Tilton,1,,3
Jill Stein,President,,Green,Lawrence,Tilton,0,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Tilton,128,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Tilton,34,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Tilton,3,,3
Lajena Sheets,U.S. House,3,Reform,Lawrence,Tilton,3,,3
Hillary Clinton,President,,Democrat,Lawrence,Topeka,22,,3
Donald J. Trump,President,,Republican,Lawrence,Topeka,267,,3
Darrell Castle,President,,Constitution,Lawrence,Topeka,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Topeka,0,,3
Jim Hedges,President,,Prohibition,Lawrence,Topeka,0,,3
Gary Johnson,President,,Libertarian,Lawrence,Topeka,3,,3
Jill Stein,President,,Green,Lawrence,Topeka,0,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Topeka,258,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Topeka,26,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Topeka,4,,3
Lajena Sheets,U.S. House,3,Reform,Lawrence,Topeka,0,,3
Hillary Clinton,President,,Democrat,Lawrence,Wanilla,9,,3
Donald J. Trump,President,,Republican,Lawrence,Wanilla,62,,3
Darrell Castle,President,,Constitution,Lawrence,Wanilla,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Wanilla,0,,3
Jim Hedges,President,,Prohibition,Lawrence,Wanilla,0,,3
Gary Johnson,President,,Libertarian,Lawrence,Wanilla,0,,3
Jill Stein,President,,Green,Lawrence,Wanilla,0,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Wanilla,60,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Wanilla,8,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Wanilla,2,,3
Lajena Sheets,U.S. House,3,Reform,Lawrence,Wanilla,0,,3
Hillary Clinton,President,,Democrat,Lawrence,Wanilla 91,47,,4
Donald J. Trump,President,,Republican,Lawrence,Wanilla 91,6,,4
Darrell Castle,President,,Constitution,Lawrence,Wanilla 91,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Wanilla 91,0,,4
Jim Hedges,President,,Prohibition,Lawrence,Wanilla 91,0,,4
Gary Johnson,President,,Libertarian,Lawrence,Wanilla 91,0,,4
Jill Stein,President,,Green,Lawrence,Wanilla 91,0,,4
Gregg Harper,U.S. House,3,Republican,Lawrence,Wanilla 91,15,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Wanilla 91,33,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Wanilla 91,2,,4
Lajena Sheets,U.S. House,3,Reform,Lawrence,Wanilla 91,1,,4
Hillary Clinton,President,,Democrat,Lawrence,West Arm,124,,4
Donald J. Trump,President,,Republican,Lawrence,West Arm,77,,4
Darrell Castle,President,,Constitution,Lawrence,West Arm,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,West Arm,0,,4
Jim Hedges,President,,Prohibition,Lawrence,West Arm,0,,4
Gary Johnson,President,,Libertarian,Lawrence,West Arm,1,,4
Jill Stein,President,,Green,Lawrence,West Arm,0,,4
Gregg Harper,U.S. House,3,Republican,Lawrence,West Arm,91,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,West Arm,102,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,West Arm,6,,4
Lajena Sheets,U.S. House,3,Reform,Lawrence,West Arm,4,,4
Hillary Clinton,President,,Democrat,Lawrence,West District 1,11,,4
Donald J. Trump,President,,Republican,Lawrence,West District 1,150,,4
Darrell Castle,President,,Constitution,Lawrence,West District 1,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,West District 1,0,,4
Jim Hedges,President,,Prohibition,Lawrence,West District 1,0,,4
Gary Johnson,President,,Libertarian,Lawrence,West District 1,0,,4
Jill Stein,President,,Green,Lawrence,West District 1,1,,4
Gregg Harper,U.S. House,3,Republican,Lawrence,West District 1,152,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,West District 1,8,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,West District 1,5,,4
Lajena Sheets,U.S. House,3,Reform,Lawrence,West District 1,0,,4
Hillary Clinton,President,,Democrat,Lawrence,West Monticello (A-Z),243,,4
Donald J. Trump,President,,Republican,Lawrence,West Monticello (A-Z),298,,4
Darrell Castle,President,,Constitution,Lawrence,West Monticello (A-Z),1,,4
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,West Monticello (A-Z),0,,4
Jim Hedges,President,,Prohibition,Lawrence,West Monticello (A-Z),1,,4
Gary Johnson,President,,Libertarian,Lawrence,West Monticello (A-Z),1,,4
Jill Stein,President,,Green,Lawrence,West Monticello (A-Z),1,,4
Gregg Harper,U.S. House,3,Republican,Lawrence,West Monticello (A-Z),310,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,West Monticello (A-Z),208,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,West Monticello (A-Z),9,,4
Lajena Sheets,U.S. House,3,Reform,Lawrence,West Monticello (A-Z),8,,4
Hillary Clinton,President,,Democrat,Lawrence,,2195,,4
Donald J. Trump,President,,Republican,Lawrence,,4091,TRUE,4
Darrell Castle,President,,Constitution,Lawrence,,13,,4
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,,3,,4
Jim Hedges,President,,Prohibition,Lawrence,,7,,4
Gary Johnson,President,,Libertarian,Lawrence,,40,,4
Jill Stein,President,,Green,Lawrence,,15,,4
Gregg Harper,U.S. House,3,Republican,Lawrence,,4212,TRUE,4
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,,1834,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,,161,,4
Lajena Sheets,U.S. House,3,Reform,Lawrence,,42,,4
