candidate,office,District,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Lawrence,Armory,19,,2
Donald J. Trump,President,,Republican,Lawrence,Armory,92,,2
Darrell Castle,President,,Constitution,Lawrence,Armory,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Armory,0,,2
Jim Hedges,President,,Prohibition,Lawrence,Armory,0,,2
Gary Johnson,President,,Libertarian,Lawrence,Armory,2,,2
Jill Stein,President,,Green,Lawrence,Armory,0,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Armory,95,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Armory,14,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Armory,1,,2
Lajena Sheets,U.S. House,3,Reform,Lawrence,Armory,0,,2
Hillary Clinton,President,,Democrat,Lawrence,Center,6,,2
Donald J. Trump,President,,Republican,Lawrence,Center,140,,2
Darrell Castle,President,,Constitution,Lawrence,Center,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Center,1,,2
Jim Hedges,President,,Prohibition,Lawrence,Center,0,,2
Gary Johnson,President,,Libertarian,Lawrence,Center,2,,2
Jill Stein,President,,Green,Lawrence,Center,1,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Center,138,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Center,8,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Center,5,,2
Lajena Sheets,U.S. House,3,Reform,Lawrence,Center,0,,2
Hillary Clinton,President,,Democrat,Lawrence,Coopers Creek(A-Z),34,,2
Donald J. Trump,President,,Republican,Lawrence,Coopers Creek(A-Z),404,,2
Darrell Castle,President,,Constitution,Lawrence,Coopers Creek(A-Z),1,,2
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Coopers Creek(A-Z),0,,2
Jim Hedges,President,,Prohibition,Lawrence,Coopers Creek(A-Z),0,,2
Gary Johnson,President,,Libertarian,Lawrence,Coopers Creek(A-Z),2,,2
Jill Stein,President,,Green,Lawrence,Coopers Creek(A-Z),1,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Coopers Creek(A-Z),389,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Coopers Creek(A-Z),33,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Coopers Creek(A-Z),16,,2
Lajena Sheets,U.S. House,3,Reform,Lawrence,Coopers Creek(A-Z),1,,2
Hillary Clinton,President,,Democrat,Lawrence,Courthouse A-Z,184,,2
Donald J. Trump,President,,Republican,Lawrence,Courthouse A-Z,844,,2
Darrell Castle,President,,Constitution,Lawrence,Courthouse A-Z,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Lawrence,Courthouse A-Z,0,,2
Jim Hedges,President,,Prohibition,Lawrence,Courthouse A-Z,0,,2
Gary Johnson,President,,Libertarian,Lawrence,Courthouse A-Z,11,,2
Jill Stein,President,,Green,Lawrence,Courthouse A-Z,3,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Courthouse A-Z,852,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lawrence,Courthouse A-Z,148,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lawrence,Courthouse A-Z,29,,2
Lajena Sheets,U.S. House,3,Reform,Lawrence,Courthouse A-Z,6,,2
Hillary Clinton,President,,Democrat,Lawrence,East Arm,110,,2
Donald J. Trump,President,,Republican,Lawrence,East Arm,92,,2
