candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Lafayette,abbeville,558,,2
Donald J. Trump,President,,Republican,Lafayette,abbeville,410,,2
Darrell Castle,President,,Constitution,Lafayette,abbeville,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Lafayette,abbeville,0,,2
Jim Hedges,President,,Prohibition,Lafayette,abbeville,1,,2
Gary Johnson,President,,Libertarian,Lafayette,abbeville,12,,2
Jill Stein,President,,Green,Lafayette,abbeville,0,,2
Trent Kelly,U.S.House,1,Republican,Lafayette,abbeville,418,,2
Jacob Owens,U.S.House,1,Democrat,Lafayette,abbeville,471,,2
Cathy L. Toole,U.S.House,1,Reform,Lafayette,abbeville,10,,2
Chase Wilson,U.S.House,1,Libertarian,Lafayette,abbeville,12,,2
Hillary Clinton,President,,Democrat,Lafayette,Airport Grocery,105,,2
Donald J. Trump,President,,Republican,Lafayette,Airport Grocery,380,,2
Darrell Castle,President,,Constitution,Lafayette,Airport Grocery,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Lafayette,Airport Grocery,0,,2
Jim Hedges,President,,Prohibition,Lafayette,Airport Grocery,1,,2
Gary Johnson,President,,Libertarian,Lafayette,Airport Grocery,17,,2
Jill Stein,President,,Green,Lafayette,Airport Grocery,4,,2
Trent Kelly,U.S.House,1,Republican,Lafayette,Airport Grocery,364,,2
Jacob Owens,U.S.House,1,Democrat,Lafayette,Airport Grocery,95,,2
Cathy L. Toole,U.S.House,1,Reform,Lafayette,Airport Grocery,10,,2
Chase Wilson,U.S.House,1,Libertarian,Lafayette,Airport Grocery,16,,2
Hillary Clinton,President,,Democrat,Lafayette,Anchor- Taylor 4,60,,2
Donald J. Trump,President,,Republican,Lafayette,Anchor- Taylor 4,409,,2
Darrell Castle,President,,Constitution,Lafayette,Anchor- Taylor 4,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Lafayette,Anchor- Taylor 4,0,,2
Jim Hedges,President,,Prohibition,Lafayette,Anchor- Taylor 4,0,,2
Gary Johnson,President,,Libertarian,Lafayette,Anchor- Taylor 4,12,,2
Jill Stein,President,,Green,Lafayette,Anchor- Taylor 4,0,,2
Trent Kelly,U.S.House,1,Republican,Lafayette,Anchor- Taylor 4,389,,2
Jacob Owens,U.S.House,1,Democrat,Lafayette,Anchor- Taylor 4,54,,2
Cathy L. Toole,U.S.House,1,Reform,Lafayette,Anchor- Taylor 4,9,,2
Chase Wilson,U.S.House,1,Libertarian,Lafayette,Anchor- Taylor 4,10,,2
Hillary Clinton,President,,Democrat,Lafayette,Burgess,99,,2
Donald J. Trump,President,,Republican,Lafayette,Burgess,285,,2
Darrell Castle,President,,Constitution,Lafayette,Burgess,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Lafayette,Burgess,0,,2
Jim Hedges,President,,Prohibition,Lafayette,Burgess,0,,2
Gary Johnson,President,,Libertarian,Lafayette,Burgess,4,,2
Jill Stein,President,,Green,Lafayette,Burgess,1,,2
Trent Kelly,U.S.House,1,Republican,Lafayette,Burgess,277,,2
Jacob Owens,U.S.House,1,Democrat,Lafayette,Burgess,85,,2
Cathy L. Toole,U.S.House,1,Reform,Lafayette,Burgess,7,,2
Chase Wilson,U.S.House,1,Libertarian,Lafayette,Burgess,7,,2
Hillary Clinton,President,,Democrat,Lafayette,College Hill,567,,2
Donald J. Trump,President,,Republican,Lafayette,College Hill,900,,2
Darrell Castle,President,,Constitution,Lafayette,College Hill,5,,2
Rocky' Roque De La Fuente,President,,American Delta,Lafayette,College Hill,0,,2
Jim Hedges,President,,Prohibition,Lafayette,College Hill,1,,2
Gary Johnson,President,,Libertarian,Lafayette,College Hill,48,,2
Jill Stein,President,,Green,Lafayette,College Hill,8,,2
Trent Kelly,U.S.House,1,Republican,Lafayette,College Hill,953,,2
Jacob Owens,U.S.House,1,Democrat,Lafayette,College Hill,478,,2
Cathy L. Toole,U.S.House,1,Reform,Lafayette,College Hill,15,,2
Chase Wilson,U.S.House,1,Libertarian,Lafayette,College Hill,35,,2
Hillary Clinton,President,,Democrat,Lafayette,Denmark-Laf Springs-Pine Bluff,57,,2
Donald J. Trump,President,,Republican,Lafayette,Denmark-Laf Springs-Pine Bluff,434,,2
Darrell Castle,President,,Constitution,Lafayette,Denmark-Laf Springs-Pine Bluff,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Lafayette,Denmark-Laf Springs-Pine Bluff,0,,2
Jim Hedges,President,,Prohibition,Lafayette,Denmark-Laf Springs-Pine Bluff,0,,2
Gary Johnson,President,,Libertarian,Lafayette,Denmark-Laf Springs-Pine Bluff,6,,2
Jill Stein,President,,Green,Lafayette,Denmark-Laf Springs-Pine Bluff,1,,2
Trent Kelly,U.S.House,1,Republican,Lafayette,Denmark-Laf Springs-Pine Bluff,421,,2
Jacob Owens,U.S.House,1,Democrat,Lafayette,Denmark-Laf Springs-Pine Bluff,49,,2
Cathy L. Toole,U.S.House,1,Reform,Lafayette,Denmark-Laf Springs-Pine Bluff,7,,2
Chase Wilson,U.S.House,1,Libertarian,Lafayette,Denmark-Laf Springs-Pine Bluff,9,,2
Hillary Clinton,President,,Democrat,Lafayette,Hormontown,51,,2
Donald J. Trump,President,,Republican,Lafayette,Hormontown,336,,2
Darrell Castle,President,,Constitution,Lafayette,Hormontown,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Lafayette,Hormontown,1,,2
Jim Hedges,President,,Prohibition,Lafayette,Hormontown,1,,2
Gary Johnson,President,,Libertarian,Lafayette,Hormontown,3,,2
Jill Stein,President,,Green,Lafayette,Hormontown,1,,2
Trent Kelly,U.S.House,1,Republican,Lafayette,Hormontown,296,,2
Jacob Owens,U.S.House,1,Democrat,Lafayette,Hormontown,50,,2
Cathy L. Toole,U.S.House,1,Reform,Lafayette,Hormontown,7,,2
Chase Wilson,U.S.House,1,Libertarian,Lafayette,Hormontown,7,,2
Hillary Clinton,President,,Democrat,Lafayette,Oxford 1,1041,,2
Donald J. Trump,President,,Republican,Lafayette,Oxford 1,1450,,2
Darrell Castle,President,,Constitution,Lafayette,Oxford 1,8,,2
Rocky' Roque De La Fuente,President,,American Delta,Lafayette,Oxford 1,0,,2
Jim Hedges,President,,Prohibition,Lafayette,Oxford 1,0,,2
Gary Johnson,President,,Libertarian,Lafayette,Oxford 1,74,,2
Jill Stein,President,,Green,Lafayette,Oxford 1,18,,2
Trent Kelly,U.S.House,1,Republican,Lafayette,Oxford 1,1554,,2
Jacob Owens,U.S.House,1,Democrat,Lafayette,Oxford 1,829,,2
Cathy L. Toole,U.S.House,1,Reform,Lafayette,Oxford 1,36,,2
Chase Wilson,U.S.House,1,Libertarian,Lafayette,Oxford 1,80,,2
Hillary Clinton,President,,Democrat,Lafayette,Oxford 2,1831,,2
Donald J. Trump,President,,Republican,Lafayette,Oxford 2,2021,,2
Darrell Castle,President,,Constitution,Lafayette,Oxford 2,14,,2
Rocky' Roque De La Fuente,President,,American Delta,Lafayette,Oxford 2,4,,2
Jim Hedges,President,,Prohibition,Lafayette,Oxford 2,0,,2
Gary Johnson,President,,Libertarian,Lafayette,Oxford 2,146,,2
Jill Stein,President,,Green,Lafayette,Oxford 2,28,,2
Trent Kelly,U.S.House,1,Republican,Lafayette,Oxford 2,2258,,2
Jacob Owens,U.S.House,1,Democrat,Lafayette,Oxford 2,1489,,2
Cathy L. Toole,U.S.House,1,Reform,Lafayette,Oxford 2,55,,2
Chase Wilson,U.S.House,1,Libertarian,Lafayette,Oxford 2,116,,2
Hillary Clinton,President,,Democrat,Lafayette,Oxford 3,1054,,2
Donald J. Trump,President,,Republican,Lafayette,Oxford 3,774,,2
Darrell Castle,President,,Constitution,Lafayette,Oxford 3,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Lafayette,Oxford 3,2,,2
Jim Hedges,President,,Prohibition,Lafayette,Oxford 3,1,,2
Gary Johnson,President,,Libertarian,Lafayette,Oxford 3,45,,2
