page,candidate,office,district,party,county,precinct,votes,winner,,,,,,
2,Lindsey Graham,President,,Republican,Yazoo,Benton,0,,,,,,,
2,Mike Huckabee,President,,Republican,Yazoo,Benton,1,,,,,,,
2,John R. Kasich,President,,Republican,Yazoo,Benton,17,,,,,,,
2,George Pataki,President,,Republican,Yazoo,Benton,0,,,,,,,
2,Rand Paul,President,,Republican,Yazoo,Benton,0,,,,,,,
2,Marco Rubio,President,,Republican,Yazoo,Benton,12,,,,,,,
2,Rick Santorum,President,,Republican,Yazoo,Benton,0,,,,,,,
2,Donald J. Trump,President,,Republican,Yazoo,Benton,133,,,,,,,
2,Hillary Clinton,President,,Democrat,Yazoo,Benton,101,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,Benton,1,,,,,,,
2,Martin O'Mailey,President,,Democrat,Yazoo,Benton,0,,,,,,,
2,Bernie Sanders,President,,Democrat,Yazoo,Benton,15,,,,,,,
2,Willie Wilson,President,,Democrat,Yazoo,Benton,0,,,,,,,
2,John Bouie II,U.S. House,2,Republican,Yazoo,Benton,194,,,,,,,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Benton,111,,,,,,,
2,Jeb Bush,President,,Republican,Yazoo,Center Ridge,1,,,,,,,
2,Ben Carson,President,,Republican,Yazoo,Center Ridge,1,,,,,,,
2,Chris Christie,President,,Republican,Yazoo,Center Ridge,0,,,,,,,
2,Ted Cruz,President,,Republican,Yazoo,Center Ridge,55,,,,,,,
2,Carly Florina,President,,Republican,Yazoo,Center Ridge,0,,,,,,,
2,Lindsey Graham,President,,Republican,Yazoo,Center Ridge,0,,,,,,,
2,Mike Huckabee,President,,Republican,Yazoo,Center Ridge,0,,,,,,,
2,John R. Kasich,President,,Republican,Yazoo,Center Ridge,21,,,,,,,
2,George Pataki,President,,Republican,Yazoo,Center Ridge,0,,,,,,,
2,Rand Paul,President,,Republican,Yazoo,Center Ridge,0,,,,,,,
2,Marco Rubio,President,,Republican,Yazoo,Center Ridge,23,,,,,,,
2,Rick Santorum,President,,Republican,Yazoo,Center Ridge,1,,,,,,,
2,Donald J. Trump,President,,Republican,Yazoo,Center Ridge,110,,,,,,,
2,Hillary Clinton,President,,Democrat,Yazoo,Center Ridge,14,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,Center Ridge,0,,,,,,,
2,Martin O'Mailey,President,,Democrat,Yazoo,Center Ridge,0,,,,,,,
2,Bernie Sanders,President,,Democrat,Yazoo,Center Ridge,6,,,,,,,
2,Willie Wilson,President,,Democrat,Yazoo,Center Ridge,0,,,,,,,
2,John Bouie II,U.S. House,2,Republican,Yazoo,Center Ridge,151,,,,,,,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Center Ridge,18,,,,,,,
2,Jeb Bush,President,,Republican,Yazoo,Deasonville,1,,,Jeb Bush,President,,Republican,Yazoo
2,Ben Carson,President,,Republican,Yazoo,Deasonville,2,,,Ben Carson,President,,Republican,Yazoo
2,Chris Christie,President,,Republican,Yazoo,Deasonville,0,,,Chris Christie,President,,Republican,Yazoo
2,Ted Cruz,President,,Republican,Yazoo,Deasonville,47,,,Ted Cruz,President,,Republican,Yazoo
2,Carly Florina,President,,Republican,Yazoo,Deasonville,0,,,Carly Florina,President,,Republican,Yazoo
2,Lindsey Graham,President,,Republican,Yazoo,Deasonville,0,,,Lindsey Graham,President,,Republican,Yazoo
2,Mike Huckabee,President,,Republican,Yazoo,Deasonville,0,,,Mike Huckabee,President,,Republican,Yazoo
2,John R. Kasich,President,,Republican,Yazoo,Deasonville,15,,,John R. Kasich,President,,Republican,Yazoo
2,George Pataki,President,,Republican,Yazoo,Deasonville,0,,,George Pataki,President,,Republican,Yazoo
2,Rand Paul,President,,Republican,Yazoo,Deasonville,0,,,Rand Paul,President,,Republican,Yazoo
2,Marco Rubio,President,,Republican,Yazoo,Deasonville,3,,,Marco Rubio,President,,Republican,Yazoo
2,Rick Santorum,President,,Republican,Yazoo,Deasonville,0,,,Rick Santorum,President,,Republican,Yazoo
2,Donald J. Trump,President,,Republican,Yazoo,Deasonville,71,,,Donald J. Trump,President,,Republican,Yazoo
2,Hillary Clinton,President,,Democrat,Yazoo,Deasonville,105,,,Hillary Clinton,President,,Democrat,Yazoo
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,Deasonville,2,,,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo
2,Martin O'Mailey,President,,Democrat,Yazoo,Deasonville,0,,,Martin O'Mailey,President,,Democrat,Yazoo
2,Bernie Sanders,President,,Democrat,Yazoo,Deasonville,8,,,Bernie Sanders,President,,Democrat,Yazoo
2,Willie Wilson,President,,Democrat,Yazoo,Deasonville,1,,,Willie Wilson,President,,Democrat,Yazoo
2,John Bouie II,U.S. House,2,Republican,Yazoo,Deasonville,110,,,John Bouie II,U.S. House,2,Republican,Yazoo
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Deasonville,109,,,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo
2,Jeb Bush,President,,Republican,Yazoo,Dover,0,,,,,,,
2,Ben Carson,President,,Republican,Yazoo,Dover,1,,,,,,,
2,Chris Christie,President,,Republican,Yazoo,Dover,0,,,,,,,
2,Ted Cruz,President,,Republican,Yazoo,Dover,62,,,,,,,
2,Carly Florina,President,,Republican,Yazoo,Dover,0,,,,,,,
2,Lindsey Graham,President,,Republican,Yazoo,Dover,0,,,,,,,
2,Mike Huckabee,President,,Republican,Yazoo,Dover,0,,,,,,,
2,John R. Kasich,President,,Republican,Yazoo,Dover,6,,,,,,,
2,George Pataki,President,,Republican,Yazoo,Dover,0,,,,,,,
2,Rand Paul,President,,Republican,Yazoo,Dover,0,,,,,,,
2,Marco Rubio,President,,Republican,Yazoo,Dover,0,,,,,,,
2,Rick Santorum,President,,Republican,Yazoo,Dover,0,,,,,,,
2,Donald J. Trump,President,,Republican,Yazoo,Dover,103,,,,,,,
2,Hillary Clinton,President,,Democrat,Yazoo,Dover,28,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,Dover,0,,,,,,,
2,Martin O'Mailey,President,,Democrat,Yazoo,Dover,0,,,,,,,
2,Bernie Sanders,President,,Democrat,Yazoo,Dover,5,,,,,,,
2,Willie Wilson,President,,Democrat,Yazoo,Dover,1,,,,,,,
2,John Bouie II,U.S. House,2,Republican,Yazoo,Dover,144,,,,,,,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Dover,34,,,,,,,
2,Jeb Bush,President,,Republican,Yazoo,East Bentonia,0,,,,,,,
2,Ben Carson,President,,Republican,Yazoo,East Bentonia,0,,,,,,,
2,Chris Christie,President,,Republican,Yazoo,East Bentonia,0,,,,,,,
2,Ted Cruz,President,,Republican,Yazoo,East Bentonia,29,,,,,,,
2,Carly Florina,President,,Republican,Yazoo,East Bentonia,0,,,,,,,
2,Lindsey Graham,President,,Republican,Yazoo,East Bentonia,0,,,,,,,
2,Mike Huckabee,President,,Republican,Yazoo,East Bentonia,0,,,,,,,
2,John R. Kasich,President,,Republican,Yazoo,East Bentonia,4,,,,,,,
2,George Pataki,President,,Republican,Yazoo,East Bentonia,0,,,,,,,
2,Rand Paul,President,,Republican,Yazoo,East Bentonia,0,,,,,,,
2,Marco Rubio,President,,Republican,Yazoo,East Bentonia,4,,,,,,,
2,Rick Santorum,President,,Republican,Yazoo,East Bentonia,0,,,,,,,
2,Donald J. Trump,President,,Republican,Yazoo,East Bentonia,63,,,,,,,
2,Hillary Clinton,President,,Democrat,Yazoo,East Bentonia,47,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,East Bentonia,0,,,,,,,
2,Martin O'Mailey,President,,Democrat,Yazoo,East Bentonia,0,,,,,,,
2,Bernie Sanders,President,,Democrat,Yazoo,East Bentonia,2,,,,,,,
2,Willie Wilson,President,,Democrat,Yazoo,East Bentonia,0,,,,,,,
2,John Bouie II,U.S. House,2,Republican,Yazoo,East Bentonia,76,,,,,,,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,East Bentonia,47,,,,,,,
2,Jeb Bush,President,,Republican,Yazoo,East Midway,0,,,,,,,
2,Ben Carson,President,,Republican,Yazoo,East Midway,0,,,,,,,
2,Chris Christie,President,,Republican,Yazoo,East Midway,0,,,,,,,
2,Ted Cruz,President,,Republican,Yazoo,East Midway,14,,,,,,,
2,Carly Florina,President,,Republican,Yazoo,East Midway,0,,,,,,,
2,Lindsey Graham,President,,Republican,Yazoo,East Midway,0,,,,,,,
2,Mike Huckabee,President,,Republican,Yazoo,East Midway,0,,,,,,,
2,John R. Kasich,President,,Republican,Yazoo,East Midway,1,,,,,,,
2,George Pataki,President,,Republican,Yazoo,East Midway,0,,,,,,,
2,Rand Paul,President,,Republican,Yazoo,East Midway,0,,,,,,,
2,Marco Rubio,President,,Republican,Yazoo,East Midway,1,,,,,,,
2,Rick Santorum,President,,Republican,Yazoo,East Midway,0,,,,,,,
2,Donald J. Trump,President,,Republican,Yazoo,East Midway,24,,,,,,,
2,Hillary Clinton,President,,Democrat,Yazoo,East Midway,69,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,East Midway,0,,,,,,,
2,Martin O'Mailey,President,,Democrat,Yazoo,East Midway,0,,,,,,,
2,Bernie Sanders,President,,Democrat,Yazoo,East Midway,6,,,,,,,
2,Willie Wilson,President,,Democrat,Yazoo,East Midway,2,,,,,,,
2,John Bouie II,U.S. House,2,Republican,Yazoo,East Midway,25,,,,,,,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,East Midway,73,,,,,,,
2,Jeb Bush,President,,Republican,Yazoo,Eden,0,,,,,,,
2,Ben Carson,President,,Republican,Yazoo,Eden,0,,,,,,,
2,Chris Christie,President,,Republican,Yazoo,Eden,0,,,,,,,
2,Ted Cruz,President,,Republican,Yazoo,Eden,26,,,,,,,
2,Carly Florina,President,,Republican,Yazoo,Eden,0,,,,,,,
2,Lindsey Graham,President,,Republican,Yazoo,Eden,0,,,,,,,
2,Mike Huckabee,President,,Republican,Yazoo,Eden,1,,,,,,,
2,John R. Kasich,President,,Republican,Yazoo,Eden,7,,,,,,,
2,George Pataki,President,,Republican,Yazoo,Eden,0,,,,,,,
2,Rand Paul,President,,Republican,Yazoo,Eden,0,,,,,,,
2,Marco Rubio,President,,Republican,Yazoo,Eden,5,,,,,,,
2,Rick Santorum,President,,Republican,Yazoo,Eden,0,,,,,,,
2,Donald J. Trump,President,,Republican,Yazoo,Eden,33,,,,,,,
2,Hillary Clinton,President,,Democrat,Yazoo,Eden,23,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,Eden,2,,,,,,,
2,Martin O'Mailey,President,,Democrat,Yazoo,Eden,0,,,,,,,
2,Bernie Sanders,President,,Democrat,Yazoo,Eden,9,,,,,,,
2,Willie Wilson,President,,Democrat,Yazoo,Eden,0,,,,,,,
2,John Bouie II,U.S. House,2,Republican,Yazoo,Eden,62,,,,,,,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Eden,29,,,,,,,
2,Jeb Bush,President,,Republican,Yazoo,Free Run,2,,,,,,,
2,Ben Carson,President,,Republican,Yazoo,Free Run,1,,,,,,,
2,Chris Christie,President,,Republican,Yazoo,Free Run,0,,,,,,,
2,Ted Cruz,President,,Republican,Yazoo,Free Run,24,,,,,,,
2,Carly Florina,President,,Republican,Yazoo,Free Run,0,,,,,,,
2,Lindsey Graham,President,,Republican,Yazoo,Free Run,0,,,,,,,
2,Mike Huckabee,President,,Republican,Yazoo,Free Run,1,,,,,,,
2,John R. Kasich,President,,Republican,Yazoo,Free Run,4,,,,,,,
2,George Pataki,President,,Republican,Yazoo,Free Run,0,,,,,,,
2,Rand Paul,President,,Republican,Yazoo,Free Run,0,,,,,,,
2,Marco Rubio,President,,Republican,Yazoo,Free Run,3,,,,,,,
2,Rick Santorum,President,,Republican,Yazoo,Free Run,0,,,,,,,
2,Donald J. Trump,President,,Republican,Yazoo,Free Run,51,,,,,,,
2,Hillary Clinton,President,,Democrat,Yazoo,Free Run,10,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,Free Run,0,,,,,,,
2,Martin O'Mailey,President,,Democrat,Yazoo,Free Run,0,,,,,,,
2,Bernie Sanders,President,,Democrat,Yazoo,Free Run,0,,,,,,,
2,Willie Wilson,President,,Democrat,Yazoo,Free Run,0,,,,,,,
2,John Bouie II,U.S. House,2,Republican,Yazoo,Free Run,64,,,,,,,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Free Run,10,,,,,,,
3,Jeb Bush,President,,Republican,Yazoo,Fugates,2,,,,,,,
3,Ben Carson,President,,Republican,Yazoo,Fugates,2,,,,,,,
3,Chris Christie,President,,Republican,Yazoo,Fugates,0,,,,,,,
3,Ted Cruz,President,,Republican,Yazoo,Fugates,42,,,,,,,
3,Carly Florina,President,,Republican,Yazoo,Fugates,1,,,,,,,
3,Lindsey Graham,President,,Republican,Yazoo,Fugates,0,,,,,,,
3,Mike Huckabee,President,,Republican,Yazoo,Fugates,0,,,,,,,
3,John R. Kasich,President,,Republican,Yazoo,Fugates,7,,,,,,,
3,George Pataki,President,,Republican,Yazoo,Fugates,0,,,,,,,
3,Rand Paul,President,,Republican,Yazoo,Fugates,0,,,,,,,
3,Marco Rubio,President,,Republican,Yazoo,Fugates,4,,,,,,,
3,Rick Santorum,President,,Republican,Yazoo,Fugates,0,,,,,,,
3,Donald J. Trump,President,,Republican,Yazoo,Fugates,69,,,,,,,
3,Hillary Clinton,President,,Democrat,Yazoo,Fugates,109,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,Fugates,0,,,,,,,
3,Martin O'Mailey,President,,Democrat,Yazoo,Fugates,0,,,,,,,
3,Bernie Sanders,President,,Democrat,Yazoo,Fugates,9,,,,,,,
3,Willie Wilson,President,,Democrat,Yazoo,Fugates,0,,,,,,,
3,John Bouie II,U.S. House,2,Republican,Yazoo,Fugates,96,,,,,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Fugates,109,,,,,,,
3,Jeb Bush,President,,Republican,Yazoo,Harttown,0,,,,,,,
3,Ben Carson,President,,Republican,Yazoo,Harttown,0,,,,,,,
3,Chris Christie,President,,Republican,Yazoo,Harttown,0,,,,,,,
3,Ted Cruz,President,,Republican,Yazoo,Harttown,6,,,,,,,
3,Carly Florina,President,,Republican,Yazoo,Harttown,0,,,,,,,
3,Lindsey Graham,President,,Republican,Yazoo,Harttown,0,,,,,,,
3,Mike Huckabee,President,,Republican,Yazoo,Harttown,0,,,,,,,
3,John R. Kasich,President,,Republican,Yazoo,Harttown,3,,,,,,,
3,George Pataki,President,,Republican,Yazoo,Harttown,0,,,,,,,
3,Rand Paul,President,,Republican,Yazoo,Harttown,0,,,,,,,
3,Marco Rubio,President,,Republican,Yazoo,Harttown,1,,,,,,,
3,Rick Santorum,President,,Republican,Yazoo,Harttown,0,,,,,,,
3,Donald J. Trump,President,,Republican,Yazoo,Harttown,7,,,,,,,
3,Hillary Clinton,President,,Democrat,Yazoo,Harttown,88,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,Harttown,0,,,,,,,
3,Martin O'Mailey,President,,Democrat,Yazoo,Harttown,1,,,,,,,
3,Bernie Sanders,President,,Democrat,Yazoo,Harttown,6,,,,,,,
3,Willie Wilson,President,,Democrat,Yazoo,Harttown,0,,,,,,,
3,John Bouie II,U.S. House,2,Republican,Yazoo,Harttown,13,,,,,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Harttown,90,,,,,,,
3,Jeb Bush,President,,Republican,Yazoo,Holly Bluff,0,,,,,,,
3,Ben Carson,President,,Republican,Yazoo,Holly Bluff,0,,,,,,,
3,Chris Christie,President,,Republican,Yazoo,Holly Bluff,0,,,,,,,
3,Ted Cruz,President,,Republican,Yazoo,Holly Bluff,16,,,,,,,
3,Carly Florina,President,,Republican,Yazoo,Holly Bluff,0,,,,,,,
3,Lindsey Graham,President,,Republican,Yazoo,Holly Bluff,0,,,,,,,
3,Mike Huckabee,President,,Republican,Yazoo,Holly Bluff,0,,,,,,,
3,John R. Kasich,President,,Republican,Yazoo,Holly Bluff,6,,,,,,,
3,George Pataki,President,,Republican,Yazoo,Holly Bluff,0,,,,,,,
3,Rand Paul,President,,Republican,Yazoo,Holly Bluff,0,,,,,,,
3,Marco Rubio,President,,Republican,Yazoo,Holly Bluff,8,,,,,,,
3,Rick Santorum,President,,Republican,Yazoo,Holly Bluff,0,,,,,,,
3,Donald J. Trump,President,,Republican,Yazoo,Holly Bluff,36,,,,,,,
3,Hillary Clinton,President,,Democrat,Yazoo,Holly Bluff,35,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,Holly Bluff,0,,,,,,,
3,Martin O'Mailey,President,,Democrat,Yazoo,Holly Bluff,0,,,,,,,
3,Bernie Sanders,President,,Democrat,Yazoo,Holly Bluff,1,,,,,,,
3,Willie Wilson,President,,Democrat,Yazoo,Holly Bluff,0,,,,,,,
3,John Bouie II,U.S. House,2,Republican,Yazoo,Holly Bluff,39,,,,,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Holly Bluff,31,,,,,,,
3,Jeb Bush,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,Ben Carson,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,Chris Christie,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,Ted Cruz,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,Carly Florina,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,Lindsey Graham,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,Mike Huckabee,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,John R. Kasich,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,George Pataki,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,Rand Paul,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,Marco Rubio,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,Rick Santorum,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,Donald J. Trump,President,,Republican,Yazoo,Jonestown,0,,,,,,,
3,Hillary Clinton,President,,Democrat,Yazoo,Jonestown,135,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,Jonestown,0,,,,,,,
3,Martin O'Mailey,President,,Democrat,Yazoo,Jonestown,0,,,,,,,
3,Bernie Sanders,President,,Democrat,Yazoo,Jonestown,6,,,,,,,
3,Willie Wilson,President,,Democrat,Yazoo,Jonestown,0,,,,,,,
3,John Bouie II,U.S. House,2,Republican,Yazoo,Jonestown,0,,,,,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Jonestown,132,,,,,,,
3,Jeb Bush,President,,Republican,Yazoo,Lake City,0,,,,,,,
3,Ben Carson,President,,Republican,Yazoo,Lake City,0,,,,,,,
3,Chris Christie,President,,Republican,Yazoo,Lake City,1,,,,,,,
3,Ted Cruz,President,,Republican,Yazoo,Lake City,29,,,,,,,
3,Carly Florina,President,,Republican,Yazoo,Lake City,0,,,,,,,
3,Lindsey Graham,President,,Republican,Yazoo,Lake City,0,,,,,,,
3,Mike Huckabee,President,,Republican,Yazoo,Lake City,0,,,,,,,
3,John R. Kasich,President,,Republican,Yazoo,Lake City,12,,,,,,,
3,George Pataki,President,,Republican,Yazoo,Lake City,0,,,,,,,
3,Rand Paul,President,,Republican,Yazoo,Lake City,0,,,,,,,
3,Marco Rubio,President,,Republican,Yazoo,Lake City,11,,,,,,,
3,Rick Santorum,President,,Republican,Yazoo,Lake City,0,,,,,,,
3,Donald J. Trump,President,,Republican,Yazoo,Lake City,29,,,,,,,
3,Hillary Clinton,President,,Democrat,Yazoo,Lake City,16,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,Lake City,0,,,,,,,
3,Martin O'Mailey,President,,Democrat,Yazoo,Lake City,0,,,,,,,
3,Bernie Sanders,President,,Democrat,Yazoo,Lake City,5,,,,,,,
3,Willie Wilson,President,,Democrat,Yazoo,Lake City,1,,,,,,,
3,John Bouie II,U.S. House,2,Republican,Yazoo,Lake City,59,,,,,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Lake City,20,,,,,,,
3,Jeb Bush,President,,Republican,Yazoo,Mechanicsburg,1,,,,,,,
3,Ben Carson,President,,Republican,Yazoo,Mechanicsburg,1,,,,,,,
3,Chris Christie,President,,Republican,Yazoo,Mechanicsburg,1,,,,,,,
3,Ted Cruz,President,,Republican,Yazoo,Mechanicsburg,80,,,,,,,
3,Carly Florina,President,,Republican,Yazoo,Mechanicsburg,0,,,,,,,
3,Lindsey Graham,President,,Republican,Yazoo,Mechanicsburg,0,,,,,,,
3,Mike Huckabee,President,,Republican,Yazoo,Mechanicsburg,0,,,,,,,
3,John R. Kasich,President,,Republican,Yazoo,Mechanicsburg,13,,,,,,,
3,George Pataki,President,,Republican,Yazoo,Mechanicsburg,0,,,,,,,
3,Rand Paul,President,,Republican,Yazoo,Mechanicsburg,0,,,,,,,
3,Marco Rubio,President,,Republican,Yazoo,Mechanicsburg,10,,,,,,,
3,Rick Santorum,President,,Republican,Yazoo,Mechanicsburg,0,,,,,,,
3,Donald J. Trump,President,,Republican,Yazoo,Mechanicsburg,160,,,,,,,
3,Hillary Clinton,President,,Democrat,Yazoo,Mechanicsburg,18,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Yazoo,Mechanicsburg,0,,,,,,,
3,Martin O'Mailey,President,,Democrat,Yazoo,Mechanicsburg,0,,,,,,,
3,Bernie Sanders,President,,Democrat,Yazoo,Mechanicsburg,3,,,,,,,
3,Willie Wilson,President,,Democrat,Yazoo,Mechanicsburg,0,,,,,,,
3,John Bouie II,U.S. House,2,Republican,Yazoo,Mechanicsburg,206,,,,,,,
3,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Mechanicsburg,19,,,,,,,
3,Jeb Bush,President,,Republican,Yazoo,Robinette,0,,,,,,,
3,Ben Carson,President,,Republican,Yazoo,Robinette,3,,,,,,,
3,Chris Christie,President,,Republican,Yazoo,Robinette,0,,,,,,,
3,Ted Cruz,President,,Republican,Yazoo,Robinette,56,,,,,,,
3,Carly Florina,President,,Republican,Yazoo,Robinette,0,,,,,,,
3,Lindsey Graham,President,,Republican,Yazoo,Robinette,0,,,,,,,
