page,candidate,office,district,party,county,precinct,votes,winner,,,,,,,,,,,,,,,,,,,,,,,2
2,Mike Huckabee,President,,Republican,Jefferson Davis,Hebron 52,0,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Jefferson Davis,Hebron 52,2,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Jefferson Davis,Hebron 52,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Jefferson Davis,Hebron 52,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Jefferson Davis,Hebron 52,2,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Jefferson Davis,Hebron 52,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Jefferson Davis,Hebron 52,26,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Jefferson Davis,Hebron 52,27,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Hebron 52,1,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Jefferson Davis,Hebron 52,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Jefferson Davis,Hebron 52,4,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Jefferson Davis,Hebron 52,0,,,,,,,,,,,,,,,,,,,,,,,,
2,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Hebron 52,2,,,,,,,,,,,,,,,,,,,,,,,,
2,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Hebron 52,33,,,,,,,,,,,,,,,,,,,,,,,,
2,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Hebron 52,16,,,,,,,,,,,,,,,,,,,,,,,,
2,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Hebron 52,5,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Jefferson Davis,Melba 34,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Jefferson Davis,Melba 34,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Jefferson Davis,Melba 34,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Jefferson Davis,Melba 34,3,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Jefferson Davis,Melba 34,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Jefferson Davis,Melba 34,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Jefferson Davis,Melba 34,0,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Jefferson Davis,Melba 34,0,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Jefferson Davis,Melba 34,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Jefferson Davis,Melba 34,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Jefferson Davis,Melba 34,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Jefferson Davis,Melba 34,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Jefferson Davis,Melba 34,21,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Jefferson Davis,Melba 34,6,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Melba 34,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Jefferson Davis,Melba 34,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Jefferson Davis,Melba 34,3,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Jefferson Davis,Melba 34,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Melba 34,6,,,,,,,,,,,,,,,,,,,,,,,,
3,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Melba 34,17,,,,,,,,,,,,,,,,,,,,,,,,
3,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Melba 34,4,,,,,,,,,,,,,,,,,,,,,,,,
3,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Melba 34,5,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Jefferson Davis,Mt Carmel 42,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Jefferson Davis,Mt Carmel 42,1,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Jefferson Davis,Mt Carmel 42,6,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Jefferson Davis,Mt Carmel 42,89,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Jefferson Davis,Mt Carmel 42,5,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Mt Carmel 42,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Mt Carmel 42,8,,,,,,,,,,,,,,,,,,,,,,,,
3,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Mt Carmel 42,58,,,,,,,,,,,,,,,,,,,,,,,,
3,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Mt Carmel 42,28,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Jefferson Davis,North East Prenstiss 43,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Jefferson Davis,North East Prenstiss 43,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Jefferson Davis,North East Prenstiss 43,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Jefferson Davis,North East Prenstiss 43,38,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Jefferson Davis,North East Prenstiss 43,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Jefferson Davis,North East Prenstiss 43,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Jefferson Davis,North East Prenstiss 43,0,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Jefferson Davis,North East Prenstiss 43,1,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Jefferson Davis,North East Prenstiss 43,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Jefferson Davis,North East Prenstiss 43,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Jefferson Davis,North East Prenstiss 43,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Jefferson Davis,North East Prenstiss 43,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Jefferson Davis,North East Prenstiss 43,45,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Jefferson Davis,North East Prenstiss 43,216,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,North East Prenstiss 43,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Jefferson Davis,North East Prenstiss 43,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Jefferson Davis,North East Prenstiss 43,16,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Jefferson Davis,North East Prenstiss 43,2,,,,,,,,,,,,,,,,,,,,,,,,
3,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,North East Prenstiss 43,11,,,,,,,,,,,,,,,,,,,,,,,,
3,Greg Harper,U.S. House,3,Republican,Jefferson Davis,North East Prenstiss 43,74,,,,,,,,,,,,,,,,,,,,,,,,
3,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,North East Prenstiss 43,125,,,,,,,,,,,,,,,,,,,,,,,,
3,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,North East Prenstiss 43,71,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Jefferson Davis,North West Prentiss 53,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Jefferson Davis,North West Prentiss 53,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Jefferson Davis,North West Prentiss 53,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Jefferson Davis,North West Prentiss 53,13,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Jefferson Davis,North West Prentiss 53,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Jefferson Davis,North West Prentiss 53,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Jefferson Davis,North West Prentiss 53,0,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Jefferson Davis,North West Prentiss 53,1,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Jefferson Davis,North West Prentiss 53,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Jefferson Davis,North West Prentiss 53,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Jefferson Davis,North West Prentiss 53,4,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Jefferson Davis,North West Prentiss 53,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Jefferson Davis,North West Prentiss 53,25,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Jefferson Davis,North West Prentiss 53,117,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,North West Prentiss 53,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Jefferson Davis,North West Prentiss 53,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Jefferson Davis,North West Prentiss 53,6,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Jefferson Davis,North West Prentiss 53,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,North West Prentiss 53,5,,,,,,,,,,,,,,,,,,,,,,,,
3,Greg Harper,U.S. House,3,Republican,Jefferson Davis,North West Prentiss 53,38,,,,,,,,,,,,,,,,,,,,,,,,
3,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,North West Prentiss 53,54,,,,,,,,,,,,,,,,,,,,,,,,
3,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,North West Prentiss 53,40,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Jefferson Davis,Red House 55,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Jefferson Davis,Red House 55,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Jefferson Davis,Red House 55,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Jefferson Davis,Red House 55,11,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Jefferson Davis,Red House 55,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Jefferson Davis,Red House 55,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Jefferson Davis,Red House 55,0,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Jefferson Davis,Red House 55,4,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Jefferson Davis,Red House 55,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Jefferson Davis,Red House 55,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Jefferson Davis,Red House 55,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Jefferson Davis,Red House 55,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Jefferson Davis,Red House 55,29,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Jefferson Davis,Red House 55,104,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Red House 55,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Jefferson Davis,Red House 55,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Jefferson Davis,Red House 55,14,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Jefferson Davis,Red House 55,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Red House 55,7,,,,,,,,,,,,,,,,,,,,,,,,
3,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Red House 55,37,,,,,,,,,,,,,,,,,,,,,,,,
3,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Red House 55,59,,,,,,,,,,,,,,,,,,,,,,,,
3,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Red House 55,35,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Jefferson Davis,Son's Academy 25,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Jefferson Davis,Son's Academy 25,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Jefferson Davis,Son's Academy 25,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Jefferson Davis,Son's Academy 25,19,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Jefferson Davis,Son's Academy 25,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Jefferson Davis,Son's Academy 25,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Jefferson Davis,Son's Academy 25,0,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Jefferson Davis,Son's Academy 25,0,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Jefferson Davis,Son's Academy 25,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Jefferson Davis,Son's Academy 25,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Jefferson Davis,Son's Academy 25,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Jefferson Davis,Son's Academy 25,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Jefferson Davis,Son's Academy 25,15,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Jefferson Davis,Son's Academy 25,76,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Son's Academy 25,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Jefferson Davis,Son's Academy 25,2,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Jefferson Davis,Son's Academy 25,7,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Jefferson Davis,Son's Academy 25,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Son's Academy 25,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Son's Academy 25,32,,,,,,,,,,,,,,,,,,,,,,,,
3,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Son's Academy 25,46,,,,,,,,,,,,,,,,,,,,,,,,
3,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Son's Academy 25,20,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Jefferson Davis,South Prentiss 12,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Jefferson Davis,South Prentiss 12,8,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Jefferson Davis,South Prentiss 12,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Jefferson Davis,South Prentiss 12,54,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Jefferson Davis,South Prentiss 12,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Jefferson Davis,South Prentiss 12,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Jefferson Davis,South Prentiss 12,0,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Jefferson Davis,South Prentiss 12,13,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Jefferson Davis,South Prentiss 12,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Jefferson Davis,South Prentiss 12,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Jefferson Davis,South Prentiss 12,14,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Jefferson Davis,South Prentiss 12,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Jefferson Davis,South Prentiss 12,122,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Jefferson Davis,South Prentiss 12,91,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,South Prentiss 12,4,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Jefferson Davis,South Prentiss 12,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Jefferson Davis,South Prentiss 12,23,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Jefferson Davis,South Prentiss 12,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,South Prentiss 12,20,,,,,,,,,,,,,,,,,,,,,,,,
3,Greg Harper,U.S. House,3,Republican,Jefferson Davis,South Prentiss 12,183,,,,,,,,,,,,,,,,,,,,,,,,
3,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,South Prentiss 12,67,,,,,,,,,,,,,,,,,,,,,,,,
3,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,South Prentiss 12,32,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Jefferson Davis,South Prentiss 13,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Jefferson Davis,South Prentiss 13,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Jefferson Davis,South Prentiss 13,2,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Jefferson Davis,South Prentiss 13,20,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Jefferson Davis,South Prentiss 13,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Jefferson Davis,South Prentiss 13,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Jefferson Davis,South Prentiss 13,0,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Jefferson Davis,South Prentiss 13,6,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Jefferson Davis,South Prentiss 13,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Jefferson Davis,South Prentiss 13,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Jefferson Davis,South Prentiss 13,13,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Jefferson Davis,South Prentiss 13,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Jefferson Davis,South Prentiss 13,37,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Jefferson Davis,South Prentiss 13,135,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,South Prentiss 13,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Jefferson Davis,South Prentiss 13,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Jefferson Davis,South Prentiss 13,23,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Jefferson Davis,South Prentiss 13,3,,,,,,,,,,,,,,,,,,,,,,,,
3,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,South Prentiss 13,8,,,,,,,,,,,,,,,,,,,,,,,,
3,Greg Harper,U.S. House,3,Republican,Jefferson Davis,South Prentiss 13,69,,,,,,,,,,,,,,,,,,,,,,,,
3,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,South Prentiss 13,88,,,,,,,,,,,,,,,,,,,,,,,,
3,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,South Prentiss 13,47,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Jefferson Davis,Whiting 56,2,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Jefferson Davis,Whiting 56,7,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Jefferson Davis,Whiting 56,139,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Jefferson Davis,Whiting 56,10,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Whiting 56,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Whiting 56,8,,,,,,,,,,,,,,,,,,,,,,,,
3,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Whiting 56,82,,,,,,,,,,,,,,,,,,,,,,,,
3,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Whiting 56,40,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Jefferson Davis,Williamson Mill 44,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Jefferson Davis,Williamson Mill 44,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Jefferson Davis,Williamson Mill 44,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Jefferson Davis,Williamson Mill 44,33,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Jefferson Davis,Williamson Mill 44,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Jefferson Davis,Williamson Mill 44,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Jefferson Davis,Williamson Mill 44,1,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Jefferson Davis,Williamson Mill 44,12,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Jefferson Davis,Williamson Mill 44,0,,,,,,,,,,,,,,,,,,,,,,,,
