candidate,office,district,party,county,precinct,votes,winner ,page
Trent Kelly,U.S.House,1,Republican,Lowndess,Caledonia,2131,,2
Jacob Owens,U.S.House,1,Democrat,Lowndess,Caledonia,307,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndess,Caledonia,23,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndess,Caledonia,59,,2
Hillary Clinton,President,,Democrat,Lowndess,Coleman,250,,2
Donald J. Trump,President,,Republican,Lowndess,Coleman,8,,2
Darrell Castle,President,,Constitution,Lowndess,Coleman,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,Coleman,0,,2
Jim Hedges,President,,Prohibition,Lowndess,Coleman,0,,2
Gary Johnson,President,,Libertarian,Lowndess,Coleman,1,,2
Jill Stein,President,,Green,Lowndess,Coleman,2,,2
Trent Kelly,U.S.House,1,Republican,Lowndess,Coleman,31,,2
Jacob Owens,U.S.House,1,Democrat,Lowndess,Coleman,198,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndess,Coleman,3,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndess,Coleman,6,,2
Hillary Clinton,President,,Democrat,Lowndess,Crawford,653,,2
Donald J. Trump,President,,Republican,Lowndess,Crawford,134,,2
Darrell Castle,President,,Constitution,Lowndess,Crawford,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,Crawford,0,,2
Jim Hedges,President,,Prohibition,Lowndess,Crawford,1,,2
Gary Johnson,President,,Libertarian,Lowndess,Crawford,4,,2
Jill Stein,President,,Green,Lowndess,Crawford,5,,2
Trent Kelly,U.S.House,1,Republican,Lowndess,Crawford,172,,2
Jacob Owens,U.S.House,1,Democrat,Lowndess,Crawford,556,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndess,Crawford,8,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndess,Crawford,15,,2
Hillary Clinton,President,,Democrat,Lowndess,East Columbus gym,1158,,2
Donald J. Trump,President,,Republican,Lowndess,East Columbus gym,683,,2
Darrell Castle,President,,Constitution,Lowndess,East Columbus gym,5,,2
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,East Columbus gym,2,,2
Jim Hedges,President,,Prohibition,Lowndess,East Columbus gym,0,,2
Gary Johnson,President,,Libertarian,Lowndess,East Columbus gym,12,,2
Jill Stein,President,,Green,Lowndess,East Columbus gym,5,,2
Trent Kelly,U.S.House,1,Republican,Lowndess,East Columbus gym,717,,2
Jacob Owens,U.S.House,1,Democrat,Lowndess,East Columbus gym,1024,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndess,East Columbus gym,31,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndess,East Columbus gym,34,,2
Hillary Clinton,President,,Democrat,Lowndess,First Assembly,729,,2
Donald J. Trump,President,,Republican,Lowndess,First Assembly,1905,,2
Darrell Castle,President,,Constitution,Lowndess,First Assembly,6,,2
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,First Assembly,2,,2
Jim Hedges,President,,Prohibition,Lowndess,First Assembly,0,,2
Gary Johnson,President,,Libertarian,Lowndess,First Assembly,53,,2
Jill Stein,President,,Green,Lowndess,First Assembly,12,,2
Trent Kelly,U.S.House,1,Republican,Lowndess,First Assembly,1985,,2
Jacob Owens,U.S.House,1,Democrat,Lowndess,First Assembly,566,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndess,First Assembly,29,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndess,First Assembly,87,,2
Hillary Clinton,President,,Democrat,Lowndess,Hunt,1126,,2
Donald J. Trump,President,,Republican,Lowndess,Hunt,14,,2
Darrell Castle,President,,Constitution,Lowndess,Hunt,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,Hunt,0,,2
Jim Hedges,President,,Prohibition,Lowndess,Hunt,0,,2
Gary Johnson,President,,Libertarian,Lowndess,Hunt,1,,2
Jill Stein,President,,Green,Lowndess,Hunt,2,,2
Trent Kelly,U.S.House,1,Republican,Lowndess,Hunt,78,,2
Jacob Owens,U.S.House,1,Democrat,Lowndess,Hunt,969,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndess,Hunt,14,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndess,Hunt,15,,2
Hillary Clinton,President,,Democrat,Lowndess,Immanuel,234,,2
Donald J. Trump,President,,Republican,Lowndess,Immanuel,413,,2
Darrell Castle,President,,Constitution,Lowndess,Immanuel,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,Immanuel,0,,2
Jim Hedges,President,,Prohibition,Lowndess,Immanuel,0,,2
Gary Johnson,President,,Libertarian,Lowndess,Immanuel,9,,2
Jill Stein,President,,Green,Lowndess,Immanuel,1,,2
Trent Kelly,U.S.House,1,Republican,Lowndess,Immanuel,422,,2
Jacob Owens,U.S.House,1,Democrat,Lowndess,Immanuel,208,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndess,Immanuel,6,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndess,Immanuel,17,,2
Hillary Clinton,President,,Democrat,Lowndess,National Guard Armory,1820,,2
Donald J. Trump,President,,Republican,Lowndess,National Guard Armory,379,,2
Darrell Castle,President,,Constitution,Lowndess,National Guard Armory,9,,2
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,National Guard Armory,2,,2
Jim Hedges,President,,Prohibition,Lowndess,National Guard Armory,0,,2
Gary Johnson,President,,Libertarian,Lowndess,National Guard Armory,13,,2
Jill Stein,President,,Green,Lowndess,National Guard Armory,11,,2
Trent Kelly,U.S.House,1,Republican,Lowndess,National Guard Armory,470,,2
Jacob Owens,U.S.House,1,Democrat,Lowndess,National Guard Armory,1601,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndess,National Guard Armory,35,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndess,National Guard Armory,33,,2
Hillary Clinton,President,,Democrat,Lowndess,New Hope,582,,3
Donald J. Trump,President,,Republican,Lowndess,New Hope,2972,,3
Darrell Castle,President,,Constitution,Lowndess,New Hope,12,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,New Hope,0,,3
Jim Hedges,President,,Prohibition,Lowndess,New Hope,1,,3
Gary Johnson,President,,Libertarian,Lowndess,New Hope,36,,3
Jill Stein,President,,Green,Lowndess,New Hope,11,,3
Trent Kelly,U.S.House,1,Republican,Lowndess,New Hope,2974,,3
Jacob Owens,U.S.House,1,Democrat,Lowndess,New Hope,491,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndess,New Hope,25,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndess,New Hope,65,,3
Hillary Clinton,President,,Democrat,Lowndess,Plum Grove,298,,3
Donald J. Trump,President,,Republican,Lowndess,Plum Grove,22,,3
Darrell Castle,President,,Constitution,Lowndess,Plum Grove,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,Plum Grove,0,,3
Jim Hedges,President,,Prohibition,Lowndess,Plum Grove,0,,3
Gary Johnson,President,,Libertarian,Lowndess,Plum Grove,1,,3
Jill Stein,President,,Green,Lowndess,Plum Grove,0,,3
Trent Kelly,U.S.House,1,Republican,Lowndess,Plum Grove,38,,3
Jacob Owens,U.S.House,1,Democrat,Lowndess,Plum Grove,254,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndess,Plum Grove,2,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndess,Plum Grove,5,,3
Hillary Clinton,President,,Democrat,Lowndess,Propst Paric Community Hut,270,,3
Donald J. Trump,President,,Republican,Lowndess,Propst Paric Community Hut,11,,3
Darrell Castle,President,,Constitution,Lowndess,Propst Paric Community Hut,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,Propst Paric Community Hut,0,,3
Jim Hedges,President,,Prohibition,Lowndess,Propst Paric Community Hut,0,,3
Gary Johnson,President,,Libertarian,Lowndess,Propst Paric Community Hut,2,,3
Jill Stein,President,,Green,Lowndess,Propst Paric Community Hut,1,,3
Trent Kelly,U.S.House,1,Republican,Lowndess,Propst Paric Community Hut,35,,3
Jacob Owens,U.S.House,1,Democrat,Lowndess,Propst Paric Community Hut,208,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndess,Propst Paric Community Hut,9,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndess,Propst Paric Community Hut,8,,3
Hillary Clinton,President,,Democrat,Lowndess,Rural Hill,444,,3
Donald J. Trump,President,,Republican,Lowndess,Rural Hill,1349,,3
Darrell Castle,President,,Constitution,Lowndess,Rural Hill,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,Rural Hill,0,,3
Jim Hedges,President,,Prohibition,Lowndess,Rural Hill,0,,3
Gary Johnson,President,,Libertarian,Lowndess,Rural Hill,23,,3
Jill Stein,President,,Green,Lowndess,Rural Hill,1,,3
Trent Kelly,U.S.House,1,Republican,Lowndess,Rural Hill,1337,,3
Jacob Owens,U.S.House,1,Democrat,Lowndess,Rural Hill,398,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndess,Rural Hill,15,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndess,Rural Hill,39,,3
Hillary Clinton,President,,Democrat,Lowndess,Steens,62,,3
Donald J. Trump,President,,Republican,Lowndess,Steens,410,,3
Darrell Castle,President,,Constitution,Lowndess,Steens,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,Steens,2,,3
Jim Hedges,President,,Prohibition,Lowndess,Steens,0,,3
Gary Johnson,President,,Libertarian,Lowndess,Steens,6,,3
Jill Stein,President,,Green,Lowndess,Steens,2,,3
Trent Kelly,U.S.House,1,Republican,Lowndess,Steens,399,,3
Jacob Owens,U.S.House,1,Democrat,Lowndess,Steens,51,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndess,Steens,6,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndess,Steens,15,,3
Hillary Clinton,President,,Democrat,Lowndess,Towsend Park,842,,3
Donald J. Trump,President,,Republican,Lowndess,Towsend Park,68,,3
Darrell Castle,President,,Constitution,Lowndess,Towsend Park,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,Towsend Park,0,,3
Jim Hedges,President,,Prohibition,Lowndess,Towsend Park,1,,3
Gary Johnson,President,,Libertarian,Lowndess,Towsend Park,6,,3
Jill Stein,President,,Green,Lowndess,Towsend Park,6,,3
Trent Kelly,U.S.House,1,Republican,Lowndess,Towsend Park,111,,3
Jacob Owens,U.S.House,1,Democrat,Lowndess,Towsend Park,730,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndess,Towsend Park,16,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndess,Towsend Park,12,,3
Hillary Clinton,President,,Democrat,Lowndess,Trinity,510,,3
Donald J. Trump,President,,Republican,Lowndess,Trinity,246,,3
Darrell Castle,President,,Constitution,Lowndess,Trinity,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,Trinity,1,,3
Jim Hedges,President,,Prohibition,Lowndess,Trinity,1,,3
Gary Johnson,President,,Libertarian,Lowndess,Trinity,7,,3
Jill Stein,President,,Green,Lowndess,Trinity,7,,3
Trent Kelly,U.S.House,1,Republican,Lowndess,Trinity,252,,3
Jacob Owens,U.S.House,1,Democrat,Lowndess,Trinity,446,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndess,Trinity,13,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndess,Trinity,16,,3
Hillary Clinton,President,,Democrat,Lowndess,Union Academy,607,,3
Donald J. Trump,President,,Republican,Lowndess,Union Academy,101,,3
Darrell Castle,President,,Constitution,Lowndess,Union Academy,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,Union Academy,1,,3
Jim Hedges,President,,Prohibition,Lowndess,Union Academy,1,,3
Gary Johnson,President,,Libertarian,Lowndess,Union Academy,5,,3
Jill Stein,President,,Green,Lowndess,Union Academy,2,,3
Trent Kelly,U.S.House,1,Republican,Lowndess,Union Academy,172,,3
Jacob Owens,U.S.House,1,Democrat,Lowndess,Union Academy,459,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndess,Union Academy,11,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndess,Union Academy,19,,3
Hillary Clinton,President,,Democrat,Lowndess,University,282,,3
Donald J. Trump,President,,Republican,Lowndess,University,342,,3
Darrell Castle,President,,Constitution,Lowndess,University,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,University,1,,3
Jim Hedges,President,,Prohibition,Lowndess,University,1,,3
Gary Johnson,President,,Libertarian,Lowndess,University,15,,3
Jill Stein,President,,Green,Lowndess,University,10,,3
Trent Kelly,U.S.House,1,Republican,Lowndess,University,385,,3
Jacob Owens,U.S.House,1,Democrat,Lowndess,University,217,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndess,University,7,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndess,University,25,,3
Hillary Clinton,President,,Democrat,Lowndess,West lowndes,246,,3
Donald J. Trump,President,,Republican,Lowndess,West lowndes,658,,3
Darrell Castle,President,,Constitution,Lowndess,West lowndes,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,West lowndes,1,,3
Jim Hedges,President,,Prohibition,Lowndess,West lowndes,0,,3
Gary Johnson,President,,Libertarian,Lowndess,West lowndes,15,,3
Jill Stein,President,,Green,Lowndess,West lowndes,7,,3
Trent Kelly,U.S.House,1,Republican,Lowndess,West lowndes,681,,3
Jacob Owens,U.S.House,1,Democrat,Lowndess,West lowndes,203,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndess,West lowndes,7,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndess,West lowndes,20,,3
Hillary Clinton,President,,Democrat,Lowndess,,11819,,3
Donald J. Trump,President,,Republican,Lowndess,,13271,TRUE,3
Darrell Castle,President,,Constitution,Lowndess,,72,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndess,,14,,3
Jim Hedges,President,,Prohibition,Lowndess,,9,,3
Gary Johnson,President,,Libertarian,Lowndess,,295,,3
Jill Stein,President,,Green,Lowndess,,95,,3
Trent Kelly,U.S.House,1,Republican,Lowndess,,13853,TRUE,3
Jacob Owens,U.S.House,1,Democrat,Lowndess,,10037,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndess,,296,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndess,,550,,3
