candidate,office,district,party,county,precinct,votes,winner,page
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Dantzier,34,,2
Shawn O'Hara,U.S.House,4,Reform,Forrest,Dantzier,10,,2
Hillary Clinton,President,,Democrat,Forrest,Dixie,113,,2
Donald J. Trump,President,,Republican,Forrest,Dixie,1050,,2
Darrell Castle,President,,Constitution,Forrest,Dixie,5,,2
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Dixie,1,,2
Jim Hedges,President,,Prohibition,Forrest,Dixie,0,,2
Gary Johnson,President,,Libertarian,Forrest,Dixie,17,,2
Jill Stein,President,,Green,Forrest,Dixie,6,,2
Mark Gladney,U.S.House,4,Democrat,Forrest,Dixie,132,,2
Steven Palazzo,U.S.House,4,Republican,Forrest,Dixie,949,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Dixie,90,,2
Shawn O'Hara,U.S.House,4,Reform,Forrest,Dixie,18,,2
Hillary Clinton,President,,Democrat,Forrest,Dixie Pine Central,732,,2
Donald J. Trump,President,,Republican,Forrest,Dixie Pine Central,173,,2
Darrell Castle,President,,Constitution,Forrest,Dixie Pine Central,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Dixie Pine Central,0,,2
Jim Hedges,President,,Prohibition,Forrest,Dixie Pine Central,4,,2
Gary Johnson,President,,Libertarian,Forrest,Dixie Pine Central,5,,2
Jill Stein,President,,Green,Forrest,Dixie Pine Central,2,,2
Mark Gladney,U.S.House,4,Democrat,Forrest,Dixie Pine Central,593,,2
Steven Palazzo,U.S.House,4,Republican,Forrest,Dixie Pine Central,206,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Dixie Pine Central,38,,2
Shawn O'Hara,U.S.House,4,Reform,Forrest,Dixie Pine Central,45,,2
Hillary Clinton,President,,Democrat,Forrest,Eatonville,149,,2
Donald J. Trump,President,,Republican,Forrest,Eatonville,523,,2
Darrell Castle,President,,Constitution,Forrest,Eatonville,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Eatonville,0,,2
Jim Hedges,President,,Prohibition,Forrest,Eatonville,0,,2
Gary Johnson,President,,Libertarian,Forrest,Eatonville,9,,2
Jill Stein,President,,Green,Forrest,Eatonville,2,,2
Mark Gladney,U.S.House,4,Democrat,Forrest,Eatonville,155,,2
Steven Palazzo,U.S.House,4,Republican,Forrest,Eatonville,471,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Eatonville,39,,2
Shawn O'Hara,U.S.House,4,Reform,Forrest,Eatonville,11,,2
Hillary Clinton,President,,Democrat,Forrest,Glendale,628,,2
Donald J. Trump,President,,Republican,Forrest,Glendale,253,,2
Darrell Castle,President,,Constitution,Forrest,Glendale,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Glendale,1,,2
Jim Hedges,President,,Prohibition,Forrest,Glendale,1,,2
Gary Johnson,President,,Libertarian,Forrest,Glendale,7,,2
Jill Stein,President,,Green,Forrest,Glendale,5,,2
Mark Gladney,U.S.House,4,Democrat,Forrest,Glendale,573,,2
Steven Palazzo,U.S.House,4,Republican,Forrest,Glendale,258,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Glendale,30,,2
Shawn O'Hara,U.S.House,4,Reform,Forrest,Glendale,21,,2
Hillary Clinton,President,,Democrat,Forrest,Hattlesburg Cultural Center,605,,3
Donald J. Trump,President,,Republican,Forrest,Hattlesburg Cultural Center,39,,3
Darrell Castle,President,,Constitution,Forrest,Hattlesburg Cultural Center,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Hattlesburg Cultural Center,0,,3
Jim Hedges,President,,Prohibition,Forrest,Hattlesburg Cultural Center,0,,3
Gary Johnson,President,,Libertarian,Forrest,Hattlesburg Cultural Center,5,,3
Jill Stein,President,,Green,Forrest,Hattlesburg Cultural Center,2,,3
Mark Gladney,U.S.House,4,Democrat,Forrest,Hattlesburg Cultural Center,501,,3
Steven Palazzo,U.S.House,4,Republican,Forrest,Hattlesburg Cultural Center,79,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Hattlesburg Cultural Center,22,,3
Shawn O'Hara,U.S.House,4,Reform,Forrest,Hattlesburg Cultural Center,25,,3
Hillary Clinton,President,,Democrat,Forrest,Highland Park,529,,3
Donald J. Trump,President,,Republican,Forrest,Highland Park,247,,3
Darrell Castle,President,,Constitution,Forrest,Highland Park,5,,3
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Highland Park,0,,3
Jim Hedges,President,,Prohibition,Forrest,Highland Park,0,,3
Gary Johnson,President,,Libertarian,Forrest,Highland Park,31,,3
Jill Stein,President,,Green,Forrest,Highland Park,6,,3
Mark Gladney,U.S.House,4,Democrat,Forrest,Highland Park,452,,3
Steven Palazzo,U.S.House,4,Republican,Forrest,Highland Park,284,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Highland Park,53,,3
Shawn O'Hara,U.S.House,4,Reform,Forrest,Highland Park,23,,3
Hillary Clinton,President,,Democrat,Forrest,Kamper Park,516,,3
Donald J. Trump,President,,Republican,Forrest,Kamper Park,441,,3
Darrell Castle,President,,Constitution,Forrest,Kamper Park,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Kamper Park,1,,3
Jim Hedges,President,,Prohibition,Forrest,Kamper Park,0,,3
Gary Johnson,President,,Libertarian,Forrest,Kamper Park,52,,3
Jill Stein,President,,Green,Forrest,Kamper Park,14,,3
Mark Gladney,U.S.House,4,Democrat,Forrest,Kamper Park,457,,3
Steven Palazzo,U.S.House,4,Republican,Forrest,Kamper Park,430,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Kamper Park,109,,3
Shawn O'Hara,U.S.House,4,Reform,Forrest,Kamper Park,21,,3
Hillary Clinton,President,,Democrat,Forrest,Leeville,100,,3
Donald J. Trump,President,,Republican,Forrest,Leeville,914,,3
Darrell Castle,President,,Constitution,Forrest,Leeville,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Leeville,0,,3
Jim Hedges,President,,Prohibition,Forrest,Leeville,0,,3
Gary Johnson,President,,Libertarian,Forrest,Leeville,13,,3
Jill Stein,President,,Green,Forrest,Leeville,4,,3
Mark Gladney,U.S.House,4,Democrat,Forrest,Leeville,119,,3
Steven Palazzo,U.S.House,4,Republican,Forrest,Leeville,798,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Leeville,96,,3
Shawn O'Hara,U.S.House,4,Reform,Forrest,Leeville,12,,3
Hillary Clinton,President,,Democrat,Forrest,Lillie Burney,621,,3
Donald J. Trump,President,,Republican,Forrest,Lillie Burney,12,,3
Darrell Castle,President,,Constitution,Forrest,Lillie Burney,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Lillie Burney,0,,3
Jim Hedges,President,,Prohibition,Forrest,Lillie Burney,0,,3
Gary Johnson,President,,Libertarian,Forrest,Lillie Burney,4,,3
Jill Stein,President,,Green,Forrest,Lillie Burney,2,,3
Mark Gladney,U.S.House,4,Democrat,Forrest,Lillie Burney,534,,3
Steven Palazzo,U.S.House,4,Republican,Forrest,Lillie Burney,50,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Lillie Burney,15,,3
Shawn O'Hara,U.S.House,4,Reform,Forrest,Lillie Burney,21,,3
Hillary Clinton,President,,Democrat,Forrest,Maxie,21,,3
Donald J. Trump,President,,Republican,Forrest,Maxie,145,,3
Darrell Castle,President,,Constitution,Forrest,Maxie,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Maxie,0,,3
Jim Hedges,President,,Prohibition,Forrest,Maxie,0,,3
Gary Johnson,President,,Libertarian,Forrest,Maxie,3,,3
Jill Stein,President,,Green,Forrest,Maxie,1,,3
Mark Gladney,U.S.House,4,Democrat,Forrest,Maxie,28,,3
Steven Palazzo,U.S.House,4,Republican,Forrest,Maxie,151,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Maxie,6,,3
Shawn O'Hara,U.S.House,4,Reform,Forrest,Maxie,1,,3
Hillary Clinton,President,,Democrat,Forrest,Mclaurin,41,,3
Donald J. Trump,President,,Republican,Forrest,Mclaurin,276,,3
Darrell Castle,President,,Constitution,Forrest,Mclaurin,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Mclaurin,0,,3
Jim Hedges,President,,Prohibition,Forrest,Mclaurin,0,,3
Gary Johnson,President,,Libertarian,Forrest,Mclaurin,2,,3
Jill Stein,President,,Green,Forrest,Mclaurin,0,,3
Mark Gladney,U.S.House,4,Democrat,Forrest,Mclaurin,49,,3
Steven Palazzo,U.S.House,4,Republican,Forrest,Mclaurin,243,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Mclaurin,16,,3
Shawn O'Hara,U.S.House,4,Reform,Forrest,Mclaurin,12,,3
Hillary Clinton,President,,Democrat,Forrest,North Heights,657,,3
Donald J. Trump,President,,Republican,Forrest,North Heights,89,,3
Darrell Castle,President,,Constitution,Forrest,North Heights,6,,3
Rocky' Roque De La Fuente,President,,American Delta,Forrest,North Heights,0,,3
Jim Hedges,President,,Prohibition,Forrest,North Heights,1,,3
Gary Johnson,President,,Libertarian,Forrest,North Heights,12,,3
Jill Stein,President,,Green,Forrest,North Heights,8,,3
Mark Gladney,U.S.House,4,Democrat,Forrest,North Heights,593,,3
Steven Palazzo,U.S.House,4,Republican,Forrest,North Heights,122,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,North Heights,25,,3
Shawn O'Hara,U.S.House,4,Reform,Forrest,North Heights,15,,3
Hillary Clinton,President,,Democrat,Forrest,Petal Civic Center,175,,3
Donald J. Trump,President,,Republican,Forrest,Petal Civic Center,957,,3
Darrell Castle,President,,Constitution,Forrest,Petal Civic Center,7,,3
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Petal Civic Center,2,,3
Jim Hedges,President,,Prohibition,Forrest,Petal Civic Center,1,,3
Gary Johnson,President,,Libertarian,Forrest,Petal Civic Center,26,,3
Jill Stein,President,,Green,Forrest,Petal Civic Center,6,,3
Mark Gladney,U.S.House,4,Democrat,Forrest,Petal Civic Center,176,,3
Steven Palazzo,U.S.House,4,Republican,Forrest,Petal Civic Center,880,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Petal Civic Center,91,,3
Shawn O'Hara,U.S.House,4,Reform,Forrest,Petal Civic Center,27,,3
Hillary Clinton,President,,Democrat,Forrest,Petal Masonic,131,,3
Donald J. Trump,President,,Republican,Forrest,Petal Masonic,897,,3
Darrell Castle,President,,Constitution,Forrest,Petal Masonic,6,,3
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Petal Masonic,0,,3
Jim Hedges,President,,Prohibition,Forrest,Petal Masonic,1,,3
Gary Johnson,President,,Libertarian,Forrest,Petal Masonic,40,,3
Jill Stein,President,,Green,Forrest,Petal Masonic,6,,3
Mark Gladney,U.S.House,4,Democrat,Forrest,Petal Masonic,151,,3
Steven Palazzo,U.S.House,4,Republican,Forrest,Petal Masonic,823,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Petal Masonic,88,,3
Shawn O'Hara,U.S.House,4,Reform,Forrest,Petal Masonic,12,,3
Hillary Clinton,President,,Democrat,Forrest,Pinecrest,550,,3
Donald J. Trump,President,,Republican,Forrest,Pinecrest,354,,3
Darrell Castle,President,,Constitution,Forrest,Pinecrest,8,,3
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Pinecrest,0,,3
Jim Hedges,President,,Prohibition,Forrest,Pinecrest,0,,3
Gary Johnson,President,,Libertarian,Forrest,Pinecrest,55,,3
Jill Stein,President,,Green,Forrest,Pinecrest,11,,3
Mark Gladney,U.S.House,4,Democrat,Forrest,Pinecrest,478,,3
Steven Palazzo,U.S.House,4,Republican,Forrest,Pinecrest,385,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Pinecrest,82,,3
Shawn O'Hara,U.S.House,4,Reform,Forrest,Pinecrest,15,,3
Hillary Clinton,President,,Democrat,Forrest,Rawls Springs,404,,4
Donald J. Trump,President,,Republican,Forrest,Rawls Springs,425,,4
Darrell Castle,President,,Constitution,Forrest,Rawls Springs,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Rawls Springs,0,,4
Jim Hedges,President,,Prohibition,Forrest,Rawls Springs,0,,4
Gary Johnson,President,,Libertarian,Forrest,Rawls Springs,9,,4
Jill Stein,President,,Green,Forrest,Rawls Springs,3,,4
Mark Gladney,U.S.House,4,Democrat,Forrest,Rawls Springs,368,,4
Steven Palazzo,U.S.House,4,Republican,Forrest,Rawls Springs,399,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Rawls Springs,48,,4
Shawn O'Hara,U.S.House,4,Reform,Forrest,Rawls Springs,18,,4
Hillary Clinton,President,,Democrat,Forrest,Richburg,131,,4
Donald J. Trump,President,,Republican,Forrest,Richburg,308,,4
Darrell Castle,President,,Constitution,Forrest,Richburg,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Richburg,0,,4
Jim Hedges,President,,Prohibition,Forrest,Richburg,0,,4
Gary Johnson,President,,Libertarian,Forrest,Richburg,8,,4
Jill Stein,President,,Green,Forrest,Richburg,2,,4
Mark Gladney,U.S.House,4,Democrat,Forrest,Richburg,109,,4
Steven Palazzo,U.S.House,4,Republican,Forrest,Richburg,304,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Richburg,33,,4
Shawn O'Hara,U.S.House,4,Reform,Forrest,Richburg,6,,4
Hillary Clinton,President,,Democrat,Forrest,Rowan,532,,4
Donald J. Trump,President,,Republican,Forrest,Rowan,7,,4
Darrell Castle,President,,Constitution,Forrest,Rowan,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Rowan,0,,4
Jim Hedges,President,,Prohibition,Forrest,Rowan,0,,4
Gary Johnson,President,,Libertarian,Forrest,Rowan,2,,4
Jill Stein,President,,Green,Forrest,Rowan,1,,4
Mark Gladney,U.S.House,4,Democrat,Forrest,Rowan,441,,4
Steven Palazzo,U.S.House,4,Republican,Forrest,Rowan,48,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Rowan,12,,4
Shawn O'Hara,U.S.House,4,Reform,Forrest,Rowan,27,,4
Hillary Clinton,President,,Democrat,Forrest,Salvation Army,854,,4
Donald J. Trump,President,,Republican,Forrest,Salvation Army,60,,4
Darrell Castle,President,,Constitution,Forrest,Salvation Army,4,,4
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Salvation Army,1,,4
Jim Hedges,President,,Prohibition,Forrest,Salvation Army,0,,4
Gary Johnson,President,,Libertarian,Forrest,Salvation Army,4,,4
Jill Stein,President,,Green,Forrest,Salvation Army,4,,4
Mark Gladney,U.S.House,4,Democrat,Forrest,Salvation Army,706,,4
Steven Palazzo,U.S.House,4,Republican,Forrest,Salvation Army,136,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Salvation Army,19,,4
Shawn O'Hara,U.S.House,4,Reform,Forrest,Salvation Army,41,,4
Hillary Clinton,President,,Democrat,Forrest,Sheeplo,205,,4
Donald J. Trump,President,,Republican,Forrest,Sheeplo,467,,4
Darrell Castle,President,,Constitution,Forrest,Sheeplo,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Sheeplo,0,,4
Jim Hedges,President,,Prohibition,Forrest,Sheeplo,0,,4
Gary Johnson,President,,Libertarian,Forrest,Sheeplo,4,,4
Jill Stein,President,,Green,Forrest,Sheeplo,2,,4
Mark Gladney,U.S.House,4,Democrat,Forrest,Sheeplo,191,,4
Steven Palazzo,U.S.House,4,Republican,Forrest,Sheeplo,437,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Sheeplo,35,,4
Shawn O'Hara,U.S.House,4,Reform,Forrest,Sheeplo,12,,4
Hillary Clinton,President,,Democrat,Forrest,Sigler Center,581,,4
Donald J. Trump,President,,Republican,Forrest,Sigler Center,184,,4
Darrell Castle,President,,Constitution,Forrest,Sigler Center,9,,4
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Sigler Center,0,,4
Jim Hedges,President,,Prohibition,Forrest,Sigler Center,1,,4
Gary Johnson,President,,Libertarian,Forrest,Sigler Center,29,,4
Jill Stein,President,,Green,Forrest,Sigler Center,12,,4
Mark Gladney,U.S.House,4,Democrat,Forrest,Sigler Center,487,,4
Steven Palazzo,U.S.House,4,Republican,Forrest,Sigler Center,230,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Sigler Center,48,,4
Shawn O'Hara,U.S.House,4,Reform,Forrest,Sigler Center,29,,4
Hillary Clinton,President,,Democrat,Forrest,Sunrise,250,,4
Donald J. Trump,President,,Republican,Forrest,Sunrise,1688,,4
Darrell Castle,President,,Constitution,Forrest,Sunrise,4,,4
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Sunrise,0,,4
Jim Hedges,President,,Prohibition,Forrest,Sunrise,1,,4
Gary Johnson,President,,Libertarian,Forrest,Sunrise,29,,4
Jill Stein,President,,Green,Forrest,Sunrise,7,,4
Mark Gladney,U.S.House,4,Democrat,Forrest,Sunrise,266,,4
Steven Palazzo,U.S.House,4,Republican,Forrest,Sunrise,1570,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Sunrise,133,,4
Shawn O'Hara,U.S.House,4,Reform,Forrest,Sunrise,14,,4
Hillary Clinton,President,,Democrat,Forrest,Thames,484,,4
Donald J. Trump,President,,Republican,Forrest,Thames,1060,,4
Darrell Castle,President,,Constitution,Forrest,Thames,8,,4
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Thames,0,,4
Jim Hedges,President,,Prohibition,Forrest,Thames,2,,4
Gary Johnson,President,,Libertarian,Forrest,Thames,62,,4
Jill Stein,President,,Green,Forrest,Thames,11,,4
Mark Gladney,U.S.House,4,Democrat,Forrest,Thames,432,,4
Steven Palazzo,U.S.House,4,Republican,Forrest,Thames,1051,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Thames,120,,4
Shawn O'Hara,U.S.House,4,Reform,Forrest,Thames,22,,4
Hillary Clinton,President,,Democrat,Forrest,Timberton,174,,4
Donald J. Trump,President,,Republican,Forrest,Timberton,588,,4
Darrell Castle,President,,Constitution,Forrest,Timberton,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Timberton,0,,4
Jim Hedges,President,,Prohibition,Forrest,Timberton,0,,4
Gary Johnson,President,,Libertarian,Forrest,Timberton,17,,4
Jill Stein,President,,Green,Forrest,Timberton,6,,4
Mark Gladney,U.S.House,4,Democrat,Forrest,Timberton,166,,4
Steven Palazzo,U.S.House,4,Republican,Forrest,Timberton,552,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Timberton,53,,4
Shawn O'Hara,U.S.House,4,Reform,Forrest,Timberton,11,,4
Hillary Clinton,President,,Democrat,Forrest,Train Depot,336,,4
Donald J. Trump,President,,Republican,Forrest,Train Depot,45,,4
Darrell Castle,President,,Constitution,Forrest,Train Depot,4,,4
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Train Depot,0,,4
Jim Hedges,President,,Prohibition,Forrest,Train Depot,0,,4
Gary Johnson,President,,Libertarian,Forrest,Train Depot,9,,4
Jill Stein,President,,Green,Forrest,Train Depot,1,,4
Mark Gladney,U.S.House,4,Democrat,Forrest,Train Depot,275,,4
Steven Palazzo,U.S.House,4,Republican,Forrest,Train Depot,74,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Train Depot,14,,4
Shawn O'Hara,U.S.House,4,Reform,Forrest,Train Depot,20,,4
Hillary Clinton,President,,Democrat,Forrest,West Hills,199,,4
Donald J. Trump,President,,Republican,Forrest,West Hills,316,,4
Darrell Castle,President,,Constitution,Forrest,West Hills,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Forrest,West Hills,0,,4
Jim Hedges,President,,Prohibition,Forrest,West Hills,0,,4
Gary Johnson,President,,Libertarian,Forrest,West Hills,15,,4
Jill Stein,President,,Green,Forrest,West Hills,3,,4
Mark Gladney,U.S.House,4,Democrat,Forrest,West Hills,178,,4
Steven Palazzo,U.S.House,4,Republican,Forrest,West Hills,315,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,West Hills,34,,4
Shawn O'Hara,U.S.House,4,Reform,Forrest,West Hills,4,,4
Hillary Clinton,President,,Democrat,Forrest,West Petal,126,,5
Donald J. Trump,President,,Republican,Forrest,West Petal,307,,5
Darrell Castle,President,,Constitution,Forrest,West Petal,2,,5
Rocky' Roque De La Fuente,President,,American Delta,Forrest,West Petal,1,,5
Jim Hedges,President,,Prohibition,Forrest,West Petal,0,,5
Gary Johnson,President,,Libertarian,Forrest,West Petal,11,,5
Jill Stein,President,,Green,Forrest,West Petal,4,,5
Mark Gladney,U.S.House,4,Democrat,Forrest,West Petal,118,,5
Steven Palazzo,U.S.House,4,Republican,Forrest,West Petal,280,,5
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,West Petal,36,,5
Shawn O'Hara,U.S.House,4,Reform,Forrest,West Petal,17,,5
Hillary Clinton,President,,Democrat,Forrest,Westside,416,,5
Donald J. Trump,President,,Republican,Forrest,Westside,313,,5
Darrell Castle,President,,Constitution,Forrest,Westside,2,,5
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Westside,1,,5
Jim Hedges,President,,Prohibition,Forrest,Westside,0,,5
Gary Johnson,President,,Libertarian,Forrest,Westside,28,,5
Jill Stein,President,,Green,Forrest,Westside,7,,5
Mark Gladney,U.S.House,4,Democrat,Forrest,Westside,366,,5
Steven Palazzo,U.S.House,4,Republican,Forrest,Westside,311,,5
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Westside,59,,5
Shawn O'Hara,U.S.House,4,Reform,Forrest,Westside,14,,5
Hillary Clinton,President,,Democrat,Forrest,,11716,,5
Donald J. Trump,President,,Republican,Forrest,,15461,TRUE,5
Darrell Castle,President,,Constitution,Forrest,,115,,5
Rocky' Roque De La Fuente,President,,American Delta,Forrest,,9,,5
Jim Hedges,President,,Prohibition,Forrest,,16,,5
Gary Johnson,President,,Libertarian,Forrest,,598,,5
Jill Stein,President,,Green,Forrest,,149,,5
Mark Gladney,U.S.House,4,Democrat,Forrest,,10402,,5
Steven Palazzo,U.S.House,4,Republican,Forrest,,14943,TRUE,5
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,,1734,,5
Shawn O'Hara,U.S.House,4,Reform,Forrest,,619,,5
