candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Forrest,Bar Mac,270,,2
Donald J. Trump,President,,Republican,Forrest,Bar Mac,1593,,2
Darrell Castle,President,,Constitution,Forrest,Bar Mac,8,,2
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Bar Mac,1,,2
Jim Hedges,President,,Prohibition,Forrest,Bar Mac,1,,2
Gary Johnson,President,,Libertarian,Forrest,Bar Mac,34,,2
Jill Stein,President,,Green,Forrest,Bar Mac,3,,2
Mark Gladney,U.S.House,4,Democrat,Forrest,Bar Mac,286,,2
Steven Palazzo,U.S.House,4,Republican,Forrest,Bar Mac,1465,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Bar Mac,121,,2
Shawn O'Hara,U.S.House,4,Reform,Forrest,Bar Mac,26,,2
Hillary Clinton,President,,Democrat,Forrest,Brooklyn,24,,2
Donald J. Trump,President,,Republican,Forrest,Brooklyn,400,,2
Darrell Castle,President,,Constitution,Forrest,Brooklyn,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Brooklyn,0,,2
Jim Hedges,President,,Prohibition,Forrest,Brooklyn,1,,2
Gary Johnson,President,,Libertarian,Forrest,Brooklyn,4,,2
Jill Stein,President,,Green,Forrest,Brooklyn,0,,2
Mark Gladney,U.S.House,4,Democrat,Forrest,Brooklyn,39,,2
Steven Palazzo,U.S.House,4,Republican,Forrest,Brooklyn,353,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Brooklyn,26,,2
Shawn O'Hara,U.S.House,4,Reform,Forrest,Brooklyn,7,,2
Hillary Clinton,President,,Democrat,Forrest,Burger Center,398,,2
Donald J. Trump,President,,Republican,Forrest,Burger Center,5,,2
Darrell Castle,President,,Constitution,Forrest,Burger Center,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Burger Center,0,,2
Jim Hedges,President,,Prohibition,Forrest,Burger Center,0,,2
Gary Johnson,President,,Libertarian,Forrest,Burger Center,0,,2
Jill Stein,President,,Green,Forrest,Burger Center,0,,2
Mark Gladney,U.S.House,4,Democrat,Forrest,Burger Center,316,,2
Steven Palazzo,U.S.House,4,Republican,Forrest,Burger Center,39,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Burger Center,7,,2
Shawn O'Hara,U.S.House,4,Reform,Forrest,Burger Center,16,,2
Hillary Clinton,President,,Democrat,Forrest,Camp,289,,2
Donald J. Trump,President,,Republican,Forrest,Camp,213,,2
Darrell Castle,President,,Constitution,Forrest,Camp,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Camp,0,,2
Jim Hedges,President,,Prohibition,Forrest,Camp,1,,2
Gary Johnson,President,,Libertarian,Forrest,Camp,29,,2
Jill Stein,President,,Green,Forrest,Camp,6,,2
Mark Gladney,U.S.House,4,Democrat,Forrest,Camp,246,,2
Steven Palazzo,U.S.House,4,Republican,Forrest,Camp,217,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Camp,60,,2
Shawn O'Hara,U.S.House,4,Reform,Forrest,Camp,9,,2
Hillary Clinton,President,,Democrat,Forrest,Carnes,21,,2
Donald J. Trump,President,,Republican,Forrest,Carnes,617,,2
Darrell Castle,President,,Constitution,Forrest,Carnes,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Carnes,0,,2
Jim Hedges,President,,Prohibition,Forrest,Carnes,1,,2
Gary Johnson,President,,Libertarian,Forrest,Carnes,6,,2
Jill Stein,President,,Green,Forrest,Carnes,0,,2
Mark Gladney,U.S.House,4,Democrat,Forrest,Carnes,36,,2
Steven Palazzo,U.S.House,4,Republican,Forrest,Carnes,571,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Carnes,17,,2
Shawn O'Hara,U.S.House,4,Reform,Forrest,Carnes,14,,2
Hillary Clinton,President,,Democrat,Forrest,Court Street,421,,2
Donald J. Trump,President,,Republican,Forrest,Court Street,80,,2
Darrell Castle,President,,Constitution,Forrest,Court Street,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Court Street,0,,2
Jim Hedges,President,,Prohibition,Forrest,Court Street,0,,2
Gary Johnson,President,,Libertarian,Forrest,Court Street,10,,2
Jill Stein,President,,Green,Forrest,Court Street,0,,2
Mark Gladney,U.S.House,4,Democrat,Forrest,Court Street,347,,2
Steven Palazzo,U.S.House,4,Republican,Forrest,Court Street,103,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Forrest,Court Street,25,,2
Shawn O'Hara,U.S.House,4,Reform,Forrest,Court Street,23,,2
Hillary Clinton,President,,Democrat,Forrest,Dantzier,22,,2
Donald J. Trump,President,,Republican,Forrest,Dantzier,415,,2
Darrell Castle,President,,Constitution,Forrest,Dantzier,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Forrest,Dantzier,0,,2
Jim Hedges,President,,Prohibition,Forrest,Dantzier,0,,2
Gary Johnson,President,,Libertarian,Forrest,Dantzier,7,,2
Jill Stein,President,,Green,Forrest,Dantzier,2,,2
Mark Gladney,U.S.House,4,Democrat,Forrest,Dantzier,38,,2
Steven Palazzo,U.S.House,4,Republican,Forrest,Dantzier,359,,2
