candidate,office,district,party,county,precinct,votes,winner,page
Jacob Owens,U.S.House,1,Democrat,Monroe,1 Boyds,23,,2
Cathy L. Toole,U.S.House,1,Reform,Monroe,1 Boyds,1,,2
Chase Wilson,U.S.House,1,Libertarian,Monroe,1 Boyds,7,,2
Hillary Clinton,President,,Democrat,Monroe,1 Hatley,98,,2
Donald J. Trump,President,,Republican,Monroe,1 Hatley,1252,,2
Darrell Castle,President,,Constitution,Monroe,1 Hatley,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Monroe,1 Hatley,0,,2
Jim Hedges,President,,Prohibition,Monroe,1 Hatley,0,,2
Gary Johnson,President,,Libertarian,Monroe,1 Hatley,6,,2
Jill Stein,President,,Green,Monroe,1 Hatley,4,,2
Trent Kelly,U.S.House,1,Republican,Monroe,1 Hatley,1241,,2
Jacob Owens,U.S.House,1,Democrat,Monroe,1 Hatley,86,,2
Cathy L. Toole,U.S.House,1,Reform,Monroe,1 Hatley,7,,2
Chase Wilson,U.S.House,1,Libertarian,Monroe,1 Hatley,14,,2
Hillary Clinton,President,,Democrat,Monroe,1 Smithville,101,,2
Donald J. Trump,President,,Republican,Monroe,1 Smithville,675,,2
Darrell Castle,President,,Constitution,Monroe,1 Smithville,5,,2
Rocky' Roque De La Fuente,President,,American Delta,Monroe,1 Smithville,1,,2
Jim Hedges,President,,Prohibition,Monroe,1 Smithville,0,,2
Gary Johnson,President,,Libertarian,Monroe,1 Smithville,9,,2
Jill Stein,President,,Green,Monroe,1 Smithville,2,,2
Trent Kelly,U.S.House,1,Republican,Monroe,1 Smithville,677,,2
Jacob Owens,U.S.House,1,Democrat,Monroe,1 Smithville,81,,2
Cathy L. Toole,U.S.House,1,Reform,Monroe,1 Smithville,7,,2
Chase Wilson,U.S.House,1,Libertarian,Monroe,1 Smithville,9,,2
Hillary Clinton,President,,Democrat,Monroe,2 Amory Second,336,,2
Donald J. Trump,President,,Republican,Monroe,2 Amory Second,1227,,2
Darrell Castle,President,,Constitution,Monroe,2 Amory Second,5,,2
Rocky' Roque De La Fuente,President,,American Delta,Monroe,2 Amory Second,1,,2
Jim Hedges,President,,Prohibition,Monroe,2 Amory Second,2,,2
Gary Johnson,President,,Libertarian,Monroe,2 Amory Second,20,,2
Jill Stein,President,,Green,Monroe,2 Amory Second,2,,2
Trent Kelly,U.S.House,1,Republican,Monroe,2 Amory Second,1273,,2
Jacob Owens,U.S.House,1,Democrat,Monroe,2 Amory Second,252,,2
Cathy L. Toole,U.S.House,1,Reform,Monroe,2 Amory Second,13,,2
Chase Wilson,U.S.House,1,Libertarian,Monroe,2 Amory Second,21,,2
Hillary Clinton,President,,Democrat,Monroe,2 Becker,80,,2
Donald J. Trump,President,,Republican,Monroe,2 Becker,777,,2
Darrell Castle,President,,Constitution,Monroe,2 Becker,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Monroe,2 Becker,0,,2
Jim Hedges,President,,Prohibition,Monroe,2 Becker,0,,2
Gary Johnson,President,,Libertarian,Monroe,2 Becker,7,,2
Jill Stein,President,,Green,Monroe,2 Becker,1,,2
Trent Kelly,U.S.House,1,Republican,Monroe,2 Becker,762,,2
Jacob Owens,U.S.House,1,Democrat,Monroe,2 Becker,74,,2
Cathy L. Toole,U.S.House,1,Reform,Monroe,2 Becker,6,,2
Chase Wilson,U.S.House,1,Libertarian,Monroe,2 Becker,10,,2
Hillary Clinton,President,,Democrat,Monroe,2 Parham,24,,2
Donald J. Trump,President,,Republican,Monroe,2 Parham,136,,2
Darrell Castle,President,,Constitution,Monroe,2 Parham,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Monroe,2 Parham,0,,2
Jim Hedges,President,,Prohibition,Monroe,2 Parham,0,,2
Gary Johnson,President,,Libertarian,Monroe,2 Parham,1,,2
Jill Stein,President,,Green,Monroe,2 Parham,0,,2
Trent Kelly,U.S.House,1,Republican,Monroe,2 Parham,130,,2
Jacob Owens,U.S.House,1,Democrat,Monroe,2 Parham,20,,2
Cathy L. Toole,U.S.House,1,Reform,Monroe,2 Parham,1,,2
Chase Wilson,U.S.House,1,Libertarian,Monroe,2 Parham,2,,2
Hillary Clinton,President,,Democrat,Monroe,2 Sipsey,10,,2
Donald J. Trump,President,,Republican,Monroe,2 Sipsey,188,,2
Darrell Castle,President,,Constitution,Monroe,2 Sipsey,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Monroe,2 Sipsey,0,,2
Jim Hedges,President,,Prohibition,Monroe,2 Sipsey,0,,2
Gary Johnson,President,,Libertarian,Monroe,2 Sipsey,0,,2
Jill Stein,President,,Green,Monroe,2 Sipsey,0,,2
Trent Kelly,U.S.House,1,Republican,Monroe,2 Sipsey,184,,2
Jacob Owens,U.S.House,1,Democrat,Monroe,2 Sipsey,7,,2
Cathy L. Toole,U.S.House,1,Reform,Monroe,2 Sipsey,2,,2
Chase Wilson,U.S.House,1,Libertarian,Monroe,2 Sipsey,3,,2
Hillary Clinton,President,,Democrat,Monroe,2 Williams,9,,2
Donald J. Trump,President,,Republican,Monroe,2 Williams,69,,2
Darrell Castle,President,,Constitution,Monroe,2 Williams,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Monroe,2 Williams,1,,2
Jim Hedges,President,,Prohibition,Monroe,2 Williams,0,,2
Gary Johnson,President,,Libertarian,Monroe,2 Williams,0,,2
Jill Stein,President,,Green,Monroe,2 Williams,0,,2
Trent Kelly,U.S.House,1,Republican,Monroe,2 Williams,68,,2
Jacob Owens,U.S.House,1,Democrat,Monroe,2 Williams,8,,2
Cathy L. Toole,U.S.House,1,Reform,Monroe,2 Williams,1,,2
Chase Wilson,U.S.House,1,Libertarian,Monroe,2 Williams,2,,2
Hillary Clinton,President,,Democrat,Monroe,3 Aberdeen Third,263,,2
Donald J. Trump,President,,Republican,Monroe,3 Aberdeen Third,343,,2
Darrell Castle,President,,Constitution,Monroe,3 Aberdeen Third,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Monroe,3 Aberdeen Third,0,,2
Jim Hedges,President,,Prohibition,Monroe,3 Aberdeen Third,0,,2
Gary Johnson,President,,Libertarian,Monroe,3 Aberdeen Third,4,,2
Jill Stein,President,,Green,Monroe,3 Aberdeen Third,1,,2
Trent Kelly,U.S.House,1,Republican,Monroe,3 Aberdeen Third,374,,2
Jacob Owens,U.S.House,1,Democrat,Monroe,3 Aberdeen Third,209,,2
Cathy L. Toole,U.S.House,1,Reform,Monroe,3 Aberdeen Third,6,,2
Chase Wilson,U.S.House,1,Libertarian,Monroe,3 Aberdeen Third,5,,2
Hillary Clinton,President,,Democrat,Monroe,3 Athens,75,,3
Donald J. Trump,President,,Republican,Monroe,3 Athens,323,,3
Darrell Castle,President,,Constitution,Monroe,3 Athens,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Monroe,3 Athens,0,,3
Jim Hedges,President,,Prohibition,Monroe,3 Athens,0,,3
Gary Johnson,President,,Libertarian,Monroe,3 Athens,3,,3
Jill Stein,President,,Green,Monroe,3 Athens,0,,3
Trent Kelly,U.S.House,1,Republican,Monroe,3 Athens,325,,3
Jacob Owens,U.S.House,1,Democrat,Monroe,3 Athens,58,,3
Cathy L. Toole,U.S.House,1,Reform,Monroe,3 Athens,2,,3
Chase Wilson,U.S.House,1,Libertarian,Monroe,3 Athens,4,,3
Hillary Clinton,President,,Democrat,Monroe,3 Bartahatchie,20,,3
Donald J. Trump,President,,Republican,Monroe,3 Bartahatchie,239,,3
Darrell Castle,President,,Constitution,Monroe,3 Bartahatchie,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Monroe,3 Bartahatchie,0,,3
Jim Hedges,President,,Prohibition,Monroe,3 Bartahatchie,0,,3
Gary Johnson,President,,Libertarian,Monroe,3 Bartahatchie,1,,3
Jill Stein,President,,Green,Monroe,3 Bartahatchie,0,,3
Trent Kelly,U.S.House,1,Republican,Monroe,3 Bartahatchie,225,,3
Jacob Owens,U.S.House,1,Democrat,Monroe,3 Bartahatchie,17,,3
Cathy L. Toole,U.S.House,1,Reform,Monroe,3 Bartahatchie,2,,3
Chase Wilson,U.S.House,1,Libertarian,Monroe,3 Bartahatchie,7,,3
Hillary Clinton,President,,Democrat,Monroe,3 Greenwood Springs,7,,3
Donald J. Trump,President,,Republican,Monroe,3 Greenwood Springs,116,,3
Darrell Castle,President,,Constitution,Monroe,3 Greenwood Springs,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Monroe,3 Greenwood Springs,0,,3
Jim Hedges,President,,Prohibition,Monroe,3 Greenwood Springs,0,,3
Gary Johnson,President,,Libertarian,Monroe,3 Greenwood Springs,0,,3
Jill Stein,President,,Green,Monroe,3 Greenwood Springs,0,,3
Trent Kelly,U.S.House,1,Republican,Monroe,3 Greenwood Springs,104,,3
Jacob Owens,U.S.House,1,Democrat,Monroe,3 Greenwood Springs,9,,3
Cathy L. Toole,U.S.House,1,Reform,Monroe,3 Greenwood Springs,0,,3
Chase Wilson,U.S.House,1,Libertarian,Monroe,3 Greenwood Springs,1,,3
Hillary Clinton,President,,Democrat,Monroe,3 Hamilton,254,,3
Donald J. Trump,President,,Republican,Monroe,3 Hamilton,1059,,3
Darrell Castle,President,,Constitution,Monroe,3 Hamilton,5,,3
Rocky' Roque De La Fuente,President,,American Delta,Monroe,3 Hamilton,1,,3
Jim Hedges,President,,Prohibition,Monroe,3 Hamilton,2,,3
Gary Johnson,President,,Libertarian,Monroe,3 Hamilton,10,,3
Jill Stein,President,,Green,Monroe,3 Hamilton,3,,3
Trent Kelly,U.S.House,1,Republican,Monroe,3 Hamilton,1064,,3
Jacob Owens,U.S.House,1,Democrat,Monroe,3 Hamilton,220,,3
Cathy L. Toole,U.S.House,1,Reform,Monroe,3 Hamilton,12,,3
Chase Wilson,U.S.House,1,Libertarian,Monroe,3 Hamilton,17,,3
Hillary Clinton,President,,Democrat,Monroe,3 Lackey ,105,,3
Donald J. Trump,President,,Republican,Monroe,3 Lackey ,575,,3
Darrell Castle,President,,Constitution,Monroe,3 Lackey ,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Monroe,3 Lackey ,0,,3
Jim Hedges,President,,Prohibition,Monroe,3 Lackey ,1,,3
Gary Johnson,President,,Libertarian,Monroe,3 Lackey ,8,,3
Jill Stein,President,,Green,Monroe,3 Lackey ,2,,3
Trent Kelly,U.S.House,1,Republican,Monroe,3 Lackey ,573,,3
Jacob Owens,U.S.House,1,Democrat,Monroe,3 Lackey ,83,,3
Cathy L. Toole,U.S.House,1,Reform,Monroe,3 Lackey ,10,,3
Chase Wilson,U.S.House,1,Libertarian,Monroe,3 Lackey ,18,,3
Hillary Clinton,President,,Democrat,Monroe,4 Darracott,23,,3
Donald J. Trump,President,,Republican,Monroe,4 Darracott,113,,3
Darrell Castle,President,,Constitution,Monroe,4 Darracott,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Monroe,4 Darracott,0,,3
Jim Hedges,President,,Prohibition,Monroe,4 Darracott,0,,3
Gary Johnson,President,,Libertarian,Monroe,4 Darracott,1,,3
Jill Stein,President,,Green,Monroe,4 Darracott,0,,3
Trent Kelly,U.S.House,1,Republican,Monroe,4 Darracott,114,,3
Jacob Owens,U.S.House,1,Democrat,Monroe,4 Darracott,19,,3
Cathy L. Toole,U.S.House,1,Reform,Monroe,4 Darracott,3,,3
Chase Wilson,U.S.House,1,Libertarian,Monroe,4 Darracott,1,,3
Hillary Clinton,President,,Democrat,Monroe,4 Gibson,297,,3
Donald J. Trump,President,,Republican,Monroe,4 Gibson,78,,3
Darrell Castle,President,,Constitution,Monroe,4 Gibson,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Monroe,4 Gibson,0,,3
Jim Hedges,President,,Prohibition,Monroe,4 Gibson,0,,3
Gary Johnson,President,,Libertarian,Monroe,4 Gibson,2,,3
Jill Stein,President,,Green,Monroe,4 Gibson,0,,3
Trent Kelly,U.S.House,1,Republican,Monroe,4 Gibson,103,,3
Jacob Owens,U.S.House,1,Democrat,Monroe,4 Gibson,260,,3
Cathy L. Toole,U.S.House,1,Reform,Monroe,4 Gibson,6,,3
Chase Wilson,U.S.House,1,Libertarian,Monroe,4 Gibson,5,,3
Hillary Clinton,President,,Democrat,Monroe,4 North Aberdeen,714,,3
Donald J. Trump,President,,Republican,Monroe,4 North Aberdeen,407,,3
Darrell Castle,President,,Constitution,Monroe,4 North Aberdeen,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Monroe,4 North Aberdeen,1,,3
Jim Hedges,President,,Prohibition,Monroe,4 North Aberdeen,3,,3
Gary Johnson,President,,Libertarian,Monroe,4 North Aberdeen,7,,3
Jill Stein,President,,Green,Monroe,4 North Aberdeen,4,,3
Trent Kelly,U.S.House,1,Republican,Monroe,4 North Aberdeen,494,,3
Jacob Owens,U.S.House,1,Democrat,Monroe,4 North Aberdeen,544,,3
Cathy L. Toole,U.S.House,1,Reform,Monroe,4 North Aberdeen,17,,3
Chase Wilson,U.S.House,1,Libertarian,Monroe,4 North Aberdeen,18,,3
Hillary Clinton,President,,Democrat,Monroe,4 Prairie,420,,3
Donald J. Trump,President,,Republican,Monroe,4 Prairie,59,,3
Darrell Castle,President,,Constitution,Monroe,4 Prairie,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Monroe,4 Prairie,0,,3
Jim Hedges,President,,Prohibition,Monroe,4 Prairie,0,,3
Gary Johnson,President,,Libertarian,Monroe,4 Prairie,3,,3
Jill Stein,President,,Green,Monroe,4 Prairie,1,,3
Trent Kelly,U.S.House,1,Republican,Monroe,4 Prairie,85,,3
Jacob Owens,U.S.House,1,Democrat,Monroe,4 Prairie,372,,3
Cathy L. Toole,U.S.House,1,Reform,Monroe,4 Prairie,8,,3
Chase Wilson,U.S.House,1,Libertarian,Monroe,4 Prairie,6,,3
Hillary Clinton,President,,Democrat,Monroe,4 South Aberdeen,824,,3
Donald J. Trump,President,,Republican,Monroe,4 South Aberdeen,143,,3
Darrell Castle,President,,Constitution,Monroe,4 South Aberdeen,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Monroe,4 South Aberdeen,0,,3
Jim Hedges,President,,Prohibition,Monroe,4 South Aberdeen,0,,3
Gary Johnson,President,,Libertarian,Monroe,4 South Aberdeen,1,,3
Jill Stein,President,,Green,Monroe,4 South Aberdeen,1,,3
Trent Kelly,U.S.House,1,Republican,Monroe,4 South Aberdeen,256,,3
Jacob Owens,U.S.House,1,Democrat,Monroe,4 South Aberdeen,656,,3
Cathy L. Toole,U.S.House,1,Reform,Monroe,4 South Aberdeen,23,,3
Chase Wilson,U.S.House,1,Libertarian,Monroe,4 South Aberdeen,10,,3
Hillary Clinton,President,,Democrat,Monroe,5 Amory Fifth,553,,3
Donald J. Trump,President,,Republican,Monroe,5 Amory Fifth,10,,3
Darrell Castle,President,,Constitution,Monroe,5 Amory Fifth,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Monroe,5 Amory Fifth,0,,3
Jim Hedges,President,,Prohibition,Monroe,5 Amory Fifth,0,,3
Gary Johnson,President,,Libertarian,Monroe,5 Amory Fifth,0,,3
Jill Stein,President,,Green,Monroe,5 Amory Fifth,2,,3
Trent Kelly,U.S.House,1,Republican,Monroe,5 Amory Fifth,85,,3
Jacob Owens,U.S.House,1,Democrat,Monroe,5 Amory Fifth,415,,3
Cathy L. Toole,U.S.House,1,Reform,Monroe,5 Amory Fifth,7,,3
Chase Wilson,U.S.House,1,Libertarian,Monroe,5 Amory Fifth,8,,3
Hillary Clinton,President,,Democrat,Monroe,5 Central Grove,210,,4
Donald J. Trump,President,,Republican,Monroe,5 Central Grove,104,,4
Darrell Castle,President,,Constitution,Monroe,5 Central Grove,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Monroe,5 Central Grove,0,,4
Jim Hedges,President,,Prohibition,Monroe,5 Central Grove,0,,4
Gary Johnson,President,,Libertarian,Monroe,5 Central Grove,2,,4
Jill Stein,President,,Green,Monroe,5 Central Grove,1,,4
Trent Kelly,U.S.House,1,Republican,Monroe,5 Central Grove,130,,4
Jacob Owens,U.S.House,1,Democrat,Monroe,5 Central Grove,166,,4
Cathy L. Toole,U.S.House,1,Reform,Monroe,5 Central Grove,4,,4
Chase Wilson,U.S.House,1,Libertarian,Monroe,5 Central Grove,4,,4
Hillary Clinton,President,,Democrat,Monroe,5 Nettleton,312,,4
Donald J. Trump,President,,Republican,Monroe,5 Nettleton,429,,4
Darrell Castle,President,,Constitution,Monroe,5 Nettleton,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Monroe,5 Nettleton,0,,4
Jim Hedges,President,,Prohibition,Monroe,5 Nettleton,0,,4
Gary Johnson,President,,Libertarian,Monroe,5 Nettleton,10,,4
Jill Stein,President,,Green,Monroe,5 Nettleton,0,,4
Trent Kelly,U.S.House,1,Republican,Monroe,5 Nettleton,443,,4
Jacob Owens,U.S.House,1,Democrat,Monroe,5 Nettleton,270,,4
Cathy L. Toole,U.S.House,1,Reform,Monroe,5 Nettleton,8,,4
Chase Wilson,U.S.House,1,Libertarian,Monroe,5 Nettleton,9,,4
Hillary Clinton,President,,Democrat,Monroe,5 Willis,509,,4
Donald J. Trump,President,,Republican,Monroe,5 Willis,140,,4
Darrell Castle,President,,Constitution,Monroe,5 Willis,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Monroe,5 Willis,0,,4
Jim Hedges,President,,Prohibition,Monroe,5 Willis,0,,4
Gary Johnson,President,,Libertarian,Monroe,5 Willis,5,,4
Jill Stein,President,,Green,Monroe,5 Willis,1,,4
Trent Kelly,U.S.House,1,Republican,Monroe,5 Willis,183,,4
Jacob Owens,U.S.House,1,Democrat,Monroe,5 Willis,422,,4
Cathy L. Toole,U.S.House,1,Reform,Monroe,5 Willis,8,,4
Chase Wilson,U.S.House,1,Libertarian,Monroe,5 Willis,6,,4
Hillary Clinton,President,,Democrat,Monroe,5 Wren,161,,4
Donald J. Trump,President,,Republican,Monroe,5 Wren,679,,4
Darrell Castle,President,,Constitution,Monroe,5 Wren,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Monroe,5 Wren,0,,4
Jim Hedges,President,,Prohibition,Monroe,5 Wren,0,,4
Gary Johnson,President,,Libertarian,Monroe,5 Wren,6,,4
Jill Stein,President,,Green,Monroe,5 Wren,1,,4
Trent Kelly,U.S.House,1,Republican,Monroe,5 Wren,672,,4
Jacob Owens,U.S.House,1,Democrat,Monroe,5 Wren,131,,4
Cathy L. Toole,U.S.House,1,Reform,Monroe,5 Wren,8,,4
Chase Wilson,U.S.House,1,Libertarian,Monroe,5 Wren,13,,4
Hillary Clinton,President,,Democrat,Monroe,,5524,,4
Donald J. Trump,President,,Republican,Monroe,,10167,TRUE,4
Darrell Castle,President,,Constitution,Monroe,,38,,4
Rocky' Roque De La Fuente,President,,American Delta,Monroe,,6,,4
Jim Hedges,President,,Prohibition,Monroe,,11,,4
Gary Johnson,President,,Libertarian,Monroe,,110,,4
Jill Stein,President,,Green,Monroe,,28,,4
Trent Kelly,U.S.House,1,Republican,Monroe,,10586,TRUE,4
Jacob Owens,U.S.House,1,Democrat,Monroe,,4465,,4
Cathy L. Toole,U.S.House,1,Reform,Monroe,,166,,4
Chase Wilson,U.S.House,1,Libertarian,Monroe,,206,,4
