candidate,office,district,party,county,precinct,votes,winner,page
Gary Johnson,President,,Libertarian,Jones,HEBRON,2,,3
Jill Stein,President,,Green,Jones,HEBRON,0,,3
Mark Gladney,U.S.House,4,Democrat,Jones,HEBRON,307,,3
Steven Palazzo,U.S.House,4,Republican,Jones,HEBRON,228,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,HEBRON,12,,3
Shawn O'Hara,U.S.House,4,Reform,Jones,HEBRON,9,,3
Hillary Clinton,President,,Democrat,Jones,JOHNSON,13,,3
Donald J. Trump,President,,Republican,Jones,JOHNSON,488,,3
Darrell Castle,President,,Constitution,Jones,JOHNSON,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Jones,JOHNSON,0,,3
Jim Hedges,President,,Prohibition,Jones,JOHNSON,0,,3
Gary Johnson,President,,Libertarian,Jones,JOHNSON,4,,3
Jill Stein,President,,Green,Jones,JOHNSON,1,,3
Mark Gladney,U.S.House,4,Democrat,Jones,JOHNSON,21,,3
Steven Palazzo,U.S.House,4,Republican,Jones,JOHNSON,446,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,JOHNSON,30,,3
Shawn O'Hara,U.S.House,4,Reform,Jones,JOHNSON,7,,3
Hillary Clinton,President,,Democrat,Jones,L T ELLIS CENTER,1268,,3
Donald J. Trump,President,,Republican,Jones,L T ELLIS CENTER,30,,3
Darrell Castle,President,,Constitution,Jones,L T ELLIS CENTER,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Jones,L T ELLIS CENTER,1,,3
Jim Hedges,President,,Prohibition,Jones,L T ELLIS CENTER,0,,3
Gary Johnson,President,,Libertarian,Jones,L T ELLIS CENTER,1,,3
Jill Stein,President,,Green,Jones,L T ELLIS CENTER,4,,3
Mark Gladney,U.S.House,4,Democrat,Jones,L T ELLIS CENTER,1051,,3
Steven Palazzo,U.S.House,4,Republican,Jones,L T ELLIS CENTER,125,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,L T ELLIS CENTER,20,,3
Shawn O'Hara,U.S.House,4,Reform,Jones,L T ELLIS CENTER,44,,3
Hillary Clinton,President,,Democrat,Jones,LANDRUM,14,,3
Donald J. Trump,President,,Republican,Jones,LANDRUM,302,,3
Darrell Castle,President,,Constitution,Jones,LANDRUM,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Jones,LANDRUM,0,,3
Jim Hedges,President,,Prohibition,Jones,LANDRUM,0,,3
Gary Johnson,President,,Libertarian,Jones,LANDRUM,2,,3
Jill Stein,President,,Green,Jones,LANDRUM,1,,3
Mark Gladney,U.S.House,4,Democrat,Jones,LANDRUM,14,,3
Steven Palazzo,U.S.House,4,Republican,Jones,LANDRUM,276,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,LANDRUM,17,,3
Shawn O'Hara,U.S.House,4,Reform,Jones,LANDRUM,7,,3
Hillary Clinton,President,,Democrat,Jones,MAGNOLIA CENTER,1166,,3
Donald J. Trump,President,,Republican,Jones,MAGNOLIA CENTER,311,,3
Darrell Castle,President,,Constitution,Jones,MAGNOLIA CENTER,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Jones,MAGNOLIA CENTER,1,,3
Jim Hedges,President,,Prohibition,Jones,MAGNOLIA CENTER,0,,3
Gary Johnson,President,,Libertarian,Jones,MAGNOLIA CENTER,9,,3
Jill Stein,President,,Green,Jones,MAGNOLIA CENTER,0,,3
Mark Gladney,U.S.House,4,Democrat,Jones,MAGNOLIA CENTER,1034,,3
Steven Palazzo,U.S.House,4,Republican,Jones,MAGNOLIA CENTER,366,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,MAGNOLIA CENTER,29,,3
Shawn O'Hara,U.S.House,4,Reform,Jones,MAGNOLIA CENTER,41,,3
Hillary Clinton,President,,Democrat,Jones,MATTHEWS,37,,3
Donald J. Trump,President,,Republican,Jones,MATTHEWS,394,,3
Darrell Castle,President,,Constitution,Jones,MATTHEWS,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Jones,MATTHEWS,0,,3
Jim Hedges,President,,Prohibition,Jones,MATTHEWS,0,,3
Gary Johnson,President,,Libertarian,Jones,MATTHEWS,8,,3
Jill Stein,President,,Green,Jones,MATTHEWS,0,,3
Mark Gladney,U.S.House,4,Democrat,Jones,MATTHEWS,40,,3
Steven Palazzo,U.S.House,4,Republican,Jones,MATTHEWS,372,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,MATTHEWS,19,,3
Shawn O'Hara,U.S.House,4,Reform,Jones,MATTHEWS,9,,3
Hillary Clinton,President,,Democrat,Jones,MOSELLE,151,,3
Donald J. Trump,President,,Republican,Jones,MOSELLE,666,,3
Darrell Castle,President,,Constitution,Jones,MOSELLE,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jones,MOSELLE,0,,3
Jim Hedges,President,,Prohibition,Jones,MOSELLE,0,,3
Gary Johnson,President,,Libertarian,Jones,MOSELLE,8,,3
Jill Stein,President,,Green,Jones,MOSELLE,3,,3
Mark Gladney,U.S.House,4,Democrat,Jones,MOSELLE,167,,3
Steven Palazzo,U.S.House,4,Republican,Jones,MOSELLE,597,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,MOSELLE,55,,3
Shawn O'Hara,U.S.House,4,Reform,Jones,MOSELLE,8,,3
Hillary Clinton,President,,Democrat,Jones,MYRICK,41,,3
Donald J. Trump,President,,Republican,Jones,MYRICK,941,,3
Darrell Castle,President,,Constitution,Jones,MYRICK,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Jones,MYRICK,1,,3
Jim Hedges,President,,Prohibition,Jones,MYRICK,1,,3
Gary Johnson,President,,Libertarian,Jones,MYRICK,7,,3
Jill Stein,President,,Green,Jones,MYRICK,1,,3
Mark Gladney,U.S.House,4,Democrat,Jones,MYRICK,53,,3
Steven Palazzo,U.S.House,4,Republican,Jones,MYRICK,891,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,MYRICK,37,,3
Shawn O'Hara,U.S.House,4,Reform,Jones,MYRICK,9,,3
Hillary Clinton,President,,Democrat,Jones,NORTH LAUREL,732,,3
Donald J. Trump,President,,Republican,Jones,NORTH LAUREL,1202,,3
Darrell Castle,President,,Constitution,Jones,NORTH LAUREL,8,,3
Rocky' Roque De La Fuente,President,,American Delta,Jones,NORTH LAUREL,0,,3
Jim Hedges,President,,Prohibition,Jones,NORTH LAUREL,1,,3
Gary Johnson,President,,Libertarian,Jones,NORTH LAUREL,33,,3
Jill Stein,President,,Green,Jones,NORTH LAUREL,6,,3
Mark Gladney,U.S.House,4,Democrat,Jones,NORTH LAUREL,656,,3
Steven Palazzo,U.S.House,4,Republican,Jones,NORTH LAUREL,1214,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,NORTH LAUREL,82,,3
Shawn O'Hara,U.S.House,4,Reform,Jones,NORTH LAUREL,23,,3
Hillary Clinton,President,,Democrat,Jones,OAK PARK SCHOOL,643,,3
Donald J. Trump,President,,Republican,Jones,OAK PARK SCHOOL,6,,3
Darrell Castle,President,,Constitution,Jones,OAK PARK SCHOOL,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Jones,OAK PARK SCHOOL,0,,3
Jim Hedges,President,,Prohibition,Jones,OAK PARK SCHOOL,0,,3
Gary Johnson,President,,Libertarian,Jones,OAK PARK SCHOOL,1,,3
Jill Stein,President,,Green,Jones,OAK PARK SCHOOL,0,,3
Mark Gladney,U.S.House,4,Democrat,Jones,OAK PARK SCHOOL,505,,3
Steven Palazzo,U.S.House,4,Republican,Jones,OAK PARK SCHOOL,65,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,OAK PARK SCHOOL,17,,3
Shawn O'Hara,U.S.House,4,Reform,Jones,OAK PARK SCHOOL,23,,3
Hillary Clinton,President,,Democrat,Jones,OVETT,35,,3
Donald J. Trump,President,,Republican,Jones,OVETT,599,,3
Darrell Castle,President,,Constitution,Jones,OVETT,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Jones,OVETT,0,,3
Jim Hedges,President,,Prohibition,Jones,OVETT,0,,3
Gary Johnson,President,,Libertarian,Jones,OVETT,8,,3
Jill Stein,President,,Green,Jones,OVETT,1,,3
Mark Gladney,U.S.House,4,Democrat,Jones,OVETT,60,,3
Steven Palazzo,U.S.House,4,Republican,Jones,OVETT,529,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,OVETT,38,,3
Shawn O'Hara,U.S.House,4,Reform,Jones,OVETT,14,,3
Hillary Clinton,President,,Democrat,Jones,PARKVIEW BAPTIST CHURCH,323,,4
Donald J. Trump,President,,Republican,Jones,PARKVIEW BAPTIST CHURCH,440,,4
Darrell Castle,President,,Constitution,Jones,PARKVIEW BAPTIST CHURCH,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Jones,PARKVIEW BAPTIST CHURCH,0,,4
Jim Hedges,President,,Prohibition,Jones,PARKVIEW BAPTIST CHURCH,0,,4
Gary Johnson,President,,Libertarian,Jones,PARKVIEW BAPTIST CHURCH,8,,4
Jill Stein,President,,Green,Jones,PARKVIEW BAPTIST CHURCH,1,,4
Mark Gladney,U.S.House,4,Democrat,Jones,PARKVIEW BAPTIST CHURCH,271,,4
Steven Palazzo,U.S.House,4,Republican,Jones,PARKVIEW BAPTIST CHURCH,441,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,PARKVIEW BAPTIST CHURCH,32,,4
Shawn O'Hara,U.S.House,4,Reform,Jones,PARKVIEW BAPTIST CHURCH,22,,4
Hillary Clinton,President,,Democrat,Jones,PINE GROVE,32,,4
Donald J. Trump,President,,Republican,Jones,PINE GROVE,664,,4
Darrell Castle,President,,Constitution,Jones,PINE GROVE,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Jones,PINE GROVE,1,,4
Jim Hedges,President,,Prohibition,Jones,PINE GROVE,0,,4
Gary Johnson,President,,Libertarian,Jones,PINE GROVE,7,,4
Jill Stein,President,,Green,Jones,PINE GROVE,2,,4
Mark Gladney,U.S.House,4,Democrat,Jones,PINE GROVE,32,,4
Steven Palazzo,U.S.House,4,Republican,Jones,PINE GROVE,610,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,PINE GROVE,41,,4
Shawn O'Hara,U.S.House,4,Reform,Jones,PINE GROVE,12,,4
Hillary Clinton,President,,Democrat,Jones,PLEASANT RIDGE,34,,4
Donald J. Trump,President,,Republican,Jones,PLEASANT RIDGE,507,,4
Darrell Castle,President,,Constitution,Jones,PLEASANT RIDGE,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Jones,PLEASANT RIDGE,0,,4
Jim Hedges,President,,Prohibition,Jones,PLEASANT RIDGE,0,,4
Gary Johnson,President,,Libertarian,Jones,PLEASANT RIDGE,3,,4
Jill Stein,President,,Green,Jones,PLEASANT RIDGE,1,,4
Mark Gladney,U.S.House,4,Democrat,Jones,PLEASANT RIDGE,37,,4
Steven Palazzo,U.S.House,4,Republican,Jones,PLEASANT RIDGE,469,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,PLEASANT RIDGE,33,,4
Shawn O'Hara,U.S.House,4,Reform,Jones,PLEASANT RIDGE,5,,4
Hillary Clinton,President,,Democrat,Jones,POWERS,174,,4
Donald J. Trump,President,,Republican,Jones,POWERS,691,,4
Darrell Castle,President,,Constitution,Jones,POWERS,5,,4
Rocky' Roque De La Fuente,President,,American Delta,Jones,POWERS,1,,4
Jim Hedges,President,,Prohibition,Jones,POWERS,0,,4
Gary Johnson,President,,Libertarian,Jones,POWERS,5,,4
Jill Stein,President,,Green,Jones,POWERS,0,,4
Mark Gladney,U.S.House,4,Democrat,Jones,POWERS,168,,4
Steven Palazzo,U.S.House,4,Republican,Jones,POWERS,644,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,POWERS,30,,4
Shawn O'Hara,U.S.House,4,Reform,Jones,POWERS,16,,4
Hillary Clinton,President,,Democrat,Jones,RAINEY,31,,4
Donald J. Trump,President,,Republican,Jones,RAINEY,796,,4
Darrell Castle,President,,Constitution,Jones,RAINEY,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Jones,RAINEY,0,,4
Jim Hedges,President,,Prohibition,Jones,RAINEY,0,,4
Gary Johnson,President,,Libertarian,Jones,RAINEY,9,,4
Jill Stein,President,,Green,Jones,RAINEY,2,,4
Mark Gladney,U.S.House,4,Democrat,Jones,RAINEY,46,,4
Steven Palazzo,U.S.House,4,Republican,Jones,RAINEY,729,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,RAINEY,43,,4
Shawn O'Hara,U.S.House,4,Reform,Jones,RAINEY,13,,4
Hillary Clinton,President,,Democrat,Jones,RUSTIN,13,,4
Donald J. Trump,President,,Republican,Jones,RUSTIN,457,,4
Darrell Castle,President,,Constitution,Jones,RUSTIN,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Jones,RUSTIN,0,,4
Jim Hedges,President,,Prohibition,Jones,RUSTIN,0,,4
Gary Johnson,President,,Libertarian,Jones,RUSTIN,6,,4
Jill Stein,President,,Green,Jones,RUSTIN,0,,4
Mark Gladney,U.S.House,4,Democrat,Jones,RUSTIN,26,,4
Steven Palazzo,U.S.House,4,Republican,Jones,RUSTIN,424,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,RUSTIN,13,,4
Shawn O'Hara,U.S.House,4,Reform,Jones,RUSTIN,9,,4
Hillary Clinton,President,,Democrat,Jones,SAND HILL,46,,4
Donald J. Trump,President,,Republican,Jones,SAND HILL,609,,4
Darrell Castle,President,,Constitution,Jones,SAND HILL,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Jones,SAND HILL,0,,4
Jim Hedges,President,,Prohibition,Jones,SAND HILL,0,,4
Gary Johnson,President,,Libertarian,Jones,SAND HILL,13,,4
Jill Stein,President,,Green,Jones,SAND HILL,1,,4
Mark Gladney,U.S.House,4,Democrat,Jones,SAND HILL,41,,4
Steven Palazzo,U.S.House,4,Republican,Jones,SAND HILL,576,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,SAND HILL,41,,4
Shawn O'Hara,U.S.House,4,Reform,Jones,SAND HILL,8,,4
Hillary Clinton,President,,Democrat,Jones,SANDERVILLE,101,,4
Donald J. Trump,President,,Republican,Jones,SANDERVILLE,501,,4
Darrell Castle,President,,Constitution,Jones,SANDERVILLE,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Jones,SANDERVILLE,0,,4
Jim Hedges,President,,Prohibition,Jones,SANDERVILLE,0,,4
Gary Johnson,President,,Libertarian,Jones,SANDERVILLE,8,,4
Jill Stein,President,,Green,Jones,SANDERVILLE,1,,4
Mark Gladney,U.S.House,4,Democrat,Jones,SANDERVILLE,103,,4
Steven Palazzo,U.S.House,4,Republican,Jones,SANDERVILLE,468,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,SANDERVILLE,29,,4
Shawn O'Hara,U.S.House,4,Reform,Jones,SANDERVILLE,15,,4
Hillary Clinton,President,,Democrat,Jones,SHADY GROVE,543,,4
Donald J. Trump,President,,Republican,Jones,SHADY GROVE,1463,,4
Darrell Castle,President,,Constitution,Jones,SHADY GROVE,5,,4
Rocky' Roque De La Fuente,President,,American Delta,Jones,SHADY GROVE,1,,4
Jim Hedges,President,,Prohibition,Jones,SHADY GROVE,3,,4
Gary Johnson,President,,Libertarian,Jones,SHADY GROVE,22,,4
Jill Stein,President,,Green,Jones,SHADY GROVE,8,,4
Mark Gladney,U.S.House,4,Democrat,Jones,SHADY GROVE,515,,4
Steven Palazzo,U.S.House,4,Republican,Jones,SHADY GROVE,1391,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,SHADY GROVE,73,,4
Shawn O'Hara,U.S.House,4,Reform,Jones,SHADY GROVE,50,,4
Hillary Clinton,President,,Democrat,Jones,SHARON,157,,4
Donald J. Trump,President,,Republican,Jones,SHARON,921,,4
Darrell Castle,President,,Constitution,Jones,SHARON,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Jones,SHARON,1,,4
Jim Hedges,President,,Prohibition,Jones,SHARON,1,,4
Gary Johnson,President,,Libertarian,Jones,SHARON,7,,4
Jill Stein,President,,Green,Jones,SHARON,1,,4
Mark Gladney,U.S.House,4,Democrat,Jones,SHARON,161,,4
Steven Palazzo,U.S.House,4,Republican,Jones,SHARON,839,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,SHARON,66,,4
Shawn O'Hara,U.S.House,4,Reform,Jones,SHARON,21,,4
Hillary Clinton,President,,Democrat,Jones,SHELTON,149,,4
Donald J. Trump,President,,Republican,Jones,SHELTON,369,,4
Darrell Castle,President,,Constitution,Jones,SHELTON,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Jones,SHELTON,0,,4
Jim Hedges,President,,Prohibition,Jones,SHELTON,0,,4
Gary Johnson,President,,Libertarian,Jones,SHELTON,1,,4
Jill Stein,President,,Green,Jones,SHELTON,0,,4
Mark Gladney,U.S.House,4,Democrat,Jones,SHELTON,143,,4
Steven Palazzo,U.S.House,4,Republican,Jones,SHELTON,329,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,SHELTON,35,,4
Shawn O'Hara,U.S.House,4,Reform,Jones,SHELTON,10,,4
Hillary Clinton,President,,Democrat,Jones,SOSO,344,,5
Donald J. Trump,President,,Republican,Jones,SOSO,474,,5
Darrell Castle,President,,Constitution,Jones,SOSO,3,,5
Rocky' Roque De La Fuente,President,,American Delta,Jones,SOSO,0,,5
Jim Hedges,President,,Prohibition,Jones,SOSO,0,,5
Gary Johnson,President,,Libertarian,Jones,SOSO,4,,5
Jill Stein,President,,Green,Jones,SOSO,2,,5
Mark Gladney,U.S.House,4,Democrat,Jones,SOSO,318,,5
Steven Palazzo,U.S.House,4,Republican,Jones,SOSO,451,,5
Richard Blake McCluskey,U.S.House,4,Libertarian,Jones,SOSO,42,,5
Shawn O'Hara,U.S.House,4,Reform,Jones,SOSO,11,,5
Hillary Clinton,President,,Democrat,Jones,SPRINGHILL/MAULDIN,198,,5
Donald J. Trump,President,,Republican,Jones,SPRINGHILL/MAULDIN,894,,5
Darrell Castle,President,,Constitution,Jones,SPRINGHILL/MAULDIN,2,,5
Rocky' Roque De La Fuente,President,,American Delta,Jones,SPRINGHILL/MAULDIN,1,,5
Jim Hedges,President,,Prohibition,Jones,SPRINGHILL/MAULDIN,0,,5
Gary Johnson,President,,Libertarian,Jones,SPRINGHILL/MAULDIN,15,,5
Jill Stein,President,,Green,Jones,SPRINGHILL/MAULDIN,1,,5
Mark Gladney,U.S.House,4,Democrat,Jones,SPRINGHILL/MAULDIN,199,,5
