page,candidate,office,district,party,county,precinct,votes,winner,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,11
2,Carly Florina,President,,Republican,Itawamba,Evergreen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Lindsey Graham,President,,Republican,Itawamba,Evergreen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mike Huckabee,President,,Republican,Itawamba,Evergreen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,John R. Kasich,President,,Republican,Itawamba,Evergreen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,George Pataki,President,,Republican,Itawamba,Evergreen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rand Paul,President,,Republican,Itawamba,Evergreen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Marco Rubio,President,,Republican,Itawamba,Evergreen,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Rick Santorum,President,,Republican,Itawamba,Evergreen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Donald J. Trump,President,,Republican,Itawamba,Evergreen,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Hillary Clinton,President,,Democrat,Itawamba,Evergreen,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Evergreen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Martin O'Mailey,President,,Democrat,Itawamba,Evergreen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Bernie Sanders,President,,Democrat,Itawamba,Evergreen,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Willie Wilson,President,,Democrat,Itawamba,Evergreen,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Paul Clever,U.S. House,1,Republican,Itawamba,Evergreen,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Trent Kelly,U.S. House,1,Republican,Itawamba,Evergreen,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jacob Owens,U.S. House,1,Democrat,Itawamba,Evergreen,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Itawamba,Fairview-Pleasanton,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Itawamba,Fairview-Pleasanton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Itawamba,Fairview-Pleasanton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Itawamba,Fairview-Pleasanton,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Itawamba,Fairview-Pleasanton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Itawamba,Fairview-Pleasanton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Itawamba,Fairview-Pleasanton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Itawamba,Fairview-Pleasanton,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Itawamba,Fairview-Pleasanton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Itawamba,Fairview-Pleasanton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Itawamba,Fairview-Pleasanton,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Itawamba,Fairview-Pleasanton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Itawamba,Fairview-Pleasanton,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Itawamba,Fairview-Pleasanton,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Fairview-Pleasanton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Itawamba,Fairview-Pleasanton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Itawamba,Fairview-Pleasanton,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Itawamba,Fairview-Pleasanton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Paul Clever,U.S. House,1,Republican,Itawamba,Fairview-Pleasanton,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Trent Kelly,U.S. House,1,Republican,Itawamba,Fairview-Pleasanton,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jacob Owens,U.S. House,1,Democrat,Itawamba,Fairview-Pleasanton,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Itawamba,Fawn Grove,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Itawamba,Fawn Grove,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Itawamba,Fawn Grove,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Itawamba,Fawn Grove,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Itawamba,Fawn Grove,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Itawamba,Fawn Grove,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Itawamba,Fawn Grove,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Itawamba,Fawn Grove,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Itawamba,Fawn Grove,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Itawamba,Fawn Grove,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Itawamba,Fawn Grove,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Itawamba,Fawn Grove,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Itawamba,Fawn Grove,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Itawamba,Fawn Grove,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Fawn Grove,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Itawamba,Fawn Grove,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Itawamba,Fawn Grove,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Itawamba,Fawn Grove,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Paul Clever,U.S. House,1,Republican,Itawamba,Fawn Grove,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Trent Kelly,U.S. House,1,Republican,Itawamba,Fawn Grove,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jacob Owens,U.S. House,1,Democrat,Itawamba,Fawn Grove,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Itawamba,Friendship,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Itawamba,Friendship,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Itawamba,Friendship,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Itawamba,Friendship,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Itawamba,Friendship,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Itawamba,Friendship,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Itawamba,Friendship,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Itawamba,Friendship,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Itawamba,Friendship,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Itawamba,Friendship,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Itawamba,Friendship,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Itawamba,Friendship,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Itawamba,Friendship,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Itawamba,Friendship,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Friendship,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Itawamba,Friendship,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Itawamba,Friendship,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Itawamba,Friendship,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Paul Clever,U.S. House,1,Republican,Itawamba,Friendship,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Trent Kelly,U.S. House,1,Republican,Itawamba,Friendship,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jacob Owens,U.S. House,1,Democrat,Itawamba,Friendship,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Itawamba,Friendship 1D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Itawamba,Friendship 1D,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Itawamba,Friendship 1D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Itawamba,Friendship 1D,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Itawamba,Friendship 1D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Itawamba,Friendship 1D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Itawamba,Friendship 1D,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Itawamba,Friendship 1D,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Itawamba,Friendship 1D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Itawamba,Friendship 1D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Itawamba,Friendship 1D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Itawamba,Friendship 1D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Itawamba,Friendship 1D,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Itawamba,Friendship 1D,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Friendship 1D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Itawamba,Friendship 1D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Itawamba,Friendship 1D,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Itawamba,Friendship 1D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Paul Clever,U.S. House,1,Republican,Itawamba,Friendship 1D,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Trent Kelly,U.S. House,1,Republican,Itawamba,Friendship 1D,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jacob Owens,U.S. House,1,Democrat,Itawamba,Friendship 1D,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Itawamba,Friendship 4D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Itawamba,Friendship 4D,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Itawamba,Friendship 4D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Itawamba,Friendship 4D,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Itawamba,Friendship 4D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Itawamba,Friendship 4D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Itawamba,Friendship 4D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Itawamba,Friendship 4D,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Itawamba,Friendship 4D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Itawamba,Friendship 4D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Itawamba,Friendship 4D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Itawamba,Friendship 4D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Itawamba,Friendship 4D,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Itawamba,Friendship 4D,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Friendship 4D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Itawamba,Friendship 4D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Itawamba,Friendship 4D,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Itawamba,Friendship 4D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Paul Clever,U.S. House,1,Republican,Itawamba,Friendship 4D,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Trent Kelly,U.S. House,1,Republican,Itawamba,Friendship 4D,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jacob Owens,U.S. House,1,Democrat,Itawamba,Friendship 4D,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Itawamba,Friendship 5D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Itawamba,Friendship 5D,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Itawamba,Friendship 5D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Itawamba,Friendship 5D,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Itawamba,Friendship 5D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Itawamba,Friendship 5D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Itawamba,Friendship 5D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Itawamba,Friendship 5D,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Itawamba,Friendship 5D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Itawamba,Friendship 5D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Itawamba,Friendship 5D,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Itawamba,Friendship 5D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Itawamba,Friendship 5D,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Itawamba,Friendship 5D,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Friendship 5D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Itawamba,Friendship 5D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Itawamba,Friendship 5D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Itawamba,Friendship 5D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Paul Clever,U.S. House,1,Republican,Itawamba,Friendship 5D,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Trent Kelly,U.S. House,1,Republican,Itawamba,Friendship 5D,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jacob Owens,U.S. House,1,Democrat,Itawamba,Friendship 5D,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Itawamba,Greenwood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Itawamba,Greenwood,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Itawamba,Greenwood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Itawamba,Greenwood,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Itawamba,Greenwood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Itawamba,Greenwood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Itawamba,Greenwood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Itawamba,Greenwood,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Itawamba,Greenwood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Itawamba,Greenwood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Itawamba,Greenwood,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Itawamba,Greenwood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Itawamba,Greenwood,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Itawamba,Greenwood,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Greenwood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Itawamba,Greenwood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Itawamba,Greenwood,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Itawamba,Greenwood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Paul Clever,U.S. House,1,Republican,Itawamba,Greenwood,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Trent Kelly,U.S. House,1,Republican,Itawamba,Greenwood,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jacob Owens,U.S. House,1,Democrat,Itawamba,Greenwood,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Itawamba,Icdc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Itawamba,Icdc,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Itawamba,Icdc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Itawamba,Icdc,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Itawamba,Icdc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Itawamba,Icdc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Itawamba,Icdc,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Itawamba,Icdc,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Itawamba,Icdc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Itawamba,Icdc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Itawamba,Icdc,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Itawamba,Icdc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Itawamba,Icdc,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Itawamba,Icdc,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,Icdc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Itawamba,Icdc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Itawamba,Icdc,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Itawamba,Icdc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Paul Clever,U.S. House,1,Republican,Itawamba,Icdc,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Trent Kelly,U.S. House,1,Republican,Itawamba,Icdc,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jacob Owens,U.S. House,1,Democrat,Itawamba,Icdc,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Itawamba,James Creek,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Itawamba,James Creek,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Itawamba,James Creek,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Itawamba,James Creek,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Itawamba,James Creek,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Itawamba,James Creek,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Itawamba,James Creek,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Itawamba,James Creek,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Itawamba,James Creek,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Itawamba,James Creek,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Itawamba,James Creek,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Itawamba,James Creek,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Itawamba,James Creek,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Itawamba,James Creek,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Itawamba,James Creek,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Itawamba,James Creek,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Itawamba,James Creek,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Itawamba,James Creek,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Paul Clever,U.S. House,1,Republican,Itawamba,James Creek,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Trent Kelly,U.S. House,1,Republican,Itawamba,James Creek,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jacob Owens,U.S. House,1,Democrat,Itawamba,James Creek,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Itawamba,Kirkville,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Itawamba,Kirkville,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Itawamba,Kirkville,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Itawamba,Kirkville,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Itawamba,Kirkville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Itawamba,Kirkville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Itawamba,Kirkville,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Itawamba,Kirkville,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Itawamba,Kirkville,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
