candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Clay,Cairo,159,,2
Donald J. Trump,President,,Republican,Clay,Cairo,172,,2
Darrell Castle,President,,Constitution,Clay,Cairo,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Clay,Cairo,0,,2
Jim Hedges,President,,Prohibition,Clay,Cairo,0,,2
Gary Johnson,President,,Libertarian,Clay,Cairo,1,,2
Jill Stein,President,,Green,Clay,Cairo,0,,2
Trent Kelly,U.S.House,1,Republican,Clay,Cairo,183,,2
Jacob Owens,U.S.House,1,Democrat,Clay,Cairo,134,,2
Cathy L. Toole,U.S.House,1,Reform,Clay,Cairo,7,,2
Chase Wilson,U.S.House,1,Libertarian,Clay,Cairo,5,,2
Hillary Clinton,President,,Democrat,Clay,Caradine,544,,2
Donald J. Trump,President,,Republican,Clay,Caradine,88,,2
Darrell Castle,President,,Constitution,Clay,Caradine,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Clay,Caradine,0,,2
Jim Hedges,President,,Prohibition,Clay,Caradine,0,,2
Gary Johnson,President,,Libertarian,Clay,Caradine,0,,2
Jill Stein,President,,Green,Clay,Caradine,0,,2
Trent Kelly,U.S.House,1,Republican,Clay,Caradine,125,,2
Jacob Owens,U.S.House,1,Democrat,Clay,Caradine,469,,2
Cathy L. Toole,U.S.House,1,Reform,Clay,Caradine,11,,2
Chase Wilson,U.S.House,1,Libertarian,Clay,Caradine,6,,2
Hillary Clinton,President,,Democrat,Clay,Cedar Bluff,23,,2
Donald J. Trump,President,,Republican,Clay,Cedar Bluff,163,,2
Darrell Castle,President,,Constitution,Clay,Cedar Bluff,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Clay,Cedar Bluff,0,,2
Jim Hedges,President,,Prohibition,Clay,Cedar Bluff,0,,2
Gary Johnson,President,,Libertarian,Clay,Cedar Bluff,3,,2
Jill Stein,President,,Green,Clay,Cedar Bluff,0,,2
Trent Kelly,U.S.House,1,Republican,Clay,Cedar Bluff,160,,2
Jacob Owens,U.S.House,1,Democrat,Clay,Cedar Bluff,20,,2
Cathy L. Toole,U.S.House,1,Reform,Clay,Cedar Bluff,2,,2
Chase Wilson,U.S.House,1,Libertarian,Clay,Cedar Bluff,5,,2
Hillary Clinton,President,,Democrat,Clay,Central-West Point,473,,2
Donald J. Trump,President,,Republican,Clay,Central-West Point,360,,2
Darrell Castle,President,,Constitution,Clay,Central-West Point,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Clay,Central-West Point,0,,2
Jim Hedges,President,,Prohibition,Clay,Central-West Point,0,,2
Gary Johnson,President,,Libertarian,Clay,Central-West Point,15,,2
Jill Stein,President,,Green,Clay,Central-West Point,1,,2
Trent Kelly,U.S.House,1,Republican,Clay,Central-West Point,424,,2
Jacob Owens,U.S.House,1,Democrat,Clay,Central-West Point,384,,2
Cathy L. Toole,U.S.House,1,Reform,Clay,Central-West Point,7,,2
Chase Wilson,U.S.House,1,Libertarian,Clay,Central-West Point,16,,2
Hillary Clinton,President,,Democrat,Clay,East-West Point,504,,2
Donald J. Trump,President,,Republican,Clay,East-West Point,874,,2
Darrell Castle,President,,Constitution,Clay,East-West Point,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Clay,East-West Point,0,,2
Jim Hedges,President,,Prohibition,Clay,East-West Point,4,,2
Gary Johnson,President,,Libertarian,Clay,East-West Point,16,,2
Jill Stein,President,,Green,Clay,East-West Point,0,,2
Trent Kelly,U.S.House,1,Republican,Clay,East-West Point,932,,2
Jacob Owens,U.S.House,1,Democrat,Clay,East-West Point,408,,2
Cathy L. Toole,U.S.House,1,Reform,Clay,East-West Point,10,,2
Chase Wilson,U.S.House,1,Libertarian,Clay,East-West Point,21,,2
Hillary Clinton,President,,Democrat,Clay,North-West Point,756,,2
Donald J. Trump,President,,Republican,Clay,North-West Point,562,,2
Darrell Castle,President,,Constitution,Clay,North-West Point,8,,2
Rocky' Roque De La Fuente,President,,American Delta,Clay,North-West Point,1,,2
Jim Hedges,President,,Prohibition,Clay,North-West Point,0,,2
Gary Johnson,President,,Libertarian,Clay,North-West Point,6,,2
Jill Stein,President,,Green,Clay,North-West Point,5,,2
Trent Kelly,U.S.House,1,Republican,Clay,North-West Point,610,,2
Jacob Owens,U.S.House,1,Democrat,Clay,North-West Point,653,,2
Cathy L. Toole,U.S.House,1,Reform,Clay,North-West Point,17,,2
Chase Wilson,U.S.House,1,Libertarian,Clay,North-West Point,27,,2
Hillary Clinton,President,,Democrat,Clay,Pheba,248,,2
Donald J. Trump,President,,Republican,Clay,Pheba,223,,2
Darrell Castle,President,,Constitution,Clay,Pheba,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Clay,Pheba,1,,2
Jim Hedges,President,,Prohibition,Clay,Pheba,1,,2
Gary Johnson,President,,Libertarian,Clay,Pheba,2,,2
Jill Stein,President,,Green,Clay,Pheba,2,,2
Trent Kelly,U.S.House,1,Republican,Clay,Pheba,236,,2
Jacob Owens,U.S.House,1,Democrat,Clay,Pheba,198,,2
Cathy L. Toole,U.S.House,1,Reform,Clay,Pheba,14,,2
Chase Wilson,U.S.House,1,Libertarian,Clay,Pheba,11,,2
Hillary Clinton,President,,Democrat,Clay,Pine Bluff,288,,2
Donald J. Trump,President,,Republican,Clay,Pine Bluff,71,,2
Darrell Castle,President,,Constitution,Clay,Pine Bluff,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Clay,Pine Bluff,0,,2
Jim Hedges,President,,Prohibition,Clay,Pine Bluff,0,,2
Gary Johnson,President,,Libertarian,Clay,Pine Bluff,3,,2
Jill Stein,President,,Green,Clay,Pine Bluff,0,,2
Trent Kelly,U.S.House,1,Republican,Clay,Pine Bluff,115,,2
Jacob Owens,U.S.House,1,Democrat,Clay,Pine Bluff,213,,2
Cathy L. Toole,U.S.House,1,Reform,Clay,Pine Bluff,9,,2
Chase Wilson,U.S.House,1,Libertarian,Clay,Pine Bluff,5,,2
Hillary Clinton,President,,Democrat,Clay,Siloam,294,,2
Donald J. Trump,President,,Republican,Clay,Siloam,501,,2
Darrell Castle,President,,Constitution,Clay,Siloam,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Clay,Siloam,2,,2
Jim Hedges,President,,Prohibition,Clay,Siloam,0,,2
Gary Johnson,President,,Libertarian,Clay,Siloam,1,,2
Jill Stein,President,,Green,Clay,Siloam,1,,2
Trent Kelly,U.S.House,1,Republican,Clay,Siloam,509,,2
Jacob Owens,U.S.House,1,Democrat,Clay,Siloam,260,,2
Cathy L. Toole,U.S.House,1,Reform,Clay,Siloam,5,,2
Chase Wilson,U.S.House,1,Libertarian,Clay,Siloam,8,,2
Hillary Clinton,President,,Democrat,Clay,South-West Point,745,,2
Donald J. Trump,President,,Republican,Clay,South-West Point,301,,2
Darrell Castle,President,,Constitution,Clay,South-West Point,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Clay,South-West Point,2,,2
Jim Hedges,President,,Prohibition,Clay,South-West Point,0,,2
Gary Johnson,President,,Libertarian,Clay,South-West Point,6,,2
Jill Stein,President,,Green,Clay,South-West Point,7,,2
Trent Kelly,U.S.House,1,Republican,Clay,South-West Point,366,,2
Jacob Owens,U.S.House,1,Democrat,Clay,South-West Point,638,,2
Cathy L. Toole,U.S.House,1,Reform,Clay,South-West Point,15,,2
Chase Wilson,U.S.House,1,Libertarian,Clay,South-West Point,13,,2
Hillary Clinton,President,,Democrat,Clay,Tibbee,179,,2
Donald J. Trump,President,,Republican,Clay,Tibbee,119,,2
Darrell Castle,President,,Constitution,Clay,Tibbee,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Clay,Tibbee,1,,2
Jim Hedges,President,,Prohibition,Clay,Tibbee,1,,2
Gary Johnson,President,,Libertarian,Clay,Tibbee,3,,2
Jill Stein,President,,Green,Clay,Tibbee,0,,2
Trent Kelly,U.S.House,1,Republican,Clay,Tibbee,138,,2
Jacob Owens,U.S.House,1,Democrat,Clay,Tibbee,147,,2
Cathy L. Toole,U.S.House,1,Reform,Clay,Tibbee,1,,2
Chase Wilson,U.S.House,1,Libertarian,Clay,Tibbee,5,,2
Hillary Clinton,President,,Democrat,Clay,Union Star,284,,3
Donald J. Trump,President,,Republican,Clay,Union Star,221,,3
Darrell Castle,President,,Constitution,Clay,Union Star,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Clay,Union Star,0,,3
Jim Hedges,President,,Prohibition,Clay,Union Star,0,,3
Gary Johnson,President,,Libertarian,Clay,Union Star,6,,3
Jill Stein,President,,Green,Clay,Union Star,1,,3
Trent Kelly,U.S.House,1,Republican,Clay,Union Star,254,,3
Jacob Owens,U.S.House,1,Democrat,Clay,Union Star,220,,3
Cathy L. Toole,U.S.House,1,Reform,Clay,Union Star,7,,3
Chase Wilson,U.S.House,1,Libertarian,Clay,Union Star,5,,3
Hillary Clinton,President,,Democrat,Clay,Vinton,277,,3
Donald J. Trump,President,,Republican,Clay,Vinton,201,,3
Darrell Castle,President,,Constitution,Clay,Vinton,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Clay,Vinton,0,,3
Jim Hedges,President,,Prohibition,Clay,Vinton,1,,3
Gary Johnson,President,,Libertarian,Clay,Vinton,4,,3
Jill Stein,President,,Green,Clay,Vinton,0,,3
Trent Kelly,U.S.House,1,Republican,Clay,Vinton,219,,3
Jacob Owens,U.S.House,1,Democrat,Clay,Vinton,220,,3
Cathy L. Toole,U.S.House,1,Reform,Clay,Vinton,6,,3
Chase Wilson,U.S.House,1,Libertarian,Clay,Vinton,11,,3
Hillary Clinton,President,,Democrat,Clay,West-West Point,948,,3
Donald J. Trump,President,,Republican,Clay,West-West Point,294,,3
Darrell Castle,President,,Constitution,Clay,West-West Point,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Clay,West-West Point,1,,3
Jim Hedges,President,,Prohibition,Clay,West-West Point,2,,3
Gary Johnson,President,,Libertarian,Clay,West-West Point,3,,3
Jill Stein,President,,Green,Clay,West-West Point,3,,3
Trent Kelly,U.S.House,1,Republican,Clay,West-West Point,360,,3
Jacob Owens,U.S.House,1,Democrat,Clay,West-West Point,813,,3
Cathy L. Toole,U.S.House,1,Reform,Clay,West-West Point,22,,3
Chase Wilson,U.S.House,1,Libertarian,Clay,West-West Point,8,,3
Hillary Clinton,President,,Democrat,Clay,,5722,TRUE,
Donald J. Trump,President,,Republican,Clay,,4150,,
Darrell Castle,President,,Constitution,Clay,,25,,
Rocky' Roque De La Fuente,President,,American Delta,Clay,,8,,
Jim Hedges,President,,Prohibition,Clay,,9,,
Gary Johnson,President,,Libertarian,Clay,,69,,
Jill Stein,President,,Green,Clay,,20,,
Trent Kelly,U.S.House,1,Republican,Clay,,4631,,
Jacob Owens,U.S.House,1,Democrat,Clay,,4777,TRUE,
Cathy L. Toole,U.S.House,1,Reform,Clay,,133,,
Chase Wilson,U.S.House,1,Libertarian,Clay,,146,,
