candidate,office,district,party,county,precinct,votes,winner ,page
Gary Johnson,President,,Libertarian,Lee,East Heights,3,,2
Jill Stein,President,,Green,Lee,East Heights,0,,2
Trent Kelly,U.S.House,1,Republican,Lee,East Heights,283,,2
Jacob Owens,U.S.House,1,Democrat,Lee,East Heights,32,,2
Cathy L. Toole,U.S.House,1,Reform,Lee,East Heights,0,,2
Chase Wilson,U.S.House,1,Libertarian,Lee,East Heights,7,,2
Hillary Clinton,President,,Democrat,Lee,Eggville,33,,2
Donald J. Trump,President,,Republican,Lee,Eggville,377,,2
Darrell Castle,President,,Constitution,Lee,Eggville,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Lee,Eggville,0,,2
Jim Hedges,President,,Prohibition,Lee,Eggville,1,,2
Gary Johnson,President,,Libertarian,Lee,Eggville,1,,2
Jill Stein,President,,Green,Lee,Eggville,1,,2
Trent Kelly,U.S.House,1,Republican,Lee,Eggville,373,,2
Jacob Owens,U.S.House,1,Democrat,Lee,Eggville,19,,2
Cathy L. Toole,U.S.House,1,Reform,Lee,Eggville,4,,2
Chase Wilson,U.S.House,1,Libertarian,Lee,Eggville,5,,2
Hillary Clinton,President,,Democrat,Lee,Euclatubba,18,,3
Donald J. Trump,President,,Republican,Lee,Euclatubba,213,,3
Darrell Castle,President,,Constitution,Lee,Euclatubba,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Lee,Euclatubba,0,,3
Jim Hedges,President,,Prohibition,Lee,Euclatubba,0,,3
Gary Johnson,President,,Libertarian,Lee,Euclatubba,3,,3
Jill Stein,President,,Green,Lee,Euclatubba,4,,3
Trent Kelly,U.S.House,1,Republican,Lee,Euclatubba,221,,3
Jacob Owens,U.S.House,1,Democrat,Lee,Euclatubba,9,,3
Cathy L. Toole,U.S.House,1,Reform,Lee,Euclatubba,5,,3
Chase Wilson,U.S.House,1,Libertarian,Lee,Euclatubba,3,,3
Hillary Clinton,President,,Democrat,Lee,Fellowship,59,,3
Donald J. Trump,President,,Republican,Lee,Fellowship,413,,3
Darrell Castle,President,,Constitution,Lee,Fellowship,6,,3
Rocky' Roque De La Fuente,President,,American Delta,Lee,Fellowship,0,,3
Jim Hedges,President,,Prohibition,Lee,Fellowship,0,,3
Gary Johnson,President,,Libertarian,Lee,Fellowship,6,,3
Jill Stein,President,,Green,Lee,Fellowship,1,,3
Trent Kelly,U.S.House,1,Republican,Lee,Fellowship,424,,3
Jacob Owens,U.S.House,1,Democrat,Lee,Fellowship,45,,3
Cathy L. Toole,U.S.House,1,Reform,Lee,Fellowship,5,,3
Chase Wilson,U.S.House,1,Libertarian,Lee,Fellowship,4,,3
Hillary Clinton,President,,Democrat,Lee,Friendship,11,,3
Donald J. Trump,President,,Republican,Lee,Friendship,152,,3
Darrell Castle,President,,Constitution,Lee,Friendship,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Lee,Friendship,0,,3
Jim Hedges,President,,Prohibition,Lee,Friendship,0,,3
Gary Johnson,President,,Libertarian,Lee,Friendship,0,,3
Jill Stein,President,,Green,Lee,Friendship,0,,3
Trent Kelly,U.S.House,1,Republican,Lee,Friendship,155,,3
Jacob Owens,U.S.House,1,Democrat,Lee,Friendship,4,,3
Cathy L. Toole,U.S.House,1,Reform,Lee,Friendship,0,,3
Chase Wilson,U.S.House,1,Libertarian,Lee,Friendship,2,,3
Hillary Clinton,President,,Democrat,Lee,Gilvo,16,,3
Donald J. Trump,President,,Republican,Lee,Gilvo,105,,3
Darrell Castle,President,,Constitution,Lee,Gilvo,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lee,Gilvo,0,,3
Jim Hedges,President,,Prohibition,Lee,Gilvo,0,,3
Gary Johnson,President,,Libertarian,Lee,Gilvo,4,,3
Jill Stein,President,,Green,Lee,Gilvo,2,,3
Trent Kelly,U.S.House,1,Republican,Lee,Gilvo,107,,3
Jacob Owens,U.S.House,1,Democrat,Lee,Gilvo,11,,3
Cathy L. Toole,U.S.House,1,Reform,Lee,Gilvo,2,,3
Chase Wilson,U.S.House,1,Libertarian,Lee,Gilvo,4,,3
Hillary Clinton,President,,Democrat,Lee,Guntown,164,,3
Donald J. Trump,President,,Republican,Lee,Guntown,520,,3
Darrell Castle,President,,Constitution,Lee,Guntown,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lee,Guntown,0,,3
Jim Hedges,President,,Prohibition,Lee,Guntown,0,,3
Gary Johnson,President,,Libertarian,Lee,Guntown,7,,3
Jill Stein,President,,Green,Lee,Guntown,5,,3
Trent Kelly,U.S.House,1,Republican,Lee,Guntown,546,,3
Jacob Owens,U.S.House,1,Democrat,Lee,Guntown,122,,3
Cathy L. Toole,U.S.House,1,Reform,Lee,Guntown,3,,3
Chase Wilson,U.S.House,1,Libertarian,Lee,Guntown,13,,3
Hillary Clinton,President,,Democrat,Lee,Hebron,20,,3
Donald J. Trump,President,,Republican,Lee,Hebron,292,,3
Darrell Castle,President,,Constitution,Lee,Hebron,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lee,Hebron,0,,3
Jim Hedges,President,,Prohibition,Lee,Hebron,0,,3
Gary Johnson,President,,Libertarian,Lee,Hebron,3,,3
Jill Stein,President,,Green,Lee,Hebron,1,,3
Trent Kelly,U.S.House,1,Republican,Lee,Hebron,287,,3
Jacob Owens,U.S.House,1,Democrat,Lee,Hebron,12,,3
Cathy L. Toole,U.S.House,1,Reform,Lee,Hebron,4,,3
Chase Wilson,U.S.House,1,Libertarian,Lee,Hebron,5,,3
Hillary Clinton,President,,Democrat,Lee,Kedron,111,,3
Donald J. Trump,President,,Republican,Lee,Kedron,297,,3
Darrell Castle,President,,Constitution,Lee,Kedron,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Lee,Kedron,0,,3
Jim Hedges,President,,Prohibition,Lee,Kedron,0,,3
Gary Johnson,President,,Libertarian,Lee,Kedron,1,,3
Jill Stein,President,,Green,Lee,Kedron,1,,3
Trent Kelly,U.S.House,1,Republican,Lee,Kedron,295,,3
Jacob Owens,U.S.House,1,Democrat,Lee,Kedron,98,,3
Cathy L. Toole,U.S.House,1,Reform,Lee,Kedron,1,,3
Chase Wilson,U.S.House,1,Libertarian,Lee,Kedron,4,,3
Hillary Clinton,President,,Democrat,Lee,Mooreville,95,,3
Donald J. Trump,President,,Republican,Lee,Mooreville,994,,3
Darrell Castle,President,,Constitution,Lee,Mooreville,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lee,Mooreville,0,,3
Jim Hedges,President,,Prohibition,Lee,Mooreville,0,,3
Gary Johnson,President,,Libertarian,Lee,Mooreville,9,,3
Jill Stein,President,,Green,Lee,Mooreville,3,,3
Trent Kelly,U.S.House,1,Republican,Lee,Mooreville,1002,,3
Jacob Owens,U.S.House,1,Democrat,Lee,Mooreville,70,,3
Cathy L. Toole,U.S.House,1,Reform,Lee,Mooreville,6,,3
Chase Wilson,U.S.House,1,Libertarian,Lee,Mooreville,15,,3
Hillary Clinton,President,,Democrat,Lee,Nettleton,113,,3
Donald J. Trump,President,,Republican,Lee,Nettleton,500,,3
Darrell Castle,President,,Constitution,Lee,Nettleton,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lee,Nettleton,0,,3
Jim Hedges,President,,Prohibition,Lee,Nettleton,0,,3
Gary Johnson,President,,Libertarian,Lee,Nettleton,6,,3
Jill Stein,President,,Green,Lee,Nettleton,0,,3
Trent Kelly,U.S.House,1,Republican,Lee,Nettleton,502,,3
Jacob Owens,U.S.House,1,Democrat,Lee,Nettleton,90,,3
Cathy L. Toole,U.S.House,1,Reform,Lee,Nettleton,5,,3
Chase Wilson,U.S.House,1,Libertarian,Lee,Nettleton,9,,3
Hillary Clinton,President,,Democrat,Lee,Oak Hill,230,,3
Donald J. Trump,President,,Republican,Lee,Oak Hill,981,,3
Darrell Castle,President,,Constitution,Lee,Oak Hill,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Lee,Oak Hill,2,,3
Jim Hedges,President,,Prohibition,Lee,Oak Hill,0,,3
Gary Johnson,President,,Libertarian,Lee,Oak Hill,17,,3
Jill Stein,President,,Green,Lee,Oak Hill,11,,3
Trent Kelly,U.S.House,1,Republican,Lee,Oak Hill,1015,,3
Jacob Owens,U.S.House,1,Democrat,Lee,Oak Hill,184,,3
Cathy L. Toole,U.S.House,1,Reform,Lee,Oak Hill,10,,3
Chase Wilson,U.S.House,1,Libertarian,Lee,Oak Hill,22,,3
Hillary Clinton,President,,Democrat,Lee,Old Union,174,,3
Donald J. Trump,President,,Republican,Lee,Old Union,202,,3
Darrell Castle,President,,Constitution,Lee,Old Union,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lee,Old Union,0,,3
Jim Hedges,President,,Prohibition,Lee,Old Union,0,,3
Gary Johnson,President,,Libertarian,Lee,Old Union,3,,3
Jill Stein,President,,Green,Lee,Old Union,0,,3
Trent Kelly,U.S.House,1,Republican,Lee,Old Union,219,,3
Jacob Owens,U.S.House,1,Democrat,Lee,Old Union,136,,3
Cathy L. Toole,U.S.House,1,Reform,Lee,Old Union,3,,3
Chase Wilson,U.S.House,1,Libertarian,Lee,Old Union,0,,3
Hillary Clinton,President,,Democrat,Lee,Palmetto,279,,4
Donald J. Trump,President,,Republican,Lee,Palmetto,391,,4
Darrell Castle,President,,Constitution,Lee,Palmetto,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Lee,Palmetto,2,,4
Jim Hedges,President,,Prohibition,Lee,Palmetto,0,,4
Gary Johnson,President,,Libertarian,Lee,Palmetto,3,,4
Jill Stein,President,,Green,Lee,Palmetto,2,,4
Trent Kelly,U.S.House,1,Republican,Lee,Palmetto,412,,4
Jacob Owens,U.S.House,1,Democrat,Lee,Palmetto,216,,4
Cathy L. Toole,U.S.House,1,Reform,Lee,Palmetto,12,,4
Chase Wilson,U.S.House,1,Libertarian,Lee,Palmetto,11,,4
Hillary Clinton,President,,Democrat,Lee,Petersburg,19,,4
Donald J. Trump,President,,Republican,Lee,Petersburg,204,,4
Darrell Castle,President,,Constitution,Lee,Petersburg,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Lee,Petersburg,0,,4
Jim Hedges,President,,Prohibition,Lee,Petersburg,0,,4
Gary Johnson,President,,Libertarian,Lee,Petersburg,2,,4
Jill Stein,President,,Green,Lee,Petersburg,2,,4
Trent Kelly,U.S.House,1,Republican,Lee,Petersburg,206,,4
Jacob Owens,U.S.House,1,Democrat,Lee,Petersburg,17,,4
Cathy L. Toole,U.S.House,1,Reform,Lee,Petersburg,1,,4
Chase Wilson,U.S.House,1,Libertarian,Lee,Petersburg,3,,4
Hillary Clinton,President,,Democrat,Lee,Plantesville,349,,4
Donald J. Trump,President,,Republican,Lee,Plantesville,347,,4
Darrell Castle,President,,Constitution,Lee,Plantesville,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Lee,Plantesville,0,,4
Jim Hedges,President,,Prohibition,Lee,Plantesville,1,,4
Gary Johnson,President,,Libertarian,Lee,Plantesville,5,,4
Jill Stein,President,,Green,Lee,Plantesville,4,,4
Trent Kelly,U.S.House,1,Republican,Lee,Plantesville,370,,4
Jacob Owens,U.S.House,1,Democrat,Lee,Plantesville,290,,4
Cathy L. Toole,U.S.House,1,Reform,Lee,Plantesville,3,,4
Chase Wilson,U.S.House,1,Libertarian,Lee,Plantesville,11,,4
Hillary Clinton,President,,Democrat,Lee,Pleasant Grove,521,,4
Donald J. Trump,President,,Republican,Lee,Pleasant Grove,311,,4
Darrell Castle,President,,Constitution,Lee,Pleasant Grove,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Lee,Pleasant Grove,1,,4
Jim Hedges,President,,Prohibition,Lee,Pleasant Grove,0,,4
Gary Johnson,President,,Libertarian,Lee,Pleasant Grove,9,,4
Jill Stein,President,,Green,Lee,Pleasant Grove,0,,4
Trent Kelly,U.S.House,1,Republican,Lee,Pleasant Grove,347,,4
Jacob Owens,U.S.House,1,Democrat,Lee,Pleasant Grove,431,,4
Cathy L. Toole,U.S.House,1,Reform,Lee,Pleasant Grove,5,,4
Chase Wilson,U.S.House,1,Libertarian,Lee,Pleasant Grove,8,,4
Hillary Clinton,President,,Democrat,Lee,Pratts,30,,4
Donald J. Trump,President,,Republican,Lee,Pratts,247,,4
Darrell Castle,President,,Constitution,Lee,Pratts,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Lee,Pratts,0,,4
Jim Hedges,President,,Prohibition,Lee,Pratts,1,,4
Gary Johnson,President,,Libertarian,Lee,Pratts,2,,4
Jill Stein,President,,Green,Lee,Pratts,0,,4
Trent Kelly,U.S.House,1,Republican,Lee,Pratts,253,,4
Jacob Owens,U.S.House,1,Democrat,Lee,Pratts,20,,4
Cathy L. Toole,U.S.House,1,Reform,Lee,Pratts,1,,4
Chase Wilson,U.S.House,1,Libertarian,Lee,Pratts,3,,4
Hillary Clinton,President,,Democrat,Lee,Richmond,62,,4
Donald J. Trump,President,,Republican,Lee,Richmond,292,,4
Darrell Castle,President,,Constitution,Lee,Richmond,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Lee,Richmond,0,,4
Jim Hedges,President,,Prohibition,Lee,Richmond,0,,4
Gary Johnson,President,,Libertarian,Lee,Richmond,4,,4
Jill Stein,President,,Green,Lee,Richmond,1,,4
Trent Kelly,U.S.House,1,Republican,Lee,Richmond,295,,4
Jacob Owens,U.S.House,1,Democrat,Lee,Richmond,44,,4
Cathy L. Toole,U.S.House,1,Reform,Lee,Richmond,3,,4
Chase Wilson,U.S.House,1,Libertarian,Lee,Richmond,4,,4
Hillary Clinton,President,,Democrat,Lee,Saltillo,319,,4
Donald J. Trump,President,,Republican,Lee,Saltillo,1706,,4
Darrell Castle,President,,Constitution,Lee,Saltillo,5,,4
Rocky' Roque De La Fuente,President,,American Delta,Lee,Saltillo,1,,4
Jim Hedges,President,,Prohibition,Lee,Saltillo,0,,4
Gary Johnson,President,,Libertarian,Lee,Saltillo,25,,4
Jill Stein,President,,Green,Lee,Saltillo,5,,4
Trent Kelly,U.S.House,1,Republican,Lee,Saltillo,1770,,4
Jacob Owens,U.S.House,1,Democrat,Lee,Saltillo,226,,4
Cathy L. Toole,U.S.House,1,Reform,Lee,Saltillo,13,,4
Chase Wilson,U.S.House,1,Libertarian,Lee,Saltillo,30,,4
Hillary Clinton,President,,Democrat,Lee,Shannon,303,,4
Donald J. Trump,President,,Republican,Lee,Shannon,235,,4
Darrell Castle,President,,Constitution,Lee,Shannon,4,,4
Rocky' Roque De La Fuente,President,,American Delta,Lee,Shannon,1,,4
Jim Hedges,President,,Prohibition,Lee,Shannon,1,,4
Gary Johnson,President,,Libertarian,Lee,Shannon,5,,4
Jill Stein,President,,Green,Lee,Shannon,1,,4
Trent Kelly,U.S.House,1,Republican,Lee,Shannon,265,,4
Jacob Owens,U.S.House,1,Democrat,Lee,Shannon,258,,4
Cathy L. Toole,U.S.House,1,Reform,Lee,Shannon,5,,4
Chase Wilson,U.S.House,1,Libertarian,Lee,Shannon,5,,4
Hillary Clinton,President,,Democrat,Lee,Tupelo 1,70,,4
Donald J. Trump,President,,Republican,Lee,Tupelo 1,407,,4
Darrell Castle,President,,Constitution,Lee,Tupelo 1,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Lee,Tupelo 1,0,,4
Jim Hedges,President,,Prohibition,Lee,Tupelo 1,0,,4
Gary Johnson,President,,Libertarian,Lee,Tupelo 1,6,,4
Jill Stein,President,,Green,Lee,Tupelo 1,2,,4
Trent Kelly,U.S.House,1,Republican,Lee,Tupelo 1,450,,4
Jacob Owens,U.S.House,1,Democrat,Lee,Tupelo 1,29,,4
Cathy L. Toole,U.S.House,1,Reform,Lee,Tupelo 1,1,,4
Chase Wilson,U.S.House,1,Libertarian,Lee,Tupelo 1,11,,4
Hillary Clinton,President,,Democrat,Lee,Tupelo 2,636,,4
Donald J. Trump,President,,Republican,Lee,Tupelo 2,1600,,4
Darrell Castle,President,,Constitution,Lee,Tupelo 2,6,,4
Rocky' Roque De La Fuente,President,,American Delta,Lee,Tupelo 2,1,,4
Jim Hedges,President,,Prohibition,Lee,Tupelo 2,3,,4
Gary Johnson,President,,Libertarian,Lee,Tupelo 2,58,,4
Jill Stein,President,,Green,Lee,Tupelo 2,14,,4
Trent Kelly,U.S.House,1,Republican,Lee,Tupelo 2,1805,,4
Jacob Owens,U.S.House,1,Democrat,Lee,Tupelo 2,436,,4
Cathy L. Toole,U.S.House,1,Reform,Lee,Tupelo 2,14,,4
Chase Wilson,U.S.House,1,Libertarian,Lee,Tupelo 2,43,,4
Hillary Clinton,President,,Democrat,Lee,Tupelo 3,851,,4
Donald J. Trump,President,,Republican,Lee,Tupelo 3,1805,,4
Darrell Castle,President,,Constitution,Lee,Tupelo 3,11,,4
Rocky' Roque De La Fuente,President,,American Delta,Lee,Tupelo 3,2,,4
Jim Hedges,President,,Prohibition,Lee,Tupelo 3,0,,4
Gary Johnson,President,,Libertarian,Lee,Tupelo 3,37,,4
Jill Stein,President,,Green,Lee,Tupelo 3,9,,4
Trent Kelly,U.S.House,1,Republican,Lee,Tupelo 3,1998,,4
Jacob Owens,U.S.House,1,Democrat,Lee,Tupelo 3,650,,4
Cathy L. Toole,U.S.House,1,Reform,Lee,Tupelo 3,19,,4
Chase Wilson,U.S.House,1,Libertarian,Lee,Tupelo 3,38,,4
Hillary Clinton,President,,Democrat,Lee,Tupelo 4 North,1257,,5
Donald J. Trump,President,,Republican,Lee,Tupelo 4 North,379,,5
Darrell Castle,President,,Constitution,Lee,Tupelo 4 North,2,,5
Rocky' Roque De La Fuente,President,,American Delta,Lee,Tupelo 4 North,1,,5
Jim Hedges,President,,Prohibition,Lee,Tupelo 4 North,1,,5
Gary Johnson,President,,Libertarian,Lee,Tupelo 4 North,17,,5
Jill Stein,President,,Green,Lee,Tupelo 4 North,12,,5
Trent Kelly,U.S.House,1,Republican,Lee,Tupelo 4 North,582,,5
Jacob Owens,U.S.House,1,Democrat,Lee,Tupelo 4 North,944,,5
Cathy L. Toole,U.S.House,1,Reform,Lee,Tupelo 4 North,24,,5
Chase Wilson,U.S.House,1,Libertarian,Lee,Tupelo 4 North,29,,5
Hillary Clinton,President,,Democrat,Lee,Tupelo 4 South,1087,,5
Donald J. Trump,President,,Republican,Lee,Tupelo 4 South,156,,5
Darrell Castle,President,,Constitution,Lee,Tupelo 4 South,2,,5
Rocky' Roque De La Fuente,President,,American Delta,Lee,Tupelo 4 South,2,,5
Jim Hedges,President,,Prohibition,Lee,Tupelo 4 South,0,,5
Gary Johnson,President,,Libertarian,Lee,Tupelo 4 South,5,,5
Jill Stein,President,,Green,Lee,Tupelo 4 South,3,,5
Trent Kelly,U.S.House,1,Republican,Lee,Tupelo 4 South,290,,5
Jacob Owens,U.S.House,1,Democrat,Lee,Tupelo 4 South,862,,5
Cathy L. Toole,U.S.House,1,Reform,Lee,Tupelo 4 South,17,,5
Chase Wilson,U.S.House,1,Libertarian,Lee,Tupelo 4 South,25,,5
Hillary Clinton,President,,Democrat,Lee,Tupelo 5,359,,5
Donald J. Trump,President,,Republican,Lee,Tupelo 5,307,,5
Darrell Castle,President,,Constitution,Lee,Tupelo 5,4,,5
Rocky' Roque De La Fuente,President,,American Delta,Lee,Tupelo 5,0,,5
Jim Hedges,President,,Prohibition,Lee,Tupelo 5,0,,5
Gary Johnson,President,,Libertarian,Lee,Tupelo 5,5,,5
Jill Stein,President,,Green,Lee,Tupelo 5,4,,5
Trent Kelly,U.S.House,1,Republican,Lee,Tupelo 5,364,,5
Jacob Owens,U.S.House,1,Democrat,Lee,Tupelo 5,281,,5
Cathy L. Toole,U.S.House,1,Reform,Lee,Tupelo 5,8,,5
Chase Wilson,U.S.House,1,Libertarian,Lee,Tupelo 5,8,,5
Hillary Clinton,President,,Democrat,Lee,Unity,21,,5
Donald J. Trump,President,,Republican,Lee,Unity,388,,5
Darrell Castle,President,,Constitution,Lee,Unity,1,,5
Rocky' Roque De La Fuente,President,,American Delta,Lee,Unity,0,,5
Jim Hedges,President,,Prohibition,Lee,Unity,0,,5
Gary Johnson,President,,Libertarian,Lee,Unity,5,,5
Jill Stein,President,,Green,Lee,Unity,0,,5
Trent Kelly,U.S.House,1,Republican,Lee,Unity,391,,5
Jacob Owens,U.S.House,1,Democrat,Lee,Unity,13,,5
Cathy L. Toole,U.S.House,1,Reform,Lee,Unity,1,,5
Chase Wilson,U.S.House,1,Libertarian,Lee,Unity,8,,5
Hillary Clinton,President,,Democrat,Lee,Verona,556,,5
Donald J. Trump,President,,Republican,Lee,Verona,358,,5
Darrell Castle,President,,Constitution,Lee,Verona,5,,5
Rocky' Roque De La Fuente,President,,American Delta,Lee,Verona,1,,5
