candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Coahoma,Bobo,79,,2
Donald J. Trump,President,,Republican,Coahoma,Bobo,39,,2
Darrell Castle,President,,Constitution,Coahoma,Bobo,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Bobo,0,,2
Jim Hedges,President,,Prohibition,Coahoma,Bobo,0,,2
Gary Johnson,President,,Libertarian,Coahoma,Bobo,0,,2
Jill Stein,President,,Green,Coahoma,Bobo,0,,2
John Bouie ii,U.S.House,2,Republican,Coahoma,Bobo,36,,2
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Bobo,80,,2
Johnny McLeod,U.S.House,2,Reform,Coahoma,Bobo,0,,2
Troy Ray,U.S.House,2,Independent,Coahoma,Bobo,1,,2
Hillary Clinton,President,,Democrat,Coahoma,Cagle Crossing,16,,2
Donald J. Trump,President,,Republican,Coahoma,Cagle Crossing,34,,2
Darrell Castle,President,,Constitution,Coahoma,Cagle Crossing,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Cagle Crossing,0,,2
Jim Hedges,President,,Prohibition,Coahoma,Cagle Crossing,0,,2
Gary Johnson,President,,Libertarian,Coahoma,Cagle Crossing,0,,2
Jill Stein,President,,Green,Coahoma,Cagle Crossing,0,,2
John Bouie ii,U.S.House,2,Republican,Coahoma,Cagle Crossing,26,,2
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Cagle Crossing,19,,2
Johnny McLeod,U.S.House,2,Reform,Coahoma,Cagle Crossing,2,,2
Troy Ray,U.S.House,2,Independent,Coahoma,Cagle Crossing,1,,2
Hillary Clinton,President,,Democrat,Coahoma,Clarksdale Courthouse,401,,2
Donald J. Trump,President,,Republican,Coahoma,Clarksdale Courthouse,228,,2
Darrell Castle,President,,Constitution,Coahoma,Clarksdale Courthouse,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Clarksdale Courthouse,0,,2
Jim Hedges,President,,Prohibition,Coahoma,Clarksdale Courthouse,0,,2
Gary Johnson,President,,Libertarian,Coahoma,Clarksdale Courthouse,7,,2
Jill Stein,President,,Green,Coahoma,Clarksdale Courthouse,0,,2
John Bouie ii,U.S.House,2,Republican,Coahoma,Clarksdale Courthouse,172,,2
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Clarksdale Courthouse,418,,2
Johnny McLeod,U.S.House,2,Reform,Coahoma,Clarksdale Courthouse,9,,2
Troy Ray,U.S.House,2,Independent,Coahoma,Clarksdale Courthouse,19,,2
Hillary Clinton,President,,Democrat,Coahoma,Clarksdale #2,600,,2
Donald J. Trump,President,,Republican,Coahoma,Clarksdale #2,597,,2
Darrell Castle,President,,Constitution,Coahoma,Clarksdale #2,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Clarksdale #2,0,,2
Jim Hedges,President,,Prohibition,Coahoma,Clarksdale #2,1,,2
Gary Johnson,President,,Libertarian,Coahoma,Clarksdale #2,11,,2
Jill Stein,President,,Green,Coahoma,Clarksdale #2,4,,2
John Bouie ii,U.S.House,2,Republican,Coahoma,Clarksdale #2,480,,2
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Clarksdale #2,634,,2
Johnny McLeod,U.S.House,2,Reform,Coahoma,Clarksdale #2,19,,2
Troy Ray,U.S.House,2,Independent,Coahoma,Clarksdale #2,31,,2
Hillary Clinton,President,,Democrat,Coahoma,Clarksdale #3,412,,2
Donald J. Trump,President,,Republican,Coahoma,Clarksdale #3,54,,2
Darrell Castle,President,,Constitution,Coahoma,Clarksdale #3,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Clarksdale #3,0,,2
Jim Hedges,President,,Prohibition,Coahoma,Clarksdale #3,1,,2
Gary Johnson,President,,Libertarian,Coahoma,Clarksdale #3,4,,2
Jill Stein,President,,Green,Coahoma,Clarksdale #3,0,,2
John Bouie ii,U.S.House,2,Republican,Coahoma,Clarksdale #3,40,,2
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Clarksdale #3,412,,2
Johnny McLeod,U.S.House,2,Reform,Coahoma,Clarksdale #3,3,,2
Troy Ray,U.S.House,2,Independent,Coahoma,Clarksdale #3,8,,2
Hillary Clinton,President,,Democrat,Coahoma,Clarksdale #4,1199,,2
Donald J. Trump,President,,Republican,Coahoma,Clarksdale #4,51,,2
Darrell Castle,President,,Constitution,Coahoma,Clarksdale #4,7,,2
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Clarksdale #4,0,,2
Jim Hedges,President,,Prohibition,Coahoma,Clarksdale #4,2,,2
Gary Johnson,President,,Libertarian,Coahoma,Clarksdale #4,5,,2
