candidate,office,district,party,county,precinct,votes,winner,page
Jill Stein,President,,Green,Coahoma,Clarksdale #4,5,,2
John Bouie ii,U.S.House,2,Republican,Coahoma,Clarksdale #4,45,,2
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Clarksdale #4,1192,,2
Johnny McLeod,U.S.House,2,Reform,Coahoma,Clarksdale #4,11,,2
Troy Ray,U.S.House,2,Independent,Coahoma,Clarksdale #4,11,,2
Hillary Clinton,President,,Democrat,Coahoma,Clarksdale #4 North,100,,2
Donald J. Trump,President,,Republican,Coahoma,Clarksdale #4 North,74,,2
Darrell Castle,President,,Constitution,Coahoma,Clarksdale #4 North,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Clarksdale #4 North,0,,2
Jim Hedges,President,,Prohibition,Coahoma,Clarksdale #4 North,0,,2
Gary Johnson,President,,Libertarian,Coahoma,Clarksdale #4 North,3,,2
Jill Stein,President,,Green,Coahoma,Clarksdale #4 North,0,,2
John Bouie ii,U.S.House,2,Republican,Coahoma,Clarksdale #4 North,55,,2
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Clarksdale #4 North,99,,2
Johnny McLeod,U.S.House,2,Reform,Coahoma,Clarksdale #4 North,2,,2
Troy Ray,U.S.House,2,Independent,Coahoma,Clarksdale #4 North,5,,2
Hillary Clinton,President,,Democrat,Coahoma,Clarksdale #5,1105,,2
Donald J. Trump,President,,Republican,Coahoma,Clarksdale #5,226,,2
Darrell Castle,President,,Constitution,Coahoma,Clarksdale #5,6,,2
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Clarksdale #5,1,,2
Jim Hedges,President,,Prohibition,Coahoma,Clarksdale #5,1,,2
Gary Johnson,President,,Libertarian,Coahoma,Clarksdale #5,6,,2
Jill Stein,President,,Green,Coahoma,Clarksdale #5,1,,2
John Bouie ii,U.S.House,2,Republican,Coahoma,Clarksdale #5,159,,2
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Clarksdale #5,1123,,2
Johnny McLeod,U.S.House,2,Reform,Coahoma,Clarksdale #5,18,,2
Troy Ray,U.S.House,2,Independent,Coahoma,Clarksdale #5,25,,2
Hillary Clinton,President,,Democrat,Coahoma,Coahoma,191,,2
Donald J. Trump,President,,Republican,Coahoma,Coahoma,18,,2
Darrell Castle,President,,Constitution,Coahoma,Coahoma,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Coahoma,0,,2
Jim Hedges,President,,Prohibition,Coahoma,Coahoma,0,,2
Gary Johnson,President,,Libertarian,Coahoma,Coahoma,2,,2
Jill Stein,President,,Green,Coahoma,Coahoma,0,,2
John Bouie ii,U.S.House,2,Republican,Coahoma,Coahoma,14,,2
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Coahoma,193,,2
Johnny McLeod,U.S.House,2,Reform,Coahoma,Coahoma,1,,2
Troy Ray,U.S.House,2,Independent,Coahoma,Coahoma,2,,2
Hillary Clinton,President,,Democrat,Coahoma,Dublin,54,,2
Donald J. Trump,President,,Republican,Coahoma,Dublin,89,,2
Darrell Castle,President,,Constitution,Coahoma,Dublin,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Dublin,0,,2
Jim Hedges,President,,Prohibition,Coahoma,Dublin,1,,2
Gary Johnson,President,,Libertarian,Coahoma,Dublin,0,,2
Jill Stein,President,,Green,Coahoma,Dublin,0,,2
John Bouie ii,U.S.House,2,Republican,Coahoma,Dublin,67,,2
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Dublin,64,,2
Johnny McLeod,U.S.House,2,Reform,Coahoma,Dublin,4,,2
Troy Ray,U.S.House,2,Independent,Coahoma,Dublin,3,,2
Hillary Clinton,President,,Democrat,Coahoma,Farrell,130,,2
Donald J. Trump,President,,Republican,Coahoma,Farrell,20,,2
Darrell Castle,President,,Constitution,Coahoma,Farrell,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Farrell,0,,2
Jim Hedges,President,,Prohibition,Coahoma,Farrell,0,,2
Gary Johnson,President,,Libertarian,Coahoma,Farrell,0,,2
Jill Stein,President,,Green,Coahoma,Farrell,0,,2
John Bouie ii,U.S.House,2,Republican,Coahoma,Farrell,13,,2
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Farrell,131,,2
Johnny McLeod,U.S.House,2,Reform,Coahoma,Farrell,1,,2
Troy Ray,U.S.House,2,Independent,Coahoma,Farrell,4,,2
Hillary Clinton,President,,Democrat,Coahoma,Friars Point,485,,3
Donald J. Trump,President,,Republican,Coahoma,Friars Point,47,,3
Darrell Castle,President,,Constitution,Coahoma,Friars Point,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Friars Point,0,,3
Jim Hedges,President,,Prohibition,Coahoma,Friars Point,0,,3
Gary Johnson,President,,Libertarian,Coahoma,Friars Point,1,,3
Jill Stein,President,,Green,Coahoma,Friars Point,1,,3
John Bouie ii,U.S.House,2,Republican,Coahoma,Friars Point,38,,3
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Friars Point,492,,3
Johnny McLeod,U.S.House,2,Reform,Coahoma,Friars Point,1,,3
Troy Ray,U.S.House,2,Independent,Coahoma,Friars Point,3,,3
Hillary Clinton,President,,Democrat,Coahoma,Jonestown,609,,3
Donald J. Trump,President,,Republican,Coahoma,Jonestown,10,,3
Darrell Castle,President,,Constitution,Coahoma,Jonestown,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Jonestown,0,,3
Jim Hedges,President,,Prohibition,Coahoma,Jonestown,0,,3
Gary Johnson,President,,Libertarian,Coahoma,Jonestown,1,,3
Jill Stein,President,,Green,Coahoma,Jonestown,0,,3
John Bouie ii,U.S.House,2,Republican,Coahoma,Jonestown,6,,3
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Jonestown,606,,3
Johnny McLeod,U.S.House,2,Reform,Coahoma,Jonestown,6,,3
Troy Ray,U.S.House,2,Independent,Coahoma,Jonestown,2,,3
Hillary Clinton,President,,Democrat,Coahoma,Lula,131,,3
Donald J. Trump,President,,Republican,Coahoma,Lula,119,,3
Darrell Castle,President,,Constitution,Coahoma,Lula,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Lula,0,,3
Jim Hedges,President,,Prohibition,Coahoma,Lula,0,,3
Gary Johnson,President,,Libertarian,Coahoma,Lula,1,,3
Jill Stein,President,,Green,Coahoma,Lula,0,,3
John Bouie ii,U.S.House,2,Republican,Coahoma,Lula,94,,3
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Lula,132,,3
Johnny McLeod,U.S.House,2,Reform,Coahoma,Lula,7,,3
Troy Ray,U.S.House,2,Independent,Coahoma,Lula,6,,3
Hillary Clinton,President,,Democrat,Coahoma,Lyon,313,,3
Donald J. Trump,President,,Republican,Coahoma,Lyon,588,,3
Darrell Castle,President,,Constitution,Coahoma,Lyon,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Lyon,0,,3
Jim Hedges,President,,Prohibition,Coahoma,Lyon,1,,3
Gary Johnson,President,,Libertarian,Coahoma,Lyon,11,,3
Jill Stein,President,,Green,Coahoma,Lyon,0,,3
John Bouie ii,U.S.House,2,Republican,Coahoma,Lyon,465,,3
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Lyon,356,,3
Johnny McLeod,U.S.House,2,Reform,Coahoma,Lyon,22,,3
Troy Ray,U.S.House,2,Independent,Coahoma,Lyon,29,,3
Hillary Clinton,President,,Democrat,Coahoma,Rena Lara,30,,3
Donald J. Trump,President,,Republican,Coahoma,Rena Lara,181,,3
Darrell Castle,President,,Constitution,Coahoma,Rena Lara,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Rena Lara,0,,3
Jim Hedges,President,,Prohibition,Coahoma,Rena Lara,0,,3
Gary Johnson,President,,Libertarian,Coahoma,Rena Lara,1,,3
Jill Stein,President,,Green,Coahoma,Rena Lara,0,,3
John Bouie ii,U.S.House,2,Republican,Coahoma,Rena Lara,139,,3
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Rena Lara,46,,3
Johnny McLeod,U.S.House,2,Reform,Coahoma,Rena Lara,5,,3
Troy Ray,U.S.House,2,Independent,Coahoma,Rena Lara,8,,3
Hillary Clinton,President,,Democrat,Coahoma,Roundaway,45,,3
Donald J. Trump,President,,Republican,Coahoma,Roundaway,25,,3
Darrell Castle,President,,Constitution,Coahoma,Roundaway,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Roundaway,0,,3
Jim Hedges,President,,Prohibition,Coahoma,Roundaway,0,,3
Gary Johnson,President,,Libertarian,Coahoma,Roundaway,0,,3
Jill Stein,President,,Green,Coahoma,Roundaway,1,,3
John Bouie ii,U.S.House,2,Republican,Coahoma,Roundaway,16,,3
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Roundaway,48,,3
Johnny McLeod,U.S.House,2,Reform,Coahoma,Roundaway,2,,3
Troy Ray,U.S.House,2,Independent,Coahoma,Roundaway,2,,3
Hillary Clinton,President,,Democrat,Coahoma,Sasse Street Fire Station,459,,3
Donald J. Trump,President,,Republican,Coahoma,Sasse Street Fire Station,16,,3
Darrell Castle,President,,Constitution,Coahoma,Sasse Street Fire Station,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Sasse Street Fire Station,3,,3
Jim Hedges,President,,Prohibition,Coahoma,Sasse Street Fire Station,0,,3
Gary Johnson,President,,Libertarian,Coahoma,Sasse Street Fire Station,0,,3
Jill Stein,President,,Green,Coahoma,Sasse Street Fire Station,0,,3
John Bouie ii,U.S.House,2,Republican,Coahoma,Sasse Street Fire Station,12,,3
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Sasse Street Fire Station,455,,3
Johnny McLeod,U.S.House,2,Reform,Coahoma,Sasse Street Fire Station,1,,3
Troy Ray,U.S.House,2,Independent,Coahoma,Sasse Street Fire Station,6,,3
Hillary Clinton,President,,Democrat,Coahoma,Sherard,19,,3
Donald J. Trump,President,,Republican,Coahoma,Sherard,10,,3
Darrell Castle,President,,Constitution,Coahoma,Sherard,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,Sherard,0,,3
Jim Hedges,President,,Prohibition,Coahoma,Sherard,0,,3
Gary Johnson,President,,Libertarian,Coahoma,Sherard,0,,3
Jill Stein,President,,Green,Coahoma,Sherard,1,,3
John Bouie ii,U.S.House,2,Republican,Coahoma,Sherard,5,,3
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,Sherard,24,,3
Johnny McLeod,U.S.House,2,Reform,Coahoma,Sherard,1,,3
Troy Ray,U.S.House,2,Independent,Coahoma,Sherard,0,,3
Hillary Clinton,President,,Democrat,Coahoma,,6378,TRUE,3
Donald J. Trump,President,,Republican,Coahoma,,2426,,3
Darrell Castle,President,,Constitution,Coahoma,,31,,3
Rocky' Roque De La Fuente,President,,American Delta,Coahoma,,4,,3
Jim Hedges,President,,Prohibition,Coahoma,,7,,3
Gary Johnson,President,,Libertarian,Coahoma,,53,,3
Jill Stein,President,,Green,Coahoma,,13,,3
John Bouie ii,U.S.House,2,Republican,Coahoma,,1882,,3
Bennie G. Thompson,U.S.House,2,Democrat,Coahoma,,6524,TRUE,3
Johnny McLeod,U.S.House,2,Reform,Coahoma,,115,,3
Troy Ray,U.S.House,2,Independent,Coahoma,,166,,3
