candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Claiborne,County Precinct 1-A,544,,2
Donald J. Trump,President,,Republican,Claiborne,County Precinct 1-A,90,,2
Darrell Castle,President,,Constitution,Claiborne,County Precinct 1-A,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Claiborne,County Precinct 1-A,0,,2
Jim Hedges,President,,Prohibition,Claiborne,County Precinct 1-A,0,,2
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 1-A,4,,2
Jill Stein,President,,Green,Claiborne,County Precinct 1-A,0,,2
John Bouie ii,U.S.House,2,Republican,Claiborne,County Precinct 1-A,77,,2
Bennie G. Thompson,U.S.House,2,Democrat,Claiborne,County Precinct 1-A,550,,2
Johnny McLeod,U.S.House,2,Reform,Claiborne,County Precinct 1-A,4,,2
Troy Ray,U.S.House,2,Independent,Claiborne,County Precinct 1-A,8,,2
Hillary Clinton,President,,Democrat,Claiborne,County Precinct 1-B,295,,2
Donald J. Trump,President,,Republican,Claiborne,County Precinct 1-B,4,,2
Darrell Castle,President,,Constitution,Claiborne,County Precinct 1-B,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Claiborne,County Precinct 1-B,0,,2
Jim Hedges,President,,Prohibition,Claiborne,County Precinct 1-B,0,,2
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 1-B,1,,2
Jill Stein,President,,Green,Claiborne,County Precinct 1-B,2,,2
John Bouie ii,U.S.House,2,Republican,Claiborne,County Precinct 1-B,8,,2
Bennie G. Thompson,U.S.House,2,Democrat,Claiborne,County Precinct 1-B,284,,2
Johnny McLeod,U.S.House,2,Reform,Claiborne,County Precinct 1-B,3,,2
Troy Ray,U.S.House,2,Independent,Claiborne,County Precinct 1-B,4,,2
Hillary Clinton,President,,Democrat,Claiborne,County Precinct 2-A,417,,2
Donald J. Trump,President,,Republican,Claiborne,County Precinct 2-A,71,,2
Darrell Castle,President,,Constitution,Claiborne,County Precinct 2-A,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Claiborne,County Precinct 2-A,1,,2
Jim Hedges,President,,Prohibition,Claiborne,County Precinct 2-A,1,,2
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 2-A,0,,2
Jill Stein,President,,Green,Claiborne,County Precinct 2-A,0,,2
John Bouie ii,U.S.House,2,Republican,Claiborne,County Precinct 2-A,60,,2
Bennie G. Thompson,U.S.House,2,Democrat,Claiborne,County Precinct 2-A,429,,2
Johnny McLeod,U.S.House,2,Reform,Claiborne,County Precinct 2-A,5,,2
Troy Ray,U.S.House,2,Independent,Claiborne,County Precinct 2-A,5,,2
Hillary Clinton,President,,Democrat,Claiborne,County Precinct 2-B,221,,2
Donald J. Trump,President,,Republican,Claiborne,County Precinct 2-B,26,,2
Darrell Castle,President,,Constitution,Claiborne,County Precinct 2-B,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Claiborne,County Precinct 2-B,0,,2
Jim Hedges,President,,Prohibition,Claiborne,County Precinct 2-B,0,,2
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 2-B,0,,2
Jill Stein,President,,Green,Claiborne,County Precinct 2-B,0,,2
John Bouie ii,U.S.House,2,Republican,Claiborne,County Precinct 2-B,18,,2
Bennie G. Thompson,U.S.House,2,Democrat,Claiborne,County Precinct 2-B,226,,2
Johnny McLeod,U.S.House,2,Reform,Claiborne,County Precinct 2-B,1,,2
Troy Ray,U.S.House,2,Independent,Claiborne,County Precinct 2-B,4,,2
Hillary Clinton,President,,Democrat,Claiborne,County Precinct 3-A,670,,2
Donald J. Trump,President,,Republican,Claiborne,County Precinct 3-A,150,,2
Darrell Castle,President,,Constitution,Claiborne,County Precinct 3-A,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Claiborne,County Precinct 3-A,0,,2
Jim Hedges,President,,Prohibition,Claiborne,County Precinct 3-A,1,,2
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 3-A,2,,2
Jill Stein,President,,Green,Claiborne,County Precinct 3-A,1,,2
John Bouie ii,U.S.House,2,Republican,Claiborne,County Precinct 3-A,137,,2
Bennie G. Thompson,U.S.House,2,Democrat,Claiborne,County Precinct 3-A,672,,2
Johnny McLeod,U.S.House,2,Reform,Claiborne,County Precinct 3-A,3,,2
Troy Ray,U.S.House,2,Independent,Claiborne,County Precinct 3-A,9,,2
Hillary Clinton,President,,Democrat,Claiborne,County Precinct 3-B,12,,2
Donald J. Trump,President,,Republican,Claiborne,County Precinct 3-B,27,,2
Darrell Castle,President,,Constitution,Claiborne,County Precinct 3-B,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Claiborne,County Precinct 3-B,0,,2
Jim Hedges,President,,Prohibition,Claiborne,County Precinct 3-B,0,,2
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 3-B,0,,2
Jill Stein,President,,Green,Claiborne,County Precinct 3-B,0,,2
John Bouie ii,U.S.House,2,Republican,Claiborne,County Precinct 3-B,16,,2
Bennie G. Thompson,U.S.House,2,Democrat,Claiborne,County Precinct 3-B,19,,2
Johnny McLeod,U.S.House,2,Reform,Claiborne,County Precinct 3-B,1,,2
Troy Ray,U.S.House,2,Independent,Claiborne,County Precinct 3-B,2,,2
Hillary Clinton,President,,Democrat,Claiborne,County Precinct 4-A,340,,2
Donald J. Trump,President,,Republican,Claiborne,County Precinct 4-A,63,,2
Darrell Castle,President,,Constitution,Claiborne,County Precinct 4-A,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Claiborne,County Precinct 4-A,0,,2
Jim Hedges,President,,Prohibition,Claiborne,County Precinct 4-A,0,,2
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 4-A,0,,2
Jill Stein,President,,Green,Claiborne,County Precinct 4-A,0,,2
John Bouie ii,U.S.House,2,Republican,Claiborne,County Precinct 4-A,50,,2
Bennie G. Thompson,U.S.House,2,Democrat,Claiborne,County Precinct 4-A,338,,2
Johnny McLeod,U.S.House,2,Reform,Claiborne,County Precinct 4-A,7,,2
Troy Ray,U.S.House,2,Independent,Claiborne,County Precinct 4-A,8,,2
Hillary Clinton,President,,Democrat,Claiborne,County Precinct 4-B,401,,2
Donald J. Trump,President,,Republican,Claiborne,County Precinct 4-B,47,,2
Darrell Castle,President,,Constitution,Claiborne,County Precinct 4-B,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Claiborne,County Precinct 4-B,0,,2
Jim Hedges,President,,Prohibition,Claiborne,County Precinct 4-B,0,,2
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 4-B,0,,2
Jill Stein,President,,Green,Claiborne,County Precinct 4-B,1,,2
John Bouie ii,U.S.House,2,Republican,Claiborne,County Precinct 4-B,39,,2
Bennie G. Thompson,U.S.House,2,Democrat,Claiborne,County Precinct 4-B,408,,2
