candidate,office,district,party,county,precinct,votes,winner,page
Johnny McLeod,U.S.House,2,Reform,Claiborne,County Precinct 4-B,4,,2
Troy Ray,U.S.House,2,Independent,Claiborne,County Precinct 4-B,2,,2
Hillary Clinton,President,,Democrat,Claiborne,County Precinct 5-A,406,,2
Donald J. Trump,President,,Republican,Claiborne,County Precinct 5-A,23,,2
Darrell Castle,President,,Constitution,Claiborne,County Precinct 5-A,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Claiborne,County Precinct 5-A,3,,2
Jim Hedges,President,,Prohibition,Claiborne,County Precinct 5-A,0,,2
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 5-A,0,,2
Jill Stein,President,,Green,Claiborne,County Precinct 5-A,0,,2
John Bouie ii,U.S.House,2,Republican,Claiborne,County Precinct 5-A,18,,2
Bennie G. Thompson,U.S.House,2,Democrat,Claiborne,County Precinct 5-A,410,,2
Johnny McLeod,U.S.House,2,Reform,Claiborne,County Precinct 5-A,4,,2
Troy Ray,U.S.House,2,Independent,Claiborne,County Precinct 5-A,2,,2
Hillary Clinton,President,,Democrat,Claiborne,County Precinct 5-B,402,,2
Donald J. Trump,President,,Republican,Claiborne,County Precinct 5-B,39,,2
Darrell Castle,President,,Constitution,Claiborne,County Precinct 5-B,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Claiborne,County Precinct 5-B,0,,2
Jim Hedges,President,,Prohibition,Claiborne,County Precinct 5-B,0,,2
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 5-B,0,,2
Jill Stein,President,,Green,Claiborne,County Precinct 5-B,1,,2
John Bouie ii,U.S.House,2,Republican,Claiborne,County Precinct 5-B,32,,2
Bennie G. Thompson,U.S.House,2,Democrat,Claiborne,County Precinct 5-B,397,,2
Johnny McLeod,U.S.House,2,Reform,Claiborne,County Precinct 5-B,6,,2
Troy Ray,U.S.House,2,Independent,Claiborne,County Precinct 5-B,9,,2
Hillary Clinton,President,,Democrat,Claiborne,,3708,TRUE,2
Donald J. Trump,President,,Republican,Claiborne,,540,,2
Darrell Castle,President,,Constitution,Claiborne,,6,,2
Rocky' Roque De La Fuente,President,,American Delta,Claiborne,,4,,2
Jim Hedges,President,,Prohibition,Claiborne,,2,,2
Gary Johnson,President,,Libertarian,Claiborne,,7,,2
Jill Stein,President,,Green,Claiborne,,5,,2
John Bouie ii,U.S.House,2,Republican,Claiborne,,455,,2
Bennie G. Thompson,U.S.House,2,Democrat,Claiborne,,3733,TRUE,2
Johnny McLeod,U.S.House,2,Reform,Claiborne,,38,,2
Troy Ray,U.S.House,2,Independent,Claiborne,,53,,2
