candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Choctaw,Bywy,58,,2
Donald J. Trump,President,,Republican,Choctaw,Bywy,144,,2
Darrell Castle,President,,Constitution,Choctaw,Bywy,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Choctaw,Bywy,0,,2
Jim Hedges,President,,Prohibition,Choctaw,Bywy,1,,2
Gary Johnson,President,,Libertarian,Choctaw,Bywy,0,,2
Jill Stein,President,,Green,Choctaw,Bywy,2,,2
Trent Kelly,U.S.House,1,Republican,Choctaw,Bywy,153,,2
Jacob Owens,U.S.House,1,Democrat,Choctaw,Bywy,46,,2
Cathy L. Toole,U.S.House,1,Reform,Choctaw,Bywy,4,,2
Chase Wilson,U.S.House,1,Libertarian,Choctaw,Bywy,1,,2
Hillary Clinton,President,,Democrat,Choctaw,Chester,74,,2
Donald J. Trump,President,,Republican,Choctaw,Chester,180,,2
Darrell Castle,President,,Constitution,Choctaw,Chester,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Choctaw,Chester,1,,2
Jim Hedges,President,,Prohibition,Choctaw,Chester,0,,2
Gary Johnson,President,,Libertarian,Choctaw,Chester,0,,2
Jill Stein,President,,Green,Choctaw,Chester,0,,2
Trent Kelly,U.S.House,1,Republican,Choctaw,Chester,185,,2
Jacob Owens,U.S.House,1,Democrat,Choctaw,Chester,60,,2
Cathy L. Toole,U.S.House,1,Reform,Choctaw,Chester,0,,2
Chase Wilson,U.S.House,1,Libertarian,Choctaw,Chester,3,,2
Hillary Clinton,President,,Democrat,Choctaw,District 5,147,,2
Donald J. Trump,President,,Republican,Choctaw,District 5,706,,2
Darrell Castle,President,,Constitution,Choctaw,District 5,6,,2
Rocky' Roque De La Fuente,President,,American Delta,Choctaw,District 5,0,,2
Jim Hedges,President,,Prohibition,Choctaw,District 5,0,,2
Gary Johnson,President,,Libertarian,Choctaw,District 5,4,,2
Jill Stein,President,,Green,Choctaw,District 5,3,,2
Trent Kelly,U.S.House,1,Republican,Choctaw,District 5,705,,2
Jacob Owens,U.S.House,1,Democrat,Choctaw,District 5,111,,2
Cathy L. Toole,U.S.House,1,Reform,Choctaw,District 5,12,,2
Chase Wilson,U.S.House,1,Libertarian,Choctaw,District 5,17,,2
Hillary Clinton,President,,Democrat,Choctaw,East Weir,219,,2
Donald J. Trump,President,,Republican,Choctaw,East Weir,77,,2
Darrell Castle,President,,Constitution,Choctaw,East Weir,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Choctaw,East Weir,0,,2
Jim Hedges,President,,Prohibition,Choctaw,East Weir,0,,2
Gary Johnson,President,,Libertarian,Choctaw,East Weir,3,,2
Jill Stein,President,,Green,Choctaw,East Weir,2,,2
Trent Kelly,U.S.House,1,Republican,Choctaw,East Weir,102,,2
Jacob Owens,U.S.House,1,Democrat,Choctaw,East Weir,169,,2
Cathy L. Toole,U.S.House,1,Reform,Choctaw,East Weir,3,,2
Chase Wilson,U.S.House,1,Libertarian,Choctaw,East Weir,1,,2
Hillary Clinton,President,,Democrat,Choctaw,Fentress,67,,2
Donald J. Trump,President,,Republican,Choctaw,Fentress,196,,2
Darrell Castle,President,,Constitution,Choctaw,Fentress,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Choctaw,Fentress,0,,2
Jim Hedges,President,,Prohibition,Choctaw,Fentress,0,,2
Gary Johnson,President,,Libertarian,Choctaw,Fentress,4,,2
Jill Stein,President,,Green,Choctaw,Fentress,0,,2
Trent Kelly,U.S.House,1,Republican,Choctaw,Fentress,200,,2
Jacob Owens,U.S.House,1,Democrat,Choctaw,Fentress,54,,2
Cathy L. Toole,U.S.House,1,Reform,Choctaw,Fentress,4,,2
Chase Wilson,U.S.House,1,Libertarian,Choctaw,Fentress,5,,2
Hillary Clinton,President,,Democrat,Choctaw,French Camp,57,,2
Donald J. Trump,President,,Republican,Choctaw,French Camp,240,,2
Darrell Castle,President,,Constitution,Choctaw,French Camp,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Choctaw,French Camp,0,,2
Jim Hedges,President,,Prohibition,Choctaw,French Camp,2,,2
Gary Johnson,President,,Libertarian,Choctaw,French Camp,6,,2
Jill Stein,President,,Green,Choctaw,French Camp,0,,2
Trent Kelly,U.S.House,1,Republican,Choctaw,French Camp,238,,2
Jacob Owens,U.S.House,1,Democrat,Choctaw,French Camp,42,,2
Cathy L. Toole,U.S.House,1,Reform,Choctaw,French Camp,1,,2
Chase Wilson,U.S.House,1,Libertarian,Choctaw,French Camp,3,,2
Hillary Clinton,President,,Democrat,Choctaw,Hebron,21,,2
Donald J. Trump,President,,Republican,Choctaw,Hebron,161,,2
