county,precinct,office,district,party,candidate,votes,winner
Pontotoc,Hoyle,Lieutenant Governor,,Reform,Rosa B. Williams,4,
Pontotoc,Hurricane,Lieutenant Governor,,Democrat,Tim Johnson,27,
Pontotoc,Hurricane,Lieutenant Governor,,Republican,Tate Reeves,229,
Pontotoc,Hurricane,Lieutenant Governor,,Libertarian,Ron Williams,3,
Pontotoc,Hurricane,Lieutenant Governor,,Reform,Rosa B. Williams,4,
Pontotoc,Judah,Lieutenant Governor,,Democrat,Tim Johnson,36,
Pontotoc,Judah,Lieutenant Governor,,Republican,Tate Reeves,167,
Pontotoc,Judah,Lieutenant Governor,,Libertarian,Ron Williams,3,
Pontotoc,Judah,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Pontotoc,Longview,Lieutenant Governor,,Democrat,Tim Johnson,69,
Pontotoc,Longview,Lieutenant Governor,,Republican,Tate Reeves,102,
Pontotoc,Longview,Lieutenant Governor,,Libertarian,Ron Williams,2,
Pontotoc,Longview,Lieutenant Governor,,Reform,Rosa B. Williams,2,
Pontotoc,Oakhill,Lieutenant Governor,,Democrat,Tim Johnson,21,
Pontotoc,Oakhill,Lieutenant Governor,,Republican,Tate Reeves,150,
Pontotoc,Oakhill,Lieutenant Governor,,Libertarian,Ron Williams,2,
Pontotoc,Oakhill,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Pontotoc,Pontotoc 1,Lieutenant Governor,,Democrat,Tim Johnson,45,
Pontotoc,Pontotoc 1,Lieutenant Governor,,Republican,Tate Reeves,187,
Pontotoc,Pontotoc 1,Lieutenant Governor,,Libertarian,Ron Williams,6,
Pontotoc,Pontotoc 1,Lieutenant Governor,,Reform,Rosa B. Williams,3,
Pontotoc,Pontotoc 2,Lieutenant Governor,,Democrat,Tim Johnson,58,
Pontotoc,Pontotoc 2,Lieutenant Governor,,Republican,Tate Reeves,236,
Pontotoc,Pontotoc 2,Lieutenant Governor,,Libertarian,Ron Williams,3,
Pontotoc,Pontotoc 2,Lieutenant Governor,,Reform,Rosa B. Williams,4,
Pontotoc,Pontotoc 3,Lieutenant Governor,,Democrat,Tim Johnson,114,
Pontotoc,Pontotoc 3,Lieutenant Governor,,Republican,Tate Reeves,414,
Pontotoc,Pontotoc 3,Lieutenant Governor,,Libertarian,Ron Williams,7,
Pontotoc,Pontotoc 3,Lieutenant Governor,,Reform,Rosa B. Williams,5,
Pontotoc,Pontotoc 4,Lieutenant Governor,,Democrat,Tim Johnson,84,
Pontotoc,Pontotoc 4,Lieutenant Governor,,Republican,Tate Reeves,236,
Pontotoc,Pontotoc 4,Lieutenant Governor,,Libertarian,Ron Williams,2,
Pontotoc,Pontotoc 4,Lieutenant Governor,,Reform,Rosa B. Williams,6,
Pontotoc,Pontotoc 5,Lieutenant Governor,,Democrat,Tim Johnson,140,
Pontotoc,Pontotoc 5,Lieutenant Governor,,Republican,Tate Reeves,524,
Pontotoc,Pontotoc 5,Lieutenant Governor,,Libertarian,Ron Williams,14,
Pontotoc,Pontotoc 5,Lieutenant Governor,,Reform,Rosa B. Williams,6,
Pontotoc,Randolph,Lieutenant Governor,,Democrat,Tim Johnson,74,
Pontotoc,Randolph,Lieutenant Governor,,Republican,Tate Reeves,384,
Pontotoc,Randolph,Lieutenant Governor,,Libertarian,Ron Williams,7,
Pontotoc,Randolph,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Pontotoc,Robbs,Lieutenant Governor,,Democrat,Tim Johnson,8,
Pontotoc,Robbs,Lieutenant Governor,,Republican,Tate Reeves,24,
Pontotoc,Robbs,Lieutenant Governor,,Libertarian,Ron Williams,4,
Pontotoc,Robbs,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Pontotoc,Sherman,Lieutenant Governor,,Democrat,Tim Johnson,29,
Pontotoc,Sherman,Lieutenant Governor,,Republican,Tate Reeves,151,
Pontotoc,Sherman,Lieutenant Governor,,Libertarian,Ron Williams,4,
Pontotoc,Sherman,Lieutenant Governor,,Reform,Rosa B. Williams,0,
Pontotoc,Springville,Lieutenant Governor,,Democrat,Tim Johnson,106,
Pontotoc,Springville,Lieutenant Governor,,Republican,Tate Reeves,323,
Pontotoc,Springville,Lieutenant Governor,,Libertarian,Ron Williams,8,
Pontotoc,Springville,Lieutenant Governor,,Reform,Rosa B. Williams,7,
Pontotoc,Thaxton,Lieutenant Governor,,Democrat,Tim Johnson,53,
Pontotoc,Thaxton,Lieutenant Governor,,Republican,Tate Reeves,282,
Pontotoc,Thaxton,Lieutenant Governor,,Libertarian,Ron Williams,6,
Pontotoc,Thaxton,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Pontotoc,Toccopola,Lieutenant Governor,,Democrat,Tim Johnson,36,
Pontotoc,Toccopola,Lieutenant Governor,,Republican,Tate Reeves,97,
Pontotoc,Toccopola,Lieutenant Governor,,Libertarian,Ron Williams,4,
Pontotoc,Toccopola,Lieutenant Governor,,Reform,Rosa B. Williams,4,
Pontotoc,Troy,Lieutenant Governor,,Democrat,Tim Johnson,53,
Pontotoc,Troy,Lieutenant Governor,,Republican,Tate Reeves,282,
Pontotoc,Troy,Lieutenant Governor,,Libertarian,Ron Williams,5,
Pontotoc,Troy,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Pontotoc,Turnpike,Lieutenant Governor,,Democrat,Tim Johnson,31,
Pontotoc,Turnpike,Lieutenant Governor,,Republican,Tate Reeves,206,
Pontotoc,Turnpike,Lieutenant Governor,,Libertarian,Ron Williams,4,
Pontotoc,Turnpike,Lieutenant Governor,,Reform,Rosa B. Williams,2,
Pontotoc,Woodland,Lieutenant Governor,,Democrat,Tim Johnson,18,
Pontotoc,Woodland,Lieutenant Governor,,Republican,Tate Reeves,81,
Pontotoc,Woodland,Lieutenant Governor,,Libertarian,Ron Williams,3,
Pontotoc,Woodland,Lieutenant Governor,,Reform,Rosa B. Williams,0,
Pontotoc,Zion,Lieutenant Governor,,Democrat,Tim Johnson,53,
Pontotoc,Zion,Lieutenant Governor,,Republican,Tate Reeves,184,
Pontotoc,Zion,Lieutenant Governor,,Libertarian,Ron Williams,6,
Pontotoc,Zion,Lieutenant Governor,,Reform,Rosa B. Williams,2,
Pontotoc,,Lieutenant Governor,,Democrat,Tim Johnson,1676,
Pontotoc,,Lieutenant Governor,,Republican,Tate Reeves,6386,1
Pontotoc,,Lieutenant Governor,,Libertarian,Ron Williams,147,
Pontotoc,,Lieutenant Governor,,Reform,Rosa B. Williams,79,
Pontotoc,Algoma,Secretary of State,,Democrat,Charles E. Graham,58,
Pontotoc,Algoma,Secretary of State,,Republican,Delbert Hosemann,305,
Pontotoc,Algoma,Secretary of State,,Reform,Randy Walker,13,
Pontotoc,Bankhead,Secretary of State,,Democrat,Charles E. Graham,149,
Pontotoc,Bankhead,Secretary of State,,Republican,Delbert Hosemann,195,
Pontotoc,Bankhead,Secretary of State,,Reform,Randy Walker,8,
Pontotoc,Beckham,Secretary of State,,Democrat,Charles E. Graham,66,
Pontotoc,Beckham,Secretary of State,,Republican,Delbert Hosemann,258,
Pontotoc,Beckham,Secretary of State,,Reform,Randy Walker,14,
Pontotoc,Bethel/Endville,Secretary of State,,Democrat,Charles E. Graham,41,
Pontotoc,Bethel/Endville,Secretary of State,,Republican,Delbert Hosemann,248,
Pontotoc,Bethel/Endville,Secretary of State,,Reform,Randy Walker,12,
Pontotoc,Buchanan,Secretary of State,,Democrat,Charles E. Graham,41,
Pontotoc,Buchanan,Secretary of State,,Republican,Delbert Hosemann,193,
Pontotoc,Buchanan,Secretary of State,,Reform,Randy Walker,15,
Pontotoc,Cherry Creek,Secretary of State,,Democrat,Charles E. Graham,40,
Pontotoc,Cherry Creek,Secretary of State,,Republican,Delbert Hosemann,266,
Pontotoc,Cherry Creek,Secretary of State,,Reform,Randy Walker,8,
Pontotoc,Ecru,Secretary of State,,Democrat,Charles E. Graham,85,
Pontotoc,Ecru,Secretary of State,,Republican,Delbert Hosemann,314,
Pontotoc,Ecru,Secretary of State,,Reform,Randy Walker,13,
Pontotoc,Friendship,Secretary of State,,Democrat,Charles E. Graham,19,
Pontotoc,Friendship,Secretary of State,,Republican,Delbert Hosemann,116,
Pontotoc,Friendship,Secretary of State,,Reform,Randy Walker,2,
Pontotoc,Hoyle,Secretary of State,,Democrat,Charles E. Graham,131,
Pontotoc,Hoyle,Secretary of State,,Republican,Delbert Hosemann,216,
Pontotoc,Hoyle,Secretary of State,,Reform,Randy Walker,9,
Pontotoc,Hurricane,Secretary of State,,Democrat,Charles E. Graham,26,
Pontotoc,Hurricane,Secretary of State,,Republican,Delbert Hosemann,222,
Pontotoc,Hurricane,Secretary of State,,Reform,Randy Walker,6,
Pontotoc,Judah,Secretary of State,,Democrat,Charles E. Graham,24,
Pontotoc,Judah,Secretary of State,,Republican,Delbert Hosemann,174,
Pontotoc,Judah,Secretary of State,,Reform,Randy Walker,7,
Pontotoc,Longview,Secretary of State,,Democrat,Charles E. Graham,72,
Pontotoc,Longview,Secretary of State,,Republican,Delbert Hosemann,102,
Pontotoc,Longview,Secretary of State,,Reform,Randy Walker,2,
Pontotoc,Oakhill,Secretary of State,,Democrat,Charles E. Graham,23,
Pontotoc,Oakhill,Secretary of State,,Republican,Delbert Hosemann,150,
Pontotoc,Oakhill,Secretary of State,,Reform,Randy Walker,3,
Pontotoc,Pontotoc 1,Secretary of State,,Democrat,Charles E. Graham,38,
Pontotoc,Pontotoc 1,Secretary of State,,Republican,Delbert Hosemann,195,
Pontotoc,Pontotoc 1,Secretary of State,,Reform,Randy Walker,6,
Pontotoc,Pontotoc 2,Secretary of State,,Democrat,Charles E. Graham,51,
Pontotoc,Pontotoc 2,Secretary of State,,Republican,Delbert Hosemann,237,
Pontotoc,Pontotoc 2,Secretary of State,,Reform,Randy Walker,7,
Pontotoc,Pontotoc 3,Secretary of State,,Democrat,Charles E. Graham,108,
Pontotoc,Pontotoc 3,Secretary of State,,Republican,Delbert Hosemann,421,
Pontotoc,Pontotoc 3,Secretary of State,,Reform,Randy Walker,14,
Pontotoc,Pontotoc 4,Secretary of State,,Democrat,Charles E. Graham,78,
Pontotoc,Pontotoc 4,Secretary of State,,Republican,Delbert Hosemann,233,
Pontotoc,Pontotoc 4,Secretary of State,,Reform,Randy Walker,7,
Pontotoc,Pontotoc 5,Secretary of State,,Democrat,Charles E. Graham,125,
Pontotoc,Pontotoc 5,Secretary of State,,Republican,Delbert Hosemann,538,
Pontotoc,Pontotoc 5,Secretary of State,,Reform,Randy Walker,14,
Pontotoc,Randolph,Secretary of State,,Democrat,Charles E. Graham,70,
Pontotoc,Randolph,Secretary of State,,Republican,Delbert Hosemann,370,
Pontotoc,Randolph,Secretary of State,,Reform,Randy Walker,21,
Pontotoc,Robbs,Secretary of State,,Democrat,Charles E. Graham,11,
Pontotoc,Robbs,Secretary of State,,Republican,Delbert Hosemann,25,
Pontotoc,Robbs,Secretary of State,,Reform,Randy Walker,2,
Pontotoc,Sherman,Secretary of State,,Democrat,Charles E. Graham,25,
Pontotoc,Sherman,Secretary of State,,Republican,Delbert Hosemann,159,
Pontotoc,Sherman,Secretary of State,,Reform,Randy Walker,3,
Pontotoc,Springville,Secretary of State,,Democrat,Charles E. Graham,104,
Pontotoc,Springville,Secretary of State,,Republican,Delbert Hosemann,310,
Pontotoc,Springville,Secretary of State,,Reform,Randy Walker,24,
Pontotoc,Thaxton,Secretary of State,,Democrat,Charles E. Graham,50,
Pontotoc,Thaxton,Secretary of State,,Republican,Delbert Hosemann,284,
Pontotoc,Thaxton,Secretary of State,,Reform,Randy Walker,11,
Pontotoc,Toccopola,Secretary of State,,Democrat,Charles E. Graham,37,
Pontotoc,Toccopola,Secretary of State,,Republican,Delbert Hosemann,98,
Pontotoc,Toccopola,Secretary of State,,Reform,Randy Walker,8,
Pontotoc,Troy,Secretary of State,,Democrat,Charles E. Graham,59,
Pontotoc,Troy,Secretary of State,,Republican,Delbert Hosemann,274,
Pontotoc,Troy,Secretary of State,,Reform,Randy Walker,9,
Pontotoc,Turnpike,Secretary of State,,Democrat,Charles E. Graham,33,
Pontotoc,Turnpike,Secretary of State,,Republican,Delbert Hosemann,203,
Pontotoc,Turnpike,Secretary of State,,Reform,Randy Walker,6,
Pontotoc,Woodland,Secretary of State,,Democrat,Charles E. Graham,12,
Pontotoc,Woodland,Secretary of State,,Republican,Delbert Hosemann,83,
Pontotoc,Woodland,Secretary of State,,Reform,Randy Walker,7,
Pontotoc,Zion,Secretary of State,,Democrat,Charles E. Graham,50,
Pontotoc,Zion,Secretary of State,,Republican,Delbert Hosemann,189,
Pontotoc,Zion,Secretary of State,,Reform,Randy Walker,6,
Pontotoc,,Secretary of State,,Democrat,Charles E. Graham,1626,
Pontotoc,,Secretary of State,,Republican,Delbert Hosemann,6378,1
Pontotoc,,Secretary of State,,Reform,Randy Walker,257,
Pontotoc,Algoma,Attorney General,,Democrat,Jim Hood,224,
Pontotoc,Algoma,Attorney General,,Republican,Mike Hurst,152,
Pontotoc,Bankhead,Attorney General,,Democrat,Jim Hood,243,
Pontotoc,Bankhead,Attorney General,,Republican,Mike Hurst,114,
Pontotoc,Beckham,Attorney General,,Democrat,Jim Hood,214,
Pontotoc,Beckham,Attorney General,,Republican,Mike Hurst,128,
Pontotoc,Bethel/Endville,Attorney General,,Democrat,Jim Hood,134,
Pontotoc,Bethel/Endville,Attorney General,,Republican,Mike Hurst,174,
Pontotoc,Buchanan,Attorney General,,Democrat,Jim Hood,137,
Pontotoc,Buchanan,Attorney General,,Republican,Mike Hurst,117,
Pontotoc,Cherry Creek,Attorney General,,Democrat,Jim Hood,150,
Pontotoc,Cherry Creek,Attorney General,,Republican,Mike Hurst,165,
Pontotoc,Ecru,Attorney General,,Democrat,Jim Hood,221,
Pontotoc,Ecru,Attorney General,,Republican,Mike Hurst,189,
Pontotoc,Friendship,Attorney General,,Democrat,Jim Hood,57,
Pontotoc,Friendship,Attorney General,,Republican,Mike Hurst,84,
Pontotoc,Hoyle,Attorney General,,Democrat,Jim Hood,209,
Pontotoc,Hoyle,Attorney General,,Republican,Mike Hurst,143,
Pontotoc,Hurricane,Attorney General,,Democrat,Jim Hood,115,
Pontotoc,Hurricane,Attorney General,,Republican,Mike Hurst,147,
Pontotoc,Judah,Attorney General,,Democrat,Jim Hood,147,
Pontotoc,Judah,Attorney General,,Republican,Mike Hurst,66,
Pontotoc,Longview,Attorney General,,Democrat,Jim Hood,109,
Pontotoc,Longview,Attorney General,,Republican,Mike Hurst,70,
Pontotoc,Oakhill,Attorney General,,Democrat,Jim Hood,73,
Pontotoc,Oakhill,Attorney General,,Republican,Mike Hurst,104,
Pontotoc,Pontotoc 1,Attorney General,,Democrat,Jim Hood,113,
Pontotoc,Pontotoc 1,Attorney General,,Republican,Mike Hurst,129,
Pontotoc,Pontotoc 2,Attorney General,,Democrat,Jim Hood,175,
Pontotoc,Pontotoc 2,Attorney General,,Republican,Mike Hurst,129,
Pontotoc,Pontotoc 3,Attorney General,,Democrat,Jim Hood,338,
Pontotoc,Pontotoc 3,Attorney General,,Republican,Mike Hurst,208,
Pontotoc,Pontotoc 4,Attorney General,,Democrat,Jim Hood,175,
Pontotoc,Pontotoc 4,Attorney General,,Republican,Mike Hurst,153,
Pontotoc,Pontotoc 5,Attorney General,,Democrat,Jim Hood,380,
Pontotoc,Pontotoc 5,Attorney General,,Republican,Mike Hurst,303,
Pontotoc,Randolph,Attorney General,,Democrat,Jim Hood,251,
Pontotoc,Randolph,Attorney General,,Republican,Mike Hurst,218,
Pontotoc,Robbs,Attorney General,,Democrat,Jim Hood,26,
Pontotoc,Robbs,Attorney General,,Republican,Mike Hurst,10,
Pontotoc,Sherman,Attorney General,,Democrat,Jim Hood,92,
Pontotoc,Sherman,Attorney General,,Republican,Mike Hurst,89,
Pontotoc,Springville,Attorney General,,Democrat,Jim Hood,251,
Pontotoc,Springville,Attorney General,,Republican,Mike Hurst,195,
Pontotoc,Thaxton,Attorney General,,Democrat,Jim Hood,176,
Pontotoc,Thaxton,Attorney General,,Republican,Mike Hurst,171,
Pontotoc,Toccopola,Attorney General,,Democrat,Jim Hood,84,
Pontotoc,Toccopola,Attorney General,,Republican,Mike Hurst,64,
Pontotoc,Troy,Attorney General,,Democrat,Jim Hood,155,
Pontotoc,Troy,Attorney General,,Republican,Mike Hurst,189,
Pontotoc,Turnpike,Attorney General,,Democrat,Jim Hood,105,
Pontotoc,Turnpike,Attorney General,,Republican,Mike Hurst,135,
Pontotoc,Woodland,Attorney General,,Democrat,Jim Hood,45,
Pontotoc,Woodland,Attorney General,,Republican,Mike Hurst,56,
Pontotoc,Zion,Attorney General,,Democrat,Jim Hood,152,
Pontotoc,Zion,Attorney General,,Republican,Mike Hurst,91,
Pontotoc,,Attorney General,,Democrat,Jim Hood,4548,1
Pontotoc,,Attorney General,,Republican,Mike Hurst,3793,
Pontotoc,Algoma,State Auditor,,Republican,Stacey E. Pickering,329,
Pontotoc,Algoma,State Auditor,,Democrat ,Jocelyn 'Joce' Pepper Pritchett,37,
Pontotoc,Algoma,State Auditor,,Reform,Lajena Walley,2,
Pontotoc,Bankhead,State Auditor,,Republican,Stacey E. Pickering,209,
Pontotoc,Bankhead,State Auditor,,Democrat ,Jocelyn 'Joce' Pepper Pritchett,143,
Pontotoc,Bankhead,State Auditor,,Reform,Lajena Walley,2,
Pontotoc,Beckham,State Auditor,,Republican,Stacey E. Pickering,280,
Pontotoc,Beckham,State Auditor,,Democrat ,Jocelyn 'Joce' Pepper Pritchett,51,
Pontotoc,Beckham,State Auditor,,Reform,Lajena Walley,4,
Pontotoc,Bethel/Endville,State Auditor,,Republican,Stacey E. Pickering,253,
Pontotoc,Bethel/Endville,State Auditor,,Democrat ,Jocelyn 'Joce' Pepper Pritchett,38,
Pontotoc,Bethel/Endville,State Auditor,,Reform,Lajena Walley,2,
Pontotoc,Buchanan,State Auditor,,Republican,Stacey E. Pickering,220,
Pontotoc,Buchanan,State Auditor,,Democrat ,Jocelyn 'Joce' Pepper Pritchett,26,
Pontotoc,Buchanan,State Auditor,,Reform,Lajena Walley,3,
Pontotoc,Cherry Creek,State Auditor,,Republican,Stacey E. Pickering,277,
Pontotoc,Cherry Creek,State Auditor,,Democrat ,Jocelyn 'Joce' Pepper Pritchett,31,
Pontotoc,Cherry Creek,State Auditor,,Reform,Lajena Walley,3,
Pontotoc,Ecru,State Auditor,,Republican,Stacey E. Pickering,344,
Pontotoc,Ecru,State Auditor,,Democrat ,Jocelyn 'Joce' Pepper Pritchett,62,
Pontotoc,Ecru,State Auditor,,Reform,Lajena Walley,2,
Pontotoc,Friendship,State Auditor,,Republican,Stacey E. Pickering,127,
Pontotoc,Friendship,State Auditor,,Democrat ,Jocelyn 'Joce' Pepper Pritchett,12,
Pontotoc,Friendship,State Auditor,,Reform,Lajena Walley,0,
Pontotoc,Hoyle,State Auditor,,Republican,Stacey E. Pickering,229,
Pontotoc,Hoyle,State Auditor,,Democrat ,Jocelyn 'Joce' Pepper Pritchett,125,
Pontotoc,Hoyle,State Auditor,,Reform,Lajena Walley,2,
Pontotoc,Hurricane,State Auditor,,Republican,Stacey E. Pickering,237,
Pontotoc,Hurricane,State Auditor,,Democrat ,Jocelyn 'Joce' Pepper Pritchett,18,
Pontotoc,Hurricane,State Auditor,,Reform,Lajena Walley,2,
Pontotoc,Judah,State Auditor,,Republican,Stacey E. Pickering,184,
