county,precinct,office,district,party,candidate,votes,
DeSoto,105 Olive Branch South,,,,Registration,3740,
DeSoto,105 Olive Branch South,,,,Ballots,832,
DeSoto,105 Olive Branch South,Governor,,Republican,Phil Bryant,684,
DeSoto,105 Olive Branch South,Governor,,Democrat,Robert Gray,101,
DeSoto,105 Olive Branch South,Governor,,Reform,Shawn O'Hara,14,
DeSoto,105 Olive Branch South,Governor,,,Write-in,1,
DeSoto,105 Olive Branch South,Lieutenant Governor,,Democrat,Tim Johnson,115,
DeSoto,105 Olive Branch South,Lieutenant Governor,,Republican,Tate Reeves,645,
DeSoto,105 Olive Branch South,Lieutenant Governor,,Libertarian,Ron Williams,23,
DeSoto,105 Olive Branch South,Lieutenant Governor,,Reform,Rosa B. Williams,9,
DeSoto,105 Olive Branch South,Secretary of State,,Democrat,Charles E. Graham,116,
DeSoto,105 Olive Branch South,Secretary of State,,Republican,Delbert Hosemann,650,
DeSoto,105 Olive Branch South,Secretary of State,,Reform,Randy Walker,20,
DeSoto,105 Olive Branch South,Attorney General,,Democrat,Jim Hood,199,
DeSoto,105 Olive Branch South,Attorney General,,Republican,Mike Hurst,592,
DeSoto,105 Olive Branch South,Attorney General,,,Write-in,3,
DeSoto,105 Olive Branch South,State Auditor,,Republican,Stacey E. Pickering,657,
DeSoto,105 Olive Branch South,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",109,
DeSoto,105 Olive Branch South,State Auditor,,Reform,Lajena Walley,15,
DeSoto,105 Olive Branch South,State Auditor,,,Write-in,1,
DeSoto,105 Olive Branch South,State Treasurer,,Republican,Lynn Fitch,704,
DeSoto,105 Olive Branch South,State Treasurer,,Reform,Viola V. McFarland,49,
DeSoto,105 Olive Branch South,State Treasurer,,,Write-in,2,
DeSoto,105 Olive Branch South,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,114,
DeSoto,105 Olive Branch South,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,637,
DeSoto,105 Olive Branch South,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,22,
DeSoto,105 Olive Branch South,Commissioner of Insurance,,Republican,Mike Chaney,695,
DeSoto,105 Olive Branch South,Commissioner of Insurance,,,Write-in,7,
DeSoto,105 Olive Branch South,State Senate,19,Republican,Kevin Blackwell,696,
DeSoto,105 Olive Branch South,State Senate,19,,Write-in,6,
DeSoto,105 Olive Branch South,State House,6,Republican,Dana Criswell,691,
DeSoto,105 Olive Branch South,State House,6,,Write-in,9,
DeSoto,106 Olive Branch North,,,,Registration,2972,
DeSoto,106 Olive Branch North,,,,Ballots,570,
DeSoto,106 Olive Branch North,Governor,,Republican,Phil Bryant,440,
DeSoto,106 Olive Branch North,Governor,,Democrat,Robert Gray,110,
DeSoto,106 Olive Branch North,Governor,,Reform,Shawn O'Hara,5,
DeSoto,106 Olive Branch North,Governor,,,Write-in,4,
DeSoto,106 Olive Branch North,Lieutenant Governor,,Democrat,Tim Johnson,124,
DeSoto,106 Olive Branch North,Lieutenant Governor,,Republican,Tate Reeves,412,
DeSoto,106 Olive Branch North,Lieutenant Governor,,Libertarian,Ron Williams,12,
DeSoto,106 Olive Branch North,Lieutenant Governor,,Reform,Rosa B. Williams,3,
DeSoto,106 Olive Branch North,Lieutenant Governor,,,Write-in,1,
DeSoto,106 Olive Branch North,Secretary of State,,Democrat,Charles E. Graham,127,
DeSoto,106 Olive Branch North,Secretary of State,,Republican,Delbert Hosemann,406,
DeSoto,106 Olive Branch North,Secretary of State,,Reform,Randy Walker,17,
DeSoto,106 Olive Branch North,Attorney General,,Democrat,Jim Hood,178,
DeSoto,106 Olive Branch North,Attorney General,,Republican,Mike Hurst,377,
DeSoto,106 Olive Branch North,Attorney General,,,Write-in,1,
DeSoto,106 Olive Branch North,State Auditor,,Republican,Stacey E. Pickering,423,
DeSoto,106 Olive Branch North,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",118,
DeSoto,106 Olive Branch North,State Auditor,,Reform,Lajena Walley,10,
DeSoto,106 Olive Branch North,State Auditor,,,Write-in,2,
DeSoto,106 Olive Branch North,State Treasurer,,Republican,Lynn Fitch,462,
DeSoto,106 Olive Branch North,State Treasurer,,Reform,Viola V. McFarland,42,
DeSoto,106 Olive Branch North,State Treasurer,,,Write-in,6,
DeSoto,106 Olive Branch North,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,125,
DeSoto,106 Olive Branch North,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,408,
DeSoto,106 Olive Branch North,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,15,
DeSoto,106 Olive Branch North,Commissioner of Insurance,,Republican,Mike Chaney,461,
DeSoto,106 Olive Branch North,Commissioner of Insurance,,,Write-in,7,
DeSoto,106 Olive Branch North,State Senate,19,Republican,Kevin Blackwell,470,
DeSoto,106 Olive Branch North,State Senate,19,,Write-in,5,
DeSoto,106 Olive Branch North,State House,6,Republican,Dana Criswell,464,
DeSoto,106 Olive Branch North,State House,6,,Write-in,7,
DeSoto,107 Hacks Cross Road,,,,Registeration,3038,
DeSoto,107 Hacks Cross Road,,,,Ballots,457,
DeSoto,107 Hacks Cross Road,Governor,,Republican,Phil Bryant,337,
DeSoto,107 Hacks Cross Road,Governor,,Democrat,Robert Gray,96,
DeSoto,107 Hacks Cross Road,Governor,,Reform,Shawn O'Hara,7,
DeSoto,107 Hacks Cross Road,Governor,,,Write-in,1,
DeSoto,107 Hacks Cross Road,Lieutenant Governor,,Democrat,Tim Johnson,111,
DeSoto,107 Hacks Cross Road,Lieutenant Governor,,Republican,Tate Reeves,301,
DeSoto,107 Hacks Cross Road,Lieutenant Governor,,Libertarian,Ron Williams,17,
DeSoto,107 Hacks Cross Road,Lieutenant Governor,,Reform,Rosa B. Williams,6,
DeSoto,107 Hacks Cross Road,Secretary of State,,Democrat,Charles E. Graham,116,
DeSoto,107 Hacks Cross Road,Secretary of State,,Republican,Delbert Hosemann,300,
DeSoto,107 Hacks Cross Road,Secretary of State,,Reform,Randy Walker,12,
DeSoto,107 Hacks Cross Road,Secretary of State,,,Write-in,1,
DeSoto,107 Hacks Cross Road,Attorney General,,Democrat,Jim Hood,153,
DeSoto,107 Hacks Cross Road,Attorney General,,Republican,Mike Hurst,283,
DeSoto,107 Hacks Cross Road,Attorney General,,,Write-in,1,
DeSoto,107 Hacks Cross Road,State Auditor,,Republican,Stacey E. Pickering,313,
DeSoto,107 Hacks Cross Road,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",110,
DeSoto,107 Hacks Cross Road,State Auditor,,Reform,Lajena Walley,7,
DeSoto,107 Hacks Cross Road,State Treasurer,,Republican,Lynn Fitch,344,
DeSoto,107 Hacks Cross Road,State Treasurer,,Reform,Viola V. McFarland,53,
DeSoto,107 Hacks Cross Road,State Treasurer,,,Write-in,1,
DeSoto,107 Hacks Cross Road,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,108,
DeSoto,107 Hacks Cross Road,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,305,
DeSoto,107 Hacks Cross Road,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,16,
DeSoto,107 Hacks Cross Road,Commissioner of Agriculture & Commerce,,,Write-in,1,
DeSoto,107 Hacks Cross Road,Commissioner of Insurance,,Republican,Mike Chaney,362,
DeSoto,107 Hacks Cross Road,Commissioner of Insurance,,,Write-in,7,
DeSoto,107 Hacks Cross Road,State Senate,19,Republican,Kevin Blackwell,361,
DeSoto,107 Hacks Cross Road,State Senate,19,,Write-in,9,
DeSoto,107 Hacks Cross Road,State House,52,Republican,William Kinkade,365,
DeSoto,107 Hacks Cross Road,State House,52,,w,9,
DeSoto,108 Mineral Wells,State Senate,19,Republican,Kevin Blackwell,610,
DeSoto,108 Mineral Wells,State Senate,19,,Write-in,5,
DeSoto,108 Mineral Wells,State House,6,Republican,Dana Criswell,438,
DeSoto,108 Mineral Wells,State House,6,,Write-in,10,
DeSoto,108 Mineral Wells,State House,7,Republican,Steve Hopkins,124,
DeSoto,108 Mineral Wells,State House,24,Republican,Jeff Hale,35,
DeSoto,108 Olive Branch West,,,,Registration,1171,
DeSoto,108 Olive Branch West,State Senate,19,Republican,Kevin Blackwell,212,
DeSoto,108 Olive Branch West,State Senate,19,,Write-in,3,
DeSoto,108 Olive Branch West,State House,6,Republican,Dana Criswell,197,
DeSoto,108 Olive Branch West,State House,6,,Write-in,3,
DeSoto,108 Olive Branch West,State House,24,Republican,Jeff Hale,15,
DeSoto,108 Olive Branch West H06,,,,Ballots,238,
DeSoto,108 Olive Branch West H06,Governor,,Republican,Phil Bryant,187,
DeSoto,108 Olive Branch West H06,Governor,,Democrat,Robert Gray,43,
DeSoto,108 Olive Branch West H06,Governor,,Reform,Shawn O'Hara,2,
DeSoto,108 Olive Branch West H06,Lieutenant Governor,,Democrat,Tim Johnson,44,
DeSoto,108 Olive Branch West H06,Lieutenant Governor,,Republican,Tate Reeves,179,
DeSoto,108 Olive Branch West H06,Lieutenant Governor,,Libertarian,Ron Williams,6,
DeSoto,108 Olive Branch West H06,Lieutenant Governor,,Reform,Rosa B. Williams,1,
DeSoto,108 Olive Branch West H06,Secretary of State,,Democrat,Charles E. Graham,47,
DeSoto,108 Olive Branch West H06,Secretary of State,,Republican,Delbert Hosemann,182,
DeSoto,108 Olive Branch West H06,Secretary of State,,Reform,Randy Walker,2,
DeSoto,108 Olive Branch West H06,Attorney General,,Democrat,Jim Hood,73,
DeSoto,108 Olive Branch West H06,Attorney General,,Republican,Mike Hurst,156,
DeSoto,108 Olive Branch West H06,State Auditor,,Republican,Stacey E. Pickering,184,
DeSoto,108 Olive Branch West H06,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",45,
DeSoto,108 Olive Branch West H06,State Auditor,,Reform,Lajena Walley,1,
DeSoto,108 Olive Branch West H06,State Treasurer,,Republican,Lynn Fitch,197,
DeSoto,108 Olive Branch West H06,State Treasurer,,Reform,Viola V. McFarland,19,
DeSoto,108 Olive Branch West H06,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,45,
DeSoto,108 Olive Branch West H06,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,181,
DeSoto,108 Olive Branch West H06,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,4,
DeSoto,108 Olive Branch West H06,Commissioner of Insurance,,Republican,Mike Chaney,199,
DeSoto,108 Olive Branch West H06,Commissioner of Insurance,,,Write-in,4,
DeSoto,108 Olive Branch West H24,,,,Ballots,19,
DeSoto,108 Olive Branch West H24,Governor,,Republican,Phil Bryant,13,
DeSoto,108 Olive Branch West H24,Governor,,Democrat,Robert Gray,6,
DeSoto,108 Olive Branch West H24,Governor,,Reform,Shawn O'Hara,0,
DeSoto,108 Olive Branch West H24,Lieutenant Governor,,Democrat,Tim Johnson,8,
DeSoto,108 Olive Branch West H24,Lieutenant Governor,,Republican,Tate Reeves,11,
DeSoto,108 Olive Branch West H24,Lieutenant Governor,,Libertarian,Ron Williams,0,
DeSoto,108 Olive Branch West H24,Lieutenant Governor,,Reform,Rosa B. Williams,0,
DeSoto,108 Olive Branch West H24,Secretary of State,,Democrat,Charles E. Graham,6,
DeSoto,108 Olive Branch West H24,Secretary of State,,Republican,Delbert Hosemann,13,
DeSoto,108 Olive Branch West H24,Secretary of State,,Reform,Randy Walker,0,
DeSoto,108 Olive Branch West H24,Attorney General,,Democrat,Jim Hood,9,
DeSoto,108 Olive Branch West H24,Attorney General,,Republican,Mike Hurst,10,
DeSoto,108 Olive Branch West H24,State Auditor,,Republican,Stacey E. Pickering,12,
DeSoto,108 Olive Branch West H24,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",7,
DeSoto,108 Olive Branch West H24,State Auditor,,Reform,Lajena Walley,0,
DeSoto,108 Olive Branch West H24,State Treasurer,,Republican,Lynn Fitch,14,
DeSoto,108 Olive Branch West H24,State Treasurer,,Reform,Viola V. McFarland,4,
DeSoto,108 Olive Branch West H24,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,6,
DeSoto,108 Olive Branch West H24,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,12,
DeSoto,108 Olive Branch West H24,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,1,
DeSoto,108 Olive Branch West H24,Commissioner of Insurance,,Republican,Mike Chaney,15,
DeSoto,108 Olive Branch West H24,Commissioner of Insurance,,,Write-in,0,
DeSoto,109 Cumberland,,,,Registeration,2319,
DeSoto,109 Cumberland,,,,Ballots,421,
DeSoto,109 Cumberland,Governor,,Republican,Phil Bryant,265,
DeSoto,109 Cumberland,Governor,,Democrat,Robert Gray,147,
DeSoto,109 Cumberland,Governor,,Reform,Shawn O'Hara,4,
DeSoto,109 Cumberland,Governor,,,Write-in,1,
DeSoto,109 Cumberland,Lieutenant Governor,,Democrat,Tim Johnson,160,
DeSoto,109 Cumberland,Lieutenant Governor,,Republican,Tate Reeves,237,
DeSoto,109 Cumberland,Lieutenant Governor,,Libertarian,Ron Williams,13,
DeSoto,109 Cumberland,Lieutenant Governor,,Reform,Rosa B. Williams,4,
DeSoto,109 Cumberland,Lieutenant Governor,,,Write-in,2,
DeSoto,109 Cumberland,Secretary of State,,Democrat,Charles E. Graham,167,
DeSoto,109 Cumberland,Secretary of State,,Republican,Delbert Hosemann,237,
DeSoto,109 Cumberland,Secretary of State,,Reform,Randy Walker,10,
DeSoto,109 Cumberland,Secretary of State,,,Write-in,1,
DeSoto,109 Cumberland,Attorney General,,Democrat,Jim Hood,194,
DeSoto,109 Cumberland,Attorney General,,Republican,Mike Hurst,221,
DeSoto,109 Cumberland,Attorney General,,,Write-in,1,
DeSoto,109 Cumberland,State Auditor,,Republican,Stacey E. Pickering,252,
DeSoto,109 Cumberland,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",159,
DeSoto,109 Cumberland,State Auditor,,Reform,Lajena Walley,4,
DeSoto,109 Cumberland,State Auditor,,,Write-in,1,
DeSoto,109 Cumberland,State Treasurer,,Republican,Lynn Fitch,299,
DeSoto,109 Cumberland,State Treasurer,,Reform,Viola V. McFarland,52,
DeSoto,109 Cumberland,State Treasurer,,,Write-in,7,
DeSoto,109 Cumberland,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,159,
DeSoto,109 Cumberland,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,240,
DeSoto,109 Cumberland,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,8,
DeSoto,109 Cumberland,Commissioner of Agriculture & Commerce,,,Write-in,2,
DeSoto,109 Cumberland,Commissioner of Insurance,,Republican,Mike Chaney,306,
DeSoto,109 Cumberland,Commissioner of Insurance,,,Write-in,9,
DeSoto,109 Cumberland,State Senate,19,Republican,Kevin Blackwell,314,
DeSoto,109 Cumberland,State Senate,19,,Write-in,9,
DeSoto,109 Cumberland,State House,6,Republican,Dana Criswell,311,
DeSoto,109 Cumberland,State House,6,,Write-in,10,
DeSoto,201 Mineral Wells,,,,Registration,3090,
DeSoto,201 Mineral Wells H06,,,,Ballots,545,
DeSoto,201 Mineral Wells H06,Governor,,Republican,Phil Bryant,399,
DeSoto,201 Mineral Wells H06,Governor,,Democrat,Robert Gray,127,
DeSoto,201 Mineral Wells H06,Governor,,Reform,Shawn O'Hara,7,
DeSoto,201 Mineral Wells H06,Governor,,,Write-in,2,
DeSoto,201 Mineral Wells H06,Lieutenant Governor,,Democrat,Tim Johnson,125,
DeSoto,201 Mineral Wells H06,Lieutenant Governor,,Republican,Tate Reeves,388,
DeSoto,201 Mineral Wells H06,Lieutenant Governor,,Libertarian,Ron Williams,18,
DeSoto,201 Mineral Wells H06,Lieutenant Governor,,Reform,Rosa B. Williams,4,
DeSoto,201 Mineral Wells H06,Secretary of State,,Democrat,Charles E. Graham,135,
DeSoto,201 Mineral Wells H06,Secretary of State,,Republican,Delbert Hosemann,388,
DeSoto,201 Mineral Wells H06,Secretary of State,,Reform,Randy Walker,11,
DeSoto,201 Mineral Wells H06,Attorney General,,Democrat,Jim Hood,167,
DeSoto,201 Mineral Wells H06,Attorney General,,Republican,Mike Hurst,362,
DeSoto,201 Mineral Wells H06,State Auditor,,Republican,Stacey E. Pickering,393,
DeSoto,201 Mineral Wells H06,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",123,
DeSoto,201 Mineral Wells H06,State Auditor,,Reform,Lajena Walley,10,
DeSoto,201 Mineral Wells H06,State Treasurer,,Republican,Lynn Fitch,432,
DeSoto,201 Mineral Wells H06,State Treasurer,,Reform,Viola V. McFarland,53,
DeSoto,201 Mineral Wells H06,State Treasurer,,,Write-in,5,
DeSoto,201 Mineral Wells H06,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,127,
DeSoto,201 Mineral Wells H06,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,380,
DeSoto,201 Mineral Wells H06,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,12,
DeSoto,201 Mineral Wells H06,Commissioner of Insurance,,Republican,Mike Chaney,440,
DeSoto,201 Mineral Wells H06,Commissioner of Insurance,,,Write-in,7,
DeSoto,201 Mineral Wells H07,,,,Ballots,146,
DeSoto,201 Mineral Wells H07,Governor,,Republican,Phil Bryant,127,
DeSoto,201 Mineral Wells H07,Governor,,Democrat,Robert Gray,16,
DeSoto,201 Mineral Wells H07,Governor,,Reform,Shawn O'Hara,0,
DeSoto,201 Mineral Wells H07,Governor,,,Write-in,0,
DeSoto,201 Mineral Wells H07,Lieutenant Governor,,Democrat,Tim Johnson,20,
DeSoto,201 Mineral Wells H07,Lieutenant Governor,,Republican,Tate Reeves,119,
DeSoto,201 Mineral Wells H07,Lieutenant Governor,,Libertarian,Ron Williams,2,
DeSoto,201 Mineral Wells H07,Lieutenant Governor,,Reform,Rosa B. Williams,0,
DeSoto,201 Mineral Wells H07,Secretary of State,,Democrat,Charles E. Graham,26,
DeSoto,201 Mineral Wells H07,Secretary of State,,Republican,Delbert Hosemann,109,
DeSoto,201 Mineral Wells H07,Secretary of State,,Reform,Randy Walker,1,
DeSoto,201 Mineral Wells H07,Attorney General,,Democrat,Jim Hood,39,
DeSoto,201 Mineral Wells H07,Attorney General,,Republican,Mike Hurst,103,
DeSoto,201 Mineral Wells H07,State Auditor,,Republican,Stacey E. Pickering,116,
DeSoto,201 Mineral Wells H07,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",21,
