page,candidate,office,district,party,county,precinct,votes,winner,,,
2,Vicki Slater,Governor,,D,Attala,Ethel,43,,,,
2,Robert Gray,Governor,,D,Attala,Hesterville,63,,,,
2,Valerie Adream Smartt Short,Governor,,D,Attala,Hesterville,7,,,,
2,Vicki Slater,Governor,,D,Attala,Hesterville,17,,,,
2,Robert Gray,Governor,,D,Attala,Liberty Chapel,81,,,,
2,Valerie Adream Smartt Short,Governor,,D,Attala,Liberty Chapel,18,,,,
2,Vicki Slater,Governor,,D,Attala,Liberty Chapel,43,,,,
2,Robert Gray,Governor,,D,Attala,Mcadams,72,,,,
2,Valerie Adream Smartt Short,Governor,,D,Attala,Mcadams,16,,,,
2,Vicki Slater,Governor,,D,Attala,Mcadams,43,,,,
2,Robert Gray,Governor,,D,Attala,Mccool,84,,,,
2,Valerie Adream Smartt Short,Governor,,D,Attala,Mccool,19,,,,
2,Vicki Slater,Governor,,D,Attala,Mccool,48,,,,
2,Robert Gray,Governor,,D,Attala,Newport,70,,,,
2,Valerie Adream Smartt Short,Governor,,D,Attala,Newport,14,,,,
2,Vicki Slater,Governor,,D,Attala,Newport,43,,,,
2,Robert Gray,Governor,,D,Attala,North Central,69,,,,
2,Valerie Adream Smartt Short,Governor,,D,Attala,North Central,4,,,,
2,Vicki Slater,Governor,,D,Attala,North Central,42,,,,
3,Robert Gray,Governor,,D,Attala,North East,233,,,,
3,Valerie Adream Smartt Short,Governor,,D,Attala,North East,105,,,,
3,Vicki Slater,Governor,,D,Attala,North East,228,,,,
3,Robert Gray,Governor,,D,Attala,North West,114,,,,
3,Valerie Adream Smartt Short,Governor,,D,Attala,North West,26,,,,
3,Vicki Slater,Governor,,D,Attala,North West,74,,,,
3,Robert Gray,Governor,,D,Attala,Possumneck,54,,,,
3,Valerie Adream Smartt Short,Governor,,D,Attala,Possumneck,18,,,,
3,Vicki Slater,Governor,,D,Attala,Possumneck,34,,,,
3,Robert Gray,Governor,,D,Attala,Providence,70,,,,
3,Valerie Adream Smartt Short,Governor,,D,Attala,Providence,8,,,,
3,Vicki Slater,Governor,,D,Attala,Providence,40,,,,
3,Robert Gray,Governor,,D,Attala,Sallis,241,,,,
3,Valerie Adream Smartt Short,Governor,,D,Attala,Sallis,49,,,,
3,Vicki Slater,Governor,,D,Attala,Sallis,236,,,,
3,Robert Gray,Governor,,D,Attala,South Central,148,,,,
3,Valerie Adream Smartt Short,Governor,,D,Attala,South Central,39,,,,
3,Vicki Slater,Governor,,D,Attala,South Central,138,,,,
3,Robert Gray,Governor,,D,Attala,South West,60,,,,
3,Valerie Adream Smartt Short,Governor,,D,Attala,South West,25,,,,
3,Vicki Slater,Governor,,D,Attala,South West,84,,,,
3,Robert Gray,Governor,,D,Attala,Thompson,41,,,,
3,Valerie Adream Smartt Short,Governor,,D,Attala,Thompson,5,,,,
3,Vicki Slater,Governor,,D,Attala,Thompson,13,,,,
3,Robert Gray,Governor,,D,Attala,Williamsville,297,,,,
3,Valerie Adream Smartt Short,Governor,,D,Attala,Williamsville,45,,,,
3,Vicki Slater,Governor,,D,Attala,Williamsville,154,,,,
3,Robert Gray,Governor,,D,Attala,Zama,65,,,,
3,Valerie Adream Smartt Short,Governor,,D,Attala,Zama,24,,,,
3,Vicki Slater,Governor,,D,Attala,Zama,39,,,,
3,Robert Gray,Governor,,D,Attala,TOTAL,2171,,,,
3,Valerie Adream Smartt Short,Governor,,D,Attala,TOTAL,501,,,,
3,Vicki Slater,Governor,,D,Attala,TOTAL,1508,,,,
2,Jelani Barr,Lieutenant Governor,,D,Attala,Aponaug,10,,,,
2,Tim Johnson,Lieutenant Governor,,D,Attala,Aponaug,101,,,,
2,Jelani Barr,Lieutenant Governor,,D,Attala,Berea,8,,,,
2,Tim Johnson,Lieutenant Governor,,D,Attala,Berea,67,,,,
2,Jelani Barr,Lieutenant Governor,,D,Attala,Carmack,9,,,,
2,Tim Johnson,Lieutenant Governor,,D,Attala,Carmack,121,,,,
2,Jelani Barr,Lieutenant Governor,,D,Attala,East,34,,,,
2,Tim Johnson,Lieutenant Governor,,D,Attala,East,336,,,,
2,Jelani Barr,Lieutenant Governor,,D,Attala,Ethel,16,,,,
2,Tim Johnson,Lieutenant Governor,,D,Attala,Ethel,153,,,,
2,Jelani Barr,Lieutenant Governor,,D,Attala,Hesterville,5,,,,
2,Tim Johnson,Lieutenant Governor,,D,Attala,Hesterville,107,,,,
2,Jelani Barr,Lieutenant Governor,,D,Attala,Liberty Chapel,17,,,,
2,Tim Johnson,Lieutenant Governor,,D,Attala,Liberty Chapel,144,,,,
2,Jelani Barr,Lieutenant Governor,,D,Attala,Mcadams,15,,,,
2,Tim Johnson,Lieutenant Governor,,D,Attala,Mcadams,133,,,,
2,Jelani Barr,Lieutenant Governor,,D,Attala,Mccool,18,,,,
2,Tim Johnson,Lieutenant Governor,,D,Attala,Mccool,152,,,,
2,Jelani Barr,Lieutenant Governor,,D,Attala,Newport,18,,,,
2,Tim Johnson,Lieutenant Governor,,D,Attala,Newport,111,,,,
2,Jelani Barr,Lieutenant Governor,,D,Attala,North Central,11,,,,
2,Tim Johnson,Lieutenant Governor,,D,Attala,North Central,145,,,,
3,Jelani Barr,Lieutenant Governor,,D,Attala,North East,99,,,,
3,Tim Johnson,Lieutenant Governor,,D,Attala,North East,497,,,,
3,Jelani Barr,Lieutenant Governor,,D,Attala,North West,29,,,,
3,Tim Johnson,Lieutenant Governor,,D,Attala,North West,213,,,,
3,Jelani Barr,Lieutenant Governor,,D,Attala,Possumneck,13,,,,
3,Tim Johnson,Lieutenant Governor,,D,Attala,Possumneck,107,,,,
3,Jelani Barr,Lieutenant Governor,,D,Attala,Providence,8,,,,
3,Tim Johnson,Lieutenant Governor,,D,Attala,Providence,146,,,,
3,Jelani Barr,Lieutenant Governor,,D,Attala,Sallis,67,,,,
3,Tim Johnson,Lieutenant Governor,,D,Attala,Sallis,465,,,,
3,Jelani Barr,Lieutenant Governor,,D,Attala,South Central,43,,,,
3,Tim Johnson,Lieutenant Governor,,D,Attala,South Central,310,,,,
3,Jelani Barr,Lieutenant Governor,,D,Attala,South West,30,,,,
3,Tim Johnson,Lieutenant Governor,,D,Attala,South West,148,,,,
3,Jelani Barr,Lieutenant Governor,,D,Attala,Thompson,6,,,,
3,Tim Johnson,Lieutenant Governor,,D,Attala,Thompson,68,,,,
3,Jelani Barr,Lieutenant Governor,,D,Attala,Williamsville,56,,,,
3,Tim Johnson,Lieutenant Governor,,D,Attala,Williamsville,548,,,,
3,Jelani Barr,Lieutenant Governor,,D,Attala,Zama,27,,,,
3,Tim Johnson,Lieutenant Governor,,D,Attala,Zama,117,,,,
3,Jelani Barr,Lieutenant Governor,,D,Attala,TOTAL,539,,,,
3,Tim Johnson,Lieutenant Governor,,D,Attala,TOTAL,4189,,,,
2,Charles E. Graham,Secretary of State,,D,Attala,Aponaug,90,,,,
2,Charles E. Graham,Secretary of State,,D,Attala,Berea,67,,,,
2,Charles E. Graham,Secretary of State,,D,Attala,Carmack,104,,,,
2,Charles E. Graham,Secretary of State,,D,Attala,East,290,,,,
2,Charles E. Graham,Secretary of State,,D,Attala,Ethel,142,,,,
2,Charles E. Graham,Secretary of State,,D,Attala,Hesterville,85,,,,
2,Charles E. Graham,Secretary of State,,D,Attala,Liberty Chapel,125,,,,
2,Charles E. Graham,Secretary of State,,D,Attala,Mcadams,118,,,,
2,Charles E. Graham,Secretary of State,,D,Attala,Mccool,126,,,,
2,Charles E. Graham,Secretary of State,,D,Attala,Newport,112,,,,
2,Charles E. Graham,Secretary of State,,D,Attala,North Central,111,,,,
3,Charles E. Graham,Secretary of State,,D,Attala,North East,497,,,,
3,Charles E. Graham,Secretary of State,,D,Attala,North West,199,,,,
3,Charles E. Graham,Secretary of State,,D,Attala,Possumneck,91,,,,
3,Charles E. Graham,Secretary of State,,D,Attala,Providence,121,,,,
3,Charles E. Graham,Secretary of State,,D,Attala,Sallis,436,,,,
3,Charles E. Graham,Secretary of State,,D,Attala,South Central,298,,,,
3,Charles E. Graham,Secretary of State,,D,Attala,South West,156,,,,
3,Charles E. Graham,Secretary of State,,D,Attala,Thompson,65,,,,
3,Charles E. Graham,Secretary of State,,D,Attala,Williamsville,486,,,,
3,Charles E. Graham,Secretary of State,,D,Attala,Zama,125,,,,
3,Charles E. Graham,Secretary of State,,D,Attala,TOTAL,3844,,,,
2,Jim Hood,Attorney General,,D,Attala,Aponaug,115,,,,
2,Jim Hood,Attorney General,,D,Attala,Berea,78,,,,
2,Jim Hood,Attorney General,,D,Attala,Carmack,138,,,,
2,Jim Hood,Attorney General,,D,Attala,East,369,,,,
2,Jim Hood,Attorney General,,D,Attala,Ethel,170,,,,
2,Jim Hood,Attorney General,,D,Attala,Hesterville,103,,,,
2,Jim Hood,Attorney General,,D,Attala,Liberty Chapel,157,,,,
2,Jim Hood,Attorney General,,D,Attala,Mcadams,149,,,,
2,Jim Hood,Attorney General,,D,Attala,Mccool,161,,,,
2,Jim Hood,Attorney General,,D,Attala,Newport,135,,,,
2,Jim Hood,Attorney General,,D,Attala,North Central,146,,,,
3,Jim Hood,Attorney General,,D,Attala,North East,553,,,,
3,Jim Hood,Attorney General,,D,Attala,North West,245,,,,
3,Jim Hood,Attorney General,,D,Attala,Possumneck,110,,,,
3,Jim Hood,Attorney General,,D,Attala,Providence,161,,,,
3,Jim Hood,Attorney General,,D,Attala,Sallis,506,,,,
3,Jim Hood,Attorney General,,D,Attala,South Central,369,,,,
3,Jim Hood,Attorney General,,D,Attala,South West,176,,,,
3,Jim Hood,Attorney General,,D,Attala,Thompson,88,,,,
3,Jim Hood,Attorney General,,D,Attala,Williamsville,593,,,,
3,Jim Hood,Attorney General,,D,Attala,Zama,150,,,,
3,Jim Hood,Attorney General,,D,Attala,TOTAL,4672,,,,
2,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Aponaug,88,,,,
2,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Berea,69,,,,
2,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Carmack,108,,,,
2,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,East,296,,,,
2,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Ethel,138,,,,
2,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Hesterville,82,,,,
2,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Liberty Chapel,124,,,,
2,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Mcadams,116,,,,
2,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Mccool,132,,,,
2,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Newport,113,,,,
2,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,North Central,112,,,,
3,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,North East,497,,,,
3,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,North West,204,,,,
3,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Possumneck,92,,,,
3,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Providence,121,,,,
3,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Sallis,451,,,,
3,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,South Central,309,,,,
3,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,South West,150,,,,
3,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Thompson,65,,,,
3,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Williamsville,484,,,,
3,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,Zama,124,,,,
3,Jocelyn Pepper Pritchett,State Auditor,,D,Attala,TOTAL,3875,,,,
2,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Aponaug,85,,,,
2,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Berea,68,,,,
2,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Carmack,107,,,,
2,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,East,296,,,,
2,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Ethel,133,,,,
2,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Hesterville,81,,,,
2,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Liberty Chapel,126,,,,
2,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Mcadams,118,,,,
2,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Mccool,134,,,,
2,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Newport,109,,,,
2,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,North Central,112,,,,
3,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,North East,500,,,,
3,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,North West,198,,,,
3,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Possumneck,90,,,,
3,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Providence,120,,,,
3,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Sallis,450,,,,
3,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,South Central,306,,,,
3,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,South West,151,,,,
3,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Thompson,62,,,,
3,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Williamsville,480,,,,
3,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,Zama,123,,,,
3,Addie Lee Green,Commissioner of Agriculture & Commerce,,D,Attala,TOTAL,3849,,,,
4,Georgio Proctor,State Senate,14,D,Attala,Aponaug,x,,,,
4,Georgio Proctor,State Senate,14,D,Attala,Berea,68,,,,
4,Georgio Proctor,State Senate,14,D,Attala,Carmack,106,,,,
4,Georgio Proctor,State Senate,14,D,Attala,East,x,,,,
4,Georgio Proctor,State Senate,14,D,Attala,Ethel,132,,,,
4,Georgio Proctor,State Senate,14,D,Attala,Hesterville,75,,,,
4,Georgio Proctor,State Senate,14,D,Attala,Liberty Chapel,127,,,,
4,Georgio Proctor,State Senate,14,D,Attala,Mcadams,x,,,,
4,Georgio Proctor,State Senate,14,D,Attala,Mccool,128,,,,
4,Georgio Proctor,State Senate,14,D,Attala,Newport,x,,,,
4,Georgio Proctor,State Senate,14,D,Attala,North Central,x,,,,
5,Georgio Proctor,State Senate,14,D,Attala,North East,x,,,,
5,Georgio Proctor,State Senate,14,D,Attala,North West,x,,,,
5,Georgio Proctor,State Senate,14,D,Attala,Possumneck,x,,,,
5,Georgio Proctor,State Senate,14,D,Attala,Providence,122,,,,
5,Georgio Proctor,State Senate,14,D,Attala,Sallis,x,,,,
5,Georgio Proctor,State Senate,14,D,Attala,South Central,x,,,,
5,Georgio Proctor,State Senate,14,D,Attala,South West,x,,,,
5,Georgio Proctor,State Senate,14,D,Attala,Thompson,60,,,,
5,Georgio Proctor,State Senate,14,D,Attala,Williamsville,469,,,,
5,Georgio Proctor,State Senate,14,D,Attala,Zama,118,,,,
5,Georgio Proctor,State Senate,14,D,Attala,TOTAL,1405,,,,
4,Barbara Blackmon,State Senate,21,D,Attala,Aponaug,47,,,,
4,Kenneth Wayne Jones,State Senate,21,D,Attala,Aponaug,48,,,,
4,Barbara Blackmon,State Senate,21,D,Attala,Berea,x,,,,
4,Kenneth Wayne Jones,State Senate,21,D,Attala,Berea,x,,,,
4,Barbara Blackmon,State Senate,21,D,Attala,Carmack,x,,,,
4,Kenneth Wayne Jones,State Senate,21,D,Attala,Carmack,x,,,,
4,Barbara Blackmon,State Senate,21,D,Attala,East,113,,,,
4,Kenneth Wayne Jones,State Senate,21,D,Attala,East,241,,,,
4,Barbara Blackmon,State Senate,21,D,Attala,Ethel,x,,,,
4,Kenneth Wayne Jones,State Senate,21,D,Attala,Ethel,x,,,,
4,Barbara Blackmon,State Senate,21,D,Attala,Hesterville,x,,,,
4,Kenneth Wayne Jones,State Senate,21,D,Attala,Hesterville,x,,,,
4,Barbara Blackmon,State Senate,21,D,Attala,Liberty Chapel,x,,,,
4,Kenneth Wayne Jones,State Senate,21,D,Attala,Liberty Chapel,x,,,,
4,Barbara Blackmon,State Senate,21,D,Attala,Mcadams,78,,,,
4,Kenneth Wayne Jones,State Senate,21,D,Attala,Mcadams,66,,,,
4,Barbara Blackmon,State Senate,21,D,Attala,Mccool,x,,,,
4,Kenneth Wayne Jones,State Senate,21,D,Attala,Mccool,x,,,,
4,Barbara Blackmon,State Senate,21,D,Attala,Newport,71,,,,
4,Kenneth Wayne Jones,State Senate,21,D,Attala,Newport,66,,,,
4,Barbara Blackmon,State Senate,21,D,Attala,North Central,56,,,,
4,Kenneth Wayne Jones,State Senate,21,D,Attala,North Central,76,,,,
5,Barbara Blackmon,State Senate,21,D,Attala,North East,441,,,,
5,Kenneth Wayne Jones,State Senate,21,D,Attala,North East,186,,,,
5,Barbara Blackmon,State Senate,21,D,Attala,North West,122,,,,
5,Kenneth Wayne Jones,State Senate,21,D,Attala,North West,116,,,,
5,Barbara Blackmon,State Senate,21,D,Attala,Possumneck,80,,,,
5,Kenneth Wayne Jones,State Senate,21,D,Attala,Possumneck,51,,,,
5,Barbara Blackmon,State Senate,21,D,Attala,Providence,x,,,,
5,Kenneth Wayne Jones,State Senate,21,D,Attala,Providence,x,,,,
5,Barbara Blackmon,State Senate,21,D,Attala,Sallis,294,,,,
5,Kenneth Wayne Jones,State Senate,21,D,Attala,Sallis,268,,,,
5,Barbara Blackmon,State Senate,21,D,Attala,South Central,204,,,,
5,Kenneth Wayne Jones,State Senate,21,D,Attala,South Central,153,,,,
5,Barbara Blackmon,State Senate,21,D,Attala,South West,119,,,,
5,Kenneth Wayne Jones,State Senate,21,D,Attala,South West,67,,,,
5,Barbara Blackmon,State Senate,21,D,Attala,Thompson,x,,,,
5,Kenneth Wayne Jones,State Senate,21,D,Attala,Thompson,x,,,,
5,Barbara Blackmon,State Senate,21,D,Attala,Williamsville,x,,,,
5,Kenneth Wayne Jones,State Senate,21,D,Attala,Williamsville,x,,,,
5,Barbara Blackmon,State Senate,21,D,Attala,Zama,x,,,,
5,Kenneth Wayne Jones,State Senate,21,D,Attala,Zama,x,,,,
5,Barbara Blackmon,State Senate,21,D,Attala,TOTAL,1625,,,,
5,Kenneth Wayne Jones,State Senate,21,D,Attala,TOTAL,1338,,,,
4,Leroy Lacy,State House,27,D,Attala,Aponaug,6,,,,
4,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Aponaug,1,,,,
4,Kenneth Walker,State House,27,D,Attala,Aponaug,5,,,,
4,Leroy Lacy,State House,27,D,Attala,Berea,x,,,,
4,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Berea,x,,,,
4,Kenneth Walker,State House,27,D,Attala,Berea,x,,,,
4,Leroy Lacy,State House,27,D,Attala,Carmack,x,,,,
4,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Carmack,x,,,,
4,Kenneth Walker,State House,27,D,Attala,Carmack,x,,,,
4,Leroy Lacy,State House,27,D,Attala,East,x,,,,
4,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,East,x,,,,
4,Kenneth Walker,State House,27,D,Attala,East,x,,,,
4,Leroy Lacy,State House,27,D,Attala,Ethel,x,,,,
4,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Ethel,x,,,,
4,Kenneth Walker,State House,27,D,Attala,Ethel,x,,,,
4,Leroy Lacy,State House,27,D,Attala,Hesterville,x,,,,
4,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Hesterville,x,,,,
4,Kenneth Walker,State House,27,D,Attala,Hesterville,x,,,,
4,Leroy Lacy,State House,27,D,Attala,Liberty Chapel,x,,,,
4,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Liberty Chapel,x,,,,
4,Kenneth Walker,State House,27,D,Attala,Liberty Chapel,x,,,,
4,Leroy Lacy,State House,27,D,Attala,Mcadams,x,,,,
4,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Mcadams,x,,,,
4,Kenneth Walker,State House,27,D,Attala,Mcadams,x,,,,
4,Leroy Lacy,State House,27,D,Attala,Mccool,x,,,,
4,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Mccool,x,,,,
4,Kenneth Walker,State House,27,D,Attala,Mccool,x,,,,
4,Leroy Lacy,State House,27,D,Attala,Newport,57,,,,
4,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Newport,13,,,,
4,Kenneth Walker,State House,27,D,Attala,Newport,53,,,,
4,Leroy Lacy,State House,27,D,Attala,North Central,x,,,,
4,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,North Central,x,,,,
4,Kenneth Walker,State House,27,D,Attala,North Central,x,,,,
5,Leroy Lacy,State House,27,D,Attala,North East,83,,,,
5,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,North East,142,,,,
5,Kenneth Walker,State House,27,D,Attala,North East,172,,,,
5,Leroy Lacy,State House,27,D,Attala,North West,28,,,,
5,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,North West,23,,,,
5,Kenneth Walker,State House,27,D,Attala,North West,84,,,,
5,Leroy Lacy,State House,27,D,Attala,Possumneck,x,,,,
5,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Possumneck,x,,,,
5,Kenneth Walker,State House,27,D,Attala,Possumneck,x,,,,
5,Leroy Lacy,State House,27,D,Attala,Providence,x,,,,
5,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Providence,x,,,,
5,Kenneth Walker,State House,27,D,Attala,Providence,x,,,,
5,Leroy Lacy,State House,27,D,Attala,Sallis,x,,,,
5,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Sallis,x,,,,
5,Kenneth Walker,State House,27,D,Attala,Sallis,x,,,,
5,Leroy Lacy,State House,27,D,Attala,South Central,38,,,,
5,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,South Central,45,,,,
5,Kenneth Walker,State House,27,D,Attala,South Central,63,,,,
5,Leroy Lacy,State House,27,D,Attala,South West,62,,,,
5,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,South West,40,,,,
5,Kenneth Walker,State House,27,D,Attala,South West,73,,,,
5,Leroy Lacy,State House,27,D,Attala,Thompson,x,,,,
5,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Thompson,x,,,,
5,Kenneth Walker,State House,27,D,Attala,Thompson,x,,,,
5,Leroy Lacy,State House,27,D,Attala,Williamsville,x,,,,
5,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Williamsville,x,,,,
5,Kenneth Walker,State House,27,D,Attala,Williamsville,x,,,,
5,Leroy Lacy,State House,27,D,Attala,Zama,x,,,,
5,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,Zama,x,,,,
5,Kenneth Walker,State House,27,D,Attala,Zama,x,,,,
5,Leroy Lacy,State House,27,D,Attala,TOTAL,274,,,,
5,"Bulus E. Leflore, Jr. ",State House,27,D,Attala,TOTAL,264,,,,
5,Kenneth Walker,State House,27,D,Attala,TOTAL,450,,,,
4,Patrick Warner,State House,35,D,Attala,Aponaug,x,,,,
4,Patrick Warner,State House,35,D,Attala,Berea,x,,,,
4,Patrick Warner,State House,35,D,Attala,Carmack,x,,,,
4,Patrick Warner,State House,35,D,Attala,East,x,,,,
4,Patrick Warner,State House,35,D,Attala,Ethel,24,,,,
4,Patrick Warner,State House,35,D,Attala,Hesterville,x,,,,
4,Patrick Warner,State House,35,D,Attala,Liberty Chapel,x,,,,
4,Patrick Warner,State House,35,D,Attala,Mcadams,x,,,,
4,Patrick Warner,State House,35,D,Attala,Mccool,141,,,,
4,Patrick Warner,State House,35,D,Attala,Newport,x,,,,
4,Patrick Warner,State House,35,D,Attala,North Central,x,,,,
5,Patrick Warner,State House,35,D,Attala,North East,x,,,,
5,Patrick Warner,State House,35,D,Attala,North West,x,,,,
5,Patrick Warner,State House,35,D,Attala,Possumneck,x,,,,
5,Patrick Warner,State House,35,D,Attala,Providence,x,,,,
5,Patrick Warner,State House,35,D,Attala,Sallis,x,,,,
5,Patrick Warner,State House,35,D,Attala,South Central,x,,,,
5,Patrick Warner,State House,35,D,Attala,South West,x,,,,
5,Patrick Warner,State House,35,D,Attala,Thompson,65,,,,
5,Patrick Warner,State House,35,D,Attala,Williamsville,x,,,,
5,Patrick Warner,State House,35,D,Attala,Zama,x,,,,
5,Patrick Warner,State House,35,D,Attala,TOTAL,230,,,,
4,Bryant W. Clark,State House,47,D,Attala,Aponaug,x,,,,
4,Bryant W. Clark,State House,47,D,Attala,Berea,x,,,,
4,Bryant W. Clark,State House,47,D,Attala,Carmack,x,,,,
4,Bryant W. Clark,State House,47,D,Attala,East,x,,,,
4,Bryant W. Clark,State House,47,D,Attala,Ethel,x,,,,
4,Bryant W. Clark,State House,47,D,Attala,Hesterville,x,,,,
4,Bryant W. Clark,State House,47,D,Attala,Liberty Chapel,x,,,,
4,Bryant W. Clark,State House,47,D,Attala,Mcadams,123,,,,
4,Bryant W. Clark,State House,47,D,Attala,Mccool,x,,,,
4,Bryant W. Clark,State House,47,D,Attala,Newport,x,,,,
4,Bryant W. Clark,State House,47,D,Attala,North Central,x,,,,
5,Bryant W. Clark,State House,47,D,Attala,North East,x,,,,
5,Bryant W. Clark,State House,47,D,Attala,North West,x,,,,
5,Bryant W. Clark,State House,47,D,Attala,Possumneck,x,,,,
5,Bryant W. Clark,State House,47,D,Attala,Providence,x,,,,
5,Bryant W. Clark,State House,47,D,Attala,Sallis,464,,,,
5,Bryant W. Clark,State House,47,D,Attala,South Central,x,,,,
5,Bryant W. Clark,State House,47,D,Attala,South West,x,,,,
5,Bryant W. Clark,State House,47,D,Attala,Thompson,x,,,,
5,Bryant W. Clark,State House,47,D,Attala,Williamsville,x,,,,
5,Bryant W. Clark,State House,47,D,Attala,Zama,x,,,,
5,Bryant W. Clark,State House,47,D,Attala,TOTAL,587,,,,
4,Jill Butler,State House,48,D,Attala,Aponaug,77,,,,
4,Jill Butler,State House,48,D,Attala,Berea,69,,,,
4,Jill Butler,State House,48,D,Attala,Carmack,110,,,,
4,Jill Butler,State House,48,D,Attala,East,298,,,,
4,Jill Butler,State House,48,D,Attala,Ethel,114,,,,
4,Jill Butler,State House,48,D,Attala,Hesterville,77,,,,
4,Jill Butler,State House,48,D,Attala,Liberty Chapel,130,,,,
4,Jill Butler,State House,48,D,Attala,Mcadams,x,,,,
4,Jill Butler,State House,48,D,Attala,Mccool,x,,,,
4,Jill Butler,State House,48,D,Attala,Newport,x,,,,
4,Jill Butler,State House,48,D,Attala,North Central,123,,,,
5,Jill Butler,State House,48,D,Attala,North East,175,,,,
5,Jill Butler,State House,48,D,Attala,North West,81,,,,
5,Jill Butler,State House,48,D,Attala,Possumneck,94,,,,
5,Jill Butler,State House,48,D,Attala,Providence,124,,,,
5,Jill Butler,State House,48,D,Attala,Sallis,x,,,,
5,Jill Butler,State House,48,D,Attala,South Central,181,,,,
5,Jill Butler,State House,48,D,Attala,South West,x,,,,
5,Jill Butler,State House,48,D,Attala,Thompson,x,,,,
5,Jill Butler,State House,48,D,Attala,Williamsville,489,,,,
5,Jill Butler,State House,48,D,Attala,Zama,123,,,,
5,Jill Butler,State House,48,D,Attala,TOTAL,2265,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
