county,precinct,office,district,party,candidate,total
Lafayette,Anchor-Taylor 4,Secretary of State,,Republican,Delbert Hosemann,195
Lafayette,Anchor-Taylor 4,Secretary of State,,Reform,Randy Walker,10
Lafayette,Anchor-Taylor 4,Attorney General,,Democrat,Jim Hood,80
Lafayette,Anchor-Taylor 4,Attorney General,,Republican,Mike Hurst,158
Lafayette,Anchor-Taylor 4,State Auditor,,Republican,Stacey E. Pickering,34
Lafayette,Anchor-Taylor 4,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,202
Lafayette,Anchor-Taylor 4,State Auditor,,Reform,Lajena Walley,1
Lafayette,Burgess,Governor,,Republican,Phil Bryant,43
Lafayette,Burgess,Governor,,Democrat,Robert Gray,184
Lafayette,Burgess,Governor,,Reform,Shawn O'Hara,5
Lafayette,Burgess,Lieutenant Governor,,Democrat,Tim Johnson,44
Lafayette,Burgess,Lieutenant Governor,,Republican,Tate Reeves,177
Lafayette,Burgess,Lieutenant Governor,,Libertarian,Ron Williams,5
Lafayette,Burgess,Lieutenant Governor,,Reform,Rosa B. Williams,6
Lafayette,Burgess,Secretary of State,,Democrat,Charles E. Graham,49
Lafayette,Burgess,Secretary of State,,Republican,Delbert Hosemann,177
Lafayette,Burgess,Secretary of State,,Reform,Randy Walker,4
Lafayette,Burgess,Attorney General,,Democrat,Jim Hood,95
Lafayette,Burgess,Attorney General,,Republican,Mike Hurst,140
Lafayette,Burgess,State Auditor,,Republican,Stacey E. Pickering,50
Lafayette,Burgess,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,175
Lafayette,Burgess,State Auditor,,Reform,Lajena Walley,3
Lafayette,College Hill,Governor,,Republican,Phil Bryant,324
Lafayette,College Hill,Governor,,Democrat,Robert Gray,619
Lafayette,College Hill,Governor,,Reform,Shawn O'Hara,12
Lafayette,College Hill,Lieutenant Governor,,Democrat,Tim Johnson,339
Lafayette,College Hill,Lieutenant Governor,,Republican,Tate Reeves,579
Lafayette,College Hill,Lieutenant Governor,,Libertarian,Ron Williams,24
Lafayette,College Hill,Lieutenant Governor,,Reform,Rosa B. Williams,15
Lafayette,College Hill,Secretary of State,,Democrat,Charles E. Graham,315
Lafayette,College Hill,Secretary of State,,Republican,Delbert Hosemann,616
Lafayette,College Hill,Secretary of State,,Reform,Randy Walker,21
Lafayette,College Hill,Attorney General,,Democrat,Jim Hood,475
Lafayette,College Hill,Attorney General,,Republican,Mike Hurst,479
Lafayette,College Hill,State Auditor,,Republican,Stacey E. Pickering,326
Lafayette,College Hill,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,610
Lafayette,College Hill,State Auditor,,Reform,Lajena Walley,10
Lafayette,Denmark,Governor,,Republican,Phil Bryant,40
Lafayette,Denmark,Governor,,Democrat,Robert Gray,279
Lafayette,Denmark,Governor,,Reform,Shawn O'Hara,4
Lafayette,Denmark,Lieutenant Governor,,Democrat,Tim Johnson,35
Lafayette,Denmark,Lieutenant Governor,,Republican,Tate Reeves,269
Lafayette,Denmark,Lieutenant Governor,,Libertarian,Ron Williams,8
Lafayette,Denmark,Lieutenant Governor,,Reform,Rosa B. Williams,4
Lafayette,Denmark,Secretary of State,,Democrat,Charles E. Graham,41
Lafayette,Denmark,Secretary of State,,Republican,Delbert Hosemann,260
Lafayette,Denmark,Secretary of State,,Reform,Randy Walker,14
Lafayette,Denmark,Attorney General,,Democrat,Jim Hood,146
Lafayette,Denmark,Attorney General,,Republican,Mike Hurst,168
Lafayette,Denmark,State Auditor,,Republican,Stacey E. Pickering,32
Lafayette,Denmark,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,278
Lafayette,Denmark,State Auditor,,Reform,Lajena Walley,3
Lafayette,Harmontown,Governor,,Republican,Phil Bryant,17
Lafayette,Harmontown,Governor,,Democrat,Robert Gray,126
Lafayette,Harmontown,Governor,,Reform,Shawn O'Hara,3
Lafayette,Harmontown,Lieutenant Governor,,Democrat,Tim Johnson,22
Lafayette,Harmontown,Lieutenant Governor,,Republican,Tate Reeves,110
Lafayette,Harmontown,Lieutenant Governor,,Libertarian,Ron Williams,4
Lafayette,Harmontown,Lieutenant Governor,,Reform,Rosa B. Williams,2
Lafayette,Harmontown,Secretary of State,,Democrat,Charles E. Graham,29
Lafayette,Harmontown,Secretary of State,,Republican,Delbert Hosemann,103
Lafayette,Harmontown,Secretary of State,,Reform,Randy Walker,6
Lafayette,Harmontown,Attorney General,,Democrat,Jim Hood,53
Lafayette,Harmontown,Attorney General,,Republican,Mike Hurst,60
Lafayette,Harmontown,State Auditor,,Republican,Stacey E. Pickering,25
Lafayette,Harmontown,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,116
Lafayette,Harmontown,State Auditor,,Reform,Lajena Walley,0
Lafayette,Oxford 1,Governor,,Republican,Phil Bryant,514
Lafayette,Oxford 1,Governor,,Democrat,Robert Gray,992
Lafayette,Oxford 1,Governor,,Reform,Shawn O'Hara,32
Lafayette,Oxford 1,Lieutenant Governor,,Democrat,Tim Johnson,511
Lafayette,Oxford 1,Lieutenant Governor,,Republican,Tate Reeves,967
Lafayette,Oxford 1,Lieutenant Governor,,Libertarian,Ron Williams,51
Lafayette,Oxford 1,Lieutenant Governor,,Reform,Rosa B. Williams,18
Lafayette,Oxford 1,Secretary of State,,Democrat,Charles E. Graham,488
Lafayette,Oxford 1,Secretary of State,,Republican,Delbert Hosemann,1013
Lafayette,Oxford 1,Secretary of State,,Reform,Randy Walker,38
Lafayette,Oxford 1,Attorney General,,Democrat,Jim Hood,787
Lafayette,Oxford 1,Attorney General,,Republican,Mike Hurst,755
Lafayette,Oxford 1,State Auditor,,Republican,Stacey E. Pickering,488
Lafayette,Oxford 1,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,1023
Lafayette,Oxford 1,State Auditor,,Reform,Lajena Walley,20
Lafayette,Oxford 2,Governor,,Republican,Phil Bryant,926
Lafayette,Oxford 2,Governor,,Democrat,Robert Gray,1341
Lafayette,Oxford 2,Governor,,Reform,Shawn O'Hara,47
Lafayette,Oxford 2,Lieutenant Governor,,Democrat,Tim Johnson,960
Lafayette,Oxford 2,Lieutenant Governor,,Republican,Tate Reeves,1288
Lafayette,Oxford 2,Lieutenant Governor,,Libertarian,Ron Williams,75
Lafayette,Oxford 2,Lieutenant Governor,,Reform,Rosa B. Williams,33
Lafayette,Oxford 2,Secretary of State,,Democrat,Charles E. Graham,895
Lafayette,Oxford 2,Secretary of State,,Republican,Delbert Hosemann,1399
Lafayette,Oxford 2,Secretary of State,,Reform,Randy Walker,45
Lafayette,Oxford 2,Attorney General,,Democrat,Jim Hood,1300
Lafayette,Oxford 2,Attorney General,,Republican,Mike Hurst,1046
Lafayette,Oxford 2,State Auditor,,Republican,Stacey E. Pickering,934
Lafayette,Oxford 2,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,1376
Lafayette,Oxford 2,State Auditor,,Reform,Lajena Walley,22
Lafayette,Oxford 3,Governor,,Republican,Phil Bryant,522
Lafayette,Oxford 3,Governor,,Democrat,Robert Gray,506
Lafayette,Oxford 3,Governor,,Reform,Shawn O'Hara,11
Lafayette,Oxford 3,Lieutenant Governor,,Democrat,Tim Johnson,530
Lafayette,Oxford 3,Lieutenant Governor,,Republican,Tate Reeves,475
Lafayette,Oxford 3,Lieutenant Governor,,Libertarian,Ron Williams,13
Lafayette,Oxford 3,Lieutenant Governor,,Reform,Rosa B. Williams,16
Lafayette,Oxford 3,Secretary of State,,Democrat,Charles E. Graham,521
Lafayette,Oxford 3,Secretary of State,,Republican,Delbert Hosemann,513
Lafayette,Oxford 3,Secretary of State,,Reform,Randy Walker,10
Lafayette,Oxford 3,Attorney General,,Democrat,Jim Hood,619
Lafayette,Oxford 3,Attorney General,,Republican,Mike Hurst,418
Lafayette,Oxford 3,State Auditor,,Republican,Stacey E. Pickering,523
Lafayette,Oxford 3,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,500
Lafayette,Oxford 3,State Auditor,,Reform,Lajena Walley,10
Lafayette,Oxford 4,Governor,,Republican,Phil Bryant,501
Lafayette,Oxford 4,Governor,,Democrat,Robert Gray,865
Lafayette,Oxford 4,Governor,,Reform,Shawn O'Hara,23
Lafayette,Oxford 4,Lieutenant Governor,,Democrat,Tim Johnson,535
Lafayette,Oxford 4,Lieutenant Governor,,Republican,Tate Reeves,815
Lafayette,Oxford 4,Lieutenant Governor,,Libertarian,Ron Williams,38
Lafayette,Oxford 4,Lieutenant Governor,,Reform,Rosa B. Williams,15
Lafayette,Oxford 4,Secretary of State,,Democrat,Charles E. Graham,493
Lafayette,Oxford 4,Secretary of State,,Republican,Delbert Hosemann,900
Lafayette,Oxford 4,Secretary of State,,Reform,Randy Walker,18
Lafayette,Oxford 4,Attorney General,,Democrat,Jim Hood,747
Lafayette,Oxford 4,Attorney General,,Republican,Mike Hurst,666
Lafayette,Oxford 4,State Auditor,,Republican,Stacey E. Pickering,512
Lafayette,Oxford 4,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,867
Lafayette,Oxford 4,State Auditor,,Reform,Lajena Walley,14
Lafayette,Oxford 5,Governor,,Republican,Phil Bryant,205
Lafayette,Oxford 5,Governor,,Democrat,Robert Gray,359
Lafayette,Oxford 5,Governor,,Reform,Shawn O'Hara,13
Lafayette,Oxford 5,Lieutenant Governor,,Democrat,Tim Johnson,204
Lafayette,Oxford 5,Lieutenant Governor,,Republican,Tate Reeves,344
Lafayette,Oxford 5,Lieutenant Governor,,Libertarian,Ron Williams,24
Lafayette,Oxford 5,Lieutenant Governor,,Reform,Rosa B. Williams,11
Lafayette,Oxford 5,Secretary of State,,Democrat,Charles E. Graham,200
Lafayette,Oxford 5,Secretary of State,,Republican,Delbert Hosemann,355
Lafayette,Oxford 5,Secretary of State,,Reform,Randy Walker,19
Lafayette,Oxford 5,Attorney General,,Democrat,Jim Hood,304
Lafayette,Oxford 5,Attorney General,,Republican,Mike Hurst,278
Lafayette,Oxford 5,State Auditor,,Republican,Stacey E. Pickering,210
Lafayette,Oxford 5,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,356
Lafayette,Oxford 5,State Auditor,,Reform,Lajena Walley,12
Lafayette,Paris,Governor,,Republican,Phil Bryant,7
Lafayette,Paris,Governor,,Democrat,Robert Gray,159
Lafayette,Paris,Governor,,Reform,Shawn O'Hara,1
Lafayette,Paris,Lieutenant Governor,,Democrat,Tim Johnson,11
Lafayette,Paris,Lieutenant Governor,,Republican,Tate Reeves,149
Lafayette,Paris,Lieutenant Governor,,Libertarian,Ron Williams,4
Lafayette,Paris,Lieutenant Governor,,Reform,Rosa B. Williams,1
Lafayette,Paris,Secretary of State,,Democrat,Charles E. Graham,10
Lafayette,Paris,Secretary of State,,Republican,Delbert Hosemann,151
Lafayette,Paris,Secretary of State,,Reform,Randy Walker,3
Lafayette,Paris,Attorney General,,Democrat,Jim Hood,38
Lafayette,Paris,Attorney General,,Republican,Mike Hurst,127
Lafayette,Paris,State Auditor,,Republican,Stacey E. Pickering,6
Lafayette,Paris,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,155
Lafayette,Paris,State Auditor,,Reform,Lajena Walley,0
Lafayette,Philadelphia,Governor,,Republican,Phil Bryant,43
Lafayette,Philadelphia,Governor,,Democrat,Robert Gray,82
Lafayette,Philadelphia,Governor,,Reform,Shawn O'Hara,2
Lafayette,Philadelphia,Lieutenant Governor,,Democrat,Tim Johnson,45
Lafayette,Philadelphia,Lieutenant Governor,,Republican,Tate Reeves,71
Lafayette,Philadelphia,Lieutenant Governor,,Libertarian,Ron Williams,6
Lafayette,Philadelphia,Lieutenant Governor,,Reform,Rosa B. Williams,4
Lafayette,Philadelphia,Secretary of State,,Democrat,Charles E. Graham,50
Lafayette,Philadelphia,Secretary of State,,Republican,Delbert Hosemann,70
Lafayette,Philadelphia,Secretary of State,,Reform,Randy Walker,4
Lafayette,Philadelphia,Attorney General,,Democrat,Jim Hood,71
Lafayette,Philadelphia,Attorney General,,Republican,Mike Hurst,55
Lafayette,Philadelphia,State Auditor,,Republican,Stacey E. Pickering,44
Lafayette,Philadelphia,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,76
Lafayette,Philadelphia,State Auditor,,Reform,Lajena Walley,3
Lafayette,Taylor 3,Governor,,Republican,Phil Bryant,210
Lafayette,Taylor 3,Governor,,Democrat,Robert Gray,92
Lafayette,Taylor 3,Governor,,Reform,Shawn O'Hara,4
Lafayette,Taylor 3,Lieutenant Governor,,Democrat,Tim Johnson,212
Lafayette,Taylor 3,Lieutenant Governor,,Republican,Tate Reeves,79
Lafayette,Taylor 3,Lieutenant Governor,,Libertarian,Ron Williams,6
Lafayette,Taylor 3,Lieutenant Governor,,Reform,Rosa B. Williams,5
Lafayette,Taylor 3,Secretary of State,,Democrat,Charles E. Graham,222
Lafayette,Taylor 3,Secretary of State,,Republican,Delbert Hosemann,76
Lafayette,Taylor 3,Secretary of State,,Reform,Randy Walker,9
Lafayette,Taylor 3,Attorney General,,Democrat,Jim Hood,236
Lafayette,Taylor 3,Attorney General,,Republican,Mike Hurst,66
Lafayette,Taylor 3,State Auditor,,Republican,Stacey E. Pickering,213
Lafayette,Taylor 3,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,82
Lafayette,Taylor 3,State Auditor,,Reform,Lajena Walley,8
Lafayette,Tula,Governor,,Republican,Phil Bryant,26
Lafayette,Tula,Governor,,Democrat,Robert Gray,158
Lafayette,Tula,Governor,,Reform,Shawn O'Hara,0
Lafayette,Tula,Lieutenant Governor,,Democrat,Tim Johnson,25
Lafayette,Tula,Lieutenant Governor,,Republican,Tate Reeves,149
Lafayette,Tula,Lieutenant Governor,,Libertarian,Ron Williams,2
Lafayette,Tula,Lieutenant Governor,,Reform,Rosa B. Williams,2
Lafayette,Tula,Secretary of State,,Democrat,Charles E. Graham,28
Lafayette,Tula,Secretary of State,,Republican,Delbert Hosemann,146
Lafayette,Tula,Secretary of State,,Reform,Randy Walker,3
Lafayette,Tula,Attorney General,,Democrat,Jim Hood,82
Lafayette,Tula,Attorney General,,Republican,Mike Hurst,97
Lafayette,Tula,State Auditor,,Republican,Stacey E. Pickering,23
Lafayette,Tula,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,152
Lafayette,Tula,State Auditor,,Reform,Lajena Walley,4
Lafayette,Union West 4,Governor,,Republican,Phil Bryant,38
Lafayette,Union West 4,Governor,,Democrat,Robert Gray,100
Lafayette,Union West 4,Governor,,Reform,Shawn O'Hara,4
Lafayette,Union West 4,Lieutenant Governor,,Democrat,Tim Johnson,44
Lafayette,Union West 4,Lieutenant Governor,,Republican,Tate Reeves,89
Lafayette,Union West 4,Lieutenant Governor,,Libertarian,Ron Williams,3
Lafayette,Union West 4,Lieutenant Governor,,Reform,Rosa B. Williams,3
Lafayette,Union West 4,Secretary of State,,Democrat,Charles E. Graham,50
Lafayette,Union West 4,Secretary of State,,Republican,Delbert Hosemann,88
Lafayette,Union West 4,Secretary of State,,Reform,Randy Walker,4
Lafayette,Union West 4,Attorney General,,Democrat,Jim Hood,80
Lafayette,Union West 4,Attorney General,,Republican,Mike Hurst,62
Lafayette,Union West 4,State Auditor,,Republican,Stacey E. Pickering,49
Lafayette,Union West 4,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,91
Lafayette,Union West 4,State Auditor,,Reform,Lajena Walley,2
Lafayette,Yocona,Governor,,Republican,Phil Bryant,54
Lafayette,Yocona,Governor,,Democrat,Robert Gray,306
Lafayette,Yocona,Governor,,Reform,Shawn O'Hara,6
Lafayette,Yocona,Lieutenant Governor,,Democrat,Tim Johnson,61
Lafayette,Yocona,Lieutenant Governor,,Republican,Tate Reeves,293
Lafayette,Yocona,Lieutenant Governor,,Libertarian,Ron Williams,10
Lafayette,Yocona,Lieutenant Governor,,Reform,Rosa B. Williams,3
Lafayette,Yocona,Secretary of State,,Democrat,Charles E. Graham,66
Lafayette,Yocona,Secretary of State,,Republican,Delbert Hosemann,273
Lafayette,Yocona,Secretary of State,,Reform,Randy Walker,19
Lafayette,Yocona,Attorney General,,Democrat,Jim Hood,167
Lafayette,Yocona,Attorney General,,Republican,Mike Hurst,196
Lafayette,Yocona,State Auditor,,Republican,Stacey E. Pickering,48
Lafayette,Yocona,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,306
Lafayette,Yocona,State Auditor,,Reform,Lajena Walley,5
Lafayette,,Governor,,Republican,Phil Bryant,3898
Lafayette,,Governor,,Democrat,Robert Gray,6881
Lafayette,,Governor,,Reform,Shawn O'Hara,185
Lafayette,,Lieutenant Governor,,Democrat,Tim Johnson,4021
Lafayette,,Lieutenant Governor,,Republican,Tate Reeves,6517
Lafayette,,Lieutenant Governor,,Libertarian,Ron Williams,308
Lafayette,,Lieutenant Governor,,Reform,Rosa B. Williams,146
Lafayette,,Secretary of State,,Democrat,Charles E. Graham,3912
Lafayette,,Secretary of State,,Republican,Delbert Hosemann,6792
Lafayette,,Secretary of State,,Reform,Randy Walker,256
Lafayette,,Attorney General,,Democrat,Jim Hood,5835
Lafayette,,Attorney General,,Republican,Mike Hurst,5164
Lafayette,,State Auditor,,Republican,Stacey E. Pickering,3913
Lafayette,,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,6867
Lafayette,,State Auditor,,Reform,Lajena Walley,127
Lafayette,Abbeville,State Treasurer,,Republican,Lynn Fitch,332
Lafayette,Abbeville,State Treasurer,,Reform,Viola McFarland,155
Lafayette,Abbeville,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,356
Lafayette,Abbeville,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,238
Lafayette,Abbeville,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,11
Lafayette,Abbeville,Commissioner of Insurance,,Republican,Mike Chaney,435
Lafayette,Abbeville,State Senate,9,Democrat,Cristen Hammins,344
Lafayette,Abbeville,State Senate,9,Republican,Gray Tollison,258
Lafayette,Abbeville,State House,5,Democrat,John Faulkner,364
Lafayette,Abbeville,State House,13,Democrat,Justin Cluck,67
Lafayette,Abbeville,State House,13,Republican,Steve Massengill,147
Lafayette,Airport Grocery,State Treasurer,,Republican,Lynn Fitch,257
Lafayette,Airport Grocery,State Treasurer,,Reform,Viola McFarland,40
Lafayette,Airport Grocery,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,71
Lafayette,Airport Grocery,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,209
Lafayette,Airport Grocery,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,17
Lafayette,Airport Grocery,Commissioner of Insurance,,Republican,Mike Chaney,280
Lafayette,Airport Grocery,State Senate,9,Democrat,Cristen Hammins,97
Lafayette,Airport Grocery,State Senate,9,Republican,Gray Tollison,219
Lafayette,Airport Grocery,State House,10,Republican,Nolan Mettetal,220
Lafayette,Airport Grocery,State House,10,Independent,Ken Daugherty,78
Lafayette,Anchor-Taylor 4,State Treasurer,,Republican,Lynn Fitch,212
Lafayette,Anchor-Taylor 4,State Treasurer,,Reform,Viola McFarland,16
Lafayette,Anchor-Taylor 4,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,36
Lafayette,Anchor-Taylor 4,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,195
Lafayette,Anchor-Taylor 4,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,5
Lafayette,Anchor-Taylor 4,Commissioner of Insurance,,Republican,Mike Chaney,226
Lafayette,Anchor-Taylor 4,State Senate,9,Democrat,Cristen Hammins,50
Lafayette,Anchor-Taylor 4,State Senate,9,Republican,Gray Tollison,189
Lafayette,Anchor-Taylor 4,State House,10,Republican,Nolan Mettetal,194
Lafayette,Anchor-Taylor 4,State House,10,Independent,Ken Daugherty,36
Lafayette,Burgess,State Treasurer,,Republican,Lynn Fitch,188
Lafayette,Burgess,State Treasurer,,Reform,Viola McFarland,30
Lafayette,Burgess,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,50
Lafayette,Burgess,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,171
Lafayette,Burgess,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Lafayette,Burgess,Commissioner of Insurance,,Republican,Mike Chaney,205
Lafayette,Burgess,State Senate,9,Democrat,Cristen Hammins,65
Lafayette,Burgess,State Senate,9,Republican,Gray Tollison,168
Lafayette,Burgess,State House,10,Republican,Nolan Mettetal,167
Lafayette,Burgess,State House,10,Independent,Ken Daugherty,56
Lafayette,College Hill,State Treasurer,,Republican,Lynn Fitch,693
Lafayette,College Hill,State Treasurer,,Reform,Viola McFarland,177
Lafayette,College Hill,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,336
Lafayette,College Hill,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,584
Lafayette,College Hill,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,19
Lafayette,College Hill,Commissioner of Insurance,,Republican,Mike Chaney,769
Lafayette,College Hill,State Senate,9,Democrat,Cristen Hammins,385
Lafayette,College Hill,State Senate,9,Republican,Gray Tollison,579
Lafayette,College Hill,State House,10,Republican,Nolan Mettetal,629
Lafayette,College Hill,State House,10,Independent,Ken Daugherty,246
Lafayette,Denmark,State Treasurer,,Republican,Lynn Fitch,284
Lafayette,Denmark,State Treasurer,,Reform,Viola McFarland,19
Lafayette,Denmark,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,52
Lafayette,Denmark,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,247
Lafayette,Denmark,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Lafayette,Denmark,Commissioner of Insurance,,Republican,Mike Chaney,294
Lafayette,Denmark,State Senate,9,Democrat,Cristen Hammins,53
Lafayette,Denmark,State Senate,9,Republican,Gray Tollison,263
Lafayette,Denmark,State House,13,Democrat,Justin Cluck,0
Lafayette,Denmark,State House,13,Republican,Steve Massengill,0
Lafayette,Harmontown,State Treasurer,,Republican,Lynn Fitch,126
Lafayette,Harmontown,State Treasurer,,Reform,Viola McFarland,12
Lafayette,Harmontown,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,26
Lafayette,Harmontown,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,102
Lafayette,Harmontown,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,8
Lafayette,Harmontown,Commissioner of Insurance,,Republican,Mike Chaney,128
Lafayette,Harmontown,State Senate,9,Democrat,Cristen Hammins,22
Lafayette,Harmontown,State Senate,9,Republican,Gray Tollison,117
Lafayette,Harmontown,State House,8,Republican,John T 'Trey' Lamar,129
Lafayette,Oxford 1,State Treasurer,,Republican,Lynn Fitch,1160
Lafayette,Oxford 1,State Treasurer,,Reform,Viola McFarland,240
Lafayette,Oxford 1,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,506
Lafayette,Oxford 1,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,960
Lafayette,Oxford 1,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,37
Lafayette,Oxford 1,Commissioner of Insurance,,Republican,Mike Chaney,1279
Lafayette,Oxford 1,State Senate,9,Democrat,Cristen Hammins,612
Lafayette,Oxford 1,State Senate,9,Republican,Gray Tollison,942
Lafayette,Oxford 1,State House,12,Democrat,J P 'Jay' Hughes Jr,409
Lafayette,Oxford 1,State House,12,Republican,Brad Mayo,352
Lafayette,Oxford 1,State House,13,Democrat,Justin Cluck,339
Lafayette,Oxford 1,State House,13,Republican,Steve Massengill,449
Lafayette,Oxford 2,State Treasurer,,Republican,Lynn Fitch,1613
Lafayette,Oxford 2,State Treasurer,,Reform,Viola McFarland,458
Lafayette,Oxford 2,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,899
Lafayette,Oxford 2,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,1314
Lafayette,Oxford 2,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,52
Lafayette,Oxford 2,Commissioner of Insurance,,Republican,Mike Chaney,1882
Lafayette,Oxford 2,State Senate,9,Democrat,Cristen Hammins,1095
Lafayette,Oxford 2,State Senate,9,Republican,Gray Tollison,1279
Lafayette,Oxford 2,State House,12,Democrat,J P 'Jay' Hughes Jr,701
Lafayette,Oxford 2,State House,12,Republican,Brad Mayo,480
Lafayette,Oxford 2,State House,13,Democrat,Justin Cluck,607
Lafayette,Oxford 2,State House,13,Republican,Steve Massengill,571
Lafayette,Oxford 3,State Treasurer,,Republican,Lynn Fitch,624
Lafayette,Oxford 3,State Treasurer,,Reform,Viola McFarland,237
Lafayette,Oxford 3,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,524
