candidate,office,district,party,county,votes
Robert Foster,State House,28,R,Pontotoc,
Les Green,State House,28,R,Pontotoc,
Jerricho Chambers,State House,33,R,Pontotoc,
Joey Hood,State House,35,R,Pontotoc,
Brian Sims,State House,35,R,Pontotoc,
Gary A. Chism,State House,37,R,Pontotoc,
Jeffrey C. Smith,State House,39,R,Pontotoc,
Ashley Henley,State House,40,R,Pontotoc,
Pat Nelson,State House,40,R,Pontotoc,
"Loyd B. ""Rob"" Roberson",State House,43,R,Pontotoc,
Mac Smith,State House,43,R,Pontotoc,
C. Scott Bounds,State House,44,R,Pontotoc,
James Matthew Bennett,State House,46,R,Pontotoc,
"Shed Hill Hunger, IV",State House,46,R,Pontotoc,
Karl Oliver,State House,46,R,Pontotoc,
Jason White,State House,48,R,Pontotoc,
William Kinkade,State House,52,R,Pontotoc,
Vince Mangold,State House,53,R,Pontotoc,
Alex Monsour,State House,54,R,Pontotoc,
Philip Gunn,State House,56,R,Pontotoc,
Bruce Bartley,State House,58,R,Pontotoc,
Joel Bomgar,State House,58,R,Pontotoc,
Brent Powell,State House,59,R,Pontotoc,
Paul J. Buisson,State House,60,R,Pontotoc,
John L. Moore,State House,60,R,Pontotoc,
Ray Rogers,State House,61,R,Pontotoc,
Randall Stephens,State House,61,R,Pontotoc,
Tom Weathersby,State House,62,R,Pontotoc,
Wesley Wilson,State House,62,R,Pontotoc,
Bill Denny,State House,64,R,Pontotoc,
"James ""Pete"" Perry",State House,70,R,Pontotoc,
Cory Wilson,State House,73,R,Pontotoc,
Mark Baker,State House,74,R,Pontotoc,
Vance Cox,State House,75,R,Pontotoc,
Andy Gipson,State House,77,R,Pontotoc,
"Randal ""Randy"" Rushing",State House,78,R,Pontotoc,
Gary Blakeney,State House,79,R,Pontotoc,
Mark K. Tullos,State House,79,R,Pontotoc,
Stephen Horne,State House,81,R,Pontotoc,
Greg Snowden,State House,83,R,Pontotoc,
"William E. Shirley, Jr.",State House,84,R,Pontotoc,
Shane Barnett,State House,86,R,Pontotoc,
"Michael ""Mike"" D. Davis",State House,87,R,Pontotoc,
Chris Johnson,State House,87,R,Pontotoc,
Andy Mozingo,State House,87,R,Pontotoc,
Christopher S. Hodge,State House,88,R,Pontotoc,
Mitchell Pitts,State House,88,R,Pontotoc,
Gary Staples,State House,88,R,Pontotoc,
Bobby Shows,State House,89,R,Pontotoc,
Noah L. Sanford,State House,90,R,Pontotoc,
"Ricky ""Rick"" Ward",State House,90,R,Pontotoc,
Charles E. Bufkin,State House,91,R,Pontotoc,
Becky Currie,State House,92,R,Pontotoc,
Timmy Ladner,State House,93,R,Pontotoc,
Patricia H. Willis,State House,95,R,Pontotoc,
Sam Mims,State House,97,R,Pontotoc,
Bill Pigott,State House,99,R,Pontotoc,
Harry Griffith,State House,100,R,Pontotoc,
Ken Morgan,State House,100,R,Pontotoc,
Brad Touchstone,State House,101,R,Pontotoc,
Toby Barker,State House,102,R,Pontotoc,
Ric McCluskey,State House,102,R,Pontotoc,
Larry Byrd,State House,104,R,Pontotoc,
Roun McNeal,State House,105,R,Pontotoc,
Herb Frierson,State House,106,R,Pontotoc,
Doug McLeod,State House,107,R,Pontotoc,
Mark S. Formby,State House,108,R,Pontotoc,
Manly Barton,State House,109,R,Pontotoc,
Charles Busby,State House,111,R,Pontotoc,
Amanda Magee,State House,112,R,Pontotoc,
John O. Read,State House,112,R,Pontotoc,
Hank Zuber,State House,113,R,Pontotoc,
"Jeffrey S. ""Jeff"" Guice",State House,114,R,Pontotoc,
Dr. Barney W. O'Neal,State House,114,R,Pontotoc,
Randall H. Patterson,State House,115,R,Pontotoc,
Casey Eure,State House,116,R,Pontotoc,
Scott Delano,State House,117,R,Pontotoc,
Greg Haney,State House,118,R,Pontotoc,
"John McCay, III",State House,118,R,Pontotoc,
Richard Bennett,State House,120,R,Pontotoc,
Carolyn Crawford,State House,121,R,Pontotoc,
Jeff Wallace,State House,121,R,Pontotoc,
Mickey Lagasse,State House,122,R,Pontotoc,
Phil Bryant,Governor,,R,Prentiss,759
Mitch Young,Governor,,R,Prentiss,48
Alisha Nelson McElhenney,Lieutenant Governor,,R,Prentiss,110
Tate Reeves,Lieutenant Governor,,R,Prentiss,676
Delbert Hoseman,Secretary of State,,R,Prentiss,761
Mike Hurst,Attorney General,,R,Prentiss,716
Lynn Fitch,State Treasurer,,R,Prentiss,389
David McRae,State Treasurer,,R,Prentiss,383
Mary Hawkins_Butler,State Auditor,,R,Prentiss,179
Stacey Pickering,State Auditor,,R,Prentiss,602
Mike Chaney,Commissioner of Insurance,,R,Prentiss,589
John Mosley,Commissioner of Insurance,,R,Prentiss,179
Cindy Hyde_Smith,Commissioner of Agriculture & Commerce,,R,Prentiss,717
James David Eubanks,State Senate,01,R,Prentiss,
Chris Massey,State Senate,01,R,Prentiss,
David Parker,State Senate,02,R,Prentiss,
Nickey Browning,State Senate,03,R,Prentiss,
Rita Potts Parks,State Senate,04,R,Prentiss,
Nancy Collins,State Senate,06,R,Prentiss,
Chad McMahan,State Senate,06,R,Prentiss,
Barry Strevel,State Senate,07,R,Prentiss,
Gray Tollison,State Senate,09,R,Prentiss,
Lydia Graves Chassaniol,State Senate,14,R,Prentiss,
Gary Jackson,State Senate,15,R,Prentiss,
"Robert A. ""Bobby"" Patrick, Jr.",State Senate,17,R,Prentiss,
"Charles ""Chuck"" A. Younger",State Senate,17,R,Prentiss,
Jennifer B. Branning,State Senate,18,R,Prentiss,
Speedy Calvert,State Senate,18,R,Prentiss,
Mark Forsman,State Senate,18,R,Prentiss,
Curt Pace,State Senate,18,R,Prentiss,
Kevin Blackwell,State Senate,19,R,Prentiss,
Josh Harkins,State Senate,20,R,Prentiss,
Eugene S. Buck Clarke,State Senate,22,R,Prentiss,
Briggs Hopson,State Senate,23,R,Prentiss,
Bill Marcy,State Senate,23,R,Prentiss,
Bill Billingsley,State Senate,25,R,Prentiss,
William Longwitz,State Senate,25,R,Prentiss,
Ponto Downing,State Senate,27,R,Prentiss,
James Broadwater,State Senate,29,R,Prentiss,
Dean Kirby,State Senate,30,R,Prentiss,
Terry C. Burton,State Senate,31,R,Prentiss,
Gilman DeWayne Warren,State Senate,32,R,Prentiss,
Don Wiggins,State Senate,32,R,Prentiss,
Videt Carmichael,State Senate,33,R,Prentiss,
Cliff Brown,State Senate,35,R,Prentiss,
Chris Caughman,State Senate,35,R,Prentiss,
Lisa Stanley,State Senate,35,R,Prentiss,
Curtis Moroney,State Senate,37,R,Prentiss,
Lane B. Reed,State Senate,37,R,Prentiss,
Melanie Sojourner,State Senate,37,R,Prentiss,
Dennis C. Quinn,State Senate,38,R,Prentiss,
Mike Campbell,State Senate,39,R,Prentiss,
Sally Doty,State Senate,39,R,Prentiss,
Angela Burks Hill,State Senate,40,R,Prentiss,
Joey Fillingane,State Senate,41,R,Prentiss,
Chris McDaniel,State Senate,42,R,Prentiss,
Dennis DeBar,State Senate,43,R,Prentiss,
Phillip Gandy,State Senate,43,R,Prentiss,
John Polk,State Senate,44,R,Prentiss,
Billy Hudson,State Senate,45,R,Prentiss,
Philip Moran,State Senate,46,R,Prentiss,
Rogena Mitchell,State Senate,47,R,Prentiss,
"J.M. ""Mike"" Seymour",State Senate,47,R,Prentiss,
Anne G. Smith,State Senate,47,R,Prentiss,
Mike Tyson,State Senate,47,R,Prentiss,
Walter Crapps,State Senate,48,R,Prentiss,
Katherine DeCoito,State Senate,49,R,Prentiss,
Sean Tindell,State Senate,49,R,Prentiss,
"Thomas ""Tommy"" Gollot",State Senate,50,R,Prentiss,
Butch Loper,State Senate,51,R,Prentiss,
"Michael D. Watson, Jr.",State Senate,51,R,Prentiss,
Brice Wiggins,State Senate,52,R,Prentiss,
"Lester E. ""Bubba"" Carpenter",State House,01,R,Prentiss,
Billy Miller,State House,02,R,Prentiss,
William Tracy Arnold,State House,03,R,Prentiss,495
Dana Criswell,State House,06,R,Prentiss,
Eugene F. Hamilton,State House,06,R,Prentiss,
Steve Hopkins,State House,07,R,Prentiss,
Wanda Jennings,State House,07,R,Prentiss,
"John T. ""Trey"" Lamar, III",State House,08,R,Prentiss,
"Christopher Thomas, Sr.",State House,09,R,Prentiss,
Nolan Mettetal,State House,10,R,Prentiss,
Brad Mayo,State House,12,R,Prentiss,
Steve E. Massingill,State House,13,R,Prentiss,
Margaret Ellis Rogers,State House,14,R,Prentiss,
E. Mac Huddleston,State House,15,R,Prentiss,
Shane Aguirre,State House,17,R,Prentiss,
Mark Prince,State House,17,R,Prentiss,
Jerry R. Turner,State House,18,R,Prentiss,251
Randy P. Boyd,State House,19,R,Prentiss,
Peggy Schumpert Hussey,State House,19,R,Prentiss,
Chris Brown,State House,20,R,Prentiss,
Donnie Bell,State House,21,R,Prentiss,
Charles Jim Beckett,State House,23,R,Prentiss,
Rick Clifton,State House,24,R,Prentiss,
Rob Goudy,State House,24,R,Prentiss,
Jeff Hale,State House,24,R,Prentiss,
Les Hooper,State House,24,R,Prentiss,
Gene Alday,State House,25,R,Prentiss,
Julian Chandler Bramlett,State House,25,R,Prentiss,
Dan Eubanks,State House,25,R,Prentiss,
Dewayne Gill,State House,27,R,Prentiss,
Robert Foster,State House,28,R,Prentiss,
Les Green,State House,28,R,Prentiss,
Jerricho Chambers,State House,33,R,Prentiss,
Joey Hood,State House,35,R,Prentiss,
Brian Sims,State House,35,R,Prentiss,
Gary A. Chism,State House,37,R,Prentiss,
Jeffrey C. Smith,State House,39,R,Prentiss,
Ashley Henley,State House,40,R,Prentiss,
Pat Nelson,State House,40,R,Prentiss,
"Loyd B. ""Rob"" Roberson",State House,43,R,Prentiss,
Mac Smith,State House,43,R,Prentiss,
C. Scott Bounds,State House,44,R,Prentiss,
James Matthew Bennett,State House,46,R,Prentiss,
"Shed Hill Hunger, IV",State House,46,R,Prentiss,
Karl Oliver,State House,46,R,Prentiss,
Jason White,State House,48,R,Prentiss,
William Kinkade,State House,52,R,Prentiss,
Vince Mangold,State House,53,R,Prentiss,
Alex Monsour,State House,54,R,Prentiss,
Philip Gunn,State House,56,R,Prentiss,
Bruce Bartley,State House,58,R,Prentiss,
Joel Bomgar,State House,58,R,Prentiss,
Brent Powell,State House,59,R,Prentiss,
Paul J. Buisson,State House,60,R,Prentiss,
John L. Moore,State House,60,R,Prentiss,
Ray Rogers,State House,61,R,Prentiss,
Randall Stephens,State House,61,R,Prentiss,
Tom Weathersby,State House,62,R,Prentiss,
Wesley Wilson,State House,62,R,Prentiss,
Bill Denny,State House,64,R,Prentiss,
"James ""Pete"" Perry",State House,70,R,Prentiss,
Cory Wilson,State House,73,R,Prentiss,
Mark Baker,State House,74,R,Prentiss,
Vance Cox,State House,75,R,Prentiss,
Andy Gipson,State House,77,R,Prentiss,
"Randal ""Randy"" Rushing",State House,78,R,Prentiss,
Gary Blakeney,State House,79,R,Prentiss,
Mark K. Tullos,State House,79,R,Prentiss,
Stephen Horne,State House,81,R,Prentiss,
Greg Snowden,State House,83,R,Prentiss,
"William E. Shirley, Jr.",State House,84,R,Prentiss,
Shane Barnett,State House,86,R,Prentiss,
"Michael ""Mike"" D. Davis",State House,87,R,Prentiss,
Chris Johnson,State House,87,R,Prentiss,
Andy Mozingo,State House,87,R,Prentiss,
Christopher S. Hodge,State House,88,R,Prentiss,
Mitchell Pitts,State House,88,R,Prentiss,
Gary Staples,State House,88,R,Prentiss,
Bobby Shows,State House,89,R,Prentiss,
Noah L. Sanford,State House,90,R,Prentiss,
"Ricky ""Rick"" Ward",State House,90,R,Prentiss,
Charles E. Bufkin,State House,91,R,Prentiss,
Becky Currie,State House,92,R,Prentiss,
Timmy Ladner,State House,93,R,Prentiss,
Patricia H. Willis,State House,95,R,Prentiss,
Sam Mims,State House,97,R,Prentiss,
Bill Pigott,State House,99,R,Prentiss,
Harry Griffith,State House,100,R,Prentiss,
Ken Morgan,State House,100,R,Prentiss,
Brad Touchstone,State House,101,R,Prentiss,
Toby Barker,State House,102,R,Prentiss,
Ric McCluskey,State House,102,R,Prentiss,
Larry Byrd,State House,104,R,Prentiss,
Roun McNeal,State House,105,R,Prentiss,
Herb Frierson,State House,106,R,Prentiss,
Doug McLeod,State House,107,R,Prentiss,
Mark S. Formby,State House,108,R,Prentiss,
Manly Barton,State House,109,R,Prentiss,
Charles Busby,State House,111,R,Prentiss,
Amanda Magee,State House,112,R,Prentiss,
John O. Read,State House,112,R,Prentiss,
Hank Zuber,State House,113,R,Prentiss,
"Jeffrey S. ""Jeff"" Guice",State House,114,R,Prentiss,
Dr. Barney W. O'Neal,State House,114,R,Prentiss,
Randall H. Patterson,State House,115,R,Prentiss,
Casey Eure,State House,116,R,Prentiss,
Scott Delano,State House,117,R,Prentiss,
Greg Haney,State House,118,R,Prentiss,
"John McCay, III",State House,118,R,Prentiss,
Richard Bennett,State House,120,R,Prentiss,
Carolyn Crawford,State House,121,R,Prentiss,
Jeff Wallace,State House,121,R,Prentiss,
Mickey Lagasse,State House,122,R,Prentiss,
Phil Bryant,Governor,,R,Quitman,7
Mitch Young,Governor,,R,Quitman,0
Alisha Nelson McElhenney,Lieutenant Governor,,R,Quitman,0
Tate Reeves,Lieutenant Governor,,R,Quitman,7
Delbert Hoseman,Secretary of State,,R,Quitman,7
Mike Hurst,Attorney General,,R,Quitman,7
Lynn Fitch,State Treasurer,,R,Quitman,5
David McRae,State Treasurer,,R,Quitman,2
Mary Hawkins_Butler,State Auditor,,R,Quitman,1
Stacey Pickering,State Auditor,,R,Quitman,6
Mike Chaney,Commissioner of Insurance,,R,Quitman,6
John Mosley,Commissioner of Insurance,,R,Quitman,1
Cindy Hyde_Smith,Commissioner of Agriculture & Commerce,,R,Quitman,7
James David Eubanks,State Senate,01,R,Quitman,
Chris Massey,State Senate,01,R,Quitman,
David Parker,State Senate,02,R,Quitman,
Nickey Browning,State Senate,03,R,Quitman,
Rita Potts Parks,State Senate,04,R,Quitman,
Nancy Collins,State Senate,06,R,Quitman,
Chad McMahan,State Senate,06,R,Quitman,
Barry Strevel,State Senate,07,R,Quitman,
Gray Tollison,State Senate,09,R,Quitman,
Lydia Graves Chassaniol,State Senate,14,R,Quitman,
Gary Jackson,State Senate,15,R,Quitman,
"Robert A. ""Bobby"" Patrick, Jr.",State Senate,17,R,Quitman,
"Charles ""Chuck"" A. Younger",State Senate,17,R,Quitman,
Jennifer B. Branning,State Senate,18,R,Quitman,
Speedy Calvert,State Senate,18,R,Quitman,
Mark Forsman,State Senate,18,R,Quitman,
Curt Pace,State Senate,18,R,Quitman,
Kevin Blackwell,State Senate,19,R,Quitman,
Josh Harkins,State Senate,20,R,Quitman,
Eugene S. Buck Clarke,State Senate,22,R,Quitman,
Briggs Hopson,State Senate,23,R,Quitman,
Bill Marcy,State Senate,23,R,Quitman,
Bill Billingsley,State Senate,25,R,Quitman,
William Longwitz,State Senate,25,R,Quitman,
Ponto Downing,State Senate,27,R,Quitman,
James Broadwater,State Senate,29,R,Quitman,
Dean Kirby,State Senate,30,R,Quitman,
Terry C. Burton,State Senate,31,R,Quitman,
Gilman DeWayne Warren,State Senate,32,R,Quitman,
Don Wiggins,State Senate,32,R,Quitman,
Videt Carmichael,State Senate,33,R,Quitman,
Cliff Brown,State Senate,35,R,Quitman,
Chris Caughman,State Senate,35,R,Quitman,
Lisa Stanley,State Senate,35,R,Quitman,
Curtis Moroney,State Senate,37,R,Quitman,
Lane B. Reed,State Senate,37,R,Quitman,
Melanie Sojourner,State Senate,37,R,Quitman,
Dennis C. Quinn,State Senate,38,R,Quitman,
Mike Campbell,State Senate,39,R,Quitman,
Sally Doty,State Senate,39,R,Quitman,
Angela Burks Hill,State Senate,40,R,Quitman,
Joey Fillingane,State Senate,41,R,Quitman,
Chris McDaniel,State Senate,42,R,Quitman,
Dennis DeBar,State Senate,43,R,Quitman,
Phillip Gandy,State Senate,43,R,Quitman,
John Polk,State Senate,44,R,Quitman,
Billy Hudson,State Senate,45,R,Quitman,
Philip Moran,State Senate,46,R,Quitman,
Rogena Mitchell,State Senate,47,R,Quitman,
"J.M. ""Mike"" Seymour",State Senate,47,R,Quitman,
Anne G. Smith,State Senate,47,R,Quitman,
Mike Tyson,State Senate,47,R,Quitman,
Walter Crapps,State Senate,48,R,Quitman,
Katherine DeCoito,State Senate,49,R,Quitman,
Sean Tindell,State Senate,49,R,Quitman,
"Thomas ""Tommy"" Gollot",State Senate,50,R,Quitman,
Butch Loper,State Senate,51,R,Quitman,
"Michael D. Watson, Jr.",State Senate,51,R,Quitman,
Brice Wiggins,State Senate,52,R,Quitman,
"Lester E. ""Bubba"" Carpenter",State House,01,R,Quitman,
Billy Miller,State House,02,R,Quitman,
William Tracy Arnold,State House,03,R,Quitman,
Dana Criswell,State House,06,R,Quitman,
Eugene F. Hamilton,State House,06,R,Quitman,
Steve Hopkins,State House,07,R,Quitman,
Wanda Jennings,State House,07,R,Quitman,
"John T. ""Trey"" Lamar, III",State House,08,R,Quitman,
"Christopher Thomas, Sr.",State House,09,R,Quitman,7
Nolan Mettetal,State House,10,R,Quitman,
Brad Mayo,State House,12,R,Quitman,
Steve E. Massingill,State House,13,R,Quitman,
Margaret Ellis Rogers,State House,14,R,Quitman,
E. Mac Huddleston,State House,15,R,Quitman,
Shane Aguirre,State House,17,R,Quitman,
Mark Prince,State House,17,R,Quitman,
Jerry R. Turner,State House,18,R,Quitman,
Randy P. Boyd,State House,19,R,Quitman,
Peggy Schumpert Hussey,State House,19,R,Quitman,
Chris Brown,State House,20,R,Quitman,
Donnie Bell,State House,21,R,Quitman,
Charles Jim Beckett,State House,23,R,Quitman,
Rick Clifton,State House,24,R,Quitman,
Rob Goudy,State House,24,R,Quitman,
Jeff Hale,State House,24,R,Quitman,
Les Hooper,State House,24,R,Quitman,
Gene Alday,State House,25,R,Quitman,
Julian Chandler Bramlett,State House,25,R,Quitman,
Dan Eubanks,State House,25,R,Quitman,
Dewayne Gill,State House,27,R,Quitman,
Robert Foster,State House,28,R,Quitman,
Les Green,State House,28,R,Quitman,
Jerricho Chambers,State House,33,R,Quitman,
Joey Hood,State House,35,R,Quitman,
Brian Sims,State House,35,R,Quitman,
Gary A. Chism,State House,37,R,Quitman,
Jeffrey C. Smith,State House,39,R,Quitman,
Ashley Henley,State House,40,R,Quitman,
Pat Nelson,State House,40,R,Quitman,
"Loyd B. ""Rob"" Roberson",State House,43,R,Quitman,
Mac Smith,State House,43,R,Quitman,
C. Scott Bounds,State House,44,R,Quitman,
James Matthew Bennett,State House,46,R,Quitman,
"Shed Hill Hunger, IV",State House,46,R,Quitman,
Karl Oliver,State House,46,R,Quitman,
Jason White,State House,48,R,Quitman,
William Kinkade,State House,52,R,Quitman,
Vince Mangold,State House,53,R,Quitman,
Alex Monsour,State House,54,R,Quitman,
Philip Gunn,State House,56,R,Quitman,
Bruce Bartley,State House,58,R,Quitman,
Joel Bomgar,State House,58,R,Quitman,
Brent Powell,State House,59,R,Quitman,
Paul J. Buisson,State House,60,R,Quitman,
John L. Moore,State House,60,R,Quitman,
Ray Rogers,State House,61,R,Quitman,
Randall Stephens,State House,61,R,Quitman,
Tom Weathersby,State House,62,R,Quitman,
Wesley Wilson,State House,62,R,Quitman,
Bill Denny,State House,64,R,Quitman,
"James ""Pete"" Perry",State House,70,R,Quitman,
Cory Wilson,State House,73,R,Quitman,
Mark Baker,State House,74,R,Quitman,
Vance Cox,State House,75,R,Quitman,
Andy Gipson,State House,77,R,Quitman,
"Randal ""Randy"" Rushing",State House,78,R,Quitman,
Gary Blakeney,State House,79,R,Quitman,
Mark K. Tullos,State House,79,R,Quitman,
Stephen Horne,State House,81,R,Quitman,
Greg Snowden,State House,83,R,Quitman,
"William E. Shirley, Jr.",State House,84,R,Quitman,
Shane Barnett,State House,86,R,Quitman,
"Michael ""Mike"" D. Davis",State House,87,R,Quitman,
Chris Johnson,State House,87,R,Quitman,
Andy Mozingo,State House,87,R,Quitman,
Christopher S. Hodge,State House,88,R,Quitman,
Mitchell Pitts,State House,88,R,Quitman,
Gary Staples,State House,88,R,Quitman,
Bobby Shows,State House,89,R,Quitman,
Noah L. Sanford,State House,90,R,Quitman,
"Ricky ""Rick"" Ward",State House,90,R,Quitman,
Charles E. Bufkin,State House,91,R,Quitman,
Becky Currie,State House,92,R,Quitman,
Timmy Ladner,State House,93,R,Quitman,
Patricia H. Willis,State House,95,R,Quitman,
Sam Mims,State House,97,R,Quitman,
Bill Pigott,State House,99,R,Quitman,
Harry Griffith,State House,100,R,Quitman,
Ken Morgan,State House,100,R,Quitman,
Brad Touchstone,State House,101,R,Quitman,
Toby Barker,State House,102,R,Quitman,
Ric McCluskey,State House,102,R,Quitman,
Larry Byrd,State House,104,R,Quitman,
Roun McNeal,State House,105,R,Quitman,
Herb Frierson,State House,106,R,Quitman,
Doug McLeod,State House,107,R,Quitman,
Mark S. Formby,State House,108,R,Quitman,
Manly Barton,State House,109,R,Quitman,
Charles Busby,State House,111,R,Quitman,
Amanda Magee,State House,112,R,Quitman,
John O. Read,State House,112,R,Quitman,
Hank Zuber,State House,113,R,Quitman,
"Jeffrey S. ""Jeff"" Guice",State House,114,R,Quitman,
Dr. Barney W. O'Neal,State House,114,R,Quitman,
Randall H. Patterson,State House,115,R,Quitman,
Casey Eure,State House,116,R,Quitman,
Scott Delano,State House,117,R,Quitman,
Greg Haney,State House,118,R,Quitman,
"John McCay, III",State House,118,R,Quitman,
Richard Bennett,State House,120,R,Quitman,
Carolyn Crawford,State House,121,R,Quitman,
Jeff Wallace,State House,121,R,Quitman,
Mickey Lagasse,State House,122,R,Quitman,
Phil Bryant,Governor,,R,Rankin,24316
Mitch Young,Governor,,R,Rankin,1955
Alisha Nelson McElhenney,Lieutenant Governor,,R,Rankin,3795
Tate Reeves,Lieutenant Governor,,R,Rankin,22228
Delbert Hoseman,Secretary of State,,R,Rankin,25325
Mike Hurst,Attorney General,,R,Rankin,24264
Lynn Fitch,State Treasurer,,R,Rankin,15889
David McRae,State Treasurer,,R,Rankin,10121
Mary Hawkins_Butler,State Auditor,,R,Rankin,7045
Stacey Pickering,State Auditor,,R,Rankin,18990
Mike Chaney,Commissioner of Insurance,,R,Rankin,16180
John Mosley,Commissioner of Insurance,,R,Rankin,9673
Cindy Hyde_Smith,Commissioner of Agriculture & Commerce,,R,Rankin,24948
James David Eubanks,State Senate,01,R,Rankin,
Chris Massey,State Senate,01,R,Rankin,
David Parker,State Senate,02,R,Rankin,
Nickey Browning,State Senate,03,R,Rankin,
Rita Potts Parks,State Senate,04,R,Rankin,
Nancy Collins,State Senate,06,R,Rankin,
Chad McMahan,State Senate,06,R,Rankin,
Barry Strevel,State Senate,07,R,Rankin,
Gray Tollison,State Senate,09,R,Rankin,
Lydia Graves Chassaniol,State Senate,14,R,Rankin,
Gary Jackson,State Senate,15,R,Rankin,
"Robert A. ""Bobby"" Patrick, Jr.",State Senate,17,R,Rankin,
"Charles ""Chuck"" A. Younger",State Senate,17,R,Rankin,
Jennifer B. Branning,State Senate,18,R,Rankin,
Speedy Calvert,State Senate,18,R,Rankin,
Mark Forsman,State Senate,18,R,Rankin,
Curt Pace,State Senate,18,R,Rankin,
Kevin Blackwell,State Senate,19,R,Rankin,
Josh Harkins,State Senate,20,R,Rankin,11318
Eugene S. Buck Clarke,State Senate,22,R,Rankin,
Briggs Hopson,State Senate,23,R,Rankin,
Bill Marcy,State Senate,23,R,Rankin,
Bill Billingsley,State Senate,25,R,Rankin,
William Longwitz,State Senate,25,R,Rankin,
Ponto Downing,State Senate,27,R,Rankin,
James Broadwater,State Senate,29,R,Rankin,
Dean Kirby,State Senate,30,R,Rankin,7993
Terry C. Burton,State Senate,31,R,Rankin,
Gilman DeWayne Warren,State Senate,32,R,Rankin,
Don Wiggins,State Senate,32,R,Rankin,
Videt Carmichael,State Senate,33,R,Rankin,
Cliff Brown,State Senate,35,R,Rankin,2367
Chris Caughman,State Senate,35,R,Rankin,1797
Lisa Stanley,State Senate,35,R,Rankin,1091
Curtis Moroney,State Senate,37,R,Rankin,
Lane B. Reed,State Senate,37,R,Rankin,
Melanie Sojourner,State Senate,37,R,Rankin,
Dennis C. Quinn,State Senate,38,R,Rankin,
Mike Campbell,State Senate,39,R,Rankin,
Sally Doty,State Senate,39,R,Rankin,
Angela Burks Hill,State Senate,40,R,Rankin,
Joey Fillingane,State Senate,41,R,Rankin,
Chris McDaniel,State Senate,42,R,Rankin,
Dennis DeBar,State Senate,43,R,Rankin,
Phillip Gandy,State Senate,43,R,Rankin,
John Polk,State Senate,44,R,Rankin,
Billy Hudson,State Senate,45,R,Rankin,
Philip Moran,State Senate,46,R,Rankin,
Rogena Mitchell,State Senate,47,R,Rankin,
"J.M. ""Mike"" Seymour",State Senate,47,R,Rankin,
Anne G. Smith,State Senate,47,R,Rankin,
Mike Tyson,State Senate,47,R,Rankin,
Walter Crapps,State Senate,48,R,Rankin,
Katherine DeCoito,State Senate,49,R,Rankin,
Sean Tindell,State Senate,49,R,Rankin,
"Thomas ""Tommy"" Gollot",State Senate,50,R,Rankin,
Butch Loper,State Senate,51,R,Rankin,
"Michael D. Watson, Jr.",State Senate,51,R,Rankin,
Brice Wiggins,State Senate,52,R,Rankin,
"Lester E. ""Bubba"" Carpenter",State House,01,R,Rankin,
Billy Miller,State House,02,R,Rankin,
William Tracy Arnold,State House,03,R,Rankin,
Dana Criswell,State House,06,R,Rankin,
Eugene F. Hamilton,State House,06,R,Rankin,
Steve Hopkins,State House,07,R,Rankin,
Wanda Jennings,State House,07,R,Rankin,
"John T. ""Trey"" Lamar, III",State House,08,R,Rankin,
"Christopher Thomas, Sr.",State House,09,R,Rankin,
Nolan Mettetal,State House,10,R,Rankin,
Brad Mayo,State House,12,R,Rankin,
Steve E. Massingill,State House,13,R,Rankin,
Margaret Ellis Rogers,State House,14,R,Rankin,
E. Mac Huddleston,State House,15,R,Rankin,
Shane Aguirre,State House,17,R,Rankin,
Mark Prince,State House,17,R,Rankin,
Jerry R. Turner,State House,18,R,Rankin,
Randy P. Boyd,State House,19,R,Rankin,
Peggy Schumpert Hussey,State House,19,R,Rankin,
Chris Brown,State House,20,R,Rankin,
Donnie Bell,State House,21,R,Rankin,
Charles Jim Beckett,State House,23,R,Rankin,
Rick Clifton,State House,24,R,Rankin,
Rob Goudy,State House,24,R,Rankin,
Jeff Hale,State House,24,R,Rankin,
Les Hooper,State House,24,R,Rankin,
Gene Alday,State House,25,R,Rankin,
Julian Chandler Bramlett,State House,25,R,Rankin,
Dan Eubanks,State House,25,R,Rankin,
Dewayne Gill,State House,27,R,Rankin,
Robert Foster,State House,28,R,Rankin,
Les Green,State House,28,R,Rankin,
Jerricho Chambers,State House,33,R,Rankin,
Joey Hood,State House,35,R,Rankin,
Brian Sims,State House,35,R,Rankin,
Gary A. Chism,State House,37,R,Rankin,
Jeffrey C. Smith,State House,39,R,Rankin,
Ashley Henley,State House,40,R,Rankin,
Pat Nelson,State House,40,R,Rankin,
"Loyd B. ""Rob"" Roberson",State House,43,R,Rankin,
Mac Smith,State House,43,R,Rankin,
C. Scott Bounds,State House,44,R,Rankin,
James Matthew Bennett,State House,46,R,Rankin,
"Shed Hill Hunger, IV",State House,46,R,Rankin,
Karl Oliver,State House,46,R,Rankin,
Jason White,State House,48,R,Rankin,
William Kinkade,State House,52,R,Rankin,
Vince Mangold,State House,53,R,Rankin,
Alex Monsour,State House,54,R,Rankin,
Philip Gunn,State House,56,R,Rankin,
Bruce Bartley,State House,58,R,Rankin,
Joel Bomgar,State House,58,R,Rankin,
Brent Powell,State House,59,R,Rankin,4344
Paul J. Buisson,State House,60,R,Rankin,1487
John L. Moore,State House,60,R,Rankin,3537
Ray Rogers,State House,61,R,Rankin,1900
Randall Stephens,State House,61,R,Rankin,1543
Tom Weathersby,State House,62,R,Rankin,2967
