county,precinct,office,district,party,candidate,total
Jackson,Hwy 57,Governor,,Democratic,Robert Gray,10
Jackson,North Vancleave,Governor,,Democratic,Robert Gray,87
Jackson,East Central,Governor,,Democratic,Robert Gray,99
Jackson,Big Point,Governor,,Democratic,Robert Gray,24
Jackson,Escatawpa -18,Governor,,Democratic,Robert Gray,86
Jackson,Escatawpa -17,Governor,,Democratic,Robert Gray,98
Jackson,Escatawpa -2,Governor,,Democratic,Robert Gray,0
Jackson,Orange Grove -18,Governor,,Democratic,Robert Gray,36
Jackson,Orange Grove -4,Governor,,Democratic,Robert Gray,0
Jackson,Rec Center,Governor,,Democratic,Robert Gray,444
Jackson,YMBC-Dantzler,Governor,,Democratic,Robert Gray,362
Jackson,Jefferson Street,Governor,,Democratic,Robert Gray,550
Jackson,Fair -7,Governor,,Democratic,Robert Gray,296
Jackson,Fair -14,Governor,,Democratic,Robert Gray,10
Jackson,Fair -9,Governor,,Democratic,Robert Gray,199
Jackson,Fair -8,Governor,,Democratic,Robert Gray,24
Jackson,Pinecrest -14,Governor,,Democratic,Robert Gray,13
Jackson,Pinecrest -13,Governor,,Democratic,Robert Gray,36
Jackson,Pinecrest -8,Governor,,Democratic,Robert Gray,2
Jackson,Sacred Heart,Governor,,Democratic,Robert Gray,112
Jackson,Eastlawn,Governor,,Democratic,Robert Gray,54
Jackson,American Legion,Governor,,Democratic,Robert Gray,23
Jackson,Presbyterian -13,Governor,,Democratic,Robert Gray,54
Jackson,Presbyterian -12,Governor,,Democratic,Robert Gray,0
Jackson,Presbyterian -6,Governor,,Democratic,Robert Gray,11
Jackson,North Pascagoula,Governor,,Democratic,Robert Gray,37
Jackson,Gautier,Governor,,Democratic,Robert Gray,604
Jackson,Villa Maria,Governor,,Democratic,Robert Gray,52
Jackson,OS Community Ctr,Governor,,Democratic,Robert Gray,46
Jackson,OS Armory,Governor,,Democratic,Robert Gray,201
Jackson,St Martin -32,Governor,,Democratic,Robert Gray,125
Jackson,St Martin -24,Governor,,Democratic,Robert Gray,10
Jackson,St Martin -37,Governor,,Democratic,Robert Gray,18
Jackson,St Martin -36,Governor,,Democratic,Robert Gray,303
Jackson,Latimer,Governor,,Democratic,Robert Gray,125
Jackson,Larue,Governor,,Democratic,Robert Gray,8
Jackson,Hickory Hills,Governor,,Democratic,Robert Gray,143
Jackson,Fontainebleau -10,Governor,,Democratic,Robert Gray,118
Jackson,Fontainebleau -23,Governor,,Democratic,Robert Gray,29
Jackson,Fontainebleau -11,Governor,,Democratic,Robert Gray,35
Jackson,Fontainebleau -25,Governor,,Democratic,Robert Gray,16
Jackson,Fontainebleau -24,Governor,,Democratic,Robert Gray,0
Jackson,Fontainebleau -19,Governor,,Democratic,Robert Gray,0
Jackson,Gulf Park Estates,Governor,,Democratic,Robert Gray,173
Jackson,OS Civic Ctr -23,Governor,,Democratic,Robert Gray,17
Jackson,OS Civic Ctr -31,Governor,,Democratic,Robert Gray,68
Jackson,OS Civic Ctr -24,Governor,,Democratic,Robert Gray,1
Jackson,OS Civic Ctr -29,Governor,,Democratic,Robert Gray,406
Jackson,South Vancleave -3,Governor,,Democratic,Robert Gray,20
Jackson,South Vancleave -24,Governor,,Democratic,Robert Gray,34
Jackson,South Vancleave -25,Governor,,Democratic,Robert Gray,28
Jackson,South Vancleave -28,Governor,,Democratic,Robert Gray,14
Jackson,South Vancleave -1,Governor,,Democratic,Robert Gray,0
Jackson,Red Hill,Governor,,Democratic,Robert Gray,8
Jackson,Carterville,Governor,,Democratic,Robert Gray,6
Jackson,Sue Ellen -9,Governor,,Democratic,Robert Gray,713
Jackson,Sue Ellen -16,Governor,,Democratic,Robert Gray,12
Jackson,,Governor,,Democratic,Robert Gray,6000
Jackson,Hwy 57,Governor,,Republican,Phil Bryant,170
Jackson,North Vancleave,Governor,,Republican,Phil Bryant,665
Jackson,East Central,Governor,,Republican,Phil Bryant,1777
Jackson,Big Point,Governor,,Republican,Phil Bryant,701
Jackson,Escatawpa -18,Governor,,Republican,Phil Bryant,606
Jackson,Escatawpa -17,Governor,,Republican,Phil Bryant,250
Jackson,Escatawpa -2,Governor,,Republican,Phil Bryant,5
Jackson,Orange Grove -18,Governor,,Republican,Phil Bryant,364
Jackson,Orange Grove -4,Governor,,Republican,Phil Bryant,0
Jackson,Rec Center,Governor,,Republican,Phil Bryant,171
Jackson,YMBC-Dantzler,Governor,,Republican,Phil Bryant,341
Jackson,Jefferson Street,Governor,,Republican,Phil Bryant,304
Jackson,Fair -7,Governor,,Republican,Phil Bryant,195
Jackson,Fair -14,Governor,,Republican,Phil Bryant,13
Jackson,Fair -9,Governor,,Republican,Phil Bryant,251
Jackson,Fair -8,Governor,,Republican,Phil Bryant,46
Jackson,Pinecrest -14,Governor,,Republican,Phil Bryant,34
Jackson,Pinecrest -13,Governor,,Republican,Phil Bryant,360
Jackson,Pinecrest -8,Governor,,Republican,Phil Bryant,0
Jackson,Sacred Heart,Governor,,Republican,Phil Bryant,668
Jackson,Eastlawn,Governor,,Republican,Phil Bryant,488
Jackson,American Legion,Governor,,Republican,Phil Bryant,164
Jackson,Presbyterian -13,Governor,,Republican,Phil Bryant,304
Jackson,Presbyterian -12,Governor,,Republican,Phil Bryant,0
Jackson,Presbyterian -6,Governor,,Republican,Phil Bryant,24
Jackson,North Pascagoula,Governor,,Republican,Phil Bryant,208
Jackson,Gautier,Governor,,Republican,Phil Bryant,1301
Jackson,Villa Maria,Governor,,Republican,Phil Bryant,199
Jackson,OS Community Ctr,Governor,,Republican,Phil Bryant,80
Jackson,OS Armory,Governor,,Republican,Phil Bryant,620
Jackson,St Martin -32,Governor,,Republican,Phil Bryant,370
Jackson,St Martin -24,Governor,,Republican,Phil Bryant,33
Jackson,St Martin -37,Governor,,Republican,Phil Bryant,133
Jackson,St Martin -36,Governor,,Republican,Phil Bryant,1164
Jackson,Latimer,Governor,,Republican,Phil Bryant,867
Jackson,Larue,Governor,,Republican,Phil Bryant,110
Jackson,Hickory Hills,Governor,,Republican,Phil Bryant,626
Jackson,Fontainebleau -10,Governor,,Republican,Phil Bryant,571
Jackson,Fontainebleau -23,Governor,,Republican,Phil Bryant,104
Jackson,Fontainebleau -11,Governor,,Republican,Phil Bryant,73
Jackson,Fontainebleau -25,Governor,,Republican,Phil Bryant,104
Jackson,Fontainebleau -24,Governor,,Republican,Phil Bryant,3
Jackson,Fontainebleau -19,Governor,,Republican,Phil Bryant,0
Jackson,Gulf Park Estates,Governor,,Republican,Phil Bryant,727
Jackson,OS Civic Ctr -23,Governor,,Republican,Phil Bryant,156
Jackson,OS Civic Ctr -31,Governor,,Republican,Phil Bryant,223
Jackson,OS Civic Ctr -24,Governor,,Republican,Phil Bryant,0
Jackson,OS Civic Ctr -29,Governor,,Republican,Phil Bryant,1429
Jackson,South Vancleave -3,Governor,,Republican,Phil Bryant,300
Jackson,South Vancleave -24,Governor,,Republican,Phil Bryant,205
Jackson,South Vancleave -25,Governor,,Republican,Phil Bryant,401
Jackson,South Vancleave -28,Governor,,Republican,Phil Bryant,65
Jackson,South Vancleave -1,Governor,,Republican,Phil Bryant,23
Jackson,Red Hill,Governor,,Republican,Phil Bryant,139
Jackson,Carterville,Governor,,Republican,Phil Bryant,52
Jackson,Sue Ellen -9,Governor,,Republican,Phil Bryant,130
Jackson,Sue Ellen -16,Governor,,Republican,Phil Bryant,6
Jackson,,Governor,,Republican,Phil Bryant,18323
Jackson,Hwy 57,Governor,,Reform,Shawn O'Hara,2
Jackson,North Vancleave,Governor,,Reform,Shawn O'Hara,14
Jackson,East Central,Governor,,Reform,Shawn O'Hara,22
Jackson,Big Point,Governor,,Reform,Shawn O'Hara,14
Jackson,Escatawpa -18,Governor,,Reform,Shawn O'Hara,12
Jackson,Escatawpa -17,Governor,,Reform,Shawn O'Hara,6
Jackson,Escatawpa -2,Governor,,Reform,Shawn O'Hara,0
Jackson,Orange Grove -18,Governor,,Reform,Shawn O'Hara,3
Jackson,Orange Grove -4,Governor,,Reform,Shawn O'Hara,0
Jackson,Rec Center,Governor,,Reform,Shawn O'Hara,10
Jackson,YMBC-Dantzler,Governor,,Reform,Shawn O'Hara,13
Jackson,Jefferson Street,Governor,,Reform,Shawn O'Hara,14
Jackson,Fair -7,Governor,,Reform,Shawn O'Hara,5
Jackson,Fair -14,Governor,,Reform,Shawn O'Hara,0
Jackson,Fair -9,Governor,,Reform,Shawn O'Hara,4
Jackson,Fair -8,Governor,,Reform,Shawn O'Hara,1
Jackson,Pinecrest -14,Governor,,Reform,Shawn O'Hara,1
Jackson,Pinecrest -13,Governor,,Reform,Shawn O'Hara,8
Jackson,Pinecrest -8,Governor,,Reform,Shawn O'Hara,0
Jackson,Sacred Heart,Governor,,Reform,Shawn O'Hara,6
Jackson,Eastlawn,Governor,,Reform,Shawn O'Hara,8
Jackson,American Legion,Governor,,Reform,Shawn O'Hara,3
Jackson,Presbyterian -13,Governor,,Reform,Shawn O'Hara,8
Jackson,Presbyterian -12,Governor,,Reform,Shawn O'Hara,0
Jackson,Presbyterian -6,Governor,,Reform,Shawn O'Hara,1
Jackson,North Pascagoula,Governor,,Reform,Shawn O'Hara,3
Jackson,Gautier,Governor,,Reform,Shawn O'Hara,32
Jackson,Villa Maria,Governor,,Reform,Shawn O'Hara,3
Jackson,OS Community Ctr,Governor,,Reform,Shawn O'Hara,0
Jackson,OS Armory,Governor,,Reform,Shawn O'Hara,21
Jackson,St Martin -32,Governor,,Reform,Shawn O'Hara,14
Jackson,St Martin -24,Governor,,Reform,Shawn O'Hara,2
Jackson,St Martin -37,Governor,,Reform,Shawn O'Hara,4
Jackson,St Martin -36,Governor,,Reform,Shawn O'Hara,36
Jackson,Latimer,Governor,,Reform,Shawn O'Hara,19
Jackson,Larue,Governor,,Reform,Shawn O'Hara,1
Jackson,Hickory Hills,Governor,,Reform,Shawn O'Hara,19
Jackson,Fontainebleau -10,Governor,,Reform,Shawn O'Hara,23
Jackson,Fontainebleau -23,Governor,,Reform,Shawn O'Hara,1
Jackson,Fontainebleau -11,Governor,,Reform,Shawn O'Hara,1
Jackson,Fontainebleau -25,Governor,,Reform,Shawn O'Hara,4
Jackson,Fontainebleau -24,Governor,,Reform,Shawn O'Hara,0
Jackson,Fontainebleau -19,Governor,,Reform,Shawn O'Hara,0
Jackson,Gulf Park Estates,Governor,,Reform,Shawn O'Hara,25
Jackson,OS Civic Ctr -23,Governor,,Reform,Shawn O'Hara,4
Jackson,OS Civic Ctr -31,Governor,,Reform,Shawn O'Hara,14
Jackson,OS Civic Ctr -24,Governor,,Reform,Shawn O'Hara,0
Jackson,OS Civic Ctr -29,Governor,,Reform,Shawn O'Hara,67
Jackson,South Vancleave -3,Governor,,Reform,Shawn O'Hara,10
Jackson,South Vancleave -24,Governor,,Reform,Shawn O'Hara,9
Jackson,South Vancleave -25,Governor,,Reform,Shawn O'Hara,9
Jackson,South Vancleave -28,Governor,,Reform,Shawn O'Hara,1
Jackson,South Vancleave -1,Governor,,Reform,Shawn O'Hara,1
Jackson,Red Hill,Governor,,Reform,Shawn O'Hara,4
Jackson,Carterville,Governor,,Reform,Shawn O'Hara,1
Jackson,Sue Ellen -9,Governor,,Reform,Shawn O'Hara,11
Jackson,Sue Ellen -16,Governor,,Reform,Shawn O'Hara,0
Jackson,,Governor,,Reform,Shawn O'Hara,494
Jackson,Hwy 57,Governor,,,Write-in,0
Jackson,North Vancleave,Governor,,,Write-in,0
Jackson,East Central,Governor,,,Write-in,1
Jackson,Big Point,Governor,,,Write-in,1
Jackson,Escatawpa -18,Governor,,,Write-in,0
Jackson,Escatawpa -17,Governor,,,Write-in,0
Jackson,Escatawpa -2,Governor,,,Write-in,0
Jackson,Orange Grove -18,Governor,,,Write-in,0
Jackson,Orange Grove -4,Governor,,,Write-in,0
Jackson,Rec Center,Governor,,,Write-in,1
Jackson,YMBC-Dantzler,Governor,,,Write-in,4
Jackson,Jefferson Street,Governor,,,Write-in,0
Jackson,Fair -7,Governor,,,Write-in,0
Jackson,Fair -14,Governor,,,Write-in,0
Jackson,Fair -9,Governor,,,Write-in,2
Jackson,Fair -8,Governor,,,Write-in,1
Jackson,Pinecrest -14,Governor,,,Write-in,0
Jackson,Pinecrest -13,Governor,,,Write-in,1
Jackson,Pinecrest -8,Governor,,,Write-in,0
Jackson,Sacred Heart,Governor,,,Write-in,2
Jackson,Eastlawn,Governor,,,Write-in,1
Jackson,American Legion,Governor,,,Write-in,0
Jackson,Presbyterian -13,Governor,,,Write-in,0
Jackson,Presbyterian -12,Governor,,,Write-in,0
Jackson,Presbyterian -6,Governor,,,Write-in,0
Jackson,North Pascagoula,Governor,,,Write-in,0
Jackson,Gautier,Governor,,,Write-in,5
Jackson,Villa Maria,Governor,,,Write-in,1
Jackson,OS Community Ctr,Governor,,,Write-in,2
Jackson,OS Armory,Governor,,,Write-in,5
Jackson,St Martin -32,Governor,,,Write-in,0
Jackson,St Martin -24,Governor,,,Write-in,0
Jackson,St Martin -37,Governor,,,Write-in,0
Jackson,St Martin -36,Governor,,,Write-in,1
Jackson,Latimer,Governor,,,Write-in,1
Jackson,Larue,Governor,,,Write-in,0
Jackson,Hickory Hills,Governor,,,Write-in,2
Jackson,Fontainebleau -10,Governor,,,Write-in,4
Jackson,Fontainebleau -23,Governor,,,Write-in,1
Jackson,Fontainebleau -11,Governor,,,Write-in,0
Jackson,Fontainebleau -25,Governor,,,Write-in,0
Jackson,Fontainebleau -24,Governor,,,Write-in,0
Jackson,Fontainebleau -19,Governor,,,Write-in,0
Jackson,Gulf Park Estates,Governor,,,Write-in,0
Jackson,OS Civic Ctr -23,Governor,,,Write-in,0
Jackson,OS Civic Ctr -31,Governor,,,Write-in,2
Jackson,OS Civic Ctr -24,Governor,,,Write-in,0
Jackson,OS Civic Ctr -29,Governor,,,Write-in,11
Jackson,South Vancleave -3,Governor,,,Write-in,1
Jackson,South Vancleave -24,Governor,,,Write-in,0
Jackson,South Vancleave -25,Governor,,,Write-in,0
Jackson,South Vancleave -28,Governor,,,Write-in,1
Jackson,South Vancleave -1,Governor,,,Write-in,0
Jackson,Red Hill,Governor,,,Write-in,0
Jackson,Carterville,Governor,,,Write-in,0
Jackson,Sue Ellen -9,Governor,,,Write-in,0
Jackson,Sue Ellen -16,Governor,,,Write-in,0
Jackson,,Governor,,,Write-in,51
Jackson,Hwy 57,Lieutenant Governor,,Reform,Rosa B Williams,3
Jackson,North Vancleave,Lieutenant Governor,,Reform,Rosa B Williams,9
