county,precinct,office,district,party,candidate,total
Neshoba,Zephyrhill,Secretary of State,,Democrat,Charles E. Graham,21
Neshoba,Zephyrhill,Secretary of State,,Republican,Delbert Hosemann,139
Neshoba,Zephyrhill,Secretary of State,,Reform,Randy Walker,7
Neshoba,Zephyrhill,Attorney,,Democrat,Jim Hood,67
Neshoba,Zephyrhill,Attorney,,Republican,Mike Hurst,98
Neshoba,Zephyrhill,State Auditor,,Republican,Stacey E. Pickering,143
Neshoba,Zephyrhill,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,20
Neshoba,Zephyrhill,State Auditor,,Reform,Lajena Walley,2
Neshoba,,Governor,,Republican,Phil Bryant,5968
Neshoba,,Governor,,Democrat,Robert Gray,1291
Neshoba,,Governor,,Reform,Shawn O'Hara,61
Neshoba,,Lieutenant Governor,,Democrat,Tim Johnson,1665
Neshoba,,Lieutenant Governor,,Republican,Tate Reeves,5434
Neshoba,,Lieutenant Governor,,Libertarian,Ron Williams,109
Neshoba,,Lieutenant Governor,,Reform,Rosa B. Williams,49
Neshoba,,Secretary of State,,Democrat,Charles E. Graham,1701
Neshoba,,Secretary of State,,Republican,Delbert Hosemann,5332
Neshoba,,Secretary of State,,Reform,Randy Walker,231
Neshoba,,Attorney,,Democrat,Jim Hood,3153
Neshoba,,Attorney,,Republican,Mike Hurst,4140
Neshoba,,State Auditor,,Republican,Stacey E. Pickering,5727
Neshoba,,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,1466
Neshoba,,State Auditor,,Reform,Lajena Walley,62
Neshoba,Arlington,State Treasurer,,Republican,Lynn Fitch,232
Neshoba,Arlington,State Treasurer,,Reform,Viola McFarland,9
Neshoba,Arlington,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,8
Neshoba,Arlington,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,230
Neshoba,Arlington,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,3
Neshoba,Arlington,Commissioner of Insurance,,Republican,Mike Chaney,236
Neshoba,Arlington,State Senate,18,Republican,Jennifer Branning,233
Neshoba,Arlington,State House,44,Republican,Scott Bounds,238
Neshoba,Bogue Chitto,State Treasurer,,Republican,Lynn Fitch,37
Neshoba,Bogue Chitto,State Treasurer,,Reform,Viola McFarland,4
Neshoba,Bogue Chitto,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,12
Neshoba,Bogue Chitto,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,28
Neshoba,Bogue Chitto,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,1
Neshoba,Bogue Chitto,Commissioner of Insurance,,Republican,Mike Chaney,37
Neshoba,Bogue Chitto,State Senate,18,Republican,Jennifer Branning,38
Neshoba,Bogue Chitto,State House,45,Democrat,Michael Ted Evans,40
Neshoba,Burnside,State Treasurer,,Republican,Lynn Fitch,175
Neshoba,Burnside,State Treasurer,,Reform,Viola McFarland,55
Neshoba,Burnside,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,125
Neshoba,Burnside,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,123
Neshoba,Burnside,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Neshoba,Burnside,Commissioner of Insurance,,Republican,Mike Chaney,216
Neshoba,Burnside,State Senate,18,Republican,Jennifer Branning,203
Neshoba,Burnside,State House,44,Republican,Scott Bounds,155
Neshoba,Burnside,State House,45,Democrat,Michael Ted Evans,59
Neshoba,Center,State Treasurer,,Republican,Lynn Fitch,205
Neshoba,Center,State Treasurer,,Reform,Viola McFarland,20
Neshoba,Center,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,35
Neshoba,Center,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,193
Neshoba,Center,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Neshoba,Center,Commissioner of Insurance,,Republican,Mike Chaney,216
Neshoba,Center,State Senate,18,Republican,Jennifer Branning,220
Neshoba,Center,State House,44,Republican,Scott Bounds,50
Neshoba,Center,State House,45,Democrat,Michael Ted Evans,164
Neshoba,County Line,State Treasurer,,Republican,Lynn Fitch,220
Neshoba,County Line,State Treasurer,,Reform,Viola McFarland,13
Neshoba,County Line,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,9
Neshoba,County Line,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,218
Neshoba,County Line,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Neshoba,County Line,Commissioner of Insurance,,Republican,Mike Chaney,233
Neshoba,County Line,State Senate,18,Republican,Jennifer Branning,229
Neshoba,County Line,State House,44,Republican,Scott Bounds,229
Neshoba,Deemer,State Treasurer,,Republican,Lynn Fitch,126
Neshoba,Deemer,State Treasurer,,Reform,Viola McFarland,11
Neshoba,Deemer,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,15
Neshoba,Deemer,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,118
Neshoba,Deemer,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,2
Neshoba,Deemer,Commissioner of Insurance,,Republican,Mike Chaney,135
Neshoba,Deemer,State Senate,18,Republican,Jennifer Branning,138
Neshoba,Deemer,State House,44,Republican,Scott Bounds,131
Neshoba,Dixon,State Treasurer,,Republican,Lynn Fitch,239
Neshoba,Dixon,State Treasurer,,Reform,Viola McFarland,55
Neshoba,Dixon,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,108
Neshoba,Dixon,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,203
Neshoba,Dixon,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Neshoba,Dixon,Commissioner of Insurance,,Republican,Mike Chaney,269
Neshoba,Dixon,State Senate,18,Republican,Jennifer Branning,266
Neshoba,Dixon,State House,44,Republican,Scott Bounds,270
Neshoba,East Neshoba,State Treasurer,,Republican,Lynn Fitch,101
Neshoba,East Neshoba,State Treasurer,,Reform,Viola McFarland,60
Neshoba,East Neshoba,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,119
Neshoba,East Neshoba,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,77
Neshoba,East Neshoba,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,2
Neshoba,East Neshoba,Commissioner of Insurance,,Republican,Mike Chaney,145
Neshoba,East Neshoba,State Senate,18,Republican,Jennifer Branning,135
Neshoba,East Neshoba,State House,44,Republican,Scott Bounds,142
Neshoba,East Neshoba,State House,45,Democrat,Michael Ted Evans,2
Neshoba,Fairview,State Treasurer,,Republican,Lynn Fitch,105
Neshoba,Fairview,State Treasurer,,Reform,Viola McFarland,6
Neshoba,Fairview,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,10
Neshoba,Fairview,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,101
Neshoba,Fairview,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,0
Neshoba,Fairview,Commissioner of Insurance,,Republican,Mike Chaney,110
Neshoba,Fairview,State Senate,18,Republican,Jennifer Branning,106
Neshoba,Fairview,State House,44,Republican,Scott Bounds,109
Neshoba,Forestdale,State Treasurer,,Republican,Lynn Fitch,186
Neshoba,Forestdale,State Treasurer,,Reform,Viola McFarland,15
Neshoba,Forestdale,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,39
Neshoba,Forestdale,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,167
Neshoba,Forestdale,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Neshoba,Forestdale,Commissioner of Insurance,,Republican,Mike Chaney,191
Neshoba,Forestdale,State Senate,18,Republican,Jennifer Branning,187
Neshoba,Forestdale,State House,44,Republican,Scott Bounds,187
Neshoba,Fork,State Treasurer,,Republican,Lynn Fitch,157
Neshoba,Fork,State Treasurer,,Reform,Viola McFarland,8
Neshoba,Fork,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,11
Neshoba,Fork,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,148
Neshoba,Fork,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,5
Neshoba,Fork,Commissioner of Insurance,,Republican,Mike Chaney,164
Neshoba,Fork,State Senate,18,Republican,Jennifer Branning,162
Neshoba,Fork,State House,44,Republican,Scott Bounds,163
Neshoba,Fusky,State Treasurer,,Republican,Lynn Fitch,178
Neshoba,Fusky,State Treasurer,,Reform,Viola McFarland,14
Neshoba,Fusky,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,15
Neshoba,Fusky,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,175
Neshoba,Fusky,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Neshoba,Fusky,Commissioner of Insurance,,Republican,Mike Chaney,190
Neshoba,Fusky,State Senate,18,Republican,Jennifer Branning,192
Neshoba,Fusky,State House,44,Republican,Scott Bounds,191
Neshoba,Hays,State Treasurer,,Republican,Lynn Fitch,193
Neshoba,Hays,State Treasurer,,Reform,Viola McFarland,17
Neshoba,Hays,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,32
Neshoba,Hays,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,175
Neshoba,Hays,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,8
Neshoba,Hays,Commissioner of Insurance,,Republican,Mike Chaney,206
Neshoba,Hays,State Senate,18,Republican,Jennifer Branning,205
Neshoba,Hays,State House,44,Republican,Scott Bounds,202
Neshoba,Herbert,State Treasurer,,Republican,Lynn Fitch,166
Neshoba,Herbert,State Treasurer,,Reform,Viola McFarland,8
Neshoba,Herbert,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,10
Neshoba,Herbert,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,161
Neshoba,Herbert,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,2
Neshoba,Herbert,Commissioner of Insurance,,Republican,Mike Chaney,173
Neshoba,Herbert,State Senate,18,Republican,Jennifer Branning,171
Neshoba,Herbert,State House,44,Republican,Scott Bounds,172
Neshoba,Hope,State Treasurer,,Republican,Lynn Fitch,132
Neshoba,Hope,State Treasurer,,Reform,Viola McFarland,16
Neshoba,Hope,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,26
Neshoba,Hope,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,121
Neshoba,Hope,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Neshoba,Hope,Commissioner of Insurance,,Republican,Mike Chaney,143
Neshoba,Hope,State Senate,18,Republican,Jennifer Branning,138
Neshoba,Hope,State House,44,Republican,Scott Bounds,144
Neshoba,State House,State Treasurer,,Republican,Lynn Fitch,282
Neshoba,State House,State Treasurer,,Reform,Viola McFarland,18
Neshoba,State House,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,39
Neshoba,State House,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,264
Neshoba,State House,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Neshoba,State House,Commissioner of Insurance,,Republican,Mike Chaney,295
Neshoba,State House,State Senate,18,Republican,Jennifer Branning,285
Neshoba,State House,State House,44,Republican,Scott Bounds,297
Neshoba,McDonald,State Treasurer,,Republican,Lynn Fitch,370
Neshoba,McDonald,State Treasurer,,Reform,Viola McFarland,13
Neshoba,McDonald,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,32
Neshoba,McDonald,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,348
Neshoba,McDonald,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Neshoba,McDonald,Commissioner of Insurance,,Republican,Mike Chaney,380
Neshoba,McDonald,State Senate,18,Republican,Jennifer Branning,382
Neshoba,McDonald,State House,44,Republican,Scott Bounds,378
Neshoba,Neshoba,State Treasurer,,Republican,Lynn Fitch,211
Neshoba,Neshoba,State Treasurer,,Reform,Viola McFarland,20
Neshoba,Neshoba,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,45
Neshoba,Neshoba,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,186
Neshoba,Neshoba,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Neshoba,Neshoba,Commissioner of Insurance,,Republican,Mike Chaney,227
Neshoba,Neshoba,State Senate,18,Republican,Jennifer Branning,228
Neshoba,Neshoba,State House,44,Republican,Scott Bounds,227
Neshoba,North Bend,State Treasurer,,Republican,Lynn Fitch,302
Neshoba,North Bend,State Treasurer,,Reform,Viola McFarland,10
Neshoba,North Bend,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,15
Neshoba,North Bend,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,299
Neshoba,North Bend,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,1
Neshoba,North Bend,Commissioner of Insurance,,Republican,Mike Chaney,312
Neshoba,North Bend,State Senate,18,Republican,Jennifer Branning,308
Neshoba,North Bend,State House,44,Republican,Scott Bounds,268
Neshoba,North Bend,State House,45,Democrat,Michael Ted Evans,46
Neshoba,NE Philadelphia,State Treasurer,,Republican,Lynn Fitch,852
Neshoba,NE Philadelphia,State Treasurer,,Reform,Viola McFarland,57
Neshoba,NE Philadelphia,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,133
Neshoba,NE Philadelphia,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,785
Neshoba,NE Philadelphia,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,11
Neshoba,NE Philadelphia,Commissioner of Insurance,,Republican,Mike Chaney,892
Neshoba,NE Philadelphia,State Senate,18,Republican,Jennifer Branning,884
Neshoba,NE Philadelphia,State House,44,Republican,Scott Bounds,872
Neshoba,NE Philadelphia,State House,45,Democrat,Michael Ted Evans,23
Neshoba,NW Philadelphia,State Treasurer,,Republican,Lynn Fitch,320
Neshoba,NW Philadelphia,State Treasurer,,Reform,Viola McFarland,283
Neshoba,NW Philadelphia,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,597
Neshoba,NW Philadelphia,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,135
Neshoba,NW Philadelphia,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,11
Neshoba,NW Philadelphia,Commissioner of Insurance,,Republican,Mike Chaney,506
Neshoba,NW Philadelphia,State Senate,18,Republican,Jennifer Branning,516
Neshoba,NW Philadelphia,State House,44,Republican,Scott Bounds,65
Neshoba,NW Philadelphia,State House,45,Democrat,Michael Ted Evans,656
Neshoba,Pearl River,State Treasurer,,Republican,Lynn Fitch,87
Neshoba,Pearl River,State Treasurer,,Reform,Viola McFarland,31
Neshoba,Pearl River,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,51
Neshoba,Pearl River,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,60
Neshoba,Pearl River,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,7
Neshoba,Pearl River,Commissioner of Insurance,,Republican,Mike Chaney,109
Neshoba,Pearl River,State Senate,18,Republican,Jennifer Branning,112
Neshoba,Pearl River,State House,44,Republican,Scott Bounds,112
Neshoba,South Philadelphia,State Treasurer,,Republican,Lynn Fitch,78
Neshoba,South Philadelphia,State Treasurer,,Reform,Viola McFarland,6
Neshoba,South Philadelphia,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,8
Neshoba,South Philadelphia,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,74
Neshoba,South Philadelphia,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,2
Neshoba,South Philadelphia,Commissioner of Insurance,,Republican,Mike Chaney,84
Neshoba,South Philadelphia,State Senate,18,Republican,Jennifer Branning,82
Neshoba,South Philadelphia,State House,44,Republican,Scott Bounds,85
Neshoba,SE Philadelphia,State Treasurer,,Republican,Lynn Fitch,675
Neshoba,SE Philadelphia,State Treasurer,,Reform,Viola McFarland,50
Neshoba,SE Philadelphia,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,102
Neshoba,SE Philadelphia,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,634
Neshoba,SE Philadelphia,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,10
Neshoba,SE Philadelphia,Commissioner of Insurance,,Republican,Mike Chaney,718
Neshoba,SE Philadelphia,State Senate,18,Republican,Jennifer Branning,707
Neshoba,SE Philadelphia,State House,44,Republican,Scott Bounds,714
Neshoba,Tucker One,State Treasurer,,Republican,Lynn Fitch,21
Neshoba,Tucker One,State Treasurer,,Reform,Viola McFarland,6
Neshoba,Tucker One,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,16
Neshoba,Tucker One,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,12
Neshoba,Tucker One,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,1
Neshoba,Tucker One,Commissioner of Insurance,,Republican,Mike Chaney,26
Neshoba,Tucker One,State Senate,18,Republican,Jennifer Branning,26
Neshoba,Tucker One,State House,44,Republican,Scott Bounds,25
Neshoba,Tucker Three,State Treasurer,,Republican,Lynn Fitch,286
Neshoba,Tucker Three,State Treasurer,,Reform,Viola McFarland,15
Neshoba,Tucker Three,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,19
Neshoba,Tucker Three,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,281
Neshoba,Tucker Three,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Neshoba,Tucker Three,Commissioner of Insurance,,Republican,Mike Chaney,302
Neshoba,Tucker Three,State Senate,18,Republican,Jennifer Branning,298
Neshoba,Tucker Three,State House,44,Republican,Scott Bounds,296
Neshoba,Zephyrhill,State Treasurer,,Republican,Lynn Fitch,151
Neshoba,Zephyrhill,State Treasurer,,Reform,Viola McFarland,11
Neshoba,Zephyrhill,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,26
Neshoba,Zephyrhill,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,134
Neshoba,Zephyrhill,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Neshoba,Zephyrhill,Commissioner of Insurance,,Republican,Mike Chaney,159
Neshoba,Zephyrhill,State Senate,18,Republican,Jennifer Branning,160
Neshoba,Zephyrhill,State House,44,Republican,Scott Bounds,161
Neshoba,,State Treasurer,,Republican,Lynn Fitch,6087
Neshoba,,State Treasurer,,Reform,Viola McFarland,831
Neshoba,,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,1657
Neshoba,,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,5450
Neshoba,,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,122
Neshoba,,Commissioner of Insurance,,Republican,Mike Chaney,6674
Neshoba,,State Senate,18,Republican,Jennifer Branning,6611
Neshoba,,State House,44,Republican,Scott Bounds,5883
Neshoba,,State House,45,Democrat,Michael Ted Evans,990
