county,precinct,office,district,party,candidate,total
Marion,Cedar Grove,Commissioner of Insurance,,Republican,Mike Chaney,234
Marion,Cedar Grove,State Senate,40,Republican,Angela Burks Hill,221
Marion,Cedar Grove,State House,100,Republican,Ken Morgan,232
Marion,City Hall,Governor,,Republican,Phil Bryant,92
Marion,City Hall,Governor,,Democrat,Robert Gray,48
Marion,City Hall,Governor,,Reform,Shawn O'Hara,3
Marion,City Hall,Lieutenant Governor,,Democrat,Tim Johnson,48
Marion,City Hall,Lieutenant Governor,,Republican,Tate Reeves,87
Marion,City Hall,Lieutenant Governor,,Libertarian,Ron Williams,5
Marion,City Hall,Lieutenant Governor,,Reform,Rosa B. Williams,1
Marion,City Hall,Secretary of State,,Democrat,Charles E. Graham,54
Marion,City Hall,Secretary of State,,Republican,Delbert Hosemann,84
Marion,City Hall,Secretary of State,,Reform,Randy Walker,4
Marion,City Hall,Attorney General,,Democrat,Jim Hood,73
Marion,City Hall,Attorney General,,Republican,Mike Hurst,69
Marion,City Hall,State Auditor,,Republican,Stacey E. Pickering,87
Marion,City Hall,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,52
Marion,City Hall,State Auditor,,Reform,Lajena Walley,1
Marion,City Hall,State Treasurer,,Republican,Lynn Fitch,96
Marion,City Hall,State Treasurer,,Reform,Viola McFarland,24
Marion,City Hall,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,54
Marion,City Hall,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,85
Marion,City Hall,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,1
Marion,City Hall,Commissioner of Insurance,,Republican,Mike Chaney,112
Marion,City Hall,State Senate,40,Republican,Angela Burks Hill,112
Marion,City Hall,State House,100,Republican,Ken Morgan,114
Marion,Court House,Governor,,Republican,Phil Bryant,240
Marion,Court House,Governor,,Democrat,Robert Gray,54
Marion,Court House,Governor,,Reform,Shawn O'Hara,6
Marion,Court House,Lieutenant Governor,,Democrat,Tim Johnson,57
Marion,Court House,Lieutenant Governor,,Republican,Tate Reeves,228
Marion,Court House,Lieutenant Governor,,Libertarian,Ron Williams,10
Marion,Court House,Lieutenant Governor,,Reform,Rosa B. Williams,1
Marion,Court House,Secretary of State,,Democrat,Charles E. Graham,59
Marion,Court House,Secretary of State,,Republican,Delbert Hosemann,237
Marion,Court House,Secretary of State,,Reform,Randy Walker,6
Marion,Court House,Attorney General,,Democrat,Jim Hood,130
Marion,Court House,Attorney General,,Republican,Mike Hurst,174
Marion,Court House,State Auditor,,Republican,Stacey E. Pickering,231
Marion,Court House,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,64
Marion,Court House,State Auditor,,Reform,Lajena Walley,2
Marion,Court House,State Treasurer,,Republican,Lynn Fitch,252
Marion,Court House,State Treasurer,,Reform,Viola McFarland,33
Marion,Court House,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,61
Marion,Court House,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,224
Marion,Court House,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,10
Marion,Court House,Commissioner of Insurance,,Republican,Mike Chaney,274
Marion,Court House,State Senate,40,Republican,Angela Burks Hill,265
Marion,Court House,State House,100,Republican,Ken Morgan,266
Marion,Darbun,Governor,,Republican,Phil Bryant,150
Marion,Darbun,Governor,,Democrat,Phil Bryant,29
Marion,Darbun,Governor,,Reform,Shawn O'Hara,2
Marion,Darbun,Lieutenant Governor,,Democrat,Tim Johnson,28
Marion,Darbun,Lieutenant Governor,,Republican,Tate Reeves,142
Marion,Darbun,Lieutenant Governor,,Libertarian,Ron Williams,3
Marion,Darbun,Lieutenant Governor,,Reform,Rosa B. Williams,4
Marion,Darbun,Secretary of State,,Democrat,Charles E. Graham,35
Marion,Darbun,Secretary of State,,Republican,Delbert Hosemann,136
Marion,Darbun,Secretary of State,,Reform,Randy Walker,6
Marion,Darbun,Attorney General,,Democrat,Jim Hood,66
Marion,Darbun,Attorney General,,Republican,Mike Hurst,112
Marion,Darbun,State Auditor,,Republican,Stacey E. Pickering,144
Marion,Darbun,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,26
Marion,Darbun,State Auditor,,Reform,Lajena Walley,3
Marion,Darbun,State Treasurer,,Republican,Lynn Fitch,146
Marion,Darbun,State Treasurer,,Reform,Viola McFarland,14
Marion,Darbun,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,31
Marion,Darbun,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,140
Marion,Darbun,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,3
Marion,Darbun,Commissioner of Insurance,,Republican,Mike Chaney,159
Marion,Darbun,State Senate,40,Republican,Angela Burks Hill,152
Marion,Darbun,State House,100,Republican,Ken Morgan,156
Marion,East Columbus,Governor,,Republican,Phil Bryant,225
Marion,East Columbus,Governor,,Democrat,Robert Gray,317
Marion,East Columbus,Governor,,Reform,Shawn O'Hara,9
Marion,East Columbus,Lieutenant Governor,,Democrat,Tim Johnson,335
Marion,East Columbus,Lieutenant Governor,,Republican,Tate Reeves,192
Marion,East Columbus,Lieutenant Governor,,Libertarian,Ron Williams,10
Marion,East Columbus,Lieutenant Governor,,Reform,Rosa B. Williams,6
Marion,East Columbus,Secretary of State,,Democrat,Charles E. Graham,342
Marion,East Columbus,Secretary of State,,Republican,Delbert Hosemann,192
Marion,East Columbus,Secretary of State,,Reform,Randy Walker,15
Marion,East Columbus,Attorney General,,Democrat,Jim Hood,384
Marion,East Columbus,Attorney General,,Republican,Mike Hurst,162
Marion,East Columbus,State Auditor,,Republican,Stacey E. Pickering,205
Marion,East Columbus,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,330
Marion,East Columbus,State Auditor,,Reform,Lajena Walley,12
Marion,East Columbus,State Treasurer,,Republican,Lynn Fitch,294
Marion,East Columbus,State Treasurer,,Reform,Viola McFarland,148
Marion,East Columbus,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,353
Marion,East Columbus,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,187
Marion,East Columbus,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,8
Marion,East Columbus,Commissioner of Insurance,,Republican,Mike Chaney,384
Marion,East Columbus,State Senate,40,Republican,Angela Burks Hill,379
Marion,East Columbus,State House,100,Republican,Ken Morgan,385
Marion,Foxworth,Governor,,Republican,Phil Bryant,383
Marion,Foxworth,Governor,,Democrat,Robert Gray,158
Marion,Foxworth,Governor,,Reform,Shawn O'Hara,7
Marion,Foxworth,Lieutenant Governor,,Democrat,Tim Johnson,169
Marion,Foxworth,Lieutenant Governor,,Republican,Tate Reeves,363
Marion,Foxworth,Lieutenant Governor,,Libertarian,Ron Williams,8
Marion,Foxworth,Lieutenant Governor,,Reform,Rosa B. Williams,3
Marion,Foxworth,Secretary of State,,Democrat,Charles E. Graham,174
Marion,Foxworth,Secretary of State,,Republican,Delbert Hosemann,349
Marion,Foxworth,Secretary of State,,Reform,Randy Walker,22
Marion,Foxworth,Attorney General,,Democrat,Jim Hood,267
Marion,Foxworth,Attorney General,,Republican,Mike Hurst,277
Marion,Foxworth,State Auditor,,Republican,Stacey E. Pickering,380
Marion,Foxworth,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,163
Marion,Foxworth,State Auditor,,Reform,Lajena Walley,6
Marion,Foxworth,State Treasurer,,Republican,Lynn Fitch,423
Marion,Foxworth,State Treasurer,,Reform,Viola McFarland,81
Marion,Foxworth,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,177
Marion,Foxworth,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,350
Marion,Foxworth,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Marion,Foxworth,Commissioner of Insurance,,Republican,Mike Chaney,476
Marion,Foxworth,State Senate,40,Republican,Angela Burks Hill,470
Marion,Foxworth,State House,99,Republican,Bill Pigott,476
Marion,Goss,Governor,,Republican,Phil Bryant,266
Marion,Goss,Governor,,Democrat,Robert Gray,37
Marion,Goss,Governor,,Reform,Shawn O'Hara,3
Marion,Goss,Lieutenant Governor,,Democrat,Tim Johnson,34
Marion,Goss,Lieutenant Governor,,Republican,Tate Reeves,256
Marion,Goss,Lieutenant Governor,,Libertarian,Ron Williams,7
Marion,Goss,Lieutenant Governor,,Reform,Rosa B. Williams,4
Marion,Goss,Secretary of State,,Democrat,Charles E. Graham,46
Marion,Goss,Secretary of State,,Republican,Delbert Hosemann,254
Marion,Goss,Secretary of State,,Reform,Randy Walker,7
Marion,Goss,Attorney General,,Democrat,Jim Hood,90
Marion,Goss,Attorney General,,Republican,Mike Hurst,214
Marion,Goss,State Auditor,,Republican,Stacey E. Pickering,264
Marion,Goss,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,30
Marion,Goss,State Auditor,,Reform,Lajena Walley,7
Marion,Goss,State Treasurer,,Republican,Lynn Fitch,288
Marion,Goss,State Treasurer,,Reform,Viola McFarland,26
Marion,Goss,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,35
Marion,Goss,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,264
Marion,Goss,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,9
Marion,Goss,Commissioner of Insurance,,Republican,Mike Chaney,278
Marion,Goss,State Senate,40,Republican,Angela Burks Hill,280
Marion,Goss,State House,100,Republican,Ken Morgan,280
Marion,Hub,Governor,,Republican,Phil Bryant,117
Marion,Hub,Governor,,Democrat,Robert Gray,114
Marion,Hub,Governor,,Reform,Shawn O'Hara,2
Marion,Hub,Lieutenant Governor,,Democrat,Tim Johnson,128
Marion,Hub,Lieutenant Governor,,Republican,Tate Reeves,96
Marion,Hub,Lieutenant Governor,,Libertarian,Ron Williams,7
Marion,Hub,Lieutenant Governor,,Reform,Rosa B. Williams,3
Marion,Hub,Secretary of State,,Democrat,Charles E. Graham,120
Marion,Hub,Secretary of State,,Republican,Delbert Hosemann,111
Marion,Hub,Secretary of State,,Reform,Randy Walker,6
Marion,Hub,Attorney General,,Democrat,Jim Hood,149
Marion,Hub,Attorney General,,Republican,Mike Hurst,86
Marion,Hub,State Auditor,,Republican,Stacey E. Pickering,107
Marion,Hub,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,121
Marion,Hub,State Auditor,,Reform,Lajena Walley,5
Marion,Hub,State Treasurer,,Republican,Lynn Fitch,126
Marion,Hub,State Treasurer,,Reform,Viola McFarland,72
Marion,Hub,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,130
Marion,Hub,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,101
Marion,Hub,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,3
Marion,Hub,Commissioner of Insurance,,Republican,Mike Chaney,175
Marion,Hub,State Senate,40,Republican,Angela Burks Hill,171
Marion,Hub,State House,100,Republican,Ken Morgan,178
Marion,Jefferson,Governor,,Republican,Phil Bryant,16
Marion,Jefferson,Governor,,Democrat,Robert Gray,85
Marion,Jefferson,Governor,,Reform,Shawn O'Hara,1
Marion,Jefferson,Lieutenant Governor,,Democrat,Tim Johnson,83
Marion,Jefferson,Lieutenant Governor,,Republican,Tate Reeves,14
Marion,Jefferson,Lieutenant Governor,,Libertarian,Ron Williams,0
Marion,Jefferson,Lieutenant Governor,,Reform,Rosa B. Williams,3
Marion,Jefferson,Secretary of State,,Democrat,Charles E. Graham,90
Marion,Jefferson,Secretary of State,,Republican,Delbert Hosemann,10
Marion,Jefferson,Secretary of State,,Reform,Randy Walker,2
Marion,Jefferson,Attorney General,,Democrat,Jim Hood,97
Marion,Jefferson,Attorney General,,Republican,Mike Hurst,5
Marion,Jefferson,State Auditor,,Republican,Stacey E. Pickering,14
Marion,Jefferson,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,89
Marion,Jefferson,State Auditor,,Reform,Lajena Walley,0
Marion,Jefferson,State Treasurer,,Republican,Lynn Fitch,26
Marion,Jefferson,State Treasurer,,Reform,Viola McFarland,39
Marion,Jefferson,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,94
Marion,Jefferson,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,8
Marion,Jefferson,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,2
Marion,Jefferson,Commissioner of Insurance,,Republican,Mike Chaney,50
Marion,Jefferson,State Senate,40,Republican,Angela Burks Hill,47
Marion,Jefferson,State House,100,Republican,Ken Morgan,51
Marion,Kokomo,Governor,,Republican,Phil Bryant,238
Marion,Kokomo,Governor,,Democrat,Robert Gray,74
Marion,Kokomo,Governor,,Reform,Shawn O'Hara,0
Marion,Kokomo,Lieutenant Governor,,Democrat,Tim Johnson,74
Marion,Kokomo,Lieutenant Governor,,Republican,Tate Reeves,228
Marion,Kokomo,Lieutenant Governor,,Libertarian,Ron Williams,5
Marion,Kokomo,Lieutenant Governor,,Reform,Rosa B. Williams,5
Marion,Kokomo,Secretary of State,,Democrat,Charles E. Graham,84
Marion,Kokomo,Secretary of State,,Republican,Delbert Hosemann,217
Marion,Kokomo,Secretary of State,,Reform,Randy Walker,10
Marion,Kokomo,Attorney General,,Democrat,Jim Hood,137
Marion,Kokomo,Attorney General,,Republican,Mike Hurst,173
Marion,Kokomo,State Auditor,,Republican,Stacey E. Pickering,230
Marion,Kokomo,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,78
Marion,Kokomo,State Auditor,,Reform,Lajena Walley,3
Marion,Kokomo,State Treasurer,,Republican,Lynn Fitch,242
Marion,Kokomo,State Treasurer,,Reform,Viola McFarland,29
Marion,Kokomo,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,80
Marion,Kokomo,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,223
Marion,Kokomo,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Marion,Kokomo,Commissioner of Insurance,,Republican,Mike Chaney,263
Marion,Kokomo,State Senate,40,Republican,Angela Burks Hill,258
Marion,Kokomo,State House,99,Republican,Bill Pigott,261
Marion,Little Rock,Governor,,Republican,Phil Bryant,176
Marion,Little Rock,Governor,,Democrat,Robert Gray,127
Marion,Little Rock,Governor,,Reform,Shawn O'Hara,4
Marion,Little Rock,Lieutenant Governor,,Democrat,Tim Johnson,130
Marion,Little Rock,Lieutenant Governor,,Republican,Tate Reeves,161
Marion,Little Rock,Lieutenant Governor,,Libertarian,Ron Williams,8
Marion,Little Rock,Lieutenant Governor,,Reform,Rosa B. Williams,1
Marion,Little Rock,Secretary of State,,Democrat,Charles E. Graham,146
Marion,Little Rock,Secretary of State,,Republican,Delbert Hosemann,152
Marion,Little Rock,Secretary of State,,Reform,Randy Walker,6
Marion,Little Rock,Attorney General,,Democrat,Jim Hood,184
Marion,Little Rock,Attorney General,,Republican,Mike Hurst,118
Marion,Little Rock,State Auditor,,Republican,Stacey E. Pickering,159
Marion,Little Rock,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,142
Marion,Little Rock,State Auditor,,Reform,Lajena Walley,2
Marion,Little Rock,State Treasurer,,Republican,Lynn Fitch,207
Marion,Little Rock,State Treasurer,,Reform,Viola McFarland,37
Marion,Little Rock,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,143
Marion,Little Rock,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,155
Marion,Little Rock,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Marion,Little Rock,Commissioner of Insurance,,Republican,Mike Chaney,208
Marion,Little Rock,State Senate,40,Republican,Angela Burks Hill,210
Marion,Little Rock,State House,99,Republican,Bill Pigott,210
Marion,Morgantown,Governor,,Republican,Phil Bryant,253
Marion,Morgantown,Governor,,Democrat,Robert Gray,9
Marion,Morgantown,Governor,,Reform,Shawn O'Hara,7
Marion,Morgantown,Lieutenant Governor,,Democrat,Tim Johnson,14
Marion,Morgantown,Lieutenant Governor,,Republican,Tate Reeves,240
Marion,Morgantown,Lieutenant Governor,,Libertarian,Ron Williams,11
Marion,Morgantown,Lieutenant Governor,,Reform,Rosa B. Williams,6
Marion,Morgantown,Secretary of State,,Democrat,Charles E. Graham,19
Marion,Morgantown,Secretary of State,,Republican,Delbert Hosemann,237
Marion,Morgantown,Secretary of State,,Reform,Randy Walker,13
Marion,Morgantown,Attorney General,,Democrat,Jim Hood,79
Marion,Morgantown,Attorney General,,Republican,Mike Hurst,192
Marion,Morgantown,State Auditor,,Republican,Stacey E. Pickering,253
Marion,Morgantown,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,11
Marion,Morgantown,State Auditor,,Reform,Lajena Walley,4
Marion,Morgantown,State Treasurer,,Republican,Lynn Fitch,250
Marion,Morgantown,State Treasurer,,Reform,Viola McFarland,17
Marion,Morgantown,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,17
Marion,Morgantown,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,245
Marion,Morgantown,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,8
Marion,Morgantown,Commissioner of Insurance,,Republican,Mike Chaney,263
Marion,Morgantown,State Senate,40,Republican,Angela Burks Hill,256
Marion,Morgantown,State House,100,Republican,Ken Morgan,265
Marion,Morris,Governor,,Republican,Phil Bryant,596
Marion,Morris,Governor,,Democrat,Robert Gray,207
Marion,Morris,Governor,,Reform,Shawn O'Hara,8
Marion,Morris,Lieutenant Governor,,Democrat,Tim Johnson,245
Marion,Morris,Lieutenant Governor,,Republican,Tate Reeves,533
Marion,Morris,Lieutenant Governor,,Libertarian,Ron Williams,18
Marion,Morris,Lieutenant Governor,,Reform,Rosa B. Williams,6
Marion,Morris,Secretary of State,,Democrat,Charles E. Graham,248
Marion,Morris,Secretary of State,,Republican,Delbert Hosemann,539
Marion,Morris,Secretary of State,,Reform,Randy Walker,26
Marion,Morris,Attorney General,,Democrat,Jim Hood,376
Marion,Morris,Attorney General,,Republican,Mike Hurst,429
Marion,Morris,State Auditor,,Republican,Stacey E. Pickering,561
Marion,Morris,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,237
Marion,Morris,State Auditor,,Reform,Lajena Walley,11
Marion,Morris,State Treasurer,,Republican,Lynn Fitch,608
Marion,Morris,State Treasurer,,Reform,Viola McFarland,110
Marion,Morris,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,262
Marion,Morris,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,530
Marion,Morris,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,12
Marion,Morris,Commissioner of Insurance,,Republican,Mike Chaney,691
Marion,Morris,State Senate,40,Republican,Angela Burks Hill,677
Marion,Morris,State House,100,Republican,Ken Morgan,692
Marion,National Guard,Governor,,Republican,Phil Bryant,817
Marion,National Guard,Governor,,Democrat,Robert Gray,50
Marion,National Guard,Governor,,Reform,Shawn O'Hara,2
Marion,National Guard,Lieutenant Governor,,Democrat,Tim Johnson,69
Marion,National Guard,Lieutenant Governor,,Republican,Tate Reeves,782
Marion,National Guard,Lieutenant Governor,,Libertarian,Ron Williams,9
Marion,National Guard,Lieutenant Governor,,Reform,Rosa B. Williams,3
Marion,National Guard,Secretary of State,,Democrat,Charles E. Graham,48
Marion,National Guard,Secretary of State,,Republican,Delbert Hosemann,795
Marion,National Guard,Secretary of State,,Reform,Randy Walker,23
Marion,National Guard,Attorney General,,Democrat,Jim Hood,217
Marion,National Guard,Attorney General,,Republican,Mike Hurst,647
Marion,National Guard,State Auditor,,Republican,Stacey E. Pickering,808
Marion,National Guard,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,53
Marion,National Guard,State Auditor,,Reform,Lajena Walley,7
Marion,National Guard,State Treasurer,,Republican,Lynn Fitch,812
Marion,National Guard,State Treasurer,,Reform,Viola McFarland,41
Marion,National Guard,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,63
Marion,National Guard,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,796
Marion,National Guard,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,7
Marion,National Guard,Commissioner of Insurance,,Republican,Mike Chaney,836
Marion,National Guard,State Senate,40,Republican,Angela Burks Hill,833
Marion,National Guard,State House,100,Republican,Ken Morgan,831
Marion,Pine Burr,Governor,,Republican,Phil Bryant,167
Marion,Pine Burr,Governor,,Democrat,Robert Gray,46
Marion,Pine Burr,Governor,,Reform,Shawn O'Hara,3
Marion,Pine Burr,Lieutenant Governor,,Democrat,Tim Johnson,47
Marion,Pine Burr,Lieutenant Governor,,Republican,Tate Reeves,163
Marion,Pine Burr,Lieutenant Governor,,Libertarian,Ron Williams,6
Marion,Pine Burr,Lieutenant Governor,,Reform,Rosa B. Williams,1
Marion,Pine Burr,Secretary of State,,Democrat,Charles E. Graham,55
Marion,Pine Burr,Secretary of State,,Republican,Delbert Hosemann,153
Marion,Pine Burr,Secretary of State,,Reform,Randy Walker,8
Marion,Pine Burr,Attorney General,,Democrat,Jim Hood,97
Marion,Pine Burr,Attorney General,,Republican,Mike Hurst,123
Marion,Pine Burr,State Auditor,,Republican,Stacey E. Pickering,158
Marion,Pine Burr,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,49
Marion,Pine Burr,State Auditor,,Reform,Lajena Walley,7
Marion,Pine Burr,State Treasurer,,Republican,Lynn Fitch,173
Marion,Pine Burr,State Treasurer,,Reform,Viola McFarland,29
Marion,Pine Burr,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,53
Marion,Pine Burr,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,159
Marion,Pine Burr,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Marion,Pine Burr,Commissioner of Insurance,,Republican,Mike Chaney,197
Marion,Pine Burr,State Senate,40,Republican,Angela Burks Hill,190
Marion,Pine Burr,State House,100,Republican,Ken Morgan,189
Marion,Pittman,Governor,,Republican,Phil Bryant,295
Marion,Pittman,Governor,,Democrat,Robert Gray,9
Marion,Pittman,Governor,,Reform,Shawn O'Hara,2
Marion,Pittman,Lieutenant Governor,,Democrat,Tim Johnson,17
Marion,Pittman,Lieutenant Governor,,Republican,Tate Reeves,278
Marion,Pittman,Lieutenant Governor,,Libertarian,Ron Williams,8
Marion,Pittman,Lieutenant Governor,,Reform,Rosa B. Williams,1
Marion,Pittman,Secretary of State,,Democrat,Charles E. Graham,20
Marion,Pittman,Secretary of State,,Republican,Delbert Hosemann,277
Marion,Pittman,Secretary of State,,Reform,Randy Walker,8
Marion,Pittman,Attorney General,,Democrat,Jim Hood,76
Marion,Pittman,Attorney General,,Republican,Mike Hurst,226
Marion,Pittman,State Auditor,,Republican,Stacey E. Pickering,293
Marion,Pittman,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,10
Marion,Pittman,State Auditor,,Reform,Lajena Walley,3
Marion,Pittman,State Treasurer,,Republican,Lynn Fitch,295
Marion,Pittman,State Treasurer,,Reform,Viola McFarland,8
Marion,Pittman,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,16
