county,precinct,office,district,party,candidate,total
Lamar,NE Lamar,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,182
Lamar,NE Lamar,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,346
Lamar,NE Lamar,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,9
Lamar,NE Lamar,Commissioner of Insurance,,Republican,Mike Chaney,481
Lamar,NE Lamar,State Senate,44,Republican,John A. Polk,477
Lamar,NE Lamar,State House,87,Republican,Chris Johnson,373
Lamar,NE Lamar,State House,87,Independent,Paul B. Johnson IV,148
Lamar,Lumberton,State Treasurer,,Republican,Lynn Fitch,399
Lamar,Lumberton,State Treasurer,,Reform,Viola McFarland,159
Lamar,Lumberton,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,266
Lamar,Lumberton,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,330
Lamar,Lumberton,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,29
Lamar,Lumberton,Commissioner of Insurance,,Republican,Mike Chaney,509
Lamar,Lumberton,State Senate,44,Republican,John A. Polk,507
Lamar,Lumberton,State House,106,Republican,Herb Frierson,506
Lamar,South Purvis,State Treasurer,,Republican,Lynn Fitch,826
Lamar,South Purvis,State Treasurer,,Reform,Viola McFarland,61
Lamar,South Purvis,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,60
Lamar,South Purvis,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,820
Lamar,South Purvis,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,15
Lamar,South Purvis,Commissioner of Insurance,,Republican,Mike Chaney,871
Lamar,South Purvis,State Senate,44,Republican,John A. Polk,868
Lamar,South Purvis,State House,87,Republican,Chris Johnson,79
Lamar,South Purvis,State House,87,Independent,Paul B. Johnson IV,14
Lamar,South Purvis,State House,99,Republican,Bill Pigott,392
Lamar,South Purvis,State House,100,Republican,Ken Morgan,386
Lamar,Yawn,State Treasurer,,Republican,Lynn Fitch,142
Lamar,Yawn,State Treasurer,,Reform,Viola McFarland,8
Lamar,Yawn,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,11
Lamar,Yawn,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,141
Lamar,Yawn,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,2
Lamar,Yawn,Commissioner of Insurance,,Republican,Mike Chaney,147
Lamar,Yawn,State Senate,44,Republican,John A. Polk,147
Lamar,Yawn,State House,106,Republican,Herb Frierson,144
Lamar,Wesley Manor,State Treasurer,,Republican,Lynn Fitch,312
Lamar,Wesley Manor,State Treasurer,,Reform,Viola McFarland,102
Lamar,Wesley Manor,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,187
Lamar,Wesley Manor,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,244
Lamar,Wesley Manor,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,13
Lamar,Wesley Manor,Commissioner of Insurance,,Republican,Mike Chaney,377
Lamar,Wesley Manor,State Senate,44,Republican,John A. Polk,366
Lamar,Wesley Manor,State House,87,Republican,Chris Johnson,205
Lamar,Wesley Manor,State House,87,Independent,Paul B. Johnson IV,100
Lamar,Wesley Manor,State House,102,Republican,Toby Barker,66
Lamar,Wesley Manor,State House,102,Democrat,Taylor Brinkley,55
Lamar,Westover,State Treasurer,,Republican,Lynn Fitch,67
Lamar,Westover,State Treasurer,,Reform,Viola McFarland,36
Lamar,Westover,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,55
Lamar,Westover,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,54
Lamar,Westover,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,1
Lamar,Westover,Commissioner of Insurance,,Republican,Mike Chaney,86
Lamar,Westover,State Senate,44,Republican,John A. Polk,82
Lamar,Westover,State House,101,Republican,Brad Touchstone,81
Lamar,Pine Grove,State Treasurer,,Republican,Lynn Fitch,253
Lamar,Pine Grove,State Treasurer,,Reform,Viola McFarland,11
Lamar,Pine Grove,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,8
Lamar,Pine Grove,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,252
Lamar,Pine Grove,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,3
Lamar,Pine Grove,Commissioner of Insurance,,Republican,Mike Chaney,254
Lamar,Pine Grove,State Senate,44,Republican,John A. Polk,252
Lamar,Pine Grove,State House,99,Republican,Bill Pigott,60
Lamar,Pine Grove,State House,100,Democrat,Ken Morgan,192
Lamar,Baxterville,State Treasurer,,Republican,Lynn Fitch,177
Lamar,Baxterville,State Treasurer,,Reform,Viola McFarland,13
Lamar,Baxterville,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,8
Lamar,Baxterville,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,178
Lamar,Baxterville,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,5
Lamar,Baxterville,Commissioner of Insurance,,Republican,Mike Chaney,186
Lamar,Baxterville,State Senate,44,Republican,John A. Polk,186
Lamar,Baxterville,State House,99,Republican,Bill Pigott,185
Lamar,Greenville,State Treasurer,,Republican,Lynn Fitch,357
Lamar,Greenville,State Treasurer,,Reform,Viola McFarland,17
Lamar,Greenville,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,8
Lamar,Greenville,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,363
Lamar,Greenville,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,7
Lamar,Greenville,Commissioner of Insurance,,Republican,Mike Chaney,373
Lamar,Greenville,State Senate,44,Republican,John A. Polk,366
Lamar,Greenville,State House,99,Republican,Bill Pigott,61
Lamar,Greenville,State House,100,Republican,Ken Morgan,310
Lamar,Greenville,State Treasurer,,Republican,Lynn Fitch,783
Lamar,Greenville,State Treasurer,,Reform,Viola McFarland,91
Lamar,Greenville,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,147
Lamar,Greenville,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,738
Lamar,Purvis,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,18
Lamar,Purvis,Commissioner of Insurance,,Republican,Mike Chaney,845
Lamar,Purvis,State Senate,44,Republican,John A. Polk,838
Lamar,Purvis,State Senate,87,Republican,Chris Johnson,89
Lamar,Purvis,State House,87,Independent,Paul B. Johnson IV,15
Lamar,Purvis,State House,99,Republican,Bill Pigott,175
Lamar,Purvis,State House,100,Republican,Ken Morgan,568
Lamar,Arnold Line,State Treasurer,,Republican,Lynn Fitch,283
Lamar,Arnold Line,State Treasurer,,Reform,Viola McFarland,76
Lamar,Arnold Line,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,117
Lamar,Arnold Line,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,257
Lamar,Arnold Line,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,5
Lamar,Arnold Line,Commissioner of Insurance,,Republican,Mike Chaney,339
Lamar,Arnold Line,State Senate,44,Republican,John A. Polk,332
Lamar,Arnold Line,State Senate,87,Republican,Chris Johnson,263
Lamar,Arnold Line,State House,87,Independent,Paul B. Johnson IV,100
Lamar,Mill Creek,State Treasurer,,Republican,Lynn Fitch,244
Lamar,Mill Creek,State Treasurer,,Reform,Viola McFarland,20
Lamar,Mill Creek,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,21
Lamar,Mill Creek,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,239
Lamar,Mill Creek,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Lamar,Mill Creek,Commissioner of Insurance,,Republican,Mike Chaney,253
Lamar,Mill Creek,State Senate,44,Republican,John A. Polk,253
Lamar,Mill Creek,State Senate,87,Republican,Chris Johnson,139
Lamar,Mill Creek,State House,87,Independent,Paul B. Johnson IV,20
Lamar,Mill Creek,State House,101,Republican,Brad Touchstone,97
Lamar,Midway,State Treasurer,,Republican,Lynn Fitch,607
Lamar,Midway,State Treasurer,,Reform,Viola McFarland,35
Lamar,Midway,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,70
Lamar,Midway,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,577
Lamar,Midway,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,8
Lamar,Midway,Commissioner of Insurance,,Republican,Mike Chaney,635
Lamar,Midway,State Senate,44,Republican,John A. Polk,622
Lamar,Midway,State House,101,Republican,Brad Touchstone,628
Lamar,Oak Grove,State Treasurer,,Republican,Lynn Fitch,705
Lamar,Oak Grove,State Treasurer,,Reform,Viola McFarland,74
Lamar,Oak Grove,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,95
Lamar,Oak Grove,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,687
Lamar,Oak Grove,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,12
Lamar,Oak Grove,Commissioner of Insurance,,Republican,Mike Chaney,750
Lamar,Oak Grove,State Senate,44,Republican,John A. Polk,740
Lamar,Oak Grove,State Senate,87,Republican,Chris Johnson,190
Lamar,Oak Grove,State House,87,Independent,Paul B. Johnson IV,28
Lamar,Oak Grove,State House,101,Republican,Brad Touchstone,524
Lamar,Lake Serene,State Treasurer,,Republican,Lynn Fitch,1235
Lamar,Lake Serene,State Treasurer,,Reform,Viola McFarland,66
Lamar,Lake Serene,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,114
Lamar,Lake Serene,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,1188
Lamar,Lake Serene,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,9
Lamar,Lake Serene,Commissioner of Insurance,,Republican,Mike Chaney,1270
Lamar,Lake Serene,State Senate,44,Republican,John A. Polk,1248
Lamar,Lake Serene,State House,101,Republican,Brad Touchstone,1248
Lamar,Kingsmill,State Treasurer,,Republican,Lynn Fitch,740
Lamar,Kingsmill,State Treasurer,,Reform,Viola McFarland,27
Lamar,Kingsmill,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,39
Lamar,Kingsmill,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,714
Lamar,Kingsmill,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,9
Lamar,Kingsmill,Commissioner of Insurance,,Republican,Mike Chaney,757
Lamar,Kingsmill,State Senate,44,Republican,John A. Polk,745
Lamar,Kingsmill,State House,101,Republican,Brad Touchstone,739
Lamar,Breland,State Treasurer,,Republican,Lynn Fitch,967
Lamar,Breland,State Treasurer,,Reform,Viola McFarland,126
Lamar,Breland,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,204
Lamar,Breland,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,883
Lamar,Breland,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,26
Lamar,Breland,Commissioner of Insurance,,Republican,Mike Chaney,1035
Lamar,Breland,State Senate,44,Republican,John A. Polk,1020
Lamar,Breland,State House,101,Republican,Brad Touchstone,1025
Lamar,Oloh,State Treasurer,,Republican,Lynn Fitch,304
Lamar,Oloh,State Treasurer,,Reform,Viola McFarland,12
Lamar,Oloh,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,13
Lamar,Oloh,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,301
Lamar,Oloh,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,5
Lamar,Oloh,Commissioner of Insurance,,Republican,Mike Chaney,314
Lamar,Oloh,State Senate,44,Republican,John A. Polk,316
Lamar,Oloh,State House,101,Republican,Brad Touchstone,315
Lamar,Rocky Branch,State Treasurer,,Republican,Lynn Fitch,294
Lamar,Rocky Branch,State Treasurer,,Reform,Viola McFarland,30
Lamar,Rocky Branch,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,50
Lamar,Rocky Branch,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,280
Lamar,Rocky Branch,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Lamar,Rocky Branch,Commissioner of Insurance,,Republican,Mike Chaney,313
Lamar,Rocky Branch,State Senate,41,Democrat,Reggie Blackledge,51
Lamar,Rocky Branch,State Senate,41,Republican,Joey Fillingame,285
Lamar,Rocky Branch,State House,101,Republican,Brad Touchstone,313
Lamar,Sumrall,State Treasurer,,Republican,Lynn Fitch,1257
Lamar,Sumrall,State Treasurer,,Reform,Viola McFarland,85
Lamar,Sumrall,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,110
Lamar,Sumrall,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,1234
Lamar,Sumrall,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,22
Lamar,Sumrall,Commissioner of Insurance,,Republican,Mike Chaney,1313
Lamar,Sumrall,State Senate,41,Democrat,Reggie Blackledge,148
Lamar,Sumrall,State Senate,41,Republican,Joey Fillingame,1217
Lamar,Sumrall,State House,101,Republican,Brad Touchstone,1300
Lamar,,State Treasurer,,Republican,Lynn Fitch,11808
Lamar,,State Treasurer,,Reform,Viola McFarland,1380
Lamar,,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,2156
Lamar,,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,11147
Lamar,,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,230
Lamar,,Commissioner of Insurance,,Republican,Mike Chaney,12715
Lamar,,State Senate,41,Democrat,Reggie Blackledge,1990
Lamar,,State Senate,41,Republican,Joey Fillingame,1502
Lamar,,State Senate,44,Republican,John A. Polk,10954
Lamar,,State House,87,Republican,Chris Johnson,2688
Lamar,,State House,87,Independent,Paul B. Johnson IV,758
Lamar,,State House,99,Republican,Bill Pigott,873
Lamar,,State House,100,Republican,Ken Morgan,1455
Lamar,,State House,101,Republican,Brad Touchstone,6270
Lamar,,State House,102,Republican,Toby Barker,66
Lamar,,State House,102,Democrat,Taylor Brinkley,55
Lamar,,State House,106,Republican,Herb Frierson,650
