county,precinct,office,district,party,candidate,total
Lee,106 Hebron,Lieutenant Governor,,Reform,Rosa B. Williams,1
Lee,106 Hebron,Secretary of State,,Democrat,Charles E. Graham,14
Lee,106 Hebron,Secretary of State,,Republican,Delbert Hosemann,154
Lee,106 Hebron,Secretary of State,,Reform,Randy Walker,5
Lee,106 Hebron,Attorney General,,Democrat,Jim Hood,48
Lee,106 Hebron,Attorney General,,Republican,Mike Hurst,125
Lee,106 Hebron,State Auditor,,Republican,Stacey E. Pickering,155
Lee,106 Hebron,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,14
Lee,106 Hebron,State Auditor,,Reform,Lajena Walley,1
Lee,106 Hebron,State Treasurer,,Republican,Lynn Fitch,159
Lee,106 Hebron,State Treasurer,,Reform,Viola McFarland,12
Lee,106 Hebron,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,20
Lee,106 Hebron,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,141
Lee,106 Hebron,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,3
Lee,106 Hebron,Commissioner of Insurance,,Republican,Mike Chaney,145
Lee,106 Hebron,State Senate,6,Republican,Chad McMahan,141
Lee,106 Hebron,State House,19,Republican,Randy Boyd,115
Lee,106 Hebron,State House,19,Democrat,Clint Gannon,56
Lee,509 Kedron,Governor,,Republican,Phil Bryant,203
Lee,509 Kedron,Governor,,Democrat,Robert Gray,54
Lee,509 Kedron,Governor,,Reform,Shawn O'Hara,9
Lee,509 Kedron,Lieutenant Governor,,Democrat,Tim Johnson,67
Lee,509 Kedron,Lieutenant Governor,,Republican,Tate Reeves,190
Lee,509 Kedron,Lieutenant Governor,,Libertarian,Ron Williams,5
Lee,509 Kedron,Lieutenant Governor,,Reform,Rosa B. Williams,2
Lee,509 Kedron,Secretary of State,,Democrat,Charles E. Graham,65
Lee,509 Kedron,Secretary of State,,Republican,Delbert Hosemann,191
Lee,509 Kedron,Secretary of State,,Reform,Randy Walker,5
Lee,509 Kedron,Attorney General,,Democrat,Jim Hood,140
Lee,509 Kedron,Attorney General,,Republican,Mike Hurst,125
Lee,509 Kedron,State Auditor,,Republican,Stacey E. Pickering,201
Lee,509 Kedron,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,60
Lee,509 Kedron,State Auditor,,Reform,Lajena Walley,2
Lee,509 Kedron,State Treasurer,,Republican,Lynn Fitch,201
Lee,509 Kedron,State Treasurer,,Reform,Viola McFarland,31
Lee,509 Kedron,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,71
Lee,509 Kedron,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,176
Lee,509 Kedron,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,6
Lee,509 Kedron,Commissioner of Insurance,,Republican,Mike Chaney,220
Lee,509 Kedron,State Senate,7,Democrat,Hob Bryan,134
Lee,509 Kedron,State Senate,7,Republican,Barry Strevel,119
Lee,509 Kedron,State House,19,Republican,Randy Boyd,120
Lee,509 Kedron,State House,19,Democrat,Clint Gannon,133
Lee,511 Mooreville,Governor,,Republican,Phil Bryant,555
Lee,511 Mooreville,Governor,,Democrat,Robert Gray,56
Lee,511 Mooreville,Governor,,Reform,Shawn O'Hara,11
Lee,511 Mooreville,Lieutenant Governor,,Democrat,Tim Johnson,84
Lee,511 Mooreville,Lieutenant Governor,,Republican,Tate Reeves,518
Lee,511 Mooreville,Lieutenant Governor,,Libertarian,Ron Williams,14
Lee,511 Mooreville,Lieutenant Governor,,Reform,Rosa B. Williams,8
Lee,511 Mooreville,Secretary of State,,Democrat,Charles E. Graham,58
Lee,511 Mooreville,Secretary of State,,Republican,Delbert Hosemann,541
Lee,511 Mooreville,Secretary of State,,Reform,Randy Walker,20
Lee,511 Mooreville,Attorney General,,Democrat,Jim Hood,232
Lee,511 Mooreville,Attorney General,,Republican,Mike Hurst,399
Lee,511 Mooreville,State Auditor,,Republican,Stacey E. Pickering,554
Lee,511 Mooreville,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,58
Lee,511 Mooreville,State Auditor,,Reform,Lajena Walley,8
Lee,511 Mooreville,State Treasurer,,Republican,Lynn Fitch,551
Lee,511 Mooreville,State Treasurer,,Reform,Viola McFarland,49
Lee,511 Mooreville,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,80
Lee,511 Mooreville,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,504
Lee,511 Mooreville,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,15
Lee,511 Mooreville,Commissioner of Insurance,,Republican,Mike Chaney,516
Lee,511 Mooreville,State Senate,6,Republican,Chad McMahan,521
Lee,511 Mooreville,State House,19,Republican,Randy Boyd,379
Lee,511 Mooreville,State House,19,Democrat,Clint Gannon,250
Lee,508 Nettleton,Governor,,Republican,Phil Bryant,364
Lee,508 Nettleton,Governor,,Democrat,Robert Gray,73
Lee,508 Nettleton,Governor,,Reform,Shawn O'Hara,2
Lee,508 Nettleton,Lieutenant Governor,,Democrat,Tim Johnson,87
Lee,508 Nettleton,Lieutenant Governor,,Republican,Tate Reeves,339
Lee,508 Nettleton,Lieutenant Governor,,Libertarian,Ron Williams,8
Lee,508 Nettleton,Lieutenant Governor,,Reform,Rosa B. Williams,2
Lee,508 Nettleton,Secretary of State,,Democrat,Charles E. Graham,83
Lee,508 Nettleton,Secretary of State,,Republican,Delbert Hosemann,345
Lee,508 Nettleton,Secretary of State,,Reform,Randy Walker,7
Lee,508 Nettleton,Attorney General,,Democrat,Jim Hood,242
Lee,508 Nettleton,Attorney General,,Republican,Mike Hurst,198
Lee,508 Nettleton,State Auditor,,Republican,Stacey E. Pickering,358
Lee,508 Nettleton,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,76
Lee,508 Nettleton,State Auditor,,Reform,Lajena Walley,3
Lee,508 Nettleton,State Treasurer,,Republican,Lynn Fitch,369
Lee,508 Nettleton,State Treasurer,,Reform,Viola McFarland,50
Lee,508 Nettleton,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,103
Lee,508 Nettleton,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,328
Lee,508 Nettleton,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Lee,508 Nettleton,Commissioner of Insurance,,Republican,Mike Chaney,401
Lee,508 Nettleton,State Senate,7,Democrat,Hob Bryan,208
Lee,508 Nettleton,State Senate,7,Republican,Barry Strevel,228
Lee,508 Nettleton,State House,20,Republican,Chris Brown,302
Lee,508 Nettleton,State House,20,Democrat,William 'Bo' Miller,126
Lee,108 Oak Hill,Governor,,Republican,Phil Bryant,606
Lee,108 Oak Hill,Governor,,Democrat,Robert Gray,119
Lee,108 Oak Hill,Governor,,Reform,Shawn O'Hara,7
Lee,108 Oak Hill,Lieutenant Governor,,Democrat,Tim Johnson,128
Lee,108 Oak Hill,Lieutenant Governor,,Republican,Tate Reeves,575
Lee,108 Oak Hill,Lieutenant Governor,,Libertarian,Ron Williams,13
Lee,108 Oak Hill,Lieutenant Governor,,Reform,Rosa B. Williams,7
Lee,108 Oak Hill,Secretary of State,,Democrat,Charles E. Graham,115
Lee,108 Oak Hill,Secretary of State,,Republican,Delbert Hosemann,599
Lee,108 Oak Hill,Secretary of State,,Reform,Randy Walker,14
Lee,108 Oak Hill,Attorney General,,Democrat,Jim Hood,314
Lee,108 Oak Hill,Attorney General,,Republican,Mike Hurst,414
Lee,108 Oak Hill,State Auditor,,Republican,Stacey E. Pickering,598
Lee,108 Oak Hill,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,124
Lee,108 Oak Hill,State Auditor,,Reform,Lajena Walley,4
Lee,108 Oak Hill,State Treasurer,,Republican,Lynn Fitch,616
Lee,108 Oak Hill,State Treasurer,,Reform,Viola McFarland,81
Lee,108 Oak Hill,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,144
Lee,108 Oak Hill,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,546
Lee,108 Oak Hill,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,14
Lee,108 Oak Hill,Commissioner of Insurance,,Republican,Mike Chaney,526
Lee,108 Oak Hill,State Senate,6,Republican,Chad McMahan,590
Lee,108 Oak Hill,State House,19,Republican,Randy Boyd,458
Lee,108 Oak Hill,State House,19,Democrat,Clint Gannon,267
Lee,403 Ole Union,Governor,,Republican,Phil Bryant,152
Lee,403 Ole Union,Governor,,Democrat,Robert Gray,91
Lee,403 Ole Union,Governor,,Reform,Shawn O'Hara,2
Lee,403 Ole Union,Lieutenant Governor,,Democrat,Tim Johnson,93
Lee,403 Ole Union,Lieutenant Governor,,Republican,Tate Reeves,146
Lee,403 Ole Union,Lieutenant Governor,,Libertarian,Ron Williams,1
Lee,403 Ole Union,Lieutenant Governor,,Reform,Rosa B. Williams,1
Lee,403 Ole Union,Secretary of State,,Democrat,Charles E. Graham,94
Lee,403 Ole Union,Secretary of State,,Republican,Delbert Hosemann,142
Lee,403 Ole Union,Secretary of State,,Reform,Randy Walker,5
Lee,403 Ole Union,Attorney General,,Democrat,Jim Hood,148
Lee,403 Ole Union,Attorney General,,Republican,Mike Hurst,96
Lee,403 Ole Union,State Auditor,,Republican,Stacey E. Pickering,141
Lee,403 Ole Union,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,99
Lee,403 Ole Union,State Auditor,,Reform,Lajena Walley,1
Lee,403 Ole Union,State Treasurer,,Republican,Lynn Fitch,163
Lee,403 Ole Union,State Treasurer,,Reform,Viola McFarland,39
Lee,403 Ole Union,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,100
Lee,403 Ole Union,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,132
Lee,403 Ole Union,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,3
Lee,403 Ole Union,Commissioner of Insurance,,Republican,Mike Chaney,191
Lee,403 Ole Union,State Senate,8,Democrat,Russell Jolly,173
Lee,403 Ole Union,State House,16,Democrat,Steve Holland,105
Lee,403 Ole Union,State House,17,Republican,Shane Aguirre,96
Lee,403 Ole Union,State House,17,Democrat,Charles Penson,21
Lee,401 Palmetto,Governor,,Republican,Phil Bryant,250
Lee,401 Palmetto,Governor,,Democrat,Robert Gray,127
Lee,401 Palmetto,Governor,,Reform,Shawn O'Hara,5
Lee,401 Palmetto,Lieutenant Governor,,Democrat,Tim Johnson,140
Lee,401 Palmetto,Lieutenant Governor,,Republican,Tate Reeves,230
Lee,401 Palmetto,Lieutenant Governor,,Libertarian,Ron Williams,7
Lee,401 Palmetto,Lieutenant Governor,,Reform,Rosa B. Williams,4
Lee,401 Palmetto,Secretary of State,,Democrat,Charles E. Graham,134
Lee,401 Palmetto,Secretary of State,,Republican,Delbert Hosemann,242
Lee,401 Palmetto,Secretary of State,,Reform,Randy Walker,8
Lee,401 Palmetto,Attorney General,,Democrat,Jim Hood,218
Lee,401 Palmetto,Attorney General,,Republican,Mike Hurst,165
Lee,401 Palmetto,State Auditor,,Republican,Stacey E. Pickering,241
Lee,401 Palmetto,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,137
Lee,401 Palmetto,State Auditor,,Reform,Lajena Walley,3
Lee,401 Palmetto,State Treasurer,,Republican,Lynn Fitch,264
Lee,401 Palmetto,State Treasurer,,Reform,Viola McFarland,65
Lee,401 Palmetto,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,141
Lee,401 Palmetto,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,221
Lee,401 Palmetto,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,11
Lee,401 Palmetto,Commissioner of Insurance,,Republican,Mike Chaney,311
Lee,401 Palmetto,State Senate,8,Democrat,Russell Jolly,286
Lee,401 Palmetto,State House,16,Democrat,Steve Holland,36
Lee,401 Palmetto,State House,17,Republican,Shane Aguirre,233
Lee,401 Palmetto,State House,17,Democrat,Charles Penson,110
Lee,507 Petersburg,Governor,,Republican,Phil Bryant,149
Lee,507 Petersburg,Governor,,Democrat,Robert Gray,18
Lee,507 Petersburg,Governor,,Reform,Shawn O'Hara,0
Lee,507 Petersburg,Lieutenant Governor,,Democrat,Tim Johnson,22
Lee,507 Petersburg,Lieutenant Governor,,Republican,Tate Reeves,136
Lee,507 Petersburg,Lieutenant Governor,,Libertarian,Ron Williams,3
Lee,507 Petersburg,Lieutenant Governor,,Reform,Rosa B. Williams,3
Lee,507 Petersburg,Secretary of State,,Democrat,Charles E. Graham,21
Lee,507 Petersburg,Secretary of State,,Republican,Delbert Hosemann,138
Lee,507 Petersburg,Secretary of State,,Reform,Randy Walker,4
Lee,507 Petersburg,Attorney General,,Democrat,Jim Hood,75
Lee,507 Petersburg,Attorney General,,Republican,Mike Hurst,92
Lee,507 Petersburg,State Auditor,,Republican,Stacey E. Pickering,140
Lee,507 Petersburg,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,24
Lee,507 Petersburg,State Auditor,,Reform,Lajena Walley,0
Lee,507 Petersburg,State Treasurer,,Republican,Lynn Fitch,147
Lee,507 Petersburg,State Treasurer,,Reform,Viola McFarland,13
Lee,507 Petersburg,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,24
Lee,507 Petersburg,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,130
Lee,507 Petersburg,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,1
Lee,507 Petersburg,Commissioner of Insurance,,Republican,Mike Chaney,148
Lee,507 Petersburg,State Senate,7,Democrat,Hob Bryan,54
Lee,507 Petersburg,State Senate,7,Republican,Barry Strevel,149
Lee,507 Petersburg,State House,20,Republican,Chris Brown,128
Lee,507 Petersburg,State House,20,Democrat,William 'Bo' Miller,29
Lee,504 Plantersville,Governor,,Republican,Phil Bryant,271
Lee,504 Plantersville,Governor,,Democrat,Robert Gray,206
Lee,504 Plantersville,Governor,,Reform,Shawn O'Hara,4
Lee,504 Plantersville,Lieutenant Governor,,Democrat,Tim Johnson,221
Lee,504 Plantersville,Lieutenant Governor,,Republican,Tate Reeves,245
Lee,504 Plantersville,Lieutenant Governor,,Libertarian,Ron Williams,4
Lee,504 Plantersville,Lieutenant Governor,,Reform,Rosa B. Williams,2
Lee,504 Plantersville,Secretary of State,,Democrat,Charles E. Graham,211
Lee,504 Plantersville,Secretary of State,,Republican,Delbert Hosemann,246
Lee,504 Plantersville,Secretary of State,,Reform,Randy Walker,10
Lee,504 Plantersville,Attorney General,,Democrat,Jim Hood,339
Lee,504 Plantersville,Attorney General,,Republican,Mike Hurst,140
Lee,504 Plantersville,State Auditor,,Republican,Stacey E. Pickering,261
Lee,504 Plantersville,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,201
Lee,504 Plantersville,State Auditor,,Reform,Lajena Walley,2
Lee,504 Plantersville,State Treasurer,,Republican,Lynn Fitch,147
Lee,504 Plantersville,State Treasurer,,Reform,Viola McFarland,13
Lee,504 Plantersville,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,24
Lee,504 Plantersville,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,130
Lee,504 Plantersville,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,1
Lee,504 Plantersville,Commissioner of Insurance,,Republican,Mike Chaney,148
Lee,504 Plantersville,State Senate,7,Democrat,Hob Bryan,312
Lee,504 Plantersville,State Senate,7,Republican,Barry Strevel,149
Lee,504 Plantersville,State House,16,Republican,Steve Holland,392
Lee,402 Pleasant Grove,Governor,,Republican,Phil Bryant,207
Lee,402 Pleasant Grove,Governor,,Democrat,Robert Gray,280
Lee,402 Pleasant Grove,Governor,,Reform,Shawn O'Hara,2
Lee,402 Pleasant Grove,Lieutenant Governor,,Democrat,Tim Johnson,291
Lee,402 Pleasant Grove,Lieutenant Governor,,Republican,Tate Reeves,187
Lee,402 Pleasant Grove,Lieutenant Governor,,Libertarian,Ron Williams,2
Lee,402 Pleasant Grove,Lieutenant Governor,,Reform,Rosa B. Williams,6
Lee,402 Pleasant Grove,Secretary of State,,Democrat,Charles E. Graham,298
Lee,402 Pleasant Grove,Secretary of State,,Republican,Delbert Hosemann,178
Lee,402 Pleasant Grove,Secretary of State,,Reform,Randy Walker,5
Lee,402 Pleasant Grove,Attorney General,,Democrat,Jim Hood,380
Lee,402 Pleasant Grove,Attorney General,,Republican,Mike Hurst,109
Lee,402 Pleasant Grove,State Auditor,,Republican,Stacey E. Pickering,182
Lee,402 Pleasant Grove,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,289
Lee,402 Pleasant Grove,State Auditor,,Reform,Lajena Walley,4
Lee,402 Pleasant Grove,State Treasurer,,Republican,Lynn Fitch,246
Lee,402 Pleasant Grove,State Treasurer,,Reform,Viola McFarland,112
Lee,402 Pleasant Grove,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,305
Lee,402 Pleasant Grove,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,148
Lee,402 Pleasant Grove,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,12
Lee,402 Pleasant Grove,Commissioner of Insurance,,Republican,Mike Chaney,415
Lee,402 Pleasant Grove,State Senate,8,Democrat,Russell Jolly,399
Lee,402 Pleasant Grove,State House,16,Democrat,Steve Holland,328
Lee,402 Pleasant Grove,State House,17,Republican,Shane Aguirre,85
Lee,402 Pleasant Grove,State House,17,Democrat,Charles Penson,30
Lee,101 Pratts,Governor,,Republican,Phil Bryant,159
Lee,101 Pratts,Governor,,Democrat,Robert Gray,13
Lee,101 Pratts,Governor,,Reform,Shawn O'Hara,4
Lee,101 Pratts,Lieutenant Governor,,Democrat,Tim Johnson,17
Lee,101 Pratts,Lieutenant Governor,,Republican,Tate Reeves,150
Lee,101 Pratts,Lieutenant Governor,,Libertarian,Ron Williams,6
Lee,101 Pratts,Lieutenant Governor,,Reform,Rosa B. Williams,1
Lee,101 Pratts,Secretary of State,,Democrat,Charles E. Graham,13
Lee,101 Pratts,Secretary of State,,Republican,Delbert Hosemann,163
Lee,101 Pratts,Secretary of State,,Reform,Randy Walker,1
Lee,101 Pratts,Attorney General,,Democrat,Jim Hood,58
Lee,101 Pratts,Attorney General,,Republican,Mike Hurst,118
Lee,101 Pratts,State Auditor,,Republican,Stacey E. Pickering,159
Lee,101 Pratts,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,15
Lee,101 Pratts,State Auditor,,Reform,Lajena Walley,1
Lee,101 Pratts,State Treasurer,,Republican,Lynn Fitch,159
Lee,101 Pratts,State Treasurer,,Reform,Viola McFarland,12
Lee,101 Pratts,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,20
Lee,101 Pratts,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,149
Lee,101 Pratts,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,2
Lee,101 Pratts,Commissioner of Insurance,,Republican,Mike Chaney,134
Lee,101 Pratts,State Senate,6,Republican,Chad McMahan,161
Lee,101 Pratts,State House,18,Republican,Jerry Turner,154
Lee,503 Richmond,Governor,,Republican,Phil Bryant,209
Lee,503 Richmond,Governor,,Democrat,Robert Gray,39
Lee,503 Richmond,Governor,,Reform,Shawn O'Hara,4
Lee,503 Richmond,Lieutenant Governor,,Democrat,Tim Johnson,44
Lee,503 Richmond,Lieutenant Governor,,Republican,Tate Reeves,196
Lee,503 Richmond,Lieutenant Governor,,Libertarian,Ron Williams,5
Lee,503 Richmond,Lieutenant Governor,,Reform,Rosa B. Williams,1
Lee,503 Richmond,Secretary of State,,Democrat,Charles E. Graham,39
Lee,503 Richmond,Secretary of State,,Republican,Delbert Hosemann,201
Lee,503 Richmond,Secretary of State,,Reform,Randy Walker,6
Lee,503 Richmond,Attorney General,,Democrat,Jim Hood,119
Lee,503 Richmond,Attorney General,,Republican,Mike Hurst,132
Lee,503 Richmond,State Auditor,,Republican,Stacey E. Pickering,197
Lee,503 Richmond,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,49
Lee,503 Richmond,State Auditor,,Reform,Lajena Walley,0
Lee,503 Richmond,State Treasurer,,Republican,Lynn Fitch,214
Lee,503 Richmond,State Treasurer,,Reform,Viola McFarland,25
Lee,503 Richmond,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,53
Lee,503 Richmond,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,181
Lee,503 Richmond,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,4
Lee,503 Richmond,Commissioner of Insurance,,Republican,Mike Chaney,214
Lee,503 Richmond,State Senate,6,Republican,Chad McMahan,207
Lee,503 Richmond,State House,19,Republican,Randy Boyd,128
Lee,503 Richmond,State House,19,Democrat,Clint Gannon,119
Lee,206 Saltillo,Governor,,Republican,Phil Bryant,1011
Lee,206 Saltillo,Governor,,Democrat,Robert Gray,117
Lee,206 Saltillo,Governor,,Reform,Shawn O'Hara,8
Lee,206 Saltillo,Lieutenant Governor,,Democrat,Tim Johnson,150
Lee,206 Saltillo,Lieutenant Governor,,Republican,Tate Reeves,945
Lee,206 Saltillo,Lieutenant Governor,,Libertarian,Ron Williams,30
Lee,206 Saltillo,Lieutenant Governor,,Reform,Rosa B. Williams,6
Lee,206 Saltillo,Secretary of State,,Democrat,Charles E. Graham,124
Lee,206 Saltillo,Secretary of State,,Republican,Delbert Hosemann,986
Lee,206 Saltillo,Secretary of State,,Reform,Randy Walker,14
Lee,206 Saltillo,Attorney General,,Democrat,Jim Hood,430
Lee,206 Saltillo,Attorney General,,Republican,Mike Hurst,704
Lee,206 Saltillo,State Auditor,,Republican,Stacey E. Pickering,969
Lee,206 Saltillo,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,137
Lee,206 Saltillo,State Auditor,,Reform,Lajena Walley,8
Lee,206 Saltillo,State Treasurer,,Republican,Lynn Fitch,1007
Lee,206 Saltillo,State Treasurer,,Reform,Viola McFarland,70
Lee,206 Saltillo,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,150
Lee,206 Saltillo,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,915
Lee,206 Saltillo,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,17
Lee,206 Saltillo,Commissioner of Insurance,,Republican,Mike Chaney,999
Lee,206 Saltillo,State Senate,6,Republican,Chad McMahan,975
Lee,206 Saltillo,State House,18,Republican,Jerry Turner,989
Lee,502 Shannon,Governor,,Republican,Phil Bryant,168
Lee,502 Shannon,Governor,,Democrat,Robert Gray,173
Lee,502 Shannon,Governor,,Reform,Shawn O'Hara,1
Lee,502 Shannon,Lieutenant Governor,,Democrat,Tim Johnson,175
Lee,502 Shannon,Lieutenant Governor,,Republican,Tate Reeves,151
Lee,502 Shannon,Lieutenant Governor,,Libertarian,Ron Williams,7
Lee,502 Shannon,Lieutenant Governor,,Reform,Rosa B. Williams,4
Lee,502 Shannon,Secretary of State,,Democrat,Charles E. Graham,179
Lee,502 Shannon,Secretary of State,,Republican,Delbert Hosemann,150
Lee,502 Shannon,Secretary of State,,Reform,Randy Walker,4
Lee,502 Shannon,Attorney General,,Democrat,Jim Hood,256
Lee,502 Shannon,Attorney General,,Republican,Mike Hurst,87
Lee,502 Shannon,State Auditor,,Republican,Stacey E. Pickering,157
Lee,502 Shannon,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,175
Lee,502 Shannon,State Auditor,,Reform,Lajena Walley,4
Lee,502 Shannon,State Treasurer,,Republican,Lynn Fitch,183
Lee,502 Shannon,State Treasurer,,Reform,Viola McFarland,62
Lee,502 Shannon,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,188
Lee,502 Shannon,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,130
Lee,502 Shannon,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,2
Lee,502 Shannon,Commissioner of Insurance,,Republican,Mike Chaney,264
Lee,502 Shannon,State Senate,8,Democrat,Russell Jolly,262
Lee,502 Shannon,State House,16,Democrat,Steve Holland,287
Lee,109 Tupelo 1,Governor,,Republican,Phil Bryant,296
Lee,109 Tupelo 1,Governor,,Democrat,Robert Gray,36
Lee,109 Tupelo 1,Governor,,Reform,Shawn O'Hara,6
Lee,109 Tupelo 1,Lieutenant Governor,,Democrat,Tim Johnson,48
Lee,109 Tupelo 1,Lieutenant Governor,,Republican,Tate Reeves,272
Lee,109 Tupelo 1,Lieutenant Governor,,Libertarian,Ron Williams,11
Lee,109 Tupelo 1,Lieutenant Governor,,Reform,Rosa B. Williams,3
Lee,109 Tupelo 1,Secretary of State,,Democrat,Charles E. Graham,24
Lee,109 Tupelo 1,Secretary of State,,Republican,Delbert Hosemann,322
Lee,109 Tupelo 1,Secretary of State,,Reform,Randy Walker,5
Lee,109 Tupelo 1,Attorney General,,Democrat,Jim Hood,106
Lee,109 Tupelo 1,Attorney General,,Republican,Mike Hurst,242
Lee,109 Tupelo 1,State Auditor,,Republican,Stacey E. Pickering,321
Lee,109 Tupelo 1,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,30
Lee,109 Tupelo 1,State Auditor,,Reform,Lajena Walley,1
Lee,109 Tupelo 1,State Treasurer,,Republican,Lynn Fitch,330
Lee,109 Tupelo 1,State Treasurer,,Reform,Viola McFarland,15
Lee,109 Tupelo 1,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,29
Lee,109 Tupelo 1,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,304
Lee,109 Tupelo 1,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,5
Lee,109 Tupelo 1,Commissioner of Insurance,,Republican,Mike Chaney,246
Lee,109 Tupelo 1,State Senate,6,Republican,Chad McMahan,297
Lee,109 Tupelo 1,State House,18,Republican,Jerry Turner,304
Lee,209 Tupelo 2,Governor,,Republican,Phil Bryant,1069
Lee,209 Tupelo 2,Governor,,Democrat,Robert Gray,279
Lee,209 Tupelo 2,Governor,,Reform,Shawn O'Hara,21
Lee,209 Tupelo 2,Lieutenant Governor,,Democrat,Tim Johnson,295
Lee,209 Tupelo 2,Lieutenant Governor,,Republican,Tate Reeves,1029
Lee,209 Tupelo 2,Lieutenant Governor,,Libertarian,Ron Williams,28
Lee,209 Tupelo 2,Lieutenant Governor,,Reform,Rosa B. Williams,13
Lee,209 Tupelo 2,Secretary of State,,Democrat,Charles E. Graham,223
Lee,209 Tupelo 2,Secretary of State,,Republican,Delbert Hosemann,1133
Lee,209 Tupelo 2,Secretary of State,,Reform,Randy Walker,25
Lee,209 Tupelo 2,Attorney General,,Democrat,Jim Hood,612
Lee,209 Tupelo 2,Attorney General,,Republican,Mike Hurst,776
Lee,209 Tupelo 2,State Auditor,,Republican,Stacey E. Pickering,1094
Lee,209 Tupelo 2,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,265
Lee,209 Tupelo 2,State Auditor,,Reform,Lajena Walley,12
Lee,209 Tupelo 2,State Treasurer,,Republican,Lynn Fitch,1163
Lee,209 Tupelo 2,State Treasurer,,Reform,Viola McFarland,131
Lee,209 Tupelo 2,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,265
Lee,209 Tupelo 2,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,1022
Lee,209 Tupelo 2,Commissioner of Agriculture & Commerce,,Reform,Cathy L Toole,26
Lee,209 Tupelo 2,Commissioner of Insurance,,Republican,Mike Chaney,1038
Lee,209 Tupelo 2,State Senate,6,Republican,Chad McMahan,1145
Lee,209 Tupelo 2,State House,17,Republican,Shane Aguirre,823
