candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Greene,Leakesville,86
Donald J. Trump,President,,R,Greene,Leakesville,1034
Don Blankenship,President,,AC,Greene,Leakesville,0
Brian Carroll,President,,AS,Greene,Leakesville,1
Phil Collins,President,,IND,Greene,Leakesville,0
Howie Hawkins,President,,G,Greene,Leakesville,1
Jo Jorgensen,President,,L,Greene,Leakesville,10
Brock Pierce,President,,IND,Greene,Leakesville,0
Kanye West,President,,IND,Greene,Leakesville,6
Mike Espy,U.S. Senate,,D,Greene,Leakesville,134
Cindy Hyde-Smith,U.S. Senate,,R,Greene,Leakesville,948
Jimmy L Edwards,U.S. Senate,,L,Greene,Leakesville,35
Steven M Palazzo,U.S. House,4,R,Greene,Leakesville,1026
Joseph R. Biden,President,,D,Greene,North Leakesville,169
Donald J. Trump,President,,R,Greene,North Leakesville,153
Don Blankenship,President,,AC,Greene,North Leakesville,0
Brian Carroll,President,,AS,Greene,North Leakesville,0
Phil Collins,President,,IND,Greene,North Leakesville,1
Howie Hawkins,President,,G,Greene,North Leakesville,1
Jo Jorgensen,President,,L,Greene,North Leakesville,2
Brock Pierce,President,,IND,Greene,North Leakesville,0
Kanye West,President,,IND,Greene,North Leakesville,1
Mike Espy,U.S. Senate,,D,Greene,North Leakesville,177
Cindy Hyde-Smith,U.S. Senate,,R,Greene,North Leakesville,137
Jimmy L Edwards,U.S. Senate,,L,Greene,North Leakesville,7
Steven M Palazzo,U.S. House,4,R,Greene,North Leakesville,234
Joseph R. Biden,President,,D,Greene,State Line,329
Donald J. Trump,President,,R,Greene,State Line,328
Don Blankenship,President,,AC,Greene,State Line,2
Brian Carroll,President,,AS,Greene,State Line,0
Phil Collins,President,,IND,Greene,State Line,0
Howie Hawkins,President,,G,Greene,State Line,1
Jo Jorgensen,President,,L,Greene,State Line,4
Brock Pierce,President,,IND,Greene,State Line,0
Kanye West,President,,IND,Greene,State Line,2
Mike Espy,U.S. Senate,,D,Greene,State Line,353
Cindy Hyde-Smith,U.S. Senate,,R,Greene,State Line,306
Jimmy L Edwards,U.S. Senate,,L,Greene,State Line,5
Steven M Palazzo,U.S. House,4,R,Greene,State Line,501
Joseph R. Biden,President,,D,Greene,Mutual Rights,9
Donald J. Trump,President,,R,Greene,Mutual Rights,193
Don Blankenship,President,,AC,Greene,Mutual Rights,1
Brian Carroll,President,,AS,Greene,Mutual Rights,0
Phil Collins,President,,IND,Greene,Mutual Rights,0
Howie Hawkins,President,,G,Greene,Mutual Rights,0
Jo Jorgensen,President,,L,Greene,Mutual Rights,0
Brock Pierce,President,,IND,Greene,Mutual Rights,0
Kanye West,President,,IND,Greene,Mutual Rights,1
Mike Espy,U.S. Senate,,D,Greene,Mutual Rights,16
Cindy Hyde-Smith,U.S. Senate,,R,Greene,Mutual Rights,179
Jimmy L Edwards,U.S. Senate,,L,Greene,Mutual Rights,7
Steven M Palazzo,U.S. House,4,R,Greene,Mutual Rights,183
Joseph R. Biden,President,,D,Greene,Wade,35
Donald J. Trump,President,,R,Greene,Wade,491
