candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Rankin,Antioch-Mayton,67
Donald J. Trump,President,,R,Rankin,Antioch-Mayton,406
Don Blankenship,President,,AC,Rankin,Antioch-Mayton,1
Brian Carroll,President,,AS,Rankin,Antioch-Mayton,0
Phil Collins,President,,IND,Rankin,Antioch-Mayton,0
Howie Hawkins,President,,G,Rankin,Antioch-Mayton,0
Jo Jorgensen,President,,L,Rankin,Antioch-Mayton,3
Brock Pierce,President,,IND,Rankin,Antioch-Mayton,1
Kanye West,President,,IND,Rankin,Antioch-Mayton,0
Mike Espy,U.S. Senate,,D,Rankin,Antioch-Mayton,76
Cindy Hyde-Smith,U.S. Senate,,R,Rankin,Antioch-Mayton,397
Jimmy L Edwards,U.S. Senate,,L,Rankin,Antioch-Mayton,6
Dorothy Dot Benford,U.S. House,3,D,Rankin,Antioch-Mayton,56
Michael Guest,U.S. House,3,R,Rankin,Antioch-Mayton,422
Joseph R. Biden,President,,D,Rankin,Brandon Central,325
Donald J. Trump,President,,R,Rankin,Brandon Central,1227
Don Blankenship,President,,AC,Rankin,Brandon Central,1
Brian Carroll,President,,AS,Rankin,Brandon Central,1
Phil Collins,President,,IND,Rankin,Brandon Central,1
Howie Hawkins,President,,G,Rankin,Brandon Central,0
Jo Jorgensen,President,,L,Rankin,Brandon Central,11
Brock Pierce,President,,IND,Rankin,Brandon Central,1
Kanye West,President,,IND,Rankin,Brandon Central,2
Mike Espy,U.S. Senate,,D,Rankin,Brandon Central,355
Cindy Hyde-Smith,U.S. Senate,,R,Rankin,Brandon Central,1161
Jimmy L Edwards,U.S. Senate,,L,Rankin,Brandon Central,36
Dorothy Dot Benford,U.S. House,3,D,Rankin,Brandon Central,259
Michael Guest,U.S. House,3,R,Rankin,Brandon Central,1305
Joseph R. Biden,President,,D,Rankin,Brandon City Hall,1306
Donald J. Trump,President,,R,Rankin,Brandon City Hall,2825
Don Blankenship,President,,AC,Rankin,Brandon City Hall,0
Brian Carroll,President,,AS,Rankin,Brandon City Hall,4
Phil Collins,President,,IND,Rankin,Brandon City Hall,4
Howie Hawkins,President,,G,Rankin,Brandon City Hall,0
Jo Jorgensen,President,,L,Rankin,Brandon City Hall,37
Brock Pierce,President,,IND,Rankin,Brandon City Hall,1
Kanye West,President,,IND,Rankin,Brandon City Hall,8
Mike Espy,U.S. Senate,,D,Rankin,Brandon City Hall,1412
Cindy Hyde-Smith,U.S. Senate,,R,Rankin,Brandon City Hall,2697
Jimmy L Edwards,U.S. Senate,,L,Rankin,Brandon City Hall,77
Dorothy Dot Benford,U.S. House,3,D,Rankin,Brandon City Hall,1117
Michael Guest,U.S. House,3,R,Rankin,Brandon City Hall,3075
Joseph R. Biden,President,,D,Rankin,Briar Hill,218
Donald J. Trump,President,,R,Rankin,Briar Hill,463
Don Blankenship,President,,AC,Rankin,Briar Hill,0
Brian Carroll,President,,AS,Rankin,Briar Hill,0
Phil Collins,President,,IND,Rankin,Briar Hill,0
Howie Hawkins,President,,G,Rankin,Briar Hill,0
Jo Jorgensen,President,,L,Rankin,Briar Hill,5
Brock Pierce,President,,IND,Rankin,Briar Hill,0
Kanye West,President,,IND,Rankin,Briar Hill,1
Mike Espy,U.S. Senate,,D,Rankin,Briar Hill,228
Cindy Hyde-Smith,U.S. Senate,,R,Rankin,Briar Hill,441
Jimmy L Edwards,U.S. Senate,,L,Rankin,Briar Hill,18
Dorothy Dot Benford,U.S. House,3,D,Rankin,Briar Hill,207
Michael Guest,U.S. House,3,R,Rankin,Briar Hill,477
Joseph R. Biden,President,,D,Rankin,Castlewoods East,741
Donald J. Trump,President,,R,Rankin,Castlewoods East,1767
Don Blankenship,President,,AC,Rankin,Castlewoods East,2
Brian Carroll,President,,AS,Rankin,Castlewoods East,4
Phil Collins,President,,IND,Rankin,Castlewoods East,0
Howie Hawkins,President,,G,Rankin,Castlewoods East,1
Jo Jorgensen,President,,L,Rankin,Castlewoods East,23
Brock Pierce,President,,IND,Rankin,Castlewoods East,1
