county,precinct,office,district,candidate,party,votes
Smith,Ag-Complex,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Burns,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Cedar Grove,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Center Ridge,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Clear Springs-Pineville,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Lorena-Sophia,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Mize,President,,Roque 'Rocky' De La Fuente,REP,3
Smith,North Raleigh,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Polkville,President,,Roque 'Rocky' De La Fuente,REP,3
Smith,Shady Grove,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Summerland,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Sylvarena,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Taylorsville,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Union-New Home,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Warren Hill,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,West Raleigh,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,White Oak,President,,Roque 'Rocky' De La Fuente,REP,0
Smith,Zion Hill-New Haven,President,,Roque 'Rocky' De La Fuente,REP,1
Smith,TOTAL,President,,Roque 'Rocky' De La Fuente,REP,7
Smith,Ag-Complex,President,,Donald J. Trump,REP,183
Smith,Burns,President,,Donald J. Trump,REP,104
Smith,Cedar Grove,President,,Donald J. Trump,REP,35
Smith,Center Ridge,President,,Donald J. Trump,REP,154
Smith,Clear Springs-Pineville,President,,Donald J. Trump,REP,108
Smith,Lorena-Sophia,President,,Donald J. Trump,REP,117
Smith,Mize,President,,Donald J. Trump,REP,228
Smith,North Raleigh,President,,Donald J. Trump,REP,141
Smith,Polkville,President,,Donald J. Trump,REP,212
Smith,Shady Grove,President,,Donald J. Trump,REP,136
Smith,Summerland,President,,Donald J. Trump,REP,94
Smith,Sylvarena,President,,Donald J. Trump,REP,77
Smith,Taylorsville,President,,Donald J. Trump,REP,292
Smith,Union-New Home,President,,Donald J. Trump,REP,108
Smith,Warren Hill,President,,Donald J. Trump,REP,13
Smith,West Raleigh,President,,Donald J. Trump,REP,127
Smith,White Oak,President,,Donald J. Trump,REP,110
Smith,Zion Hill-New Haven,President,,Donald J. Trump,REP,178
Smith,TOTAL,President,,Donald J. Trump,REP,2417
Smith,Ag-Complex,President,,Bill Weld,REP,0
Smith,Burns,President,,Bill Weld,REP,0
Smith,Cedar Grove,President,,Bill Weld,REP,0
Smith,Center Ridge,President,,Bill Weld,REP,1
Smith,Clear Springs-Pineville,President,,Bill Weld,REP,0
Smith,Lorena-Sophia,President,,Bill Weld,REP,3
Smith,Mize,President,,Bill Weld,REP,3
Smith,North Raleigh,President,,Bill Weld,REP,2
Smith,Polkville,President,,Bill Weld,REP,0
Smith,Shady Grove,President,,Bill Weld,REP,0
Smith,Summerland,President,,Bill Weld,REP,0
Smith,Sylvarena,President,,Bill Weld,REP,0
Smith,Taylorsville,President,,Bill Weld,REP,1
Smith,Union-New Home,President,,Bill Weld,REP,0
Smith,Warren Hill,President,,Bill Weld,REP,0
Smith,West Raleigh,President,,Bill Weld,REP,0
Smith,White Oak,President,,Bill Weld,REP,1
Smith,Zion Hill-New Haven,President,,Bill Weld,REP,5
Smith,TOTAL,President,,Bill Weld,REP,16
Smith,Ag-Complex,U.S. Senate,,Cindy Hyde-Smith,REP,178
Smith,Burns,U.S. Senate,,Cindy Hyde-Smith,REP,101
Smith,Cedar Grove,U.S. Senate,,Cindy Hyde-Smith,REP,35
Smith,Center Ridge,U.S. Senate,,Cindy Hyde-Smith,REP,143
Smith,Clear Springs-Pineville,U.S. Senate,,Cindy Hyde-Smith,REP,103
Smith,Lorena-Sophia,U.S. Senate,,Cindy Hyde-Smith,REP,117
Smith,Mize,U.S. Senate,,Cindy Hyde-Smith,REP,222
Smith,North Raleigh,U.S. Senate,,Cindy Hyde-Smith,REP,138
Smith,Polkville,U.S. Senate,,Cindy Hyde-Smith,REP,206
Smith,Shady Grove,U.S. Senate,,Cindy Hyde-Smith,REP,135
Smith,Summerland,U.S. Senate,,Cindy Hyde-Smith,REP,86
Smith,Sylvarena,U.S. Senate,,Cindy Hyde-Smith,REP,74
Smith,Taylorsville,U.S. Senate,,Cindy Hyde-Smith,REP,282
Smith,Union-New Home,U.S. Senate,,Cindy Hyde-Smith,REP,104
Smith,Warren Hill,U.S. Senate,,Cindy Hyde-Smith,REP,12
Smith,West Raleigh,U.S. Senate,,Cindy Hyde-Smith,REP,124
Smith,White Oak,U.S. Senate,,Cindy Hyde-Smith,REP,107
Smith,Zion Hill-New Haven,U.S. Senate,,Cindy Hyde-Smith,REP,181
Smith,TOTAL,U.S. Senate,,Cindy Hyde-Smith,REP,2348
Smith,Ag-Complex,U.S. House,3,Michael Guest,REP,157
Smith,Burns,U.S. House,3,Michael Guest,REP,92
Smith,Cedar Grove,U.S. House,3,Michael Guest,REP,30
Smith,Center Ridge,U.S. House,3,Michael Guest,REP,124
Smith,Clear Springs-Pineville,U.S. House,3,Michael Guest,REP,101
Smith,Lorena-Sophia,U.S. House,3,Michael Guest,REP,111
Smith,Mize,U.S. House,3,Michael Guest,REP,205
Smith,North Raleigh,U.S. House,3,Michael Guest,REP,126
Smith,Polkville,U.S. House,3,Michael Guest,REP,200
Smith,Shady Grove,U.S. House,3,Michael Guest,REP,121
Smith,Summerland,U.S. House,3,Michael Guest,REP,81
Smith,Sylvarena,U.S. House,3,Michael Guest,REP,66
Smith,Taylorsville,U.S. House,3,Michael Guest,REP,250
Smith,Union-New Home,U.S. House,3,Michael Guest,REP,84
Smith,Warren Hill,U.S. House,3,Michael Guest,REP,8
Smith,West Raleigh,U.S. House,3,Michael Guest,REP,115
Smith,White Oak,U.S. House,3,Michael Guest,REP,102
Smith,Zion Hill-New Haven,U.S. House,3,Michael Guest,REP,167
Smith,TOTAL,U.S. House,3,Michael Guest,REP,2140
Smith,Ag-Complex,U.S. House,3,James Tulp,REP,23
Smith,Burns,U.S. House,3,James Tulp,REP,12
Smith,Cedar Grove,U.S. House,3,James Tulp,REP,3
Smith,Center Ridge,U.S. House,3,James Tulp,REP,31
Smith,Clear Springs-Pineville,U.S. House,3,James Tulp,REP,4
Smith,Lorena-Sophia,U.S. House,3,James Tulp,REP,9
Smith,Mize,U.S. House,3,James Tulp,REP,23
Smith,North Raleigh,U.S. House,3,James Tulp,REP,13
Smith,Polkville,U.S. House,3,James Tulp,REP,7
Smith,Shady Grove,U.S. House,3,James Tulp,REP,12
Smith,Summerland,U.S. House,3,James Tulp,REP,14
Smith,Sylvarena,U.S. House,3,James Tulp,REP,9
Smith,Taylorsville,U.S. House,3,James Tulp,REP,40
Smith,Union-New Home,U.S. House,3,James Tulp,REP,22
Smith,Warren Hill,U.S. House,3,James Tulp,REP,6
Smith,West Raleigh,U.S. House,3,James Tulp,REP,8
Smith,White Oak,U.S. House,3,James Tulp,REP,6
Smith,Zion Hill-New Haven,U.S. House,3,James Tulp,REP,15
Smith,TOTAL,U.S. House,3,James Tulp,REP,257
Smith,Ag-Complex,President,,Joseph R. Biden,DEM,12
Smith,Burns,President,,Joseph R. Biden,DEM,39
Smith,Cedar Grove,President,,Joseph R. Biden,DEM,24
Smith,Center Ridge,President,,Joseph R. Biden,DEM,8
Smith,Clear Springs-Pineville,President,,Joseph R. Biden,DEM,5
Smith,Lorena-Sophia,President,,Joseph R. Biden,DEM,30
Smith,Mize,President,,Joseph R. Biden,DEM,9
Smith,North Raleigh,President,,Joseph R. Biden,DEM,109
Smith,Polkville,President,,Joseph R. Biden,DEM,12
Smith,Shady Grove,President,,Joseph R. Biden,DEM,5
Smith,Summerland,President,,Joseph R. Biden,DEM,197
Smith,Sylvarena,President,,Joseph R. Biden,DEM,4
Smith,Taylorsville,President,,Joseph R. Biden,DEM,23
Smith,Union-New Home,President,,Joseph R. Biden,DEM,58
Smith,Warren Hill,President,,Joseph R. Biden,DEM,203
Smith,West Raleigh,President,,Joseph R. Biden,DEM,3
Smith,White Oak,President,,Joseph R. Biden,DEM,6
Smith,Zion Hill-New Haven,President,,Joseph R. Biden,DEM,47
Smith,TOTAL,President,,Joseph R. Biden,DEM,794
Smith,Ag-Complex,President,,Michael R. Bloomberg,DEM,0
Smith,Burns,President,,Michael R. Bloomberg,DEM,0
Smith,Cedar Grove,President,,Michael R. Bloomberg,DEM,0
Smith,Center Ridge,President,,Michael R. Bloomberg,DEM,0
Smith,Clear Springs-Pineville,President,,Michael R. Bloomberg,DEM,0
Smith,Lorena-Sophia,President,,Michael R. Bloomberg,DEM,0
Smith,Mize,President,,Michael R. Bloomberg,DEM,0
Smith,North Raleigh,President,,Michael R. Bloomberg,DEM,5
Smith,Polkville,President,,Michael R. Bloomberg,DEM,0
Smith,Shady Grove,President,,Michael R. Bloomberg,DEM,0
Smith,Summerland,President,,Michael R. Bloomberg,DEM,11
Smith,Sylvarena,President,,Michael R. Bloomberg,DEM,1
Smith,Taylorsville,President,,Michael R. Bloomberg,DEM,4
Smith,Union-New Home,President,,Michael R. Bloomberg,DEM,7
Smith,Warren Hill,President,,Michael R. Bloomberg,DEM,7
Smith,West Raleigh,President,,Michael R. Bloomberg,DEM,0
Smith,White Oak,President,,Michael R. Bloomberg,DEM,1
Smith,Zion Hill-New Haven,President,,Michael R. Bloomberg,DEM,5
Smith,TOTAL,President,,Michael R. Bloomberg,DEM,41
Smith,Ag-Complex,President,,Pete Buttigieg,DEM,0
Smith,Burns,President,,Pete Buttigieg,DEM,0
Smith,Cedar Grove,President,,Pete Buttigieg,DEM,0
Smith,Center Ridge,President,,Pete Buttigieg,DEM,0
Smith,Clear Springs-Pineville,President,,Pete Buttigieg,DEM,0
Smith,Lorena-Sophia,President,,Pete Buttigieg,DEM,0
Smith,Mize,President,,Pete Buttigieg,DEM,0
Smith,North Raleigh,President,,Pete Buttigieg,DEM,0
Smith,Polkville,President,,Pete Buttigieg,DEM,0
Smith,Shady Grove,President,,Pete Buttigieg,DEM,0
Smith,Summerland,President,,Pete Buttigieg,DEM,1
Smith,Sylvarena,President,,Pete Buttigieg,DEM,0
Smith,Taylorsville,President,,Pete Buttigieg,DEM,0
Smith,Union-New Home,President,,Pete Buttigieg,DEM,0
Smith,Warren Hill,President,,Pete Buttigieg,DEM,0
Smith,West Raleigh,President,,Pete Buttigieg,DEM,0
Smith,White Oak,President,,Pete Buttigieg,DEM,0
Smith,Zion Hill-New Haven,President,,Pete Buttigieg,DEM,1
Smith,TOTAL,President,,Pete Buttigieg,DEM,2
Smith,Ag-Complex,President,,Tulsl Gabbard,DEM,0
Smith,Burns,President,,Tulsl Gabbard,DEM,0
Smith,Cedar Grove,President,,Tulsl Gabbard,DEM,0
Smith,Center Ridge,President,,Tulsl Gabbard,DEM,1
Smith,Clear Springs-Pineville,President,,Tulsl Gabbard,DEM,0
Smith,Lorena-Sophia,President,,Tulsl Gabbard,DEM,0
Smith,Mize,President,,Tulsl Gabbard,DEM,0
Smith,North Raleigh,President,,Tulsl Gabbard,DEM,1
Smith,Polkville,President,,Tulsl Gabbard,DEM,0
Smith,Shady Grove,President,,Tulsl Gabbard,DEM,0
Smith,Summerland,President,,Tulsl Gabbard,DEM,1
Smith,Sylvarena,President,,Tulsl Gabbard,DEM,0
Smith,Taylorsville,President,,Tulsl Gabbard,DEM,0
Smith,Union-New Home,President,,Tulsl Gabbard,DEM,0
Smith,Warren Hill,President,,Tulsl Gabbard,DEM,0
Smith,West Raleigh,President,,Tulsl Gabbard,DEM,0
Smith,White Oak,President,,Tulsl Gabbard,DEM,0
Smith,Zion Hill-New Haven,President,,Tulsl Gabbard,DEM,0
Smith,TOTAL,President,,Tulsl Gabbard,DEM,3
Smith,Ag-Complex,President,,Amy Klobuchar,DEM,0
Smith,Burns,President,,Amy Klobuchar,DEM,0
Smith,Cedar Grove,President,,Amy Klobuchar,DEM,0
Smith,Center Ridge,President,,Amy Klobuchar,DEM,0
Smith,Clear Springs-Pineville,President,,Amy Klobuchar,DEM,0
Smith,Lorena-Sophia,President,,Amy Klobuchar,DEM,0
Smith,Mize,President,,Amy Klobuchar,DEM,0
Smith,North Raleigh,President,,Amy Klobuchar,DEM,0
Smith,Polkville,President,,Amy Klobuchar,DEM,0
Smith,Shady Grove,President,,Amy Klobuchar,DEM,0
Smith,Summerland,President,,Amy Klobuchar,DEM,1
Smith,Sylvarena,President,,Amy Klobuchar,DEM,0
Smith,Taylorsville,President,,Amy Klobuchar,DEM,0
Smith,Union-New Home,President,,Amy Klobuchar,DEM,1
Smith,Warren Hill,President,,Amy Klobuchar,DEM,0
Smith,West Raleigh,President,,Amy Klobuchar,DEM,0
Smith,White Oak,President,,Amy Klobuchar,DEM,0
Smith,Zion Hill-New Haven,President,,Amy Klobuchar,DEM,0
Smith,TOTAL,President,,Amy Klobuchar,DEM,2
Smith,Ag-Complex,President,,Deval Patrick,DEM,0
Smith,Burns,President,,Deval Patrick,DEM,0
Smith,Cedar Grove,President,,Deval Patrick,DEM,0
Smith,Center Ridge,President,,Deval Patrick,DEM,0
Smith,Clear Springs-Pineville,President,,Deval Patrick,DEM,0
Smith,Lorena-Sophia,President,,Deval Patrick,DEM,0
Smith,Mize,President,,Deval Patrick,DEM,0
Smith,North Raleigh,President,,Deval Patrick,DEM,0
Smith,Polkville,President,,Deval Patrick,DEM,0
Smith,Shady Grove,President,,Deval Patrick,DEM,0
Smith,Summerland,President,,Deval Patrick,DEM,0
Smith,Sylvarena,President,,Deval Patrick,DEM,0
Smith,Taylorsville,President,,Deval Patrick,DEM,0
Smith,Union-New Home,President,,Deval Patrick,DEM,0
Smith,Warren Hill,President,,Deval Patrick,DEM,0
Smith,West Raleigh,President,,Deval Patrick,DEM,0
Smith,White Oak,President,,Deval Patrick,DEM,0
Smith,Zion Hill-New Haven,President,,Deval Patrick,DEM,0
Smith,TOTAL,President,,Deval Patrick,DEM,0
Smith,Ag-Complex,President,,Bernie Sanders,DEM,3
Smith,Burns,President,,Bernie Sanders,DEM,10
Smith,Cedar Grove,President,,Bernie Sanders,DEM,6
Smith,Center Ridge,President,,Bernie Sanders,DEM,4
Smith,Clear Springs-Pineville,President,,Bernie Sanders,DEM,2
Smith,Lorena-Sophia,President,,Bernie Sanders,DEM,3
Smith,Mize,President,,Bernie Sanders,DEM,4
Smith,North Raleigh,President,,Bernie Sanders,DEM,12
Smith,Polkville,President,,Bernie Sanders,DEM,4
Smith,Shady Grove,President,,Bernie Sanders,DEM,3
Smith,Summerland,President,,Bernie Sanders,DEM,21
Smith,Sylvarena,President,,Bernie Sanders,DEM,2
Smith,Taylorsville,President,,Bernie Sanders,DEM,9
Smith,Union-New Home,President,,Bernie Sanders,DEM,13
Smith,Warren Hill,President,,Bernie Sanders,DEM,11
Smith,West Raleigh,President,,Bernie Sanders,DEM,4
Smith,White Oak,President,,Bernie Sanders,DEM,3
Smith,Zion Hill-New Haven,President,,Bernie Sanders,DEM,14
Smith,TOTAL,President,,Bernie Sanders,DEM,128
Smith,Ag-Complex,President,,Tom Steyer,DEM,1
Smith,Burns,President,,Tom Steyer,DEM,0
Smith,Cedar Grove,President,,Tom Steyer,DEM,0
Smith,Center Ridge,President,,Tom Steyer,DEM,0
Smith,Clear Springs-Pineville,President,,Tom Steyer,DEM,0
Smith,Lorena-Sophia,President,,Tom Steyer,DEM,0
Smith,Mize,President,,Tom Steyer,DEM,0
Smith,North Raleigh,President,,Tom Steyer,DEM,0
Smith,Polkville,President,,Tom Steyer,DEM,0
Smith,Shady Grove,President,,Tom Steyer,DEM,0
Smith,Summerland,President,,Tom Steyer,DEM,0
Smith,Sylvarena,President,,Tom Steyer,DEM,0
Smith,Taylorsville,President,,Tom Steyer,DEM,0
Smith,Union-New Home,President,,Tom Steyer,DEM,0
Smith,Warren Hill,President,,Tom Steyer,DEM,0
Smith,West Raleigh,President,,Tom Steyer,DEM,0
Smith,White Oak,President,,Tom Steyer,DEM,0
Smith,Zion Hill-New Haven,President,,Tom Steyer,DEM,1
Smith,TOTAL,President,,Tom Steyer,DEM,2
Smith,Ag-Complex,President,,Elizabeth Warren,DEM,2
Smith,Burns,President,,Elizabeth Warren,DEM,1
Smith,Cedar Grove,President,,Elizabeth Warren,DEM,0
Smith,Center Ridge,President,,Elizabeth Warren,DEM,0
Smith,Clear Springs-Pineville,President,,Elizabeth Warren,DEM,0
Smith,Lorena-Sophia,President,,Elizabeth Warren,DEM,0
Smith,Mize,President,,Elizabeth Warren,DEM,0
Smith,North Raleigh,President,,Elizabeth Warren,DEM,1
Smith,Polkville,President,,Elizabeth Warren,DEM,0
Smith,Shady Grove,President,,Elizabeth Warren,DEM,0
Smith,Summerland,President,,Elizabeth Warren,DEM,0
Smith,Sylvarena,President,,Elizabeth Warren,DEM,0
Smith,Taylorsville,President,,Elizabeth Warren,DEM,1
Smith,Union-New Home,President,,Elizabeth Warren,DEM,0
Smith,Warren Hill,President,,Elizabeth Warren,DEM,0
Smith,West Raleigh,President,,Elizabeth Warren,DEM,0
Smith,White Oak,President,,Elizabeth Warren,DEM,0
Smith,Zion Hill-New Haven,President,,Elizabeth Warren,DEM,0
Smith,TOTAL,President,,Elizabeth Warren,DEM,5
Smith,Ag-Complex,President,,Andrew Yang,DEM,0
Smith,Burns,President,,Andrew Yang,DEM,0
Smith,Cedar Grove,President,,Andrew Yang,DEM,0
Smith,Center Ridge,President,,Andrew Yang,DEM,0
Smith,Clear Springs-Pineville,President,,Andrew Yang,DEM,0
Smith,Lorena-Sophia,President,,Andrew Yang,DEM,0
Smith,Mize,President,,Andrew Yang,DEM,0
Smith,North Raleigh,President,,Andrew Yang,DEM,1
Smith,Polkville,President,,Andrew Yang,DEM,0
Smith,Shady Grove,President,,Andrew Yang,DEM,0
Smith,Summerland,President,,Andrew Yang,DEM,0
Smith,Sylvarena,President,,Andrew Yang,DEM,0
Smith,Taylorsville,President,,Andrew Yang,DEM,0
Smith,Union-New Home,President,,Andrew Yang,DEM,0
Smith,Warren Hill,President,,Andrew Yang,DEM,0
Smith,West Raleigh,President,,Andrew Yang,DEM,0
Smith,White Oak,President,,Andrew Yang,DEM,0
Smith,Zion Hill-New Haven,President,,Andrew Yang,DEM,0
Smith,TOTAL,President,,Andrew Yang,DEM,1
Smith,Ag-Complex,U.S. Senate,,Tobey Bernard Bartee,DEM,1
Smith,Burns,U.S. Senate,,Tobey Bernard Bartee,DEM,0
Smith,Cedar Grove,U.S. Senate,,Tobey Bernard Bartee,DEM,0
Smith,Center Ridge,U.S. Senate,,Tobey Bernard Bartee,DEM,0
Smith,Clear Springs-Pineville,U.S. Senate,,Tobey Bernard Bartee,DEM,0
Smith,Lorena-Sophia,U.S. Senate,,Tobey Bernard Bartee,DEM,0
Smith,Mize,U.S. Senate,,Tobey Bernard Bartee,DEM,0
Smith,North Raleigh,U.S. Senate,,Tobey Bernard Bartee,DEM,4
Smith,Polkville,U.S. Senate,,Tobey Bernard Bartee,DEM,3
Smith,Shady Grove,U.S. Senate,,Tobey Bernard Bartee,DEM,0
Smith,Summerland,U.S. Senate,,Tobey Bernard Bartee,DEM,6
Smith,Sylvarena,U.S. Senate,,Tobey Bernard Bartee,DEM,0
Smith,Taylorsville,U.S. Senate,,Tobey Bernard Bartee,DEM,6
Smith,Union-New Home,U.S. Senate,,Tobey Bernard Bartee,DEM,3
Smith,Warren Hill,U.S. Senate,,Tobey Bernard Bartee,DEM,6
Smith,West Raleigh,U.S. Senate,,Tobey Bernard Bartee,DEM,0
Smith,White Oak,U.S. Senate,,Tobey Bernard Bartee,DEM,4
Smith,Zion Hill-New Haven,U.S. Senate,,Tobey Bernard Bartee,DEM,2
Smith,TOTAL,U.S. Senate,,Tobey Bernard Bartee,DEM,35
Smith,Ag-Complex,U.S. Senate,,Jensen Bohren,DEM,0
Smith,Burns,U.S. Senate,,Jensen Bohren,DEM,3
Smith,Cedar Grove,U.S. Senate,,Jensen Bohren,DEM,1
Smith,Center Ridge,U.S. Senate,,Jensen Bohren,DEM,1
Smith,Clear Springs-Pineville,U.S. Senate,,Jensen Bohren,DEM,0
Smith,Lorena-Sophia,U.S. Senate,,Jensen Bohren,DEM,0
Smith,Mize,U.S. Senate,,Jensen Bohren,DEM,0
Smith,North Raleigh,U.S. Senate,,Jensen Bohren,DEM,3
