candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Grenada,Box 1 Southside Church of Christ,569
Donald J. Trump,President,,R,Grenada,Box 1 Southside Church of Christ,1114
Don Blankenship,President,,AC,Grenada,Box 1 Southside Church of Christ,2
Brian Carroll,President,,AS,Grenada,Box 1 Southside Church of Christ,2
Phil Collins,President,,IND,Grenada,Box 1 Southside Church of Christ,4
Howie Hawkins,President,,G,Grenada,Box 1 Southside Church of Christ,1
Jo Jorgensen,President,,L,Grenada,Box 1 Southside Church of Christ,4
Brock Pierce,President,,IND,Grenada,Box 1 Southside Church of Christ,1
Kanye West,President,,IND,Grenada,Box 1 Southside Church of Christ,3
Mike Espy,U.S. Senate,,D,Grenada,Box 1 Southside Church of Christ,637
Cindy Hyde-Smith,U.S. Senate,,R,Grenada,Box 1 Southside Church of Christ,1049
Jimmy L Edwards,U.S. Senate,,L,Grenada,Box 1 Southside Church of Christ,18
Brian Flowers,U.S. House,2,R,Grenada,Box 1 Southside Church of Christ,1032
Bennie G Thompson,U.S. House,2,D,Grenada,Box 1 Southside Church of Christ,633
Joseph R. Biden,President,,D,Grenada,Elliott Vol Fire Station,94
Donald J. Trump,President,,R,Grenada,Elliott Vol Fire Station,406
Don Blankenship,President,,AC,Grenada,Elliott Vol Fire Station,0
Brian Carroll,President,,AS,Grenada,Elliott Vol Fire Station,0
Phil Collins,President,,IND,Grenada,Elliott Vol Fire Station,0
Howie Hawkins,President,,G,Grenada,Elliott Vol Fire Station,3
Jo Jorgensen,President,,L,Grenada,Elliott Vol Fire Station,3
Brock Pierce,President,,IND,Grenada,Elliott Vol Fire Station,0
Kanye West,President,,IND,Grenada,Elliott Vol Fire Station,0
Mike Espy,U.S. Senate,,D,Grenada,Elliott Vol Fire Station,122
Cindy Hyde-Smith,U.S. Senate,,R,Grenada,Elliott Vol Fire Station,371
Jimmy L Edwards,U.S. Senate,,L,Grenada,Elliott Vol Fire Station,10
Brian Flowers,U.S. House,2,R,Grenada,Elliott Vol Fire Station,363
