county,precinct,office,district,candidate,party,votes
Rankin,ANTIOCH-MAYTON,President,,Roque 'Rocky' De La Fuente,REP,1
Rankin,BRANDON CENTRAL,President,,Roque 'Rocky' De La Fuente,REP,1
Rankin,BRANDON CITY HALL,President,,Roque 'Rocky' De La Fuente,REP,3
Rankin,BRIAR HILL,President,,Roque 'Rocky' De La Fuente,REP,1
Rankin,CASTLEWOODS EAST,President,,Roque 'Rocky' De La Fuente,REP,5
Rankin,CASTLEWOODS WEST,President,,Roque 'Rocky' De La Fuente,REP,2
Rankin,CATO,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,CITY HALL,President,,Roque 'Rocky' De La Fuente,REP,2
Rankin,CLEAR BRANCH,President,,Roque 'Rocky' De La Fuente,REP,1
Rankin,CLEARY,President,,Roque 'Rocky' De La Fuente,REP,1
Rankin,CREST PARK,President,,Roque 'Rocky' De La Fuente,REP,2
Rankin,CROSSROADS,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,CUNNINGHAM HEIGHTS,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,DRY CREEK,President,,Roque 'Rocky' De La Fuente,REP,3
Rankin,EAST CROSSGATES,President,,Roque 'Rocky' De La Fuente,REP,1
Rankin,EAST STEEN CREEK,President,,Roque 'Rocky' De La Fuente,REP,2
Rankin,ELDORADO,President,,Roque 'Rocky' De La Fuente,REP,2
Rankin,FANNIN,President,,Roque 'Rocky' De La Fuente,REP,2
Rankin,FLOWOOD LIBRARY,President,,Roque 'Rocky' De La Fuente,REP,3
Rankin,GRANT'S FERRY,President,,Roque 'Rocky' De La Fuente,REP,4
Rankin,GREENFIELD,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,HIGHLANDS/PATRICK FARMS,President,,Roque 'Rocky' De La Fuente,REP,1
Rankin,JOHNS,President,,Roque 'Rocky' De La Fuente,REP,2
Rankin,LAKELAND,President,,Roque 'Rocky' De La Fuente,REP,2
Rankin,LEESBURG,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,LIBERTY,President,,Roque 'Rocky' De La Fuente,REP,4
Rankin,MOUNTAIN CREEK,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,NORTH BRANDON,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,NORTH MCLAURIN,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,NORTH RICHLAND,President,,Roque 'Rocky' De La Fuente,REP,1
Rankin,NORTHEAST BRANDON,President,,Roque 'Rocky' De La Fuente,REP,2
Rankin,NORTHSHORE,President,,Roque 'Rocky' De La Fuente,REP,2
Rankin,OAKDALE,President,,Roque 'Rocky' De La Fuente,REP,1
Rankin,PELAHATCHIE,President,,Roque 'Rocky' De La Fuente,REP,2
Rankin,PISAGH,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,PUCKETT,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,RESERVOIR EAST,President,,Roque 'Rocky' De La Fuente,REP,3
Rankin,RESERVOIR WEST,President,,Roque 'Rocky' De La Fuente,REP,1
Rankin,SHILOH,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,SOUTH BRANDON,President,,Roque 'Rocky' De La Fuente,REP,1
Rankin,SOUTH MCLAURIN,President,,Roque 'Rocky' De La Fuente,REP,1
Rankin,SOUTH PEARSON,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,SOUTH RICHLAND,President,,Roque 'Rocky' De La Fuente,REP,3
Rankin,SPRINGHILL,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,STAR,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,WEST CROSSGATES,President,,Roque 'Rocky' De La Fuente,REP,3
Rankin,WEST PEARL,President,,Roque 'Rocky' De La Fuente,REP,0
Rankin,WEST STATION CREEK,President,,Roque 'Rocky' De La Fuente,REP,2
Rankin,TOTAL,President,,Roque 'Rocky' De La Fuente,REP,57
Rankin,ANTIOCH-MAYTON,President,,Donald J. Trump,REP,194
Rankin,BRANDON CENTRAL,President,,Donald J. Trump,REP,593
Rankin,BRANDON CITY HALL,President,,Donald J. Trump,REP,1091
Rankin,BRIAR HILL,President,,Donald J. Trump,REP,187
Rankin,CASTLEWOODS EAST,President,,Donald J. Trump,REP,512
Rankin,CASTLEWOODS WEST,President,,Donald J. Trump,REP,473
Rankin,CATO,President,,Donald J. Trump,REP,313
Rankin,CITY HALL,President,,Donald J. Trump,REP,316
Rankin,CLEAR BRANCH,President,,Donald J. Trump,REP,192
Rankin,CLEARY,President,,Donald J. Trump,REP,468
Rankin,CREST PARK,President,,Donald J. Trump,REP,346
Rankin,CROSSROADS,President,,Donald J. Trump,REP,253
Rankin,CUNNINGHAM HEIGHTS,President,,Donald J. Trump,REP,223
Rankin,DRY CREEK,President,,Donald J. Trump,REP,224
Rankin,EAST CROSSGATES,President,,Donald J. Trump,REP,964
Rankin,EAST STEEN CREEK,President,,Donald J. Trump,REP,534
Rankin,ELDORADO,President,,Donald J. Trump,REP,424
Rankin,FANNIN,President,,Donald J. Trump,REP,406
Rankin,FLOWOOD LIBRARY,President,,Donald J. Trump,REP,481
Rankin,GRANT'S FERRY,President,,Donald J. Trump,REP,584
Rankin,GREENFIELD,President,,Donald J. Trump,REP,467
Rankin,HIGHLANDS/PATRICK FARMS,President,,Donald J. Trump,REP,360
Rankin,JOHNS,President,,Donald J. Trump,REP,209
Rankin,LAKELAND,President,,Donald J. Trump,REP,220
Rankin,LEESBURG,President,,Donald J. Trump,REP,275
Rankin,LIBERTY,President,,Donald J. Trump,REP,490
Rankin,MOUNTAIN CREEK,President,,Donald J. Trump,REP,118
Rankin,NORTH BRANDON,President,,Donald J. Trump,REP,518
Rankin,NORTH MCLAURIN,President,,Donald J. Trump,REP,226
Rankin,NORTH RICHLAND,President,,Donald J. Trump,REP,288
Rankin,NORTHEAST BRANDON,President,,Donald J. Trump,REP,859
Rankin,NORTHSHORE,President,,Donald J. Trump,REP,574
Rankin,OAKDALE,President,,Donald J. Trump,REP,653
Rankin,PELAHATCHIE,President,,Donald J. Trump,REP,512
Rankin,PISAGH,President,,Donald J. Trump,REP,189
Rankin,PUCKETT,President,,Donald J. Trump,REP,224
