candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Jefferson Davis,11 - Granby,76
Donald J. Trump,President,,R,Jefferson Davis,11 - Granby,51
Don Blankenship,President,,AC,Jefferson Davis,11 - Granby,1
Brian Carroll,President,,AS,Jefferson Davis,11 - Granby,0
Phil Collins,President,,IND,Jefferson Davis,11 - Granby,0
Howie Hawkins,President,,G,Jefferson Davis,11 - Granby,1
Jo Jorgensen,President,,L,Jefferson Davis,11 - Granby,0
Brock Pierce,President,,IND,Jefferson Davis,11 - Granby,0
Kanye West,President,,IND,Jefferson Davis,11 - Granby,0
Mike Espy,U.S. Senate,,D,Jefferson Davis,11 - Granby,79
Cindy Hyde-Smith,U.S. Senate,,R,Jefferson Davis,11 - Granby,49
Jimmy L Edwards,U.S. Senate,,L,Jefferson Davis,11 - Granby,1
Dorothy Dot Benford,U.S. House,3,D,Jefferson Davis,11 - Granby,63
Michael Guest,U.S. House,3,R,Jefferson Davis,11 - Granby,54
Joseph R. Biden,President,,D,Jefferson Davis,Bassfield 26,163
Donald J. Trump,President,,R,Jefferson Davis,Bassfield 26,187
Don Blankenship,President,,AC,Jefferson Davis,Bassfield 26,2
Brian Carroll,President,,AS,Jefferson Davis,Bassfield 26,0
Phil Collins,President,,IND,Jefferson Davis,Bassfield 26,1
Howie Hawkins,President,,G,Jefferson Davis,Bassfield 26,0
Jo Jorgensen,President,,L,Jefferson Davis,Bassfield 26,0
Brock Pierce,President,,IND,Jefferson Davis,Bassfield 26,0
Kanye West,President,,IND,Jefferson Davis,Bassfield 26,0
Mike Espy,U.S. Senate,,D,Jefferson Davis,Bassfield 26,173
Cindy Hyde-Smith,U.S. Senate,,R,Jefferson Davis,Bassfield 26,174
Jimmy L Edwards,U.S. Senate,,L,Jefferson Davis,Bassfield 26,4
Dorothy Dot Benford,U.S. House,3,D,Jefferson Davis,Bassfield 26,164
Michael Guest,U.S. House,3,R,Jefferson Davis,Bassfield 26,179
Joseph R. Biden,President,,D,Jefferson Davis,Bassfield Highway 42 - 31,705
Donald J. Trump,President,,R,Jefferson Davis,Bassfield Highway 42 - 31,215
Don Blankenship,President,,AC,Jefferson Davis,Bassfield Highway 42 - 31,1
Brian Carroll,President,,AS,Jefferson Davis,Bassfield Highway 42 - 31,2
Phil Collins,President,,IND,Jefferson Davis,Bassfield Highway 42 - 31,3
Howie Hawkins,President,,G,Jefferson Davis,Bassfield Highway 42 - 31,0
Jo Jorgensen,President,,L,Jefferson Davis,Bassfield Highway 42 - 31,3
Brock Pierce,President,,IND,Jefferson Davis,Bassfield Highway 42 - 31,0
Kanye West,President,,IND,Jefferson Davis,Bassfield Highway 42 - 31,5
Mike Espy,U.S. Senate,,D,Jefferson Davis,Bassfield Highway 42 - 31,724
Cindy Hyde-Smith,U.S. Senate,,R,Jefferson Davis,Bassfield Highway 42 - 31,197
Jimmy L Edwards,U.S. Senate,,L,Jefferson Davis,Bassfield Highway 42 - 31,11
Dorothy Dot Benford,U.S. House,3,D,Jefferson Davis,Bassfield Highway 42 - 31,675
Michael Guest,U.S. House,3,R,Jefferson Davis,Bassfield Highway 42 - 31,226
Joseph R. Biden,President,,D,Jefferson Davis,Carson 22,63
Donald J. Trump,President,,R,Jefferson Davis,Carson 22,158
Don Blankenship,President,,AC,Jefferson Davis,Carson 22,0
Brian Carroll,President,,AS,Jefferson Davis,Carson 22,0
Phil Collins,President,,IND,Jefferson Davis,Carson 22,0
Howie Hawkins,President,,G,Jefferson Davis,Carson 22,0
Jo Jorgensen,President,,L,Jefferson Davis,Carson 22,1
Brock Pierce,President,,IND,Jefferson Davis,Carson 22,0
Kanye West,President,,IND,Jefferson Davis,Carson 22,1
Mike Espy,U.S. Senate,,D,Jefferson Davis,Carson 22,71
Cindy Hyde-Smith,U.S. Senate,,R,Jefferson Davis,Carson 22,148
Jimmy L Edwards,U.S. Senate,,L,Jefferson Davis,Carson 22,5
Dorothy Dot Benford,U.S. House,3,D,Jefferson Davis,Carson 22,63
Michael Guest,U.S. House,3,R,Jefferson Davis,Carson 22,154
Joseph R. Biden,President,,D,Jefferson Davis,Clem 41,79
Donald J. Trump,President,,R,Jefferson Davis,Clem 41,86
Don Blankenship,President,,AC,Jefferson Davis,Clem 41,0
Brian Carroll,President,,AS,Jefferson Davis,Clem 41,0
Phil Collins,President,,IND,Jefferson Davis,Clem 41,1
Howie Hawkins,President,,G,Jefferson Davis,Clem 41,0
Jo Jorgensen,President,,L,Jefferson Davis,Clem 41,1
Brock Pierce,President,,IND,Jefferson Davis,Clem 41,0
Kanye West,President,,IND,Jefferson Davis,Clem 41,1
