candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Desoto,Alphaba-Cockrum,125
Donald J. Trump,President,,R,Desoto,Alphaba-Cockrum,1002
Don Blankenship,President,,AC,Desoto,Alphaba-Cockrum,2
Brian Carroll,President,,AS,Desoto,Alphaba-Cockrum,1
Phil Collins,President,,IND,Desoto,Alphaba-Cockrum,2
Howie Hawkins,President,,G,Desoto,Alphaba-Cockrum,0
Jo Jorgensen,President,,L,Desoto,Alphaba-Cockrum,8
Brock Pierce,President,,IND,Desoto,Alphaba-Cockrum,1
Kanye West,President,,IND,Desoto,Alphaba-Cockrum,1
Mike Espy,U.S. Senate,,D,Desoto,Alphaba-Cockrum,147
Cindy Hyde-Smith,U.S. Senate,,R,Desoto,Alphaba-Cockrum,949
Jimmy L Edwards,U.S. Senate,,L,Desoto,Alphaba-Cockrum,41
Antonia Eliason,U.S. House,1,D,Desoto,Alphaba-Cockrum,111
Trent Kelly,U.S. House,1,R,Desoto,Alphaba-Cockrum,1019
Joseph R. Biden,President,,D,Desoto,Baker's Chapel,153
Donald J. Trump,President,,R,Desoto,Baker's Chapel,689
Don Blankenship,President,,AC,Desoto,Baker's Chapel,3
Brian Carroll,President,,AS,Desoto,Baker's Chapel,0
Phil Collins,President,,IND,Desoto,Baker's Chapel,2
Howie Hawkins,President,,G,Desoto,Baker's Chapel,1
Jo Jorgensen,President,,L,Desoto,Baker's Chapel,10
Brock Pierce,President,,IND,Desoto,Baker's Chapel,2
Kanye West,President,,IND,Desoto,Baker's Chapel,2
Mike Espy,U.S. Senate,,D,Desoto,Baker's Chapel,175
Cindy Hyde-Smith,U.S. Senate,,R,Desoto,Baker's Chapel,655
Jimmy L Edwards,U.S. Senate,,L,Desoto,Baker's Chapel,25
Antonia Eliason,U.S. House,1,D,Desoto,Baker's Chapel,137
Trent Kelly,U.S. House,1,R,Desoto,Baker's Chapel,708
Joseph R. Biden,President,,D,Desoto,Bridgetown,416
Donald J. Trump,President,,R,Desoto,Bridgetown,1680
Don Blankenship,President,,AC,Desoto,Bridgetown,2
Brian Carroll,President,,AS,Desoto,Bridgetown,1
Phil Collins,President,,IND,Desoto,Bridgetown,2
Howie Hawkins,President,,G,Desoto,Bridgetown,1
Jo Jorgensen,President,,L,Desoto,Bridgetown,20
Brock Pierce,President,,IND,Desoto,Bridgetown,1
Kanye West,President,,IND,Desoto,Bridgetown,4
Mike Espy,U.S. Senate,,D,Desoto,Bridgetown,488
Cindy Hyde-Smith,U.S. Senate,,R,Desoto,Bridgetown,1564
Jimmy L Edwards,U.S. Senate,,L,Desoto,Bridgetown,72
Antonia Eliason,U.S. House,1,D,Desoto,Bridgetown,391
Trent Kelly,U.S. House,1,R,Desoto,Bridgetown,1720
Joseph R. Biden,President,,D,Desoto,Colonial Hills,275
Donald J. Trump,President,,R,Desoto,Colonial Hills,552
Don Blankenship,President,,AC,Desoto,Colonial Hills,5
Brian Carroll,President,,AS,Desoto,Colonial Hills,0
Phil Collins,President,,IND,Desoto,Colonial Hills,0
Howie Hawkins,President,,G,Desoto,Colonial Hills,3
Jo Jorgensen,President,,L,Desoto,Colonial Hills,18
Brock Pierce,President,,IND,Desoto,Colonial Hills,1
Kanye West,President,,IND,Desoto,Colonial Hills,5
Mike Espy,U.S. Senate,,D,Desoto,Colonial Hills,331
Cindy Hyde-Smith,U.S. Senate,,R,Desoto,Colonial Hills,495
Jimmy L Edwards,U.S. Senate,,L,Desoto,Colonial Hills,28
