candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Tunica,Banks/Hambrick,194
Donald J. Trump,President,,R,Tunica,Banks/Hambrick,6
Don Blankenship,President,,AC,Tunica,Banks/Hambrick,0
Brian Carroll,President,,AS,Tunica,Banks/Hambrick,0
Phil Collins,President,,IND,Tunica,Banks/Hambrick,0
Howie Hawkins,President,,G,Tunica,Banks/Hambrick,0
Jo Jorgensen,President,,L,Tunica,Banks/Hambrick,0
Brock Pierce,President,,IND,Tunica,Banks/Hambrick,0
Kanye West,President,,IND,Tunica,Banks/Hambrick,2
Mike Espy,U.S. Senate,,D,Tunica,Banks/Hambrick,202
Cindy Hyde-Smith,U.S. Senate,,R,Tunica,Banks/Hambrick,1
Jimmy L Edwards,U.S. Senate,,L,Tunica,Banks/Hambrick,0
Brian Flowers,U.S. House,2,R,Tunica,Banks/Hambrick,6
Bennie G Thompson,U.S. House,2,D,Tunica,Banks/Hambrick,193
Joseph R. Biden,President,,D,Tunica,Mhoon Landing,13
Donald J. Trump,President,,R,Tunica,Mhoon Landing,72
Don Blankenship,President,,AC,Tunica,Mhoon Landing,0
Brian Carroll,President,,AS,Tunica,Mhoon Landing,0
Phil Collins,President,,IND,Tunica,Mhoon Landing,0
Howie Hawkins,President,,G,Tunica,Mhoon Landing,0
Jo Jorgensen,President,,L,Tunica,Mhoon Landing,0
Brock Pierce,President,,IND,Tunica,Mhoon Landing,0
Kanye West,President,,IND,Tunica,Mhoon Landing,0
Mike Espy,U.S. Senate,,D,Tunica,Mhoon Landing,16
Cindy Hyde-Smith,U.S. Senate,,R,Tunica,Mhoon Landing,67
Jimmy L Edwards,U.S. Senate,,L,Tunica,Mhoon Landing,2
Brian Flowers,U.S. House,2,R,Tunica,Mhoon Landing,67
Bennie G Thompson,U.S. House,2,D,Tunica,Mhoon Landing,12
Joseph R. Biden,President,,D,Tunica,New Sub Park,258
Donald J. Trump,President,,R,Tunica,New Sub Park,144
Don Blankenship,President,,AC,Tunica,New Sub Park,0
Brian Carroll,President,,AS,Tunica,New Sub Park,0
Phil Collins,President,,IND,Tunica,New Sub Park,1
Howie Hawkins,President,,G,Tunica,New Sub Park,1
Jo Jorgensen,President,,L,Tunica,New Sub Park,3
Brock Pierce,President,,IND,Tunica,New Sub Park,0
Kanye West,President,,IND,Tunica,New Sub Park,2
Mike Espy,U.S. Senate,,D,Tunica,New Sub Park,273
Cindy Hyde-Smith,U.S. Senate,,R,Tunica,New Sub Park,132
Jimmy L Edwards,U.S. Senate,,L,Tunica,New Sub Park,4
Brian Flowers,U.S. House,2,R,Tunica,New Sub Park,134
Bennie G Thompson,U.S. House,2,D,Tunica,New Sub Park,256
Joseph R. Biden,President,,D,Tunica,Prichard,277
Donald J. Trump,President,,R,Tunica,Prichard,27
Don Blankenship,President,,AC,Tunica,Prichard,0
Brian Carroll,President,,AS,Tunica,Prichard,0
Phil Collins,President,,IND,Tunica,Prichard,0
Howie Hawkins,President,,G,Tunica,Prichard,0
Jo Jorgensen,President,,L,Tunica,Prichard,1
Brock Pierce,President,,IND,Tunica,Prichard,0
Kanye West,President,,IND,Tunica,Prichard,2
Mike Espy,U.S. Senate,,D,Tunica,Prichard,281
Cindy Hyde-Smith,U.S. Senate,,R,Tunica,Prichard,23
Jimmy L Edwards,U.S. Senate,,L,Tunica,Prichard,2
Brian Flowers,U.S. House,2,R,Tunica,Prichard,23
Bennie G Thompson,U.S. House,2,D,Tunica,Prichard,276
Joseph R. Biden,President,,D,Tunica,Robinsonville Community Center,315
Donald J. Trump,President,,R,Tunica,Robinsonville Community Center,42
Don Blankenship,President,,AC,Tunica,Robinsonville Community Center,0
Brian Carroll,President,,AS,Tunica,Robinsonville Community Center,0
Phil Collins,President,,IND,Tunica,Robinsonville Community Center,1
Howie Hawkins,President,,G,Tunica,Robinsonville Community Center,0
Jo Jorgensen,President,,L,Tunica,Robinsonville Community Center,3
Brock Pierce,President,,IND,Tunica,Robinsonville Community Center,0
Kanye West,President,,IND,Tunica,Robinsonville Community Center,3
Mike Espy,U.S. Senate,,D,Tunica,Robinsonville Community Center,331
Cindy Hyde-Smith,U.S. Senate,,R,Tunica,Robinsonville Community Center,30
Jimmy L Edwards,U.S. Senate,,L,Tunica,Robinsonville Community Center,4
Brian Flowers,U.S. House,2,R,Tunica,Robinsonville Community Center,30
Bennie G Thompson,U.S. House,2,D,Tunica,Robinsonville Community Center,321
Joseph R. Biden,President,,D,Tunica,Tunica,238
Donald J. Trump,President,,R,Tunica,Tunica,201
Don Blankenship,President,,AC,Tunica,Tunica,0
Brian Carroll,President,,AS,Tunica,Tunica,1
Phil Collins,President,,IND,Tunica,Tunica,1
Howie Hawkins,President,,G,Tunica,Tunica,1
Jo Jorgensen,President,,L,Tunica,Tunica,0
Brock Pierce,President,,IND,Tunica,Tunica,0
Kanye West,President,,IND,Tunica,Tunica,3
Mike Espy,U.S. Senate,,D,Tunica,Tunica,251
Cindy Hyde-Smith,U.S. Senate,,R,Tunica,Tunica,192
Jimmy L Edwards,U.S. Senate,,L,Tunica,Tunica,11
Brian Flowers,U.S. House,2,R,Tunica,Tunica,184
Bennie G Thompson,U.S. House,2,D,Tunica,Tunica,256
Joseph R. Biden,President,,D,Tunica,Tunica Auditorium,333
Donald J. Trump,President,,R,Tunica,Tunica Auditorium,41
Don Blankenship,President,,AC,Tunica,Tunica Auditorium,1
Brian Carroll,President,,AS,Tunica,Tunica Auditorium,1
Phil Collins,President,,IND,Tunica,Tunica Auditorium,2
Howie Hawkins,President,,G,Tunica,Tunica Auditorium,0
Jo Jorgensen,President,,L,Tunica,Tunica Auditorium,1
Brock Pierce,President,,IND,Tunica,Tunica Auditorium,0
Kanye West,President,,IND,Tunica,Tunica Auditorium,4
Mike Espy,U.S. Senate,,D,Tunica,Tunica Auditorium,351
Cindy Hyde-Smith,U.S. Senate,,R,Tunica,Tunica Auditorium,30
Jimmy L Edwards,U.S. Senate,,L,Tunica,Tunica Auditorium,6
Brian Flowers,U.S. House,2,R,Tunica,Tunica Auditorium,40
Bennie G Thompson,U.S. House,2,D,Tunica,Tunica Auditorium,333
Joseph R. Biden,President,,D,Tunica,Tunica Co. Supt. Of Educ.,163
Donald J. Trump,President,,R,Tunica,Tunica Co. Supt. Of Educ.,108
Don Blankenship,President,,AC,Tunica,Tunica Co. Supt. Of Educ.,1
Brian Carroll,President,,AS,Tunica,Tunica Co. Supt. Of Educ.,1
Phil Collins,President,,IND,Tunica,Tunica Co. Supt. Of Educ.,0
Howie Hawkins,President,,G,Tunica,Tunica Co. Supt. Of Educ.,2
Jo Jorgensen,President,,L,Tunica,Tunica Co. Supt. Of Educ.,0
Brock Pierce,President,,IND,Tunica,Tunica Co. Supt. Of Educ.,0
Kanye West,President,,IND,Tunica,Tunica Co. Supt. Of Educ.,2
Mike Espy,U.S. Senate,,D,Tunica,Tunica Co. Supt. Of Educ.,170
Cindy Hyde-Smith,U.S. Senate,,R,Tunica,Tunica Co. Supt. Of Educ.,99
Jimmy L Edwards,U.S. Senate,,L,Tunica,Tunica Co. Supt. Of Educ.,7
Brian Flowers,U.S. House,2,R,Tunica,Tunica Co. Supt. Of Educ.,102
Bennie G Thompson,U.S. House,2,D,Tunica,Tunica Co. Supt. Of Educ.,162
Joseph R. Biden,President,,D,Tunica,Two Mile Lake,293
Donald J. Trump,President,,R,Tunica,Two Mile Lake,109
Don Blankenship,President,,AC,Tunica,Two Mile Lake,0
Brian Carroll,President,,AS,Tunica,Two Mile Lake,0
Phil Collins,President,,IND,Tunica,Two Mile Lake,1
Howie Hawkins,President,,G,Tunica,Two Mile Lake,2
Jo Jorgensen,President,,L,Tunica,Two Mile Lake,0
Brock Pierce,President,,IND,Tunica,Two Mile Lake,1
Kanye West,President,,IND,Tunica,Two Mile Lake,1
Mike Espy,U.S. Senate,,D,Tunica,Two Mile Lake,320
Cindy Hyde-Smith,U.S. Senate,,R,Tunica,Two Mile Lake,84
Jimmy L Edwards,U.S. Senate,,L,Tunica,Two Mile Lake,3
Brian Flowers,U.S. House,2,R,Tunica,Two Mile Lake,86
