candidate,office,district,party,county,precinct,votes
Roque 'Rocky' De La Fuente,President,,R,Alcorn,2nd District Central Precinct,0
Donald J. Trump,President,,R,Alcorn,2nd District Central Precinct,279
Bill Weld,President,,R,Alcorn,2nd District Central Precinct,0
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,2nd District Central Precinct,257
Trent Kelly,U.S. House,1,R,Alcorn,2nd District Central Precinct,256
Joseph R. Biden,President,,D,Alcorn,2nd District Central Precinct,50
Michael R Bloomberg,President,,D,Alcorn,2nd District Central Precinct,2
Pete Buttigieg,President,,D,Alcorn,2nd District Central Precinct,0
Tulsi Gabbard,President,,D,Alcorn,2nd District Central Precinct,1
Amy Klobuchar,President,,D,Alcorn,2nd District Central Precinct,0
Deval Patrick,President,,D,Alcorn,2nd District Central Precinct,0
Bernie Sanders,President,,D,Alcorn,2nd District Central Precinct,18
Tom Steyer,President,,D,Alcorn,2nd District Central Precinct,1
Elizabeth Warren,President,,D,Alcorn,2nd District Central Precinct,0
Andrew Yang,President,,D,Alcorn,2nd District Central Precinct,0
Tobey Bernard Bartee,U.S. Senate,,D,Alcorn,2nd District Central Precinct,3
Jensen Bohren,U.S. Senate,,D,Alcorn,2nd District Central Precinct,2
Mike Espy,U.S. Senate,,D,Alcorn,2nd District Central Precinct,65
Antonia Eliason,U.S. House,1,D,Alcorn,2nd District Central Precinct,50
Roque 'Rocky' De La Fuente,President,,R,Alcorn,Bethel,0
Donald J. Trump,President,,R,Alcorn,Bethel,15
Bill Weld,President,,R,Alcorn,Bethel,0
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,Bethel,14
Trent Kelly,U.S. House,1,R,Alcorn,Bethel,14
Joseph R. Biden,President,,D,Alcorn,Bethel,1
Michael R Bloomberg,President,,D,Alcorn,Bethel,0
Pete Buttigieg,President,,D,Alcorn,Bethel,0
Tulsi Gabbard,President,,D,Alcorn,Bethel,0
Amy Klobuchar,President,,D,Alcorn,Bethel,0
Deval Patrick,President,,D,Alcorn,Bethel,0
Bernie Sanders,President,,D,Alcorn,Bethel,0
Tom Steyer,President,,D,Alcorn,Bethel,0
Elizabeth Warren,President,,D,Alcorn,Bethel,0
Andrew Yang,President,,D,Alcorn,Bethel,0
Tobey Bernard Bartee,U.S. Senate,,D,Alcorn,Bethel,3
Jensen Bohren,U.S. Senate,,D,Alcorn,Bethel,2
Mike Espy,U.S. Senate,,D,Alcorn,Bethel,65
Antonia Eliason,U.S. House,1,D,Alcorn,Bethel,50
Roque 'Rocky' De La Fuente,President,,R,Alcorn,Biggersville,0
Donald J. Trump,President,,R,Alcorn,Biggersville,134
Bill Weld,President,,R,Alcorn,Biggersville,0
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,Biggersville,128
Trent Kelly,U.S. House,1,R,Alcorn,Biggersville,126
Joseph R. Biden,President,,D,Alcorn,Biggersville,56
Michael R Bloomberg,President,,D,Alcorn,Biggersville,2
Pete Buttigieg,President,,D,Alcorn,Biggersville,0
Tulsi Gabbard,President,,D,Alcorn,Biggersville,0
Amy Klobuchar,President,,D,Alcorn,Biggersville,0
Deval Patrick,President,,D,Alcorn,Biggersville,0
Bernie Sanders,President,,D,Alcorn,Biggersville,10
Tom Steyer,President,,D,Alcorn,Biggersville,0
Elizabeth Warren,President,,D,Alcorn,Biggersville,0
Andrew Yang,President,,D,Alcorn,Biggersville,0
Tobey Bernard Bartee,U.S. Senate,,D,Alcorn,Biggersville,4
Jensen Bohren,U.S. Senate,,D,Alcorn,Biggersville,4
Mike Espy,U.S. Senate,,D,Alcorn,Biggersville,51
Antonia Eliason,U.S. House,1,D,Alcorn,Biggersville,38
Roque 'Rocky' De La Fuente,President,,R,Alcorn,College Hill,2
Donald J. Trump,President,,R,Alcorn,College Hill,91
Bill Weld,President,,R,Alcorn,College Hill,1
Cindy Hyde-Smith,U.S. Senate,,R,Alcorn,College Hill,89
Trent Kelly,U.S. House,1,R,Alcorn,College Hill,86
Joseph R. Biden,President,,D,Alcorn,College Hill,90
Michael R Bloomberg,President,,D,Alcorn,College Hill,5
Pete Buttigieg,President,,D,Alcorn,College Hill,1
Tulsi Gabbard,President,,D,Alcorn,College Hill,0
Amy Klobuchar,President,,D,Alcorn,College Hill,0
Deval Patrick,President,,D,Alcorn,College Hill,1
Bernie Sanders,President,,D,Alcorn,College Hill,11
Tom Steyer,President,,D,Alcorn,College Hill,0
