candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Pontotoc,Algoma Al,63
Donald J. Trump,President,,R,Pontotoc,Algoma Al,511
Don Blankenship,President,,AC,Pontotoc,Algoma Al,0
Brian Carroll,President,,AS,Pontotoc,Algoma Al,5
Phil Collins,President,,IND,Pontotoc,Algoma Al,0
Howie Hawkins,President,,G,Pontotoc,Algoma Al,1
Jo Jorgensen,President,,L,Pontotoc,Algoma Al,3
Brock Pierce,President,,IND,Pontotoc,Algoma Al,0
Kanye West,President,,IND,Pontotoc,Algoma Al,2
Mike Espy,U.S. Senate,,D,Pontotoc,Algoma Al,97
Cindy Hyde-Smith,U.S. Senate,,R,Pontotoc,Algoma Al,472
Jimmy L Edwards,U.S. Senate,,L,Pontotoc,Algoma Al,11
Antonia Eliason,U.S. House,1,D,Pontotoc,Algoma Al,57
Trent Kelly,U.S. House,1,R,Pontotoc,Algoma Al,510
Joseph R. Biden,President,,D,Pontotoc,Bankhead Ba,296
Donald J. Trump,President,,R,Pontotoc,Bankhead Ba,363
Don Blankenship,President,,AC,Pontotoc,Bankhead Ba,0
Brian Carroll,President,,AS,Pontotoc,Bankhead Ba,0
Phil Collins,President,,IND,Pontotoc,Bankhead Ba,1
Howie Hawkins,President,,G,Pontotoc,Bankhead Ba,0
Jo Jorgensen,President,,L,Pontotoc,Bankhead Ba,2
Brock Pierce,President,,IND,Pontotoc,Bankhead Ba,0
Kanye West,President,,IND,Pontotoc,Bankhead Ba,4
Mike Espy,U.S. Senate,,D,Pontotoc,Bankhead Ba,311
Cindy Hyde-Smith,U.S. Senate,,R,Pontotoc,Bankhead Ba,343
Jimmy L Edwards,U.S. Senate,,L,Pontotoc,Bankhead Ba,9
Antonia Eliason,U.S. House,1,D,Pontotoc,Bankhead Ba,249
Trent Kelly,U.S. House,1,R,Pontotoc,Bankhead Ba,392
Joseph R. Biden,President,,D,Pontotoc,Beckham Bec,81
Donald J. Trump,President,,R,Pontotoc,Beckham Bec,438
Don Blankenship,President,,AC,Pontotoc,Beckham Bec,2
Brian Carroll,President,,AS,Pontotoc,Beckham Bec,1
Phil Collins,President,,IND,Pontotoc,Beckham Bec,0
Howie Hawkins,President,,G,Pontotoc,Beckham Bec,1
Jo Jorgensen,President,,L,Pontotoc,Beckham Bec,3
Brock Pierce,President,,IND,Pontotoc,Beckham Bec,0
Kanye West,President,,IND,Pontotoc,Beckham Bec,1
Mike Espy,U.S. Senate,,D,Pontotoc,Beckham Bec,98
Cindy Hyde-Smith,U.S. Senate,,R,Pontotoc,Beckham Bec,404
Jimmy L Edwards,U.S. Senate,,L,Pontotoc,Beckham Bec,19
Antonia Eliason,U.S. House,1,D,Pontotoc,Beckham Bec,61
Trent Kelly,U.S. House,1,R,Pontotoc,Beckham Bec,444
Joseph R. Biden,President,,D,Pontotoc,Bethel/Endville Be,79
Donald J. Trump,President,,R,Pontotoc,Bethel/Endville Be,495
Don Blankenship,President,,AC,Pontotoc,Bethel/Endville Be,0
Brian Carroll,President,,AS,Pontotoc,Bethel/Endville Be,0
Phil Collins,President,,IND,Pontotoc,Bethel/Endville Be,2
Howie Hawkins,President,,G,Pontotoc,Bethel/Endville Be,0
Jo Jorgensen,President,,L,Pontotoc,Bethel/Endville Be,4
Brock Pierce,President,,IND,Pontotoc,Bethel/Endville Be,0
Kanye West,President,,IND,Pontotoc,Bethel/Endville Be,2
Mike Espy,U.S. Senate,,D,Pontotoc,Bethel/Endville Be,107
Cindy Hyde-Smith,U.S. Senate,,R,Pontotoc,Bethel/Endville Be,461
Jimmy L Edwards,U.S. Senate,,L,Pontotoc,Bethel/Endville Be,9
Antonia Eliason,U.S. House,1,D,Pontotoc,Bethel/Endville Be,62
Trent Kelly,U.S. House,1,R,Pontotoc,Bethel/Endville Be,506
Joseph R. Biden,President,,D,Pontotoc,Buchanan Bu,33
Donald J. Trump,President,,R,Pontotoc,Buchanan Bu,443
Don Blankenship,President,,AC,Pontotoc,Buchanan Bu,0
Brian Carroll,President,,AS,Pontotoc,Buchanan Bu,0
Phil Collins,President,,IND,Pontotoc,Buchanan Bu,1
Howie Hawkins,President,,G,Pontotoc,Buchanan Bu,0
Jo Jorgensen,President,,L,Pontotoc,Buchanan Bu,3
Brock Pierce,President,,IND,Pontotoc,Buchanan Bu,0
Kanye West,President,,IND,Pontotoc,Buchanan Bu,2
Mike Espy,U.S. Senate,,D,Pontotoc,Buchanan Bu,53
Cindy Hyde-Smith,U.S. Senate,,R,Pontotoc,Buchanan Bu,410
Jimmy L Edwards,U.S. Senate,,L,Pontotoc,Buchanan Bu,18
Antonia Eliason,U.S. House,1,D,Pontotoc,Buchanan Bu,29
Trent Kelly,U.S. House,1,R,Pontotoc,Buchanan Bu,443
Joseph R. Biden,President,,D,Pontotoc,Cherry Creek Cc,62
Donald J. Trump,President,,R,Pontotoc,Cherry Creek Cc,547
Don Blankenship,President,,AC,Pontotoc,Cherry Creek Cc,1
Brian Carroll,President,,AS,Pontotoc,Cherry Creek Cc,0
Phil Collins,President,,IND,Pontotoc,Cherry Creek Cc,0
Howie Hawkins,President,,G,Pontotoc,Cherry Creek Cc,2
Jo Jorgensen,President,,L,Pontotoc,Cherry Creek Cc,4
Brock Pierce,President,,IND,Pontotoc,Cherry Creek Cc,0
Kanye West,President,,IND,Pontotoc,Cherry Creek Cc,1
Mike Espy,U.S. Senate,,D,Pontotoc,Cherry Creek Cc,73
Cindy Hyde-Smith,U.S. Senate,,R,Pontotoc,Cherry Creek Cc,522
Jimmy L Edwards,U.S. Senate,,L,Pontotoc,Cherry Creek Cc,18
Antonia Eliason,U.S. House,1,D,Pontotoc,Cherry Creek Cc,59
Trent Kelly,U.S. House,1,R,Pontotoc,Cherry Creek Cc,544
Joseph R. Biden,President,,D,Pontotoc,Ecru Ec,173
Donald J. Trump,President,,R,Pontotoc,Ecru Ec,611
Don Blankenship,President,,AC,Pontotoc,Ecru Ec,0
Brian Carroll,President,,AS,Pontotoc,Ecru Ec,1
Phil Collins,President,,IND,Pontotoc,Ecru Ec,1
Howie Hawkins,President,,G,Pontotoc,Ecru Ec,2
Jo Jorgensen,President,,L,Pontotoc,Ecru Ec,6
Brock Pierce,President,,IND,Pontotoc,Ecru Ec,0
Kanye West,President,,IND,Pontotoc,Ecru Ec,3
Mike Espy,U.S. Senate,,D,Pontotoc,Ecru Ec,198
Cindy Hyde-Smith,U.S. Senate,,R,Pontotoc,Ecru Ec,570
Jimmy L Edwards,U.S. Senate,,L,Pontotoc,Ecru Ec,24
Antonia Eliason,U.S. House,1,D,Pontotoc,Ecru Ec,140
Trent Kelly,U.S. House,1,R,Pontotoc,Ecru Ec,634
Joseph R. Biden,President,,D,Pontotoc,Friendship Fr,39
Donald J. Trump,President,,R,Pontotoc,Friendship Fr,192
Don Blankenship,President,,AC,Pontotoc,Friendship Fr,0
Brian Carroll,President,,AS,Pontotoc,Friendship Fr,0
Phil Collins,President,,IND,Pontotoc,Friendship Fr,1
Howie Hawkins,President,,G,Pontotoc,Friendship Fr,2
Jo Jorgensen,President,,L,Pontotoc,Friendship Fr,1
Brock Pierce,President,,IND,Pontotoc,Friendship Fr,0
Kanye West,President,,IND,Pontotoc,Friendship Fr,0
Mike Espy,U.S. Senate,,D,Pontotoc,Friendship Fr,47
Cindy Hyde-Smith,U.S. Senate,,R,Pontotoc,Friendship Fr,181
Jimmy L Edwards,U.S. Senate,,L,Pontotoc,Friendship Fr,5
Antonia Eliason,U.S. House,1,D,Pontotoc,Friendship Fr,33
Trent Kelly,U.S. House,1,R,Pontotoc,Friendship Fr,194
Joseph R. Biden,President,,D,Pontotoc,Hoyle Ho,291
Donald J. Trump,President,,R,Pontotoc,Hoyle Ho,391
Don Blankenship,President,,AC,Pontotoc,Hoyle Ho,0
Brian Carroll,President,,AS,Pontotoc,Hoyle Ho,1
Phil Collins,President,,IND,Pontotoc,Hoyle Ho,0
Howie Hawkins,President,,G,Pontotoc,Hoyle Ho,2
Jo Jorgensen,President,,L,Pontotoc,Hoyle Ho,5
Brock Pierce,President,,IND,Pontotoc,Hoyle Ho,1
Kanye West,President,,IND,Pontotoc,Hoyle Ho,2
Mike Espy,U.S. Senate,,D,Pontotoc,Hoyle Ho,318
Cindy Hyde-Smith,U.S. Senate,,R,Pontotoc,Hoyle Ho,360
Jimmy L Edwards,U.S. Senate,,L,Pontotoc,Hoyle Ho,12
Antonia Eliason,U.S. House,1,D,Pontotoc,Hoyle Ho,246
Trent Kelly,U.S. House,1,R,Pontotoc,Hoyle Ho,421
Joseph R. Biden,President,,D,Pontotoc,Hurricane Hu,31
Donald J. Trump,President,,R,Pontotoc,Hurricane Hu,456
Don Blankenship,President,,AC,Pontotoc,Hurricane Hu,1
Brian Carroll,President,,AS,Pontotoc,Hurricane Hu,0
Phil Collins,President,,IND,Pontotoc,Hurricane Hu,0
Howie Hawkins,President,,G,Pontotoc,Hurricane Hu,0
Jo Jorgensen,President,,L,Pontotoc,Hurricane Hu,3
