candidate,office,district,party,county,precinct,votes
Mike Espy,U.S. Senate,,D,Stone,Bond,20
Cindy Hyde-Smith,U.S. Senate,,R,Stone,Bond,105
Jimmy L Edwards,U.S. Senate,,L,Stone,Bond,4
Joseph R. Biden,President,,D,Stone,Bond,10
Donald J. Trump,President,,R,Stone,Bond,116
Don Blankenship,President,,AC,Stone,Bond,0
Brian Carroll,President,,AS,Stone,Bond,0
Phil Collins,President,,IND,Stone,Bond,1
Howie Hawkins,President,,G,Stone,Bond,0
Jo Jorgensen,President,,L,Stone,Bond,2
Brock Pierce,President,,IND,Stone,Bond,0
Kanye West,President,,IND,Stone,Bond,0
Steven M Palazzo,U.S. House,4,R,Stone,Bond,117
Mike Espy,U.S. Senate,,D,Stone,National Guard,41
Cindy Hyde-Smith,U.S. Senate,,R,Stone,National Guard,267
Jimmy L Edwards,U.S. Senate,,L,Stone,National Guard,11
Joseph R. Biden,President,,D,Stone,National Guard,32
Donald J. Trump,President,,R,Stone,National Guard,287
Don Blankenship,President,,AC,Stone,National Guard,2
Brian Carroll,President,,AS,Stone,National Guard,0
Phil Collins,President,,IND,Stone,National Guard,0
Howie Hawkins,President,,G,Stone,National Guard,0
Jo Jorgensen,President,,L,Stone,National Guard,3
Brock Pierce,President,,IND,Stone,National Guard,0
Kanye West,President,,IND,Stone,National Guard,0
Steven M Palazzo,U.S. House,4,R,Stone,National Guard,295
Mike Espy,U.S. Senate,,D,Stone,Old Health Department,103
Cindy Hyde-Smith,U.S. Senate,,R,Stone,Old Health Department,379
Jimmy L Edwards,U.S. Senate,,L,Stone,Old Health Department,12
Joseph R. Biden,President,,D,Stone,Old Health Department,88
Donald J. Trump,President,,R,Stone,Old Health Department,401
Don Blankenship,President,,AC,Stone,Old Health Department,0
Brian Carroll,President,,AS,Stone,Old Health Department,0
Phil Collins,President,,IND,Stone,Old Health Department,2
Howie Hawkins,President,,G,Stone,Old Health Department,2
Jo Jorgensen,President,,L,Stone,Old Health Department,3
Brock Pierce,President,,IND,Stone,Old Health Department,0
Kanye West,President,,IND,Stone,Old Health Department,1
Steven M Palazzo,U.S. House,4,R,Stone,Old Health Department,433
Mike Espy,U.S. Senate,,D,Stone,Courthouse,108
Cindy Hyde-Smith,U.S. Senate,,R,Stone,Courthouse,353
Jimmy L Edwards,U.S. Senate,,L,Stone,Courthouse,15
Joseph R. Biden,President,,D,Stone,Courthouse,94
Donald J. Trump,President,,R,Stone,Courthouse,372
Don Blankenship,President,,AC,Stone,Courthouse,1
Brian Carroll,President,,AS,Stone,Courthouse,0
Phil Collins,President,,IND,Stone,Courthouse,1
Howie Hawkins,President,,G,Stone,Courthouse,2
Jo Jorgensen,President,,L,Stone,Courthouse,7
Brock Pierce,President,,IND,Stone,Courthouse,0
Kanye West,President,,IND,Stone,Courthouse,0
Steven M Palazzo,U.S. House,4,R,Stone,Courthouse,411
Mike Espy,U.S. Senate,,D,Stone,American Legion,403
Cindy Hyde-Smith,U.S. Senate,,R,Stone,American Legion,264
Jimmy L Edwards,U.S. Senate,,L,Stone,American Legion,11
Joseph R. Biden,President,,D,Stone,American Legion,385
Donald J. Trump,President,,R,Stone,American Legion,283
Don Blankenship,President,,AC,Stone,American Legion,0
Brian Carroll,President,,AS,Stone,American Legion,3
Phil Collins,President,,IND,Stone,American Legion,0
Howie Hawkins,President,,G,Stone,American Legion,1
Jo Jorgensen,President,,L,Stone,American Legion,1
Brock Pierce,President,,IND,Stone,American Legion,0
Kanye West,President,,IND,Stone,American Legion,2
Steven M Palazzo,U.S. House,4,R,Stone,American Legion,494
Mike Espy,U.S. Senate,,D,Stone,New Hope,578
Cindy Hyde-Smith,U.S. Senate,,R,Stone,New Hope,220
Jimmy L Edwards,U.S. Senate,,L,Stone,New Hope,6
Joseph R. Biden,President,,D,Stone,New Hope,555
Donald J. Trump,President,,R,Stone,New Hope,236
Don Blankenship,President,,AC,Stone,New Hope,3
Brian Carroll,President,,AS,Stone,New Hope,0
Phil Collins,President,,IND,Stone,New Hope,2
Howie Hawkins,President,,G,Stone,New Hope,1
Jo Jorgensen,President,,L,Stone,New Hope,5
Brock Pierce,President,,IND,Stone,New Hope,0
Kanye West,President,,IND,Stone,New Hope,3
Steven M Palazzo,U.S. House,4,R,Stone,New Hope,511
Mike Espy,U.S. Senate,,D,Stone,Perkinston,65
Cindy Hyde-Smith,U.S. Senate,,R,Stone,Perkinston,251
Jimmy L Edwards,U.S. Senate,,L,Stone,Perkinston,11
Joseph R. Biden,President,,D,Stone,Perkinston,60
Donald J. Trump,President,,R,Stone,Perkinston,270
Don Blankenship,President,,AC,Stone,Perkinston,0
Brian Carroll,President,,AS,Stone,Perkinston,0
Phil Collins,President,,IND,Stone,Perkinston,0
Howie Hawkins,President,,G,Stone,Perkinston,0
Jo Jorgensen,President,,L,Stone,Perkinston,0
Brock Pierce,President,,IND,Stone,Perkinston,1
Kanye West,President,,IND,Stone,Perkinston,0
Steven M Palazzo,U.S. House,4,R,Stone,Perkinston,284
Mike Espy,U.S. Senate,,D,Stone,Magnolia,40
Cindy Hyde-Smith,U.S. Senate,,R,Stone,Magnolia,350
Jimmy L Edwards,U.S. Senate,,L,Stone,Magnolia,14
Joseph R. Biden,President,,D,Stone,Magnolia,24
Donald J. Trump,President,,R,Stone,Magnolia,372
Don Blankenship,President,,AC,Stone,Magnolia,0
Brian Carroll,President,,AS,Stone,Magnolia,1
Phil Collins,President,,IND,Stone,Magnolia,1
Howie Hawkins,President,,G,Stone,Magnolia,0
Jo Jorgensen,President,,L,Stone,Magnolia,5
Brock Pierce,President,,IND,Stone,Magnolia,0
Kanye West,President,,IND,Stone,Magnolia,0
Steven M Palazzo,U.S. House,4,R,Stone,Magnolia,368
Mike Espy,U.S. Senate,,D,Stone,Mchenry Library,55
Cindy Hyde-Smith,U.S. Senate,,R,Stone,Mchenry Library,356
Jimmy L Edwards,U.S. Senate,,L,Stone,Mchenry Library,10
Joseph R. Biden,President,,D,Stone,Mchenry Library,35
Donald J. Trump,President,,R,Stone,Mchenry Library,384
Don Blankenship,President,,AC,Stone,Mchenry Library,0
Brian Carroll,President,,AS,Stone,Mchenry Library,0
Phil Collins,President,,IND,Stone,Mchenry Library,1
Howie Hawkins,President,,G,Stone,Mchenry Library,0
Jo Jorgensen,President,,L,Stone,Mchenry Library,7
Brock Pierce,President,,IND,Stone,Mchenry Library,0
Kanye West,President,,IND,Stone,Mchenry Library,0
Steven M Palazzo,U.S. House,4,R,Stone,Mchenry Library,388
Mike Espy,U.S. Senate,,D,Stone,Elarbee,38
Cindy Hyde-Smith,U.S. Senate,,R,Stone,Elarbee,352
Jimmy L Edwards,U.S. Senate,,L,Stone,Elarbee,9
Joseph R. Biden,President,,D,Stone,Elarbee,30
Donald J. Trump,President,,R,Stone,Elarbee,361
Don Blankenship,President,,AC,Stone,Elarbee,3
Brian Carroll,President,,AS,Stone,Elarbee,0
Phil Collins,President,,IND,Stone,Elarbee,1
Howie Hawkins,President,,G,Stone,Elarbee,0
Jo Jorgensen,President,,L,Stone,Elarbee,2
Brock Pierce,President,,IND,Stone,Elarbee,0
Kanye West,President,,IND,Stone,Elarbee,1
Steven M Palazzo,U.S. House,4,R,Stone,Elarbee,361
Mike Espy,U.S. Senate,,D,Stone,Tuxechana,112
Cindy Hyde-Smith,U.S. Senate,,R,Stone,Tuxechana,949
Jimmy L Edwards,U.S. Senate,,L,Stone,Tuxechana,24
Joseph R. Biden,President,,D,Stone,Tuxechana,89
Donald J. Trump,President,,R,Stone,Tuxechana,984
Don Blankenship,President,,AC,Stone,Tuxechana,3
Brian Carroll,President,,AS,Stone,Tuxechana,0
Phil Collins,President,,IND,Stone,Tuxechana,2
Howie Hawkins,President,,G,Stone,Tuxechana,0
Jo Jorgensen,President,,L,Stone,Tuxechana,7
Brock Pierce,President,,IND,Stone,Tuxechana,1
Kanye West,President,,IND,Stone,Tuxechana,0
Steven M Palazzo,U.S. House,4,R,Stone,Tuxechana,1007
Mike Espy,U.S. Senate,,D,Stone,McHenry Community Center,178
Cindy Hyde-Smith,U.S. Senate,,R,Stone,McHenry Community Center,428
Jimmy L Edwards,U.S. Senate,,L,Stone,McHenry Community Center,23
Joseph R. Biden,President,,D,Stone,McHenry Community Center,147
Donald J. Trump,President,,R,Stone,McHenry Community Center,466
Don Blankenship,President,,AC,Stone,McHenry Community Center,1
Brian Carroll,President,,AS,Stone,McHenry Community Center,1
Phil Collins,President,,IND,Stone,McHenry Community Center,2
Howie Hawkins,President,,G,Stone,McHenry Community Center,2
Jo Jorgensen,President,,L,Stone,McHenry Community Center,5
Brock Pierce,President,,IND,Stone,McHenry Community Center,0
Kanye West,President,,IND,Stone,McHenry Community Center,3
Steven M Palazzo,U.S. House,4,R,Stone,McHenry Community Center,529
Mike Espy,U.S. Senate,,D,Stone,Flint Creek,166
Cindy Hyde-Smith,U.S. Senate,,R,Stone,Flint Creek,620
Jimmy L Edwards,U.S. Senate,,L,Stone,Flint Creek,15
Joseph R. Biden,President,,D,Stone,Flint Creek,137
Donald J. Trump,President,,R,Stone,Flint Creek,661
Don Blankenship,President,,AC,Stone,Flint Creek,0
Brian Carroll,President,,AS,Stone,Flint Creek,0
Phil Collins,President,,IND,Stone,Flint Creek,0
Howie Hawkins,President,,G,Stone,Flint Creek,0
Jo Jorgensen,President,,L,Stone,Flint Creek,5
Brock Pierce,President,,IND,Stone,Flint Creek,0
Kanye West,President,,IND,Stone,Flint Creek,2
Steven M Palazzo,U.S. House,4,R,Stone,Flint Creek,709
Mike Espy,U.S. Senate,,D,Stone,Big Level,111
Cindy Hyde-Smith,U.S. Senate,,R,Stone,Big Level,528
Jimmy L Edwards,U.S. Senate,,L,Stone,Big Level,22
Joseph R. Biden,President,,D,Stone,Big Level,91
Donald J. Trump,President,,R,Stone,Big Level,564
Don Blankenship,President,,AC,Stone,Big Level,0
Brian Carroll,President,,AS,Stone,Big Level,1
Phil Collins,President,,IND,Stone,Big Level,1
Howie Hawkins,President,,G,Stone,Big Level,0
Jo Jorgensen,President,,L,Stone,Big Level,3
Brock Pierce,President,,IND,Stone,Big Level,0
Kanye West,President,,IND,Stone,Big Level,0
Steven M Palazzo,U.S. House,4,R,Stone,Big Level,571
Mike Espy,U.S. Senate,,D,Stone,Pleasant Hill,33
Cindy Hyde-Smith,U.S. Senate,,R,Stone,Pleasant Hill,187
Jimmy L Edwards,U.S. Senate,,L,Stone,Pleasant Hill,11
Joseph R. Biden,President,,D,Stone,Pleasant Hill,25
Donald J. Trump,President,,R,Stone,Pleasant Hill,207
Don Blankenship,President,,AC,Stone,Pleasant Hill,0
Brian Carroll,President,,AS,Stone,Pleasant Hill,0
Phil Collins,President,,IND,Stone,Pleasant Hill,0
Howie Hawkins,President,,G,Stone,Pleasant Hill,0
Jo Jorgensen,President,,L,Stone,Pleasant Hill,2
