candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Leflore,Central Gwd,240
Donald J. Trump,President,,R,Leflore,Central Gwd,66
Don Blankenship,President,,AC,Leflore,Central Gwd,1
Brian Carroll,President,,AS,Leflore,Central Gwd,0
Phil Collins,President,,IND,Leflore,Central Gwd,0
Howie Hawkins,President,,G,Leflore,Central Gwd,1
Jo Jorgensen,President,,L,Leflore,Central Gwd,1
Brock Pierce,President,,IND,Leflore,Central Gwd,1
Kanye West,President,,IND,Leflore,Central Gwd,1
Mike Espy,U.S. Senate,,D,Leflore,Central Gwd,253
Cindy Hyde-Smith,U.S. Senate,,R,Leflore,Central Gwd,52
Jimmy L Edwards,U.S. Senate,,L,Leflore,Central Gwd,7
Brian Flowers,U.S. House,2,R,Leflore,Central Gwd,59
Bennie G. Thompson,U.S. House,2,D,Leflore,Central Gwd,243
Joseph R. Biden,President,,D,Leflore,East Gwd,1110
Donald J. Trump,President,,R,Leflore,East Gwd,31
Don Blankenship,President,,AC,Leflore,East Gwd,1
Brian Carroll,President,,AS,Leflore,East Gwd,1
Phil Collins,President,,IND,Leflore,East Gwd,2
Howie Hawkins,President,,G,Leflore,East Gwd,1
Jo Jorgensen,President,,L,Leflore,East Gwd,2
Brock Pierce,President,,IND,Leflore,East Gwd,1
Kanye West,President,,IND,Leflore,East Gwd,3
Mike Espy,U.S. Senate,,D,Leflore,East Gwd,1136
Cindy Hyde-Smith,U.S. Senate,,R,Leflore,East Gwd,12
Jimmy L Edwards,U.S. Senate,,L,Leflore,East Gwd,6
Brian Flowers,U.S. House,2,R,Leflore,East Gwd,15
Bennie G. Thompson,U.S. House,2,D,Leflore,East Gwd,1117
Joseph R. Biden,President,,D,Leflore,Minter City,80
Donald J. Trump,President,,R,Leflore,Minter City,108
Don Blankenship,President,,AC,Leflore,Minter City,1
Brian Carroll,President,,AS,Leflore,Minter City,1
Phil Collins,President,,IND,Leflore,Minter City,0
Howie Hawkins,President,,G,Leflore,Minter City,0
Jo Jorgensen,President,,L,Leflore,Minter City,0
Brock Pierce,President,,IND,Leflore,Minter City,0
Kanye West,President,,IND,Leflore,Minter City,1
Mike Espy,U.S. Senate,,D,Leflore,Minter City,85
Cindy Hyde-Smith,U.S. Senate,,R,Leflore,Minter City,102
Jimmy L Edwards,U.S. Senate,,L,Leflore,Minter City,0
Brian Flowers,U.S. House,2,R,Leflore,Minter City,101
Bennie G. Thompson,U.S. House,2,D,Leflore,Minter City,81
Joseph R. Biden,President,,D,Leflore,Money,33
Donald J. Trump,President,,R,Leflore,Money,98
Don Blankenship,President,,AC,Leflore,Money,0
Brian Carroll,President,,AS,Leflore,Money,0
Phil Collins,President,,IND,Leflore,Money,0
Howie Hawkins,President,,G,Leflore,Money,0
Jo Jorgensen,President,,L,Leflore,Money,0
Brock Pierce,President,,IND,Leflore,Money,0
Kanye West,President,,IND,Leflore,Money,0
Mike Espy,U.S. Senate,,D,Leflore,Money,36
Cindy Hyde-Smith,U.S. Senate,,R,Leflore,Money,92
Jimmy L Edwards,U.S. Senate,,L,Leflore,Money,3
Brian Flowers,U.S. House,2,R,Leflore,Money,96
Bennie G. Thompson,U.S. House,2,D,Leflore,Money,33
Joseph R. Biden,President,,D,Leflore,Morgan City,101
Donald J. Trump,President,,R,Leflore,Morgan City,62
Don Blankenship,President,,AC,Leflore,Morgan City,0
Brian Carroll,President,,AS,Leflore,Morgan City,1
Phil Collins,President,,IND,Leflore,Morgan City,0
Howie Hawkins,President,,G,Leflore,Morgan City,0
Jo Jorgensen,President,,L,Leflore,Morgan City,1
Brock Pierce,President,,IND,Leflore,Morgan City,0
Kanye West,President,,IND,Leflore,Morgan City,1
Mike Espy,U.S. Senate,,D,Leflore,Morgan City,107
Cindy Hyde-Smith,U.S. Senate,,R,Leflore,Morgan City,60
Jimmy L Edwards,U.S. Senate,,L,Leflore,Morgan City,0
Brian Flowers,U.S. House,2,R,Leflore,Morgan City,58
Bennie G. Thompson,U.S. House,2,D,Leflore,Morgan City,104
Joseph R. Biden,President,,D,Leflore,Mvsu,249
Donald J. Trump,President,,R,Leflore,Mvsu,19
Don Blankenship,President,,AC,Leflore,Mvsu,0
Brian Carroll,President,,AS,Leflore,Mvsu,0
Phil Collins,President,,IND,Leflore,Mvsu,2
Howie Hawkins,President,,G,Leflore,Mvsu,0
Jo Jorgensen,President,,L,Leflore,Mvsu,1
Brock Pierce,President,,IND,Leflore,Mvsu,0
Kanye West,President,,IND,Leflore,Mvsu,5
Mike Espy,U.S. Senate,,D,Leflore,Mvsu,256
Cindy Hyde-Smith,U.S. Senate,,R,Leflore,Mvsu,19
Jimmy L Edwards,U.S. Senate,,L,Leflore,Mvsu,1
Brian Flowers,U.S. House,2,R,Leflore,Mvsu,25
Bennie G. Thompson,U.S. House,2,D,Leflore,Mvsu,246
Joseph R. Biden,President,,D,Leflore,Ne Gwd,625
Donald J. Trump,President,,R,Leflore,Ne Gwd,116
Don Blankenship,President,,AC,Leflore,Ne Gwd,0
Brian Carroll,President,,AS,Leflore,Ne Gwd,1
Phil Collins,President,,IND,Leflore,Ne Gwd,0
Howie Hawkins,President,,G,Leflore,Ne Gwd,0
Jo Jorgensen,President,,L,Leflore,Ne Gwd,5
Brock Pierce,President,,IND,Leflore,Ne Gwd,0
Kanye West,President,,IND,Leflore,Ne Gwd,4
Mike Espy,U.S. Senate,,D,Leflore,Ne Gwd,660
Cindy Hyde-Smith,U.S. Senate,,R,Leflore,Ne Gwd,92
Jimmy L Edwards,U.S. Senate,,L,Leflore,Ne Gwd,4
Brian Flowers,U.S. House,2,R,Leflore,Ne Gwd,92
Bennie G. Thompson,U.S. House,2,D,Leflore,Ne Gwd,647
Joseph R. Biden,President,,D,Leflore,North Gwd,770
Donald J. Trump,President,,R,Leflore,North Gwd,1940
Don Blankenship,President,,AC,Leflore,North Gwd,3
Brian Carroll,President,,AS,Leflore,North Gwd,2
Phil Collins,President,,IND,Leflore,North Gwd,2
Howie Hawkins,President,,G,Leflore,North Gwd,4
Jo Jorgensen,President,,L,Leflore,North Gwd,11
Brock Pierce,President,,IND,Leflore,North Gwd,2
Kanye West,President,,IND,Leflore,North Gwd,4
Mike Espy,U.S. Senate,,D,Leflore,North Gwd,829
Cindy Hyde-Smith,U.S. Senate,,R,Leflore,North Gwd,1881
Jimmy L Edwards,U.S. Senate,,L,Leflore,North Gwd,25
Brian Flowers,U.S. House,2,R,Leflore,North Gwd,1908
Bennie G. Thompson,U.S. House,2,D,Leflore,North Gwd,792
Joseph R. Biden,President,,D,Leflore,North Itta Bena,888
Donald J. Trump,President,,R,Leflore,North Itta Bena,84
Don Blankenship,President,,AC,Leflore,North Itta Bena,1
Brian Carroll,President,,AS,Leflore,North Itta Bena,0
Phil Collins,President,,IND,Leflore,North Itta Bena,0
Howie Hawkins,President,,G,Leflore,North Itta Bena,1
Jo Jorgensen,President,,L,Leflore,North Itta Bena,1
Brock Pierce,President,,IND,Leflore,North Itta Bena,0
Kanye West,President,,IND,Leflore,North Itta Bena,5
Mike Espy,U.S. Senate,,D,Leflore,North Itta Bena,909
Cindy Hyde-Smith,U.S. Senate,,R,Leflore,North Itta Bena,72
Jimmy L Edwards,U.S. Senate,,L,Leflore,North Itta Bena,1
Brian Flowers,U.S. House,2,R,Leflore,North Itta Bena,82
Bennie G. Thompson,U.S. House,2,D,Leflore,North Itta Bena,891
Joseph R. Biden,President,,D,Leflore,Rising Sun,426
Donald J. Trump,President,,R,Leflore,Rising Sun,16
Don Blankenship,President,,AC,Leflore,Rising Sun,0
Brian Carroll,President,,AS,Leflore,Rising Sun,0
Phil Collins,President,,IND,Leflore,Rising Sun,0
Howie Hawkins,President,,G,Leflore,Rising Sun,0
Jo Jorgensen,President,,L,Leflore,Rising Sun,0
Brock Pierce,President,,IND,Leflore,Rising Sun,0
Kanye West,President,,IND,Leflore,Rising Sun,2
Mike Espy,U.S. Senate,,D,Leflore,Rising Sun,428
Cindy Hyde-Smith,U.S. Senate,,R,Leflore,Rising Sun,13
Jimmy L Edwards,U.S. Senate,,L,Leflore,Rising Sun,2
Brian Flowers,U.S. House,2,R,Leflore,Rising Sun,18
Bennie G. Thompson,U.S. House,2,D,Leflore,Rising Sun,417
Joseph R. Biden,President,,D,Leflore,Schlater,119
Donald J. Trump,President,,R,Leflore,Schlater,106
Don Blankenship,President,,AC,Leflore,Schlater,1
Brian Carroll,President,,AS,Leflore,Schlater,0
Phil Collins,President,,IND,Leflore,Schlater,0
Howie Hawkins,President,,G,Leflore,Schlater,0
Jo Jorgensen,President,,L,Leflore,Schlater,0
Brock Pierce,President,,IND,Leflore,Schlater,0
Kanye West,President,,IND,Leflore,Schlater,0
Mike Espy,U.S. Senate,,D,Leflore,Schlater,133
Cindy Hyde-Smith,U.S. Senate,,R,Leflore,Schlater,90
Jimmy L Edwards,U.S. Senate,,L,Leflore,Schlater,1
Brian Flowers,U.S. House,2,R,Leflore,Schlater,87
Bennie G. Thompson,U.S. House,2,D,Leflore,Schlater,128
