candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Benton,Ashland Precinct District 3,353
Donald J. Trump,President,,R,Benton,Ashland Precinct District 3,506
Don Blankenship,President,,AC,Benton,Ashland Precinct District 3,1
Brian Carroll,President,,AS,Benton,Ashland Precinct District 3,2
Phil Collins,President,,IND,Benton,Ashland Precinct District 3,1
Howie Hawkins,President,,G,Benton,Ashland Precinct District 3,1
Jo Jorgensen,President,,L,Benton,Ashland Precinct District 3,4
Brock Pierce,President,,IND,Benton,Ashland Precinct District 3,1
Kanye West,President,,IND,Benton,Ashland Precinct District 3,3
Mike Espy,U.S. Senate,,D,Benton,Ashland Precinct District 3,397
Cindy Hyde-Smith,U.S. Senate,,R,Benton,Ashland Precinct District 3,451
Jimmy L Edwards,U.S. Senate,,L,Benton,Ashland Precinct District 3,22
Antonia Ellason,U.S. House,1,D,Benton,Ashland Precinct District 3,305
Trent Kelly,U.S. House,1,R,Benton,Ashland Precinct District 3,511
Joseph R. Biden,President,,D,Benton,Canaan Precinct District 1,424
Donald J. Trump,President,,R,Benton,Canaan Precinct District 1,387
Don Blankenship,President,,AC,Benton,Canaan Precinct District 1,0
Brian Carroll,President,,AS,Benton,Canaan Precinct District 1,1
Phil Collins,President,,IND,Benton,Canaan Precinct District 1,0
Howie Hawkins,President,,G,Benton,Canaan Precinct District 1,2
Jo Jorgensen,President,,L,Benton,Canaan Precinct District 1,2
Brock Pierce,President,,IND,Benton,Canaan Precinct District 1,1
Kanye West,President,,IND,Benton,Canaan Precinct District 1,2
Mike Espy,U.S. Senate,,D,Benton,Canaan Precinct District 1,468
Cindy Hyde-Smith,U.S. Senate,,R,Benton,Canaan Precinct District 1,344
Jimmy L Edwards,U.S. Senate,,L,Benton,Canaan Precinct District 1,8
Antonia Ellason,U.S. House,1,D,Benton,Canaan Precinct District 1,369
Trent Kelly,U.S. House,1,R,Benton,Canaan Precinct District 1,393
Joseph R. Biden,President,,D,Benton,Floyd Precinct Dist 4,193
Donald J. Trump,President,,R,Benton,Floyd Precinct Dist 4,606
Don Blankenship,President,,AC,Benton,Floyd Precinct Dist 4,0
Brian Carroll,President,,AS,Benton,Floyd Precinct Dist 4,0
Phil Collins,President,,IND,Benton,Floyd Precinct Dist 4,1
Howie Hawkins,President,,G,Benton,Floyd Precinct Dist 4,0
Jo Jorgensen,President,,L,Benton,Floyd Precinct Dist 4,2
Brock Pierce,President,,IND,Benton,Floyd Precinct Dist 4,0
Kanye West,President,,IND,Benton,Floyd Precinct Dist 4,0
Mike Espy,U.S. Senate,,D,Benton,Floyd Precinct Dist 4,229
Cindy Hyde-Smith,U.S. Senate,,R,Benton,Floyd Precinct Dist 4,562
Jimmy L Edwards,U.S. Senate,,L,Benton,Floyd Precinct Dist 4,14
Antonia Ellason,U.S. House,1,D,Benton,Floyd Precinct Dist 4,158
Trent Kelly,U.S. House,1,R,Benton,Floyd Precinct Dist 4,606
Joseph R. Biden,President,,D,Benton,Hickory Flat Prec Dist 5,114
Donald J. Trump,President,,R,Benton,Hickory Flat Prec Dist 5,826
