candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Tishomingo,Iuka,218
Donald J. Trump,President,,R,Tishomingo,Iuka,1552
Don Blankenship,President,,AC,Tishomingo,Iuka,4
Brian Carroll,President,,AS,Tishomingo,Iuka,0
Phil Collins,President,,IND,Tishomingo,Iuka,4
Howie Hawkins,President,,G,Tishomingo,Iuka,3
Jo Jorgensen,President,,L,Tishomingo,Iuka,23
Brock Pierce,President,,IND,Tishomingo,Iuka,0
Kanye West,President,,IND,Tishomingo,Iuka,2
Mike Espy,U.S. Senate,,D,Tishomingo,Iuka,343
Cindy Hyde-Smith,U.S. Senate,,R,Tishomingo,Iuka,1391
Jimmy L Edwards,U.S. Senate,,L,Tishomingo,Iuka,55
Antonia Eliason,U.S. House,1,D,Tishomingo,Iuka,208
Trent Kelly,U.S. House,1,R,Tishomingo,Iuka,1554
Joseph R. Biden,President,,D,Tishomingo,Belmont,57
Donald J. Trump,President,,R,Tishomingo,Belmont,839
Don Blankenship,President,,AC,Tishomingo,Belmont,0
Brian Carroll,President,,AS,Tishomingo,Belmont,2
Phil Collins,President,,IND,Tishomingo,Belmont,0
Howie Hawkins,President,,G,Tishomingo,Belmont,0
Jo Jorgensen,President,,L,Tishomingo,Belmont,8
Brock Pierce,President,,IND,Tishomingo,Belmont,0
Kanye West,President,,IND,Tishomingo,Belmont,1
Mike Espy,U.S. Senate,,D,Tishomingo,Belmont,106
Cindy Hyde-Smith,U.S. Senate,,R,Tishomingo,Belmont,779
Jimmy L Edwards,U.S. Senate,,L,Tishomingo,Belmont,19
Antonia Eliason,U.S. House,1,D,Tishomingo,Belmont,56
Trent Kelly,U.S. House,1,R,Tishomingo,Belmont,825
Joseph R. Biden,President,,D,Tishomingo,Burnsville,54
Donald J. Trump,President,,R,Tishomingo,Burnsville,709
Don Blankenship,President,,AC,Tishomingo,Burnsville,0
Brian Carroll,President,,AS,Tishomingo,Burnsville,1
Phil Collins,President,,IND,Tishomingo,Burnsville,3
Howie Hawkins,President,,G,Tishomingo,Burnsville,1
Jo Jorgensen,President,,L,Tishomingo,Burnsville,12
Brock Pierce,President,,IND,Tishomingo,Burnsville,0
Kanye West,President,,IND,Tishomingo,Burnsville,5
Mike Espy,U.S. Senate,,D,Tishomingo,Burnsville,107
Cindy Hyde-Smith,U.S. Senate,,R,Tishomingo,Burnsville,643
Jimmy L Edwards,U.S. Senate,,L,Tishomingo,Burnsville,25
Antonia Eliason,U.S. House,1,D,Tishomingo,Burnsville,57
Trent Kelly,U.S. House,1,R,Tishomingo,Burnsville,697
Joseph R. Biden,President,,D,Tishomingo,Coles Mill,58
