candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Coahoma,Bobo,83
Donald J. Trump,President,,R,Coahoma,Bobo,35
Don Blankenship,President,,AC,Coahoma,Bobo,1
Brian Carroll,President,,AS,Coahoma,Bobo,0
Phil Collins,President,,IND,Coahoma,Bobo,0
Howie Hawkins,President,,G,Coahoma,Bobo,0
Jo Jorgensen,President,,L,Coahoma,Bobo,0
Brock Pierce,President,,IND,Coahoma,Bobo,0
Kanye West,President,,IND,Coahoma,Bobo,2
Mike Espy,U.S. Senate,,D,Coahoma,Bobo,86
Cindy Hyde-Smith,U.S. Senate,,R,Coahoma,Bobo,33
Jimmy L Edwards,U.S. Senate,,L,Coahoma,Bobo,2
Brian Flowers,U.S. House,2,R,Coahoma,Bobo,33
Bennie G. Thompson,U.S. House,2,D,Coahoma,Bobo,81
Joseph R. Biden,President,,D,Coahoma,Cagle Crossing,22
Donald J. Trump,President,,R,Coahoma,Cagle Crossing,34
Don Blankenship,President,,AC,Coahoma,Cagle Crossing,0
Brian Carroll,President,,AS,Coahoma,Cagle Crossing,0
Phil Collins,President,,IND,Coahoma,Cagle Crossing,0
Howie Hawkins,President,,G,Coahoma,Cagle Crossing,0
Jo Jorgensen,President,,L,Coahoma,Cagle Crossing,0
Brock Pierce,President,,IND,Coahoma,Cagle Crossing,0
Kanye West,President,,IND,Coahoma,Cagle Crossing,0
Mike Espy,U.S. Senate,,D,Coahoma,Cagle Crossing,23
Cindy Hyde-Smith,U.S. Senate,,R,Coahoma,Cagle Crossing,33
Jimmy L Edwards,U.S. Senate,,L,Coahoma,Cagle Crossing,0
Brian Flowers,U.S. House,2,R,Coahoma,Cagle Crossing,33
Bennie G. Thompson,U.S. House,2,D,Coahoma,Cagle Crossing,19
Joseph R. Biden,President,,D,Coahoma,Clarksdale Courthouse,402
Donald J. Trump,President,,R,Coahoma,Clarksdale Courthouse,214
Don Blankenship,President,,AC,Coahoma,Clarksdale Courthouse,1
Brian Carroll,President,,AS,Coahoma,Clarksdale Courthouse,4
Phil Collins,President,,IND,Coahoma,Clarksdale Courthouse,2
Howie Hawkins,President,,G,Coahoma,Clarksdale Courthouse,2
Jo Jorgensen,President,,L,Coahoma,Clarksdale Courthouse,2
Brock Pierce,President,,IND,Coahoma,Clarksdale Courthouse,0
Kanye West,President,,IND,Coahoma,Clarksdale Courthouse,1
Mike Espy,U.S. Senate,,D,Coahoma,Clarksdale Courthouse,419
Cindy Hyde-Smith,U.S. Senate,,R,Coahoma,Clarksdale Courthouse,202
Jimmy L Edwards,U.S. Senate,,L,Coahoma,Clarksdale Courthouse,5
Brian Flowers,U.S. House,2,R,Coahoma,Clarksdale Courthouse,208
Bennie G. Thompson,U.S. House,2,D,Coahoma,Clarksdale Courthouse,404
Joseph R. Biden,President,,D,Coahoma,Clarksdale # 2,685
Donald J. Trump,President,,R,Coahoma,Clarksdale # 2,524
Don Blankenship,President,,AC,Coahoma,Clarksdale # 2,1
Brian Carroll,President,,AS,Coahoma,Clarksdale # 2,1
Phil Collins,President,,IND,Coahoma,Clarksdale # 2,0
Howie Hawkins,President,,G,Coahoma,Clarksdale # 2,0
Jo Jorgensen,President,,L,Coahoma,Clarksdale # 2,3
Brock Pierce,President,,IND,Coahoma,Clarksdale # 2,0
Kanye West,President,,IND,Coahoma,Clarksdale # 2,5
Mike Espy,U.S. Senate,,D,Coahoma,Clarksdale # 2,730
Cindy Hyde-Smith,U.S. Senate,,R,Coahoma,Clarksdale # 2,488
Jimmy L Edwards,U.S. Senate,,L,Coahoma,Clarksdale # 2,3
Brian Flowers,U.S. House,2,R,Coahoma,Clarksdale # 2,489
Bennie G. Thompson,U.S. House,2,D,Coahoma,Clarksdale # 2,711
